N_passes_tf,N_total,auc,base_rate_dies_by_horizon,enrichment@1pct,enrichment@5pct,hit_rate@1pct,hit_rate@5pct,note,tf_bits
1501,1709,0.5210532612869299,0.19920053297801465,0.0,0.8032107023411371,0.0,0.16,,64
1449,1709,0.5139578435401186,0.1704623878536922,0.8380566801619433,1.1406882591093117,0.14285714285714285,0.19444444444444445,,68
1382,1709,0.5609424107968202,0.13024602026049203,1.6452380952380952,2.2254428341384864,0.21428571428571427,0.2898550724637681,,72
1319,1709,0.5281866404994525,0.0887035633055345,2.601577909270217,0.854053354053354,0.23076923076923078,0.07575757575757576,,76
