n_start,q0_best,dt_best,theta_subdeg,theta_ci_lo,theta_ci_hi,q_theta,q_theta_ci_lo,q_theta_ci_hi,q_eff,q_eff_ci_lo,q_eff_ci_hi,track_r2_real,peakiness_real,track_r2_sanity,peakiness_sanity,pass_real,pass_sanity,pass_overall,fail_reasons
50000000,27,22,87.56198297486243,87.55110188612166,87.57764450834,23.48679044575591,23.38230619464485,23.638825155664495,27.182222222222222,25.80590717299578,28.849056603773583,0.9906559350415762,25.33333391000623,0.0026227322012828402,2.7499999443125014,True,True,True,
