run_id,n_start,q0,H,W,weights,dt,smooth,frames,conf_min,sanity,runtime_s,mean_dx,median_dx,q_eff,slope_kpeak,track_r2,valid_frac,wave_strength,visibility_score,notes
n1e6_q6_H512_W1024_invq_dt5_sm9_none,1000000,6,512,1024,invq,5,9,300,0.15,none,0.11661648750305176,0.8338983050847457,1.0,5.995934959349594,0.16669720568005006,0.9995993999831521,1.0,3.6955007312652204,3.6947604482908476,
n1e6_q7_H512_W1024_invq_dt5_sm9_none,1000000,7,512,1024,invq,5,9,300,0.15,none,0.11353445053100586,0.711864406779661,1.0,7.023809523809524,0.14285714285711484,0.9994487384149092,1.0,3.974221907613553,3.9731263386723246,
n1e6_q8_H512_W1024_invq_dt5_sm9_none,1000000,8,512,1024,invq,5,9,300,0.15,none,0.1256728172302246,0.6237288135593221,1.0,8.016304347826086,0.12504323763378605,0.9992748729364502,1.0,4.237126910588338,4.235590404299971,
n1e6_q9_H512_W1024_invq_dt5_sm9_none,1000000,9,512,1024,invq,5,9,300,0.15,none,0.11074471473693848,0.5525423728813559,1.0,9.049079754601228,0.11115484214744437,0.9990766857444853,1.0,4.486875035436833,4.484803159236716,
n1e6_q10_H512_W1024_invq_dt5_sm9_none,1000000,10,512,1024,invq,5,9,300,0.15,none,0.12005376815795898,0.49491525423728816,0.0,10.102739726027396,0.09999953256605144,0.9988730814508703,1.0,4.744151798201075,4.741477908344065,
n1e6_q11_H512_W1024_invq_dt5_sm9_none,1000000,11,512,1024,invq,5,9,300,0.15,none,0.11735153198242188,0.45084745762711864,0.0,11.090225563909774,0.09095328465788054,0.9986175691598222,1.0,4.944787326774201,4.941368231450494,
n1e6_q12_H512_W1024_invq_dt5_sm9_none,1000000,12,512,1024,invq,5,9,300,0.15,none,0.1775050163269043,0.41694915254237286,0.0,11.991869918699187,0.08336683276148753,0.9983384576736766,1.0,5.1753536595484295,5.1710523375189705,
n1e6_q13_H512_W1024_invq_dt5_sm9_none,1000000,13,512,1024,invq,5,9,300,0.15,none,0.1351933479309082,0.376271186440678,0.0,13.288288288288289,0.07691250572594535,0.9980720858100463,1.0,5.443965419756553,5.438715138921804,
n1e6_q14_H512_W1024_invq_dt5_sm9_none,1000000,14,512,1024,invq,5,9,300,0.15,none,0.13185620307922363,0.3559322033898305,0.0,14.047619047619047,0.07135985864782186,0.9977543940947307,1.0,5.595969252996379,5.589682550848777,
n1e6_q15_H512_W1024_invq_dt5_sm9_none,1000000,15,512,1024,invq,5,9,300,0.15,none,0.12482833862304688,0.3389830508474576,0.0,14.75,0.06665139715983034,0.997430564670016,1.0,5.851340194712673,5.8438180395700305,
n1e6_q16_H512_W1024_invq_dt5_sm9_none,1000000,16,512,1024,invq,5,9,300,0.15,none,0.12884306907653809,0.30847457627118646,0.0,16.208791208791208,0.06253704413514924,0.9971373913734339,1.0,6.043435444988546,6.03477925050514,
n1e6_q17_H512_W1024_invq_dt5_sm9_none,1000000,17,512,1024,invq,5,9,300,0.15,none,0.18457889556884766,0.29491525423728815,0.0,16.954022988505745,0.058797105649386755,0.9966324622504359,1.0,6.256717691026679,6.246173940414981,
n1e6_q18_H512_W1024_invq_dt5_sm9_none,1000000,18,512,1024,invq,5,9,300,0.15,none,0.18179798126220703,0.28135593220338984,0.0,17.771084337349397,0.0555451681357887,0.9962157216954661,1.0,6.495347543745929,6.483045793007183,
n1e6_q19_H512_W1024_invq_dt5_sm9_none,1000000,19,512,1024,invq,5,9,300,0.15,none,0.1434025764465332,0.2711864406779661,0.0,18.4375,0.05266671029367775,0.9957932429911044,1.0,6.62579384767716,6.611842607490378,
n1e6_q20_H512_W1024_invq_dt5_sm9_none,1000000,20,512,1024,invq,5,9,300,0.15,none,0.12679100036621094,0.24067796610169492,0.0,20.774647887323944,0.04991165499639143,0.9955097852417129,1.0,6.764725194284615,6.749520572626019,
n1e6_q21_H512_W1024_invq_dt5_sm9_none,1000000,21,512,1024,invq,5,9,300,0.15,none,0.1207437515258789,0.23728813559322035,0.0,21.07142857142857,0.04765722138594957,0.9949834387698816,1.0,7.072009837702024,7.054248949865453,
n1e6_q22_H512_W1024_invq_dt5_sm9_none,1000000,22,512,1024,invq,5,9,300,0.15,none,0.11544036865234375,0.2305084745762712,0.0,21.691176470588236,0.045445324258883694,0.9943345796068197,1.0,7.242777354812907,7.2222315240227335,
n1e6_q23_H512_W1024_invq_dt5_sm9_none,1000000,23,512,1024,invq,5,9,300,0.15,none,0.10618448257446289,0.22033898305084745,0.0,22.692307692307693,0.043563435451900806,0.9939406775445198,1.0,7.426934825333926,7.404399539843054,
n1e6_q24_H512_W1024_invq_dt5_sm9_none,1000000,24,512,1024,invq,5,9,300,0.15,none,0.1062009334564209,0.2135593220338983,0.0,23.412698412698415,0.04160068058364439,0.9932317407491216,1.0,7.626318988451033,7.6004667184440065,
n1e6_q25_H512_W1024_invq_dt5_sm9_none,1000000,25,512,1024,invq,5,9,300,0.15,none,0.10672402381896973,0.18983050847457628,0.0,26.339285714285715,0.039859021941396934,0.9929974261536468,1.0,7.843133826459248,7.815624520964442,
n1e6_q26_H512_W1024_invq_dt5_sm9_none,1000000,26,512,1024,invq,5,9,300,0.15,none,0.10218358039855957,0.18983050847457628,0.0,26.339285714285715,0.03839034468572693,0.992126755881402,1.0,7.843133287145546,7.812196822719494,
n1e6_q27_H512_W1024_invq_dt5_sm9_none,1000000,27,512,1024,invq,5,9,300,0.15,none,0.12357521057128906,0.17966101694915254,0.0,27.830188679245282,0.036959062140598305,0.9917016286637848,1.0,8.080059654151357,8.046464144236795,
n1e6_q28_H512_W1024_invq_dt5_sm9_none,1000000,28,512,1024,invq,5,9,300,0.15,none,0.1208186149597168,0.1694915254237288,0.0,29.5,0.03566053081789252,0.9911817455219674,1.0,8.340396059762659,8.30354076254935,
n1e6_q29_H512_W1024_invq_dt5_sm9_none,1000000,29,512,1024,invq,5,9,300,0.15,none,0.10665059089660645,0.17627118644067796,0.0,28.365384615384617,0.03431104920203084,0.9901269678819947,1.0,8.340395294753526,8.29912067031302,
n1e6_q30_H512_W1024_invq_dt5_sm9_none,1000000,30,512,1024,invq,5,9,300,0.15,none,0.11379265785217285,0.1694915254237288,0.0,29.5,0.033465928744257654,0.9897332278847273,1.0,8.628245678629405,8.583839290938267,
n1e6_q31_H512_W1024_invq_dt5_sm9_none,1000000,31,512,1024,invq,5,9,300,0.15,none,0.1049504280090332,0.15254237288135594,0.0,32.77777777777778,0.03228238615641808,0.9895195815720645,1.0,8.628245460629573,8.582912559473668,
n1e6_q32_H512_W1024_invq_dt5_sm9_none,1000000,32,512,1024,invq,5,9,300,0.15,none,0.1076350212097168,0.15593220338983052,0.0,32.065217391304344,0.031251694447804644,0.9884166991885064,1.0,8.948801703034507,8.896822410644173,
n1e6_q33_H512_W1024_invq_dt5_sm9_none,1000000,33,512,1024,invq,5,9,300,0.15,none,0.11265873908996582,0.14576271186440679,0.0,34.302325581395344,0.030163508371715025,0.9876214354874246,1.0,8.94880078023032,8.89324165539571,
n1e6_q34_H512_W1024_invq_dt5_sm9_none,1000000,34,512,1024,invq,5,9,300,0.15,none,0.10184216499328613,0.15254237288135594,0.0,32.77777777777778,0.02943431151661664,0.986782504746044,1.0,9.308732009776364,9.24700831258274,
n1e6_q35_H512_W1024_invq_dt5_sm9_none,1000000,35,512,1024,invq,5,9,300,0.15,none,0.1037759780883789,0.13559322033898305,0.0,36.875,0.02850224835700883,0.9861134553760688,1.0,9.308732222917717,9.243873206134438,
