n_start,best_q0,best_run_id,visibility_score,track_r2,mean_dx,q_eff,valid_frac,wave_strength,notes
1000000,38,n1e6_q38_H512_W1024_invq_dt5_sm9_none,10.101162257917908,0.9836674855632161,0.13559322033898305,36.875,1.0,10.184675334834006,
50000000,38,n50e6_q38_H512_W1024_invq_dt5_sm9_none,10.100357966469804,0.9835108454006537,0.13559322033898305,36.875,1.0,10.184675334834006,
200000000,38,n200e6_q38_H512_W1024_invq_dt5_sm9_none,10.102468336460795,0.9839218780820587,0.13559322033898305,36.875,1.0,10.184675334834006,
