n_start,q0_best,dt,peakiness,peakiness_score,theta_star,theta_subdeg,theta_ci_lo,theta_ci_hi,theta_dx,q_eff,mean_dx,track_r2,valid_frac,used_r2_guard,hit_boundary
1000000,31,25,25.533328692385773,25.372737752650107,87.8,87.83314074685775,87.81942144701745,87.85164675559432,88.15050983667173,30.96846846846847,0.8072727272727273,0.9874606302817344,1.0,True,False
50000000,27,22,25.33333391000623,25.21469796524296,87.6,87.56198297486243,87.55247359537148,87.57943387370459,87.8931099986644,27.182222222222222,0.8093525179856115,0.9906559350415762,1.0,True,False
200000000,29,23,25.17999943762639,25.042452941238952,88.3,88.33481886364575,88.32405986517772,88.3470803782372,88.04922626146221,29.359447004608295,0.7833935018050542,0.9891047797032724,1.0,True,False
