t,n_top,dt,dy,dx,dy_residual,dx_residual,confidence,q_eff
370,1000370,5,4.9941845,-57.028368,9.9941845,-57.028368,0.021461994,
371,1000371,5,-7.9502671,113.99899,-2.9502671,113.99899,0.016818649,
372,1000372,5,4.9909539,-252.99174,9.9909539,-252.99174,0.019464693,
373,1000373,5,5.0431186,-194.90855,10.043119,-194.90855,0.021354184,
374,1000374,5,-8.0505358,243.01713,-3.0505358,243.01713,0.01586561,
375,1000375,5,4.9987771,-172.99249,9.9987771,-172.99249,0.018968468,
376,1000376,5,4.9694659,126.00288,9.9694659,126.00288,0.020264807,
377,1000377,5,4.9823131,23.937516,9.9823131,23.937516,0.021305079,
378,1000378,5,-9.9047388,-8.9100828,-4.9047388,-8.9100828,0.018168702,
379,1000379,5,5.0791827,133.97467,10.079183,133.97467,0.016050568,
380,1000380,5,-6.0247959,62.983924,-1.0247959,62.983924,0.015331527,
381,1000381,5,-6.0429878,243.03842,-1.0429878,243.03842,0.016021226,
382,1000382,5,4.9370028,-251.99348,9.9370028,-251.99348,0.015828068,
383,1000383,5,5.0096775,95.978256,10.009677,95.978256,0.018949155,
384,1000384,5,5.0272797,-172.95539,10.02728,-172.95539,0.01701474,
385,1000385,5,5.034263,167.02556,10.034263,167.02556,0.018116583,
386,1000386,5,4.9666312,143.08471,9.9666312,143.08471,0.02103435,
387,1000387,5,4.9711636,-173.01353,9.9711636,-173.01353,0.017712672,
388,1000388,5,4.957488,-70.99445,9.957488,-70.99445,0.016418203,
389,1000389,5,4.9937187,16.07513,9.9937187,16.07513,0.019229842,
390,1000390,5,-5.0431097,-166.00088,-0.043109651,-166.00088,0.014736668,
391,1000391,5,5.0017398,34.954349,10.00174,34.954349,0.018095375,
392,1000392,5,5.0015012,-207.94286,10.001501,-207.94286,0.017142404,
393,1000393,5,4.9949407,234.00464,9.9949407,234.00464,0.016626689,
394,1000394,5,4.9285155,193.05551,9.9285155,193.05551,0.01916196,
395,1000395,5,5.0440564,57.966287,10.044056,57.966287,0.019518097,
396,1000396,5,5.0173308,-126.9556,10.017331,-126.9556,0.019261866,
397,1000397,5,5.0211004,-18.989688,10.0211,-18.989688,0.017336274,
398,1000398,5,-0.99907448,226.004,4.0009255,226.004,0.019260584,
399,1000399,5,4.9550306,-242.00587,9.9550306,-242.00587,0.017323452,
400,1000400,5,4.9651375,27.094624,9.9651375,27.094624,0.017828227,
401,1000401,5,5.0063167,-199.0108,10.006317,-199.0108,0.024524456,
402,1000402,5,4.9861439,162.03279,9.9861439,162.03279,0.021874893,
403,1000403,5,5.0210471,-207.01179,10.021047,-207.01179,0.01991328,
404,1000404,5,-16.935367,40.019292,-11.935367,40.019292,0.016934728,
405,1000405,5,-17.01809,213.01212,-12.01809,213.01212,0.018385985,
406,1000406,5,5.020488,159.99641,10.020488,159.99641,0.022702431,
407,1000407,5,71.015056,219.98733,76.015056,219.98733,0.016198802,
408,1000408,5,4.9847847,-59.989387,9.9847847,-59.989387,0.027461289,
409,1000409,5,-6.0514179,33.974026,-1.0514179,33.974026,0.016282036,
410,1000410,5,5.0455255,229.0549,10.045526,229.0549,0.017543295,
411,1000411,5,4.9842372,-90.883321,9.9842372,-90.883321,0.01958747,
412,1000412,5,5.0031226,0.95152352,10.003123,0.95152352,0.022084535,
413,1000413,5,4.9916643,-105.96655,9.9916643,-105.96655,0.02172303,
414,1000414,5,4.9588378,-27.98036,9.9588378,-27.98036,0.020881943,
415,1000415,5,4.9881983,-124.93548,9.9881983,-124.93548,0.024610611,
416,1000416,5,5.0087103,-49.973763,10.00871,-49.973763,0.017358451,
417,1000417,5,4.9717284,-64.975315,9.9717284,-64.975315,0.018505776,
418,1000418,5,-16.990538,-59.969276,-11.990538,-59.969276,0.016860139,
419,1000419,5,5.0184331,63.013308,10.018433,63.013308,0.018824407,
420,1000420,5,4.9634909,-158.94993,9.9634909,-158.94993,0.01813727,
421,1000421,5,5.0342362,-156.97312,10.034236,-156.97312,0.018349017,
422,1000422,5,5.022013,102.09869,10.022013,102.09869,0.020755229,
423,1000423,5,4.9898942,-96.012918,9.9898942,-96.012918,0.019212223,
424,1000424,5,4.9956456,-212.89521,9.9956456,-212.89521,0.023931123,
425,1000425,5,5.0085481,-242.20021,10.008548,-242.20021,0.01596817,
426,1000426,5,4.961526,-180.97999,9.961526,-180.97999,0.018005391,
427,1000427,5,4.9927283,88.909522,9.9927283,88.909522,0.01668092,
428,1000428,5,5.0099103,98.986984,10.00991,98.986984,0.021879373,
429,1000429,5,5.0114032,205.00449,10.011403,205.00449,0.030245015,
430,1000430,5,4.99994,-252.04447,9.99994,-252.04447,0.019705119,
431,1000431,5,5.0103642,-228.02827,10.010364,-228.02827,0.019708894,
432,1000432,5,5.0602793,30.992644,10.060279,30.992644,0.018801547,
433,1000433,5,5.0306945,95.035136,10.030694,95.035136,0.017667536,
434,1000434,5,4.9308025,-169.05192,9.9308025,-169.05192,0.016788392,
435,1000435,5,4.9711632,-200.9941,9.9711632,-200.9941,0.017051639,
436,1000436,5,-20.964243,92.997022,-15.964243,92.997022,0.015635603,
437,1000437,5,5.0377578,180.06823,10.037758,180.06823,0.018240824,
438,1000438,5,4.9966654,161.01895,9.9966654,161.01895,0.017757482,
439,1000439,5,5.0349746,46.928431,10.034975,46.928431,0.015993721,
440,1000440,5,5.007923,-58.086505,10.007923,-58.086505,0.017368181,
441,1000441,5,82.941907,-44.024806,87.941907,-44.024806,0.01802289,
442,1000442,5,4.9755768,-183.96748,9.9755768,-183.96748,0.01954981,
443,1000443,5,4.986595,46.986056,9.986595,46.986056,0.023359945,
444,1000444,5,-49.968536,-150.01462,-44.968536,-150.01462,0.01617108,
445,1000445,5,5.0379722,-44.936547,10.037972,-44.936547,0.016496612,
446,1000446,5,4.9489233,-120.03294,9.9489233,-120.03294,0.016555572,
447,1000447,5,4.9672111,146.99153,9.9672111,146.99153,0.016662714,
448,1000448,5,4.9871921,74.84665,9.9871921,74.84665,0.016971193,
449,1000449,5,33.012676,-16.95735,38.012676,-16.95735,0.016754306,
450,1000450,5,4.9815756,88.846673,9.9815756,88.846673,0.016401889,
451,1000451,5,4.9934163,159.06521,9.9934163,159.06521,0.016076107,
452,1000452,5,-4.952641,155.04351,0.04735901,155.04351,0.016129508,
453,1000453,5,5.0282404,38.049373,10.02824,38.049373,0.024028933,
454,1000454,5,5.0281866,229.05382,10.028187,229.05382,0.017064507,
455,1000455,5,19.98894,-205.98067,24.98894,-205.98067,0.019908314,
456,1000456,5,-63.011938,189.05429,-58.011938,189.05429,0.016074021,
457,1000457,5,5.019938,-137.05099,10.019938,-137.05099,0.015321675,
458,1000458,5,5.0391448,53.950975,10.039145,53.950975,0.01938306,
459,1000459,5,5.0417088,72.110193,10.041709,72.110193,0.018279453,
460,1000460,5,5.0177784,-117.99117,10.017778,-117.99117,0.019824521,
461,1000461,5,4.9842105,-237.98542,9.9842105,-237.98542,0.023243487,
462,1000462,5,5.0018019,-235.00237,10.001802,-235.00237,0.020137199,
463,1000463,5,5.0199732,-9.023305,10.019973,-9.023305,0.024049993,
464,1000464,5,5.001699,143.97643,10.001699,143.97643,0.018095874,
465,1000465,5,4.972445,173.99596,9.972445,173.99596,0.020034508,
466,1000466,5,4.9941931,147.99865,9.9941931,147.99865,0.018017971,
467,1000467,5,57.036731,152.04606,62.036731,152.04606,0.015165306,
468,1000468,5,5.0290262,-142.00704,10.029026,-142.00704,0.018158503,
469,1000469,5,37.9969,167.99447,42.9969,167.99447,0.021931431,
470,1000470,5,4.9891824,114.95382,9.9891824,114.95382,0.023472558,
471,1000471,5,4.9984014,-241.96043,9.9984014,-241.96043,0.018140647,
472,1000472,5,5.0900854,-129.92545,10.090085,-129.92545,0.016862103,
473,1000473,5,-0.95902682,-113.01732,4.0409732,-113.01732,0.015559913,
474,1000474,5,5.0050293,-73.976251,10.005029,-73.976251,0.029445401,
475,1000475,5,5.0120497,-128.88108,10.01205,-128.88108,0.020427118,
476,1000476,5,5.0076079,120.01331,10.007608,120.01331,0.017579383,
477,1000477,5,4.9987839,-174.9482,9.9987839,-174.9482,0.017303749,
478,1000478,5,-24.99329,-59.000021,-19.99329,-59.000021,0.016373604,
479,1000479,5,71.029673,197.91344,76.029673,197.91344,0.015000285,
480,1000480,5,5.0189272,52.004284,10.018927,52.004284,0.018254448,
481,1000481,5,5.0198746,57.872152,10.019875,57.872152,0.01914035,
482,1000482,5,5.0622047,-240.03719,10.062205,-240.03719,0.016852005,
483,1000483,5,5.013937,95.005293,10.013937,95.005293,0.022319222,
484,1000484,5,4.9887076,162.83932,9.9887076,162.83932,0.020688601,
485,1000485,5,-61.018008,73.037867,-56.018008,73.037867,0.016959932,
486,1000486,5,5.0061107,-78.035511,10.006111,-78.035511,0.017945405,
487,1000487,5,5.0387079,-176.06388,10.038708,-176.06388,0.017413977,
488,1000488,5,-30.019491,-229.99686,-25.019491,-229.99686,0.019283246,
489,1000489,5,5.0232933,36.98841,10.023293,36.98841,0.016895489,
490,1000490,5,5.0297329,166.9469,10.029733,166.9469,0.02152176,
491,1000491,5,57.0245,218.99284,62.0245,218.99284,0.015241184,
492,1000492,5,4.9974437,115.02606,9.9974437,115.02606,0.019299573,
493,1000493,5,-10.04757,81.028451,-5.0475701,81.028451,0.018018796,
494,1000494,5,4.9900722,145.05468,9.9900722,145.05468,0.016940376,
495,1000495,5,4.9904011,-153.90573,9.9904011,-153.90573,0.017309031,
496,1000496,5,4.9969849,182.98256,9.9969849,182.98256,0.018554355,
497,1000497,5,4.9909668,-21.807752,9.9909668,-21.807752,0.022062352,
498,1000498,5,4.9903232,-88.016769,9.9903232,-88.016769,0.01856855,
499,1000499,5,59.994281,-21.065628,64.994281,-21.065628,0.016121488,
500,1000500,5,5.0117918,204.08613,10.011792,204.08613,0.022775568,
501,1000501,5,5.0244792,-65.123417,10.024479,-65.123417,0.016694569,
502,1000502,5,5.0093226,67.004466,10.009323,67.004466,0.019641846,
503,1000503,5,4.9959567,-28.080434,9.9959567,-28.080434,0.018939381,
504,1000504,5,5.0132824,-109.95901,10.013282,-109.95901,0.019266871,
505,1000505,5,5.002829,-193.91255,10.002829,-193.91255,0.016630551,
506,1000506,5,12.0023,-108.943,17.0023,-108.943,0.015707476,
507,1000507,5,5.0069866,-208.95283,10.006987,-208.95283,0.019286704,
508,1000508,5,4.9850298,-116.97631,9.9850298,-116.97631,0.015971607,
509,1000509,5,4.9870884,-206.98058,9.9870884,-206.98058,0.021396662,
510,1000510,5,109.04627,124.00769,114.04627,124.00769,0.014784146,
511,1000511,5,5.0062674,31.07233,10.006267,31.07233,0.021099297,
512,1000512,5,4.9882153,-83.006113,9.9882153,-83.006113,0.018804808,
513,1000513,5,5.0300992,11.990475,10.030099,11.990475,0.023472876,
514,1000514,5,59.997496,-87.035261,64.997496,-87.035261,0.016870935,
515,1000515,5,-7.0420319,-174.97128,-2.0420319,-174.97128,0.020210869,
516,1000516,5,5.0534502,93.959645,10.05345,93.959645,0.017762896,
517,1000517,5,5.0264784,55.058379,10.026478,55.058379,0.016349095,
518,1000518,5,5.015882,2.9126334,10.015882,2.9126334,0.019235271,
519,1000519,5,5.0330771,-193.94645,10.033077,-193.94645,0.018078876,
520,1000520,5,4.9669054,-129.9848,9.9669054,-129.9848,0.017718597,
521,1000521,5,4.9162013,140.05412,9.9162013,140.05412,0.018720878,
522,1000522,5,-38.932713,128.02762,-33.932713,128.02762,0.016561177,
523,1000523,5,5.0086488,-186.00979,10.008649,-186.00979,0.016721756,
524,1000524,5,4.9647308,100.02879,9.9647308,100.02879,0.02462699,
525,1000525,5,5.0638546,53.994162,10.063855,53.994162,0.022056459,
526,1000526,5,4.9934338,-148.96061,9.9934338,-148.96061,0.017860759,
527,1000527,5,4.987913,180.99029,9.987913,180.99029,0.01838499,
528,1000528,5,4.9588891,108.99134,9.9588891,108.99134,0.022681494,
529,1000529,5,-25.001071,-88.009718,-20.001071,-88.009718,0.015332021,
530,1000530,5,19.025549,-203.01341,24.025549,-203.01341,0.016568828,
531,1000531,5,5.0479419,5.9851629,10.047942,5.9851629,0.021028732,
532,1000532,5,-27.974945,-55.053748,-22.974945,-55.053748,0.017542942,
533,1000533,5,4.9806523,189.03405,9.9806523,189.03405,0.016000238,
534,1000534,5,5.0145344,143.01686,10.014534,143.01686,0.029144285,
535,1000535,5,4.9670918,-200.97789,9.9670918,-200.97789,0.020061281,
536,1000536,5,27.002476,-200.97836,32.002476,-200.97836,0.016884617,
537,1000537,5,5.0092928,140.08234,10.009293,140.08234,0.018972644,
538,1000538,5,5.0242266,204.0279,10.024227,204.0279,0.016763647,
539,1000539,5,5.0025789,36.073155,10.002579,36.073155,0.017520989,
540,1000540,5,4.992862,212.98108,9.992862,212.98108,0.018700076,
541,1000541,5,4.9769184,181.84402,9.9769184,181.84402,0.016839374,
542,1000542,5,4.9649025,-202.99576,9.9649025,-202.99576,0.024152191,
543,1000543,5,5.032368,-46.915045,10.032368,-46.915045,0.019032823,
544,1000544,5,5.0145586,-49.948037,10.014559,-49.948037,0.018814048,
545,1000545,5,-25.004475,-202.8275,-20.004475,-202.8275,0.015618114,
546,1000546,5,5.0213872,245.12422,10.021387,245.12422,0.015840253,
547,1000547,5,4.9591614,163.01357,9.9591614,163.01357,0.017925317,
548,1000548,5,-72.978195,234.02468,-67.978195,234.02468,0.015968243,
549,1000549,5,5.0011783,-180.9508,10.001178,-180.9508,0.019964177,
550,1000550,5,5.0078796,-30.998164,10.00788,-30.998164,0.026547885,
551,1000551,5,5.012029,-221.12211,10.012029,-221.12211,0.017228032,
552,1000552,5,4.9769373,237.04622,9.9769373,237.04622,0.015910168,
553,1000553,5,26.008459,218.01107,31.008459,218.01107,0.016194718,
554,1000554,5,4.9914785,-237.10994,9.9914785,-237.10994,0.017154791,
555,1000555,5,5.0010198,-48.959821,10.00102,-48.959821,0.021488949,
556,1000556,5,5.0167235,-196.88425,10.016723,-196.88425,0.020214472,
557,1000557,5,5.0033606,59.009405,10.003361,59.009405,0.021041249,
558,1000558,5,4.959059,-13.948191,9.959059,-13.948191,0.016781554,
559,1000559,5,5.0127828,-19.036424,10.012783,-19.036424,0.021967742,
560,1000560,5,4.979042,14.143991,9.979042,14.143991,0.017155417,
561,1000561,5,4.98332,29.935206,9.98332,29.935206,0.018110005,
562,1000562,5,5.040596,-48.984435,10.040596,-48.984435,0.017850414,
563,1000563,5,5.0277596,-179.97468,10.02776,-179.97468,0.022602029,
564,1000564,5,5.020069,242.05323,10.020069,242.05323,0.018822192,
565,1000565,5,4.9634824,-168.9527,9.9634824,-168.9527,0.017384305,
566,1000566,5,5.009769,55.020497,10.009769,55.020497,0.016053752,
567,1000567,5,15.97142,74.970431,20.97142,74.970431,0.016037421,
568,1000568,5,4.9611685,193.96335,9.9611685,193.96335,0.018649915,
569,1000569,5,4.9942719,96.042803,9.9942719,96.042803,0.019086993,
570,1000570,5,25.987362,-132.04847,30.987362,-132.04847,0.021830532,
571,1000571,5,22.001629,-180.03444,27.001629,-180.03444,0.015709966,
572,1000572,5,48.966436,138.98702,53.966436,138.98702,0.015558957,
573,1000573,5,4.9767701,134.0019,9.9767701,134.0019,0.018984733,
574,1000574,5,26.100057,-209.0105,31.100057,-209.0105,0.023451342,
575,1000575,5,-72.043948,42.03199,-67.043948,42.03199,0.01542979,
576,1000576,5,4.9782403,252.0188,9.9782403,252.0188,0.022460651,
577,1000577,5,5.0509261,183.9551,10.050926,183.9551,0.017241722,
578,1000578,5,5.0334715,101.99317,10.033471,101.99317,0.019502714,
579,1000579,5,4.9569185,237.01167,9.9569185,237.01167,0.020390104,
580,1000580,5,-60.0042,20.007846,-55.0042,20.007846,0.015630202,
581,1000581,5,4.9865076,171.00807,9.9865076,171.00807,0.02147448,
582,1000582,5,19.092897,23.00864,24.092897,23.00864,0.015060682,
583,1000583,5,-17.008292,-89.999097,-12.008292,-89.999097,0.017266351,
584,1000584,5,-1.9970061,-90.997579,3.0029939,-90.997579,0.015983546,
585,1000585,5,5.0054638,-146.00575,10.005464,-146.00575,0.01727547,
586,1000586,5,4.9856025,-251.11437,9.9856025,-251.11437,0.021335905,
587,1000587,5,5.0173216,-171.08287,10.017322,-171.08287,0.017861261,
588,1000588,5,5.0032054,137.01432,10.003205,137.01432,0.0220519,
589,1000589,5,4.9877628,-106.95757,9.9877628,-106.95757,0.016916642,
590,1000590,5,-20.938752,-146.9791,-15.938752,-146.9791,0.014899197,
591,1000591,5,4.9835796,-109.06879,9.9835796,-109.06879,0.017164099,
592,1000592,5,5.0042453,108.05947,10.004245,108.05947,0.018423106,
593,1000593,5,4.9985512,86.960697,9.9985512,86.960697,0.019312211,
594,1000594,5,4.9557622,226.042,9.9557622,226.042,0.021180182,
595,1000595,5,4.9992224,-253.9621,9.9992224,-253.9621,0.020111596,
596,1000596,5,-10.072805,141.98017,-5.0728054,141.98017,0.016856966,
597,1000597,5,4.9843204,216.03854,9.9843204,216.03854,0.01712123,
598,1000598,5,-23.01688,-96.988522,-18.01688,-96.988522,0.016446085,
599,1000599,5,4.9412533,81.280499,9.9412533,81.280499,0.016162905,
600,1000600,5,-28.005206,-107.97157,-23.005206,-107.97157,0.017208176,
601,1000601,5,11.961023,91.037096,16.961023,91.037096,0.017876835,
602,1000602,5,5.0453177,-49.937558,10.045318,-49.937558,0.020257836,
603,1000603,5,5.0017426,-84.036136,10.001743,-84.036136,0.026196561,
604,1000604,5,5.0222356,-141.8981,10.022236,-141.8981,0.018244571,
605,1000605,5,5.0580927,117.02757,10.058093,117.02757,0.017386627,
606,1000606,5,4.9721891,-32.030278,9.9721891,-32.030278,0.018423515,
607,1000607,5,5.0415757,24.941329,10.041576,24.941329,0.020298398,
608,1000608,5,4.9250207,58.007434,9.9250207,58.007434,0.015956687,
609,1000609,5,5.0716845,-254.01025,10.071685,-254.01025,0.020089896,
610,1000610,5,-1.92227,-5.99557,3.07773,-5.99557,0.01654246,
611,1000611,5,-82.988731,-250.99642,-77.988731,-250.99642,0.016650232,
612,1000612,5,5.010829,-51.021872,10.010829,-51.021872,0.017604079,
613,1000613,5,-33.98399,235.99741,-28.98399,235.99741,0.018453225,
614,1000614,5,-2.0075834,199.00474,2.9924166,199.00474,0.015322453,
615,1000615,5,5.0046831,104.01268,10.004683,104.01268,0.022821518,
616,1000616,5,5.0208733,210.02417,10.020873,210.02417,0.027492342,
617,1000617,5,57.009586,-13.017425,62.009586,-13.017425,0.015637686,
618,1000618,5,-47.003774,52.035127,-42.003774,52.035127,0.017566255,
619,1000619,5,5.0281981,-140.97362,10.028198,-140.97362,0.016767179,
620,1000620,5,-4.0248707,-49.003029,0.9751293,-49.003029,0.025056868,
621,1000621,5,5.0069967,-67.910868,10.006997,-67.910868,0.016209312,
622,1000622,5,5.0012463,-199.99203,10.001246,-199.99203,0.020754515,
623,1000623,5,-73.005218,249.01839,-68.005218,249.01839,0.015173171,
624,1000624,5,5.0281297,-198.02664,10.02813,-198.02664,0.01622456,
625,1000625,5,5.0144602,255.02404,10.01446,255.02404,0.016050273,
626,1000626,5,5.0076847,182.05069,10.007685,182.05069,0.02149321,
627,1000627,5,4.9611976,228.11951,9.9611976,228.11951,0.016084905,
628,1000628,5,-40.072229,-124.00391,-35.072229,-124.00391,0.020876708,
629,1000629,5,4.9396348,159.00317,9.9396348,159.00317,0.016444992,
630,1000630,5,20.009813,55.009271,25.009813,55.009271,0.016359313,
631,1000631,5,5.0477895,93.003342,10.047789,93.003342,0.01750995,
632,1000632,5,4.9767786,219.97104,9.9767786,219.97104,0.018068721,
633,1000633,5,5.0049103,208.9924,10.00491,208.9924,0.022443975,
634,1000634,5,30.989598,-245.94439,35.989598,-245.94439,0.015769279,
635,1000635,5,4.9924468,176.01204,9.9924468,176.01204,0.021439639,
636,1000636,5,4.9792345,-68.964141,9.9792345,-68.964141,0.016731062,
637,1000637,5,4.9884887,44.992085,9.9884887,44.992085,0.021490426,
638,1000638,5,4.9596662,21.143769,9.9596662,21.143769,0.021877412,
639,1000639,5,4.9978056,65.882391,9.9978056,65.882391,0.017763797,
640,1000640,5,4.9966272,214.99193,9.9966272,214.99193,0.021705798,
641,1000641,5,5.00136,-221.96521,10.00136,-221.96521,0.018489796,
642,1000642,5,4.9931638,-155.97664,9.9931638,-155.97664,0.019289267,
643,1000643,5,-9.0070171,155.0007,-4.0070171,155.0007,0.016255598,
644,1000644,5,5.0353039,235.02313,10.035304,235.02313,0.017478616,
645,1000645,5,4.9951163,173.08367,9.9951163,173.08367,0.022587555,
646,1000646,5,4.9899446,139.93797,9.9899446,139.93797,0.01783826,
647,1000647,5,4.9896509,172.01132,9.9896509,172.01132,0.020856663,
648,1000648,5,5.0163116,-233.99848,10.016312,-233.99848,0.017415243,
649,1000649,5,5.0201764,50.988238,10.020176,50.988238,0.020915572,
650,1000650,5,5.0626027,-91.928332,10.062603,-91.928332,0.017207324,
651,1000651,5,-22.924148,54.011616,-17.924148,54.011616,0.016641657,
652,1000652,5,5.003648,234.06301,10.003648,234.06301,0.021074575,
653,1000653,5,5.0331414,212.03753,10.033141,212.03753,0.019073206,
654,1000654,5,-28.050591,-130.02132,-23.050591,-130.02132,0.015216287,
655,1000655,5,5.0505686,-47.824713,10.050569,-47.824713,0.016815967,
656,1000656,5,5.0435634,7.0898811,10.043563,7.0898811,0.01833191,
657,1000657,5,5.0247388,-224.99119,10.024739,-224.99119,0.017742018,
658,1000658,5,4.9877534,-141.03413,9.9877534,-141.03413,0.023119297,
659,1000659,5,4.991421,-118.96729,9.991421,-118.96729,0.019710586,
660,1000660,5,5.009717,226.9556,10.009717,226.9556,0.017129282,
661,1000661,5,5.0039321,42.01567,10.003932,42.01567,0.020549266,
662,1000662,5,5.0019489,-227.94989,10.001949,-227.94989,0.019537793,
663,1000663,5,4.9905274,55.918742,9.9905274,55.918742,0.02292283,
664,1000664,5,-16.073018,31.000099,-11.073018,31.000099,0.015408593,
665,1000665,5,5.0007706,-127.97126,10.000771,-127.97126,0.016287555,
666,1000666,5,-1.867802,-23.994739,3.132198,-23.994739,0.016904848,
667,1000667,5,-47.020598,129.07441,-42.020598,129.07441,0.016487997,
668,1000668,5,4.9781291,-69.978721,9.9781291,-69.978721,0.016727583,
669,1000669,5,4.9575528,-99.995544,9.9575528,-99.995544,0.023493392,
670,1000670,5,5.0020692,-7.9166255,10.002069,-7.9166255,0.020835682,
671,1000671,5,4.9958341,106.96183,9.9958341,106.96183,0.021679405,
672,1000672,5,5.0012972,-76.014933,10.001297,-76.014933,0.015444337,
673,1000673,5,4.9899833,48.956748,9.9899833,48.956748,0.019737764,
674,1000674,5,4.9815287,250.00954,9.9815287,250.00954,0.021817804,
675,1000675,5,5.0226715,-147.98394,10.022672,-147.98394,0.025096196,
676,1000676,5,-17.055105,-31.01078,-12.055105,-31.01078,0.015940451,
677,1000677,5,4.9542004,8.9996267,9.9542004,8.9996267,0.020364628,
678,1000678,5,4.9567231,-23.98124,9.9567231,-23.98124,0.01915953,
679,1000679,5,5.0012339,-166.97379,10.001234,-166.97379,0.022726134,
680,1000680,5,4.9918729,101.95451,9.9918729,101.95451,0.027125158,
681,1000681,5,5.0665523,239.98769,10.066552,239.98769,0.025000871,
682,1000682,5,4.9753919,-185.06836,9.9753919,-185.06836,0.017833522,
683,1000683,5,5.0179398,20.9901,10.01794,20.9901,0.031563119,
684,1000684,5,4.9691138,-210.98579,9.9691138,-210.98579,0.015780707,
685,1000685,5,5.0092243,79.998826,10.009224,79.998826,0.023063861,
686,1000686,5,-9.9903759,255.02087,-4.9903759,255.02087,0.020856493,
687,1000687,5,5.01524,145.00187,10.01524,145.00187,0.018495177,
688,1000688,5,5.0235324,85.059258,10.023532,85.059258,0.022402101,
689,1000689,5,26.98829,106.02062,31.98829,106.02062,0.015923152,
690,1000690,5,25.956894,-53.026202,30.956894,-53.026202,0.018226191,
691,1000691,5,4.9729356,221.11759,9.9729356,221.11759,0.017691848,
692,1000692,5,4.9600943,-29.967056,9.9600943,-29.967056,0.01893436,
693,1000693,5,5.0186654,-212.87826,10.018665,-212.87826,0.02049563,
694,1000694,5,4.9776678,111.18164,9.9776678,111.18164,0.01773118,
695,1000695,5,5.0080325,244.98782,10.008033,244.98782,0.023399016,
696,1000696,5,5.0116841,-109.99317,10.011684,-109.99317,0.019620552,
697,1000697,5,4.9837955,-201.01156,9.9837955,-201.01156,0.023030472,
698,1000698,5,-9.0623637,-15.948446,-4.0623637,-15.948446,0.020003094,
699,1000699,5,32.929855,88.041991,37.929855,88.041991,0.015749158,
700,1000700,5,4.914771,-247.02164,9.914771,-247.02164,0.016210465,
701,1000701,5,5.0354884,-137.92239,10.035488,-137.92239,0.020347174,
702,1000702,5,5.014626,105.99841,10.014626,105.99841,0.015936152,
703,1000703,5,4.9899258,-152.95444,9.9899258,-152.95444,0.016965137,
704,1000704,5,-34.0166,44.05657,-29.0166,44.05657,0.019245014,
705,1000705,5,5.0319216,-231.0167,10.031922,-231.0167,0.015806697,
706,1000706,5,-0.046036248,-1.0152019,4.9539638,-1.0152019,0.016638361,
707,1000707,5,5.0537045,164.90659,10.053704,164.90659,0.018639785,
708,1000708,5,38.053657,-159.02611,43.053657,-159.02611,0.016507806,
709,1000709,5,4.9981922,-232.9998,9.9981922,-232.9998,0.017950493,
710,1000710,5,4.9187267,-74.003332,9.9187267,-74.003332,0.016997657,
711,1000711,5,4.9344634,-11.95179,9.9344634,-11.95179,0.01863019,
712,1000712,5,5.0065317,-115.06793,10.006532,-115.06793,0.019630769,
713,1000713,5,4.9647985,136.95075,9.9647985,136.95075,0.01750721,
714,1000714,5,5.0207747,-249.90262,10.020775,-249.90262,0.019016228,
715,1000715,5,5.0011992,-110.99089,10.001199,-110.99089,0.017170967,
716,1000716,5,5.002878,165.97697,10.002878,165.97697,0.017533974,
717,1000717,5,4.9973919,177.99705,9.9973919,177.99705,0.017987623,
718,1000718,5,5.0245322,239.96756,10.024532,239.96756,0.016889864,
719,1000719,5,-15.969966,136.0497,-10.969966,136.0497,0.014665321,
720,1000720,5,-1.9577285,-88.003703,3.0422715,-88.003703,0.016540389,
721,1000721,5,4.9734723,-1.0133188,9.9734723,-1.0133188,0.01746371,
722,1000722,5,5.0280941,214.00068,10.028094,214.00068,0.020079912,
723,1000723,5,4.9735286,-240.01441,9.9735286,-240.01441,0.016657874,
724,1000724,5,5.0216677,186.94632,10.021668,186.94632,0.019117382,
725,1000725,5,5.0278941,-234.99657,10.027894,-234.99657,0.019015104,
726,1000726,5,-47.031483,-127.99358,-42.031483,-127.99358,0.014767296,
727,1000727,5,5.0263063,-173.94784,10.026306,-173.94784,0.01897648,
728,1000728,5,5.0439688,9.0715479,10.043969,9.0715479,0.015806257,
729,1000729,5,5.0093509,118.99371,10.009351,118.99371,0.015620519,
730,1000730,5,4.9800926,-240.02359,9.9800926,-240.02359,0.018438229,
731,1000731,5,5.0175611,18.009446,10.017561,18.009446,0.026934924,
732,1000732,5,4.9856088,134.98362,9.9856088,134.98362,0.023122928,
733,1000733,5,4.990151,230.08201,9.990151,230.08201,0.018437317,
734,1000734,5,4.9947647,13.043935,9.9947647,13.043935,0.02151864,
735,1000735,5,5.0131119,91.026051,10.013112,91.026051,0.020983458,
736,1000736,5,4.9275811,172.94203,9.9275811,172.94203,0.021223629,
737,1000737,5,4.989469,45.972774,9.989469,45.972774,0.018561907,
738,1000738,5,-20.984166,-57.035876,-15.984166,-57.035876,0.018848727,
739,1000739,5,4.9898234,-189.11558,9.9898234,-189.11558,0.017679156,
740,1000740,5,5.0181063,119.10293,10.018106,119.10293,0.017668793,
741,1000741,5,4.984866,31.014192,9.984866,31.014192,0.021496552,
742,1000742,5,4.9691483,164.00728,9.9691483,164.00728,0.025855525,
