n_start,t,n_top,peak_id,k_peak,k_peak_sub,peak_value
1000000,536,1000536,0,81,80.572189,0.00056956316
1000000,536,1000536,1,78,78.229659,0.00056999342
1000000,536,1000536,2,242,242.25193,0.00058874618
1000000,537,1000537,0,418,418.32897,0.000629615
1000000,537,1000537,1,419,419.1796,0.00061784103
1000000,537,1000537,2,420,420.25759,0.00062339201
1000000,538,1000538,0,338,337.51859,0.00062161781
1000000,538,1000538,1,337,337.59809,0.00062028899
1000000,538,1000538,2,336,336,0.00060541281
1000000,539,1000539,0,393,393.08026,0.00057987033
1000000,539,1000539,1,163,162.41633,0.00058664407
1000000,539,1000539,2,162,162,0.00059063875
1000000,540,1000540,0,314,313.49997,0.00058641438
1000000,540,1000540,1,162,162.38692,0.00057709063
1000000,540,1000540,2,165,165.34063,0.00059197199
1000000,541,1000541,0,257,256.74086,0.00059963315
1000000,541,1000541,1,152,151.82261,0.00060563446
1000000,541,1000541,2,90,90,0.00059362122
1000000,542,1000542,0,224,223.68303,0.00061505869
1000000,542,1000542,1,151,150.85573,0.00059219685
1000000,542,1000542,2,221,221.85364,0.00059485965
1000000,543,1000543,0,398,398.57691,0.00061861897
1000000,543,1000543,1,399,398.58262,0.0006219488
1000000,543,1000543,2,401,400.10372,0.00058831303
1000000,544,1000544,0,481,481,0.00060606718
1000000,544,1000544,1,482,481.84324,0.00063160276
1000000,544,1000544,2,485,485.828,0.00060105807
1000000,545,1000545,0,480,479.53945,0.00060305722
1000000,545,1000545,1,479,479.58858,0.00060072696
1000000,545,1000545,2,474,473.24393,0.00060008353
1000000,546,1000546,0,272,272,0.00059019914
1000000,546,1000546,1,271,271,0.0006021998
1000000,546,1000546,2,270,270,0.00060997027
1000000,547,1000547,0,264,263.02382,0.00060884528
1000000,547,1000547,1,263,262.92531,0.000625499
1000000,547,1000547,2,262,261.59767,0.00061317416
1000000,548,1000548,0,243,243.09698,0.00060339651
1000000,548,1000548,1,329,329,0.00060173939
1000000,548,1000548,2,330,329.87891,0.00062205864
1000000,549,1000549,0,232,231.62568,0.00058198612
1000000,549,1000549,1,309,309,0.00057896673
1000000,549,1000549,2,308,307.49131,0.00060472608
1000000,550,1000550,0,373,373.85078,0.00063748482
1000000,550,1000550,1,374,373.31819,0.00064125993
1000000,550,1000550,2,375,375.63348,0.00066579945
1000000,551,1000551,0,305,305,0.00060396337
1000000,551,1000551,1,304,304.09524,0.00062072246
1000000,551,1000551,2,303,303,0.00059607648
1000000,552,1000552,0,314,314,0.00059140744
1000000,552,1000552,1,315,315.23966,0.00060528679
1000000,552,1000552,2,316,316,0.00060040169
1000000,553,1000553,0,315,315,0.00059829083
1000000,553,1000553,1,316,316.24302,0.00061306072
1000000,553,1000553,2,317,316.25123,0.00060795243
1000000,554,1000554,0,311,311.00272,0.00060861961
1000000,554,1000554,1,345,345.41983,0.00060071779
1000000,554,1000554,2,346,345.60156,0.00059860836
1000000,555,1000555,0,357,357.45549,0.0005968524
1000000,555,1000555,1,358,357.94393,0.00059507914
1000000,555,1000555,2,359,358.72727,0.0005973003
1000000,556,1000556,0,330,329.83333,0.00060250451
1000000,556,1000556,1,329,328.75885,0.00059551129
1000000,556,1000556,2,328,328.06,0.00059795366
1000000,557,1000557,0,313,312.49985,0.00058674474
1000000,557,1000557,1,312,312.4999,0.00058674648
1000000,557,1000557,2,290,290,0.00057642092
1000000,558,1000558,0,397,397.53444,0.00061494375
1000000,558,1000558,1,398,397.70254,0.00061584572
1000000,558,1000558,2,399,398.42002,0.00061229447
1000000,559,1000559,0,408,408.71016,0.00060162337
1000000,559,1000559,1,409,408.91855,0.00060706031
1000000,559,1000559,2,410,410.91706,0.00059950732
1000000,560,1000560,0,404,403.84634,0.0005996224
1000000,560,1000560,1,469,468.88087,0.00058852231
1000000,560,1000560,2,227,226.95811,0.00059029882
1000000,561,1000561,0,342,341.89266,0.00060738658
1000000,561,1000561,1,260,259.76266,0.00060682534
1000000,561,1000561,2,257,257.39962,0.00060894441
1000000,562,1000562,0,262,262,0.00060760258
1000000,562,1000562,1,260,259.14147,0.00062314151
1000000,562,1000562,2,258,258,0.00061114403
1000000,563,1000563,0,376,376.3431,0.00058661744
1000000,563,1000563,1,118,117.92923,0.00059186219
1000000,563,1000563,2,116,116.01358,0.00059531
1000000,564,1000564,0,317,316.87737,0.00061704164
1000000,564,1000564,1,164,164,0.00060928509
1000000,564,1000564,2,165,165.35605,0.00064625527
1000000,565,1000565,0,481,481.22922,0.0006059528
1000000,565,1000565,1,73,72.720341,0.0006402448
1000000,565,1000565,2,72,72.073171,0.00062436962
1000000,566,1000566,0,413,413,0.00058441959
1000000,566,1000566,1,49,48.8746,0.00058109109
1000000,566,1000566,2,47,47.02999,0.00059154031
1000000,567,1000567,0,309,308.96157,0.00060838275
1000000,567,1000567,1,138,138,0.00061902941
1000000,567,1000567,2,139,139,0.00063757108
1000000,568,1000568,0,321,321.26695,0.00058350971
1000000,568,1000568,1,100,99.576859,0.00059050687
1000000,568,1000568,2,99,99,0.00058839931
1000000,569,1000569,0,233,233,0.00058807242
1000000,569,1000569,1,100,99.871746,0.00058563601
1000000,569,1000569,2,97,96.99438,0.00058152929
1000000,570,1000570,0,227,226.74273,0.00061191779
1000000,570,1000570,1,81,80.790996,0.00061892383
1000000,570,1000570,2,80,80,0.00060416133
1000000,571,1000571,0,236,235.98025,0.00057975143
1000000,571,1000571,1,184,183.77484,0.00058520026
1000000,571,1000571,2,430,429.86692,0.00060349008
1000000,572,1000572,0,174,174,0.00060883669
1000000,572,1000572,1,173,173.14494,0.00062692609
1000000,572,1000572,2,439,439.33132,0.00059641258
1000000,573,1000573,0,206,206.57292,0.00062638281
1000000,573,1000573,1,207,206.60899,0.0006288272
1000000,573,1000573,2,280,279.80096,0.00060638708
1000000,574,1000574,0,121,121.8776,0.00057861824
1000000,574,1000574,1,120,120,0.00059238458
1000000,574,1000574,2,318,318.12677,0.00058450698
1000000,575,1000575,0,384,384.63179,0.00057583971
1000000,575,1000575,1,385,385,0.00058328573
1000000,575,1000575,2,386,386,0.00059261537
1000000,576,1000576,0,325,325,0.00059419825
1000000,576,1000576,1,324,323.45287,0.00061862596
1000000,576,1000576,2,323,323.44368,0.00061972532
1000000,577,1000577,0,380,380.05397,0.00060006242
1000000,577,1000577,1,383,383.09233,0.00060039412
1000000,577,1000577,2,384,383.23544,0.00059328694
1000000,578,1000578,0,397,397.17269,0.00059983702
1000000,578,1000578,1,399,399,0.00059150207
1000000,578,1000578,2,400,399.7317,0.00059504976
1000000,579,1000579,0,398,397.94121,0.00058174808
1000000,579,1000579,1,396,396.4233,0.00057607924
1000000,579,1000579,2,403,403.06563,0.0005855194
1000000,580,1000580,0,475,475.07667,0.00059017765
1000000,580,1000580,1,476,475.21329,0.00058129471
1000000,580,1000580,2,254,254.04413,0.00058206602
1000000,581,1000581,0,370,370,0.00060682304
1000000,581,1000581,1,369,368.81078,0.00063046143
1000000,581,1000581,2,292,292,0.00059749083
1000000,582,1000582,0,317,317.1032,0.00059328378
1000000,582,1000582,1,314,313.76409,0.00061214969
1000000,582,1000582,2,278,278.14785,0.00059472694
1000000,583,1000583,0,488,488.40331,0.00058905529
1000000,583,1000583,1,489,488.70082,0.0005843973
1000000,583,1000583,2,98,98,0.00058928274
1000000,584,1000584,0,489,489.22295,0.00058794023
1000000,584,1000584,1,490,490,0.00058028484
1000000,584,1000584,2,88,87.964093,0.00058529433
1000000,585,1000585,0,482,481.7663,0.00059670952
1000000,585,1000585,1,480,480,0.00058949638
1000000,585,1000585,2,90,89.974488,0.00060204261
1000000,586,1000586,0,96,95.868583,0.00058927794
1000000,586,1000586,1,94,93.607458,0.00058660554
1000000,586,1000586,2,93,93.558507,0.00058571012
1000000,587,1000587,0,93,92.470536,0.00058639135
1000000,587,1000587,1,92,92.436893,0.00058728092
1000000,587,1000587,2,91,90.30984,0.00057407427
1000000,588,1000588,0,181,181.01241,0.00062080011
1000000,588,1000588,1,182,182.07758,0.00059682493
1000000,588,1000588,2,183,183.17243,0.00061435948
1000000,589,1000589,0,202,201.90652,0.00058761766
1000000,589,1000589,1,218,217.91868,0.00058769472
1000000,589,1000589,2,249,249.55855,0.00058349376
1000000,590,1000590,0,189,188.66415,0.00060703264
1000000,590,1000590,1,185,185.19903,0.0006036015
1000000,590,1000590,2,290,290.38694,0.00060093967
1000000,591,1000591,0,214,213.81077,0.0005977122
1000000,591,1000591,1,318,318.29587,0.00062224622
1000000,591,1000591,2,319,319.32588,0.00061381765
1000000,592,1000592,0,191,191.17829,0.00059037237
1000000,592,1000592,1,320,320,0.0005889466
1000000,592,1000592,2,321,321.23185,0.00061802575
1000000,593,1000593,0,284,284,0.00061603062
1000000,593,1000593,1,285,284.74071,0.00062813794
1000000,593,1000593,2,365,365.31291,0.000621024
1000000,594,1000594,0,419,419,0.00059970302
1000000,594,1000594,1,420,420.16146,0.00062246502
1000000,594,1000594,2,421,420.17711,0.00061081504
1000000,595,1000595,0,437,436.46182,0.00058959879
1000000,595,1000595,1,438,437.94545,0.00059548471
1000000,595,1000595,2,447,447.19247,0.00059712861
1000000,596,1000596,0,421,420.6606,0.00061558067
1000000,596,1000596,1,420,420.8617,0.0006126907
1000000,596,1000596,2,419,419,0.00060181065
1000000,597,1000597,0,421,421.03845,0.00059882602
1000000,597,1000597,1,428,427.87665,0.00058527185
1000000,597,1000597,2,393,393,0.00058295837
1000000,598,1000598,0,404,403.69449,0.00058505861
1000000,598,1000598,1,473,472.86589,0.0005827324
1000000,598,1000598,2,344,343.8665,0.00059727841
1000000,599,1000599,0,387,387.14017,0.00059550055
1000000,599,1000599,1,381,381.12861,0.00059248549
1000000,599,1000599,2,354,354.13414,0.00059461032
1000000,600,1000600,0,351,350.45987,0.00060879938
1000000,600,1000600,1,350,350.38661,0.00061024707
1000000,600,1000600,2,430,430.98929,0.00063990784
1000000,601,1000601,0,318,317.4026,0.00062590098
1000000,601,1000601,1,317,316.71675,0.00062911271
1000000,601,1000601,2,406,405.25553,0.00062590917
1000000,602,1000602,0,317,316.73861,0.00059914609
1000000,602,1000602,1,315,314.75176,0.00061335579
1000000,602,1000602,2,377,377.07936,0.00060980979
1000000,603,1000603,0,326,326.30569,0.00060901911
1000000,603,1000603,1,327,327,0.00060058629
1000000,603,1000603,2,103,103.10117,0.00060969259
1000000,604,1000604,0,315,314.8757,0.00064589406
1000000,604,1000604,1,314,314,0.00062625083
1000000,604,1000604,2,64,63.888975,0.00063722094
1000000,605,1000605,0,315,315.03756,0.00059927003
1000000,605,1000605,1,313,312.9057,0.00060448902
1000000,605,1000605,2,64,63.985302,0.00062357622
1000000,606,1000606,0,242,242.04724,0.00061345508
1000000,606,1000606,1,228,227.41927,0.00062268012
1000000,606,1000606,2,120,119.77816,0.00061248505
1000000,607,1000607,0,186,185.4051,0.00065808611
1000000,607,1000607,1,185,184.73773,0.00066164636
1000000,607,1000607,2,181,181.70613,0.00063622143
1000000,608,1000608,0,171,171,0.00062024733
1000000,608,1000608,1,170,170.38705,0.00062790933
1000000,608,1000608,2,158,157.68953,0.00061922824
1000000,609,1000609,0,236,236.90906,0.00059704432
1000000,609,1000609,1,237,236.37483,0.00059904447
1000000,609,1000609,2,238,237.97214,0.00061702418
1000000,610,1000610,0,278,277.82178,0.00059870993
1000000,610,1000610,1,376,376,0.00059771806
1000000,610,1000610,2,377,377.95698,0.00062990776
1000000,611,1000611,0,281,281.29533,0.00060137265
1000000,611,1000611,1,391,391.30158,0.00059604795
1000000,611,1000611,2,330,329.67031,0.00060659875
1000000,612,1000612,0,233,232.64403,0.00062845171
1000000,612,1000612,1,381,381,0.00061436697
1000000,612,1000612,2,335,335.88303,0.00061558836
1000000,613,1000613,0,233,232.85522,0.00064320769
1000000,613,1000613,1,463,463.8319,0.00059980846
1000000,613,1000613,2,232,231.25302,0.00061690806
1000000,614,1000614,0,233,233,0.00061802205
1000000,614,1000614,1,322,321.64956,0.00063900101
1000000,614,1000614,2,232,232.156,0.00063367886
1000000,615,1000615,0,172,172,0.00063221581
1000000,615,1000615,1,322,321.35549,0.00061680268
1000000,615,1000615,2,171,170.72187,0.00064231132
1000000,616,1000616,0,70,70.220917,0.00059482563
1000000,616,1000616,1,363,363.25006,0.00060303325
1000000,616,1000616,2,66,65.197894,0.00059615286
1000000,617,1000617,0,137,137.43066,0.000640447
1000000,617,1000617,1,476,476.66243,0.00063312328
1000000,617,1000617,2,138,137.67375,0.00063743615
1000000,618,1000618,0,173,173.23935,0.00058506245
1000000,618,1000618,1,505,505.42679,0.0006143337
1000000,618,1000618,2,53,52.79674,0.00061000769
1000000,619,1000619,0,135,134.52419,0.0006148914
1000000,619,1000619,1,484,483.98548,0.00064411524
1000000,619,1000619,2,261,261,0.00062799944
1000000,620,1000620,0,55,55.803343,0.00059923915
1000000,620,1000620,1,247,247.32668,0.00059868954
1000000,620,1000620,2,244,243.91272,0.00063733483
1000000,621,1000621,0,52,51.578986,0.00059181048
1000000,621,1000621,1,392,392,0.00059592077
1000000,621,1000621,2,393,393.29515,0.0006135719
1000000,622,1000622,0,44,44.207133,0.00059836628
1000000,622,1000622,1,389,388.68954,0.00059958146
1000000,622,1000622,2,388,388.59489,0.00059646436
1000000,623,1000623,0,135,135.98839,0.00061389666
1000000,623,1000623,1,456,455.88004,0.00061590229
1000000,623,1000623,2,318,317.5329,0.00060023966
1000000,624,1000624,0,153,153.44005,0.00060767173
1000000,624,1000624,1,473,472.93561,0.00060003387
1000000,624,1000624,2,310,309.6147,0.00062766897
1000000,625,1000625,0,98,97.969815,0.000608227
1000000,625,1000625,1,354,354.41494,0.00060858322
1000000,625,1000625,2,283,282.35158,0.00060723993
1000000,626,1000626,0,110,110.32481,0.00062223406
1000000,626,1000626,1,448,448.39269,0.00060723621
1000000,626,1000626,2,449,449,0.00059991043
1000000,627,1000627,0,108,107.95392,0.00060436384
1000000,627,1000627,1,235,235.1321,0.00062489584
1000000,627,1000627,2,151,150.63616,0.00059092416
1000000,628,1000628,0,111,111.0888,0.00062567153
1000000,628,1000628,1,309,309.49658,0.00061335407
1000000,628,1000628,2,310,309.52067,0.00061324176
1000000,629,1000629,0,120,120.27255,0.00059291928
1000000,629,1000629,1,356,356,0.00058937383
1000000,629,1000629,2,357,357,0.00059814106
1000000,630,1000630,0,114,114.42415,0.00061077919
1000000,630,1000630,1,377,377.20303,0.00060767583
1000000,630,1000630,2,226,225.69872,0.00060802286
1000000,631,1000631,0,50,49.208254,0.0005793901
1000000,631,1000631,1,377,376.9972,0.00060490698
1000000,631,1000631,2,226,226.77933,0.00058016042
1000000,632,1000632,0,91,91.514652,0.00060000834
1000000,632,1000632,1,395,395.24112,0.0006101118
1000000,632,1000632,2,128,128.12229,0.00060823782
1000000,633,1000633,0,119,119,0.00060512357
1000000,633,1000633,1,463,463,0.00060268006
1000000,633,1000633,2,124,124,0.0005837052
1000000,634,1000634,0,187,187.03356,0.00062232534
1000000,634,1000634,1,406,405.88686,0.00059726002
1000000,634,1000634,2,188,188,0.00059301991
1000000,635,1000635,0,183,182.86431,0.00061778006
1000000,635,1000635,1,309,308.96272,0.00065064638
1000000,635,1000635,2,182,181.83421,0.00058857945
1000000,636,1000636,0,236,236.20804,0.00059302548
1000000,636,1000636,1,331,331.12618,0.0005904707
1000000,636,1000636,2,123,123,0.00058192983
1000000,637,1000637,0,218,218,0.00062132785
1000000,637,1000637,1,269,268.9444,0.00060665836
1000000,637,1000637,2,211,211.55577,0.00065120004
1000000,638,1000638,0,216,215.69908,0.0006026656
1000000,638,1000638,1,392,392,0.00060967088
1000000,638,1000638,2,129,128.78449,0.00062045522
1000000,639,1000639,0,54,53.739148,0.00059880231
1000000,639,1000639,1,490,490.52371,0.00061589759
1000000,639,1000639,2,53,53,0.00059457876
1000000,640,1000640,0,151,151.79226,0.00063842808
1000000,640,1000640,1,360,359.58047,0.0006292133
1000000,640,1000640,2,152,152.92484,0.00065630378
1000000,641,1000641,0,258,258,0.00060113164
1000000,641,1000641,1,391,391.0705,0.00059336452
1000000,641,1000641,2,259,259.38021,0.00063132551
1000000,642,1000642,0,261,261.00299,0.00060756998
1000000,642,1000642,1,396,396.0527,0.00058435702
1000000,642,1000642,2,285,285.40326,0.00061168779
1000000,643,1000643,0,215,214.71638,0.00061623014
1000000,643,1000643,1,484,483.69504,0.00060845712
1000000,643,1000643,2,213,212.28785,0.00065774904
1000000,644,1000644,0,319,318.98073,0.00060367912
1000000,644,1000644,1,444,443.22774,0.00062955159
1000000,644,1000644,2,423,423.67811,0.00062776076
1000000,645,1000645,0,362,362.13963,0.00059080048
1000000,645,1000645,1,464,464.53564,0.00059392077
1000000,645,1000645,2,465,465.00249,0.00059459368
1000000,646,1000646,0,474,474.83119,0.00060634453
1000000,646,1000646,1,475,474.88668,0.0006173364
1000000,646,1000646,2,207,206.54621,0.0006312177
1000000,647,1000647,0,361,360.79407,0.00058413229
1000000,647,1000647,1,268,267.96758,0.00057826089
1000000,647,1000647,2,207,207,0.00059312276
1000000,648,1000648,0,380,379.98928,0.00058881759
1000000,648,1000648,1,240,240.10735,0.00058637485
1000000,648,1000648,2,137,136.61949,0.00059111281
1000000,649,1000649,0,334,334.08021,0.00061320825
1000000,649,1000649,1,247,246.95457,0.00058104509
1000000,649,1000649,2,45,44.572152,0.00058268028
1000000,650,1000650,0,333,332.9242,0.00059947023
1000000,650,1000650,1,217,216.52728,0.00059813262
1000000,650,1000650,2,65,65.131824,0.00060556044
1000000,651,1000651,0,220,219.87598,0.00060789089
1000000,651,1000651,1,145,144.81259,0.00060322372
1000000,651,1000651,2,73,73.621748,0.00061597829
1000000,652,1000652,0,212,211.78807,0.00058890558
1000000,652,1000652,1,274,274.18081,0.00058778002
1000000,652,1000652,2,12,12.06431,0.00061466319
1000000,653,1000653,0,118,118.07083,0.00061399961
1000000,653,1000653,1,342,342.44928,0.00060156365
1000000,653,1000653,2,58,58.444463,0.00060245548
1000000,654,1000654,0,303,303.52377,0.00058934912
1000000,654,1000654,1,307,306.85479,0.00061355482
1000000,654,1000654,2,304,303.5921,0.00059046285
1000000,655,1000655,0,374,374.75327,0.00060254932
1000000,655,1000655,1,375,374.9999,0.00060499472
1000000,655,1000655,2,376,376,0.00060254835
1000000,656,1000656,0,303,303,0.00061000834
1000000,656,1000656,1,302,302.0547,0.00063531473
1000000,656,1000656,2,272,272,0.00060512514
1000000,657,1000657,0,343,343.36675,0.00059489018
1000000,657,1000657,1,244,243.77465,0.00061354522
1000000,657,1000657,2,243,243.96698,0.00059933997
1000000,658,1000658,0,166,165.60166,0.0006033366
1000000,658,1000658,1,165,165.96837,0.00059745743
1000000,658,1000658,2,124,124.22774,0.00059766946
1000000,659,1000659,0,163,162.94131,0.00060101221
1000000,659,1000659,1,148,147.93941,0.0006069994
1000000,659,1000659,2,143,142.82715,0.00060244587
1000000,660,1000660,0,223,223.28298,0.00057891119
1000000,660,1000660,1,99,99.009438,0.00057836093
1000000,660,1000660,2,37,37.085048,0.00058280345
1000000,661,1000661,0,333,333.58086,0.00059757411
1000000,661,1000661,1,80,79.696446,0.00060177797
1000000,661,1000661,2,35,35.204528,0.0006014444
1000000,662,1000662,0,316,316,0.00064619878
1000000,662,1000662,1,305,305.41961,0.00062752559
1000000,662,1000662,2,306,305.84422,0.00062508066
1000000,663,1000663,0,314,314.04982,0.00059790141
1000000,663,1000663,1,345,344.75048,0.00060000867
1000000,663,1000663,2,164,164,0.0006165565
1000000,664,1000664,0,208,208.05124,0.00059309756
1000000,664,1000664,1,450,450.4146,0.00059467194
1000000,664,1000664,2,205,205.2122,0.00058789935
1000000,665,1000665,0,248,248.07018,0.00058535849
1000000,665,1000665,1,466,466.53779,0.00057868888
1000000,665,1000665,2,143,142.89303,0.00058602163
1000000,666,1000666,0,231,230.97301,0.00063517923
1000000,666,1000666,1,439,439,0.00061110773
1000000,666,1000666,2,87,86.774354,0.00062955512
1000000,667,1000667,0,401,401.11821,0.00062454515
1000000,667,1000667,1,407,406.83864,0.00062542188
1000000,667,1000667,2,37,36.835367,0.00060155442
1000000,668,1000668,0,502,502.41567,0.0005907815
1000000,668,1000668,1,503,502.16021,0.00058633375
1000000,668,1000668,2,104,104.16586,0.00058878738
1000000,669,1000669,0,455,454.8334,0.0005899056
1000000,669,1000669,1,363,362.74075,0.00058535758
1000000,669,1000669,2,105,104.62665,0.00058255819
1000000,670,1000670,0,455,454.0705,0.00060144112
1000000,670,1000670,1,430,430.01865,0.00060989387
1000000,670,1000670,2,88,87.709973,0.0006206486
1000000,671,1000671,0,496,495.82827,0.0006163121
1000000,671,1000671,1,319,318.69406,0.00062409372
1000000,671,1000671,2,126,126.59732,0.00062586676
1000000,672,1000672,0,363,362.81312,0.00060390075
1000000,672,1000672,1,288,288,0.00059887834
1000000,672,1000672,2,240,240.16327,0.00061587274
1000000,673,1000673,0,320,320,0.00062230361
1000000,673,1000673,1,318,318.27163,0.00064649933
1000000,673,1000673,2,319,319,0.00063007362
1000000,674,1000674,0,296,295.6549,0.00060066703
1000000,674,1000674,1,295,295.92246,0.00059311797
1000000,674,1000674,2,292,292.31711,0.00059578306
1000000,675,1000675,0,363,362.89609,0.00058800096
1000000,675,1000675,1,118,117.64174,0.00060288458
1000000,675,1000675,2,117,117,0.00059456055
1000000,676,1000676,0,324,323.91113,0.0006064213
1000000,676,1000676,1,119,118.81764,0.00058304841
1000000,676,1000676,2,116,115.50973,0.00061645145
1000000,677,1000677,0,273,272.44996,0.00059277461
1000000,677,1000677,1,160,160.9706,0.00059576989
1000000,677,1000677,2,161,160.92487,0.00060642548
1000000,678,1000678,0,339,339.52155,0.0006037705
1000000,678,1000678,1,116,116.26011,0.0005884439
1000000,678,1000678,2,109,109.237,0.00059045674
1000000,679,1000679,0,369,369.63272,0.00060709079
1000000,679,1000679,1,218,218.1279,0.00058645509
1000000,679,1000679,2,13,12.902383,0.00060332538
1000000,680,1000680,0,461,461,0.00060421663
1000000,680,1000680,1,63,62.226964,0.00060300001
1000000,680,1000680,2,52,52.179018,0.0006009913
1000000,681,1000681,0,480,479.9953,0.00058645591
1000000,681,1000681,1,65,65,0.00058545882
1000000,681,1000681,2,66,65.818881,0.00059621692
1000000,682,1000682,0,496,495.89559,0.00058544928
1000000,682,1000682,1,125,124.6869,0.0005826797
1000000,682,1000682,2,307,307,0.00059533529
1000000,683,1000683,0,493,492.3046,0.0006064346
1000000,683,1000683,1,182,182,0.00058590808
1000000,683,1000683,2,196,195.51391,0.00058645835
1000000,684,1000684,0,475,474.90736,0.00060153964
1000000,684,1000684,1,182,182.36531,0.00066580842
1000000,684,1000684,2,189,188.59393,0.00060920872
1000000,685,1000685,0,501,501.43316,0.00062254817
1000000,685,1000685,1,276,276.22804,0.00063317816
1000000,685,1000685,2,277,277.85451,0.00061364677
1000000,686,1000686,0,444,443.48083,0.00061331745
1000000,686,1000686,1,268,267.77183,0.00062153391
1000000,686,1000686,2,305,305.17112,0.00061774405
1000000,687,1000687,0,455,455,0.00059822104
1000000,687,1000687,1,368,368.1154,0.00059334204
1000000,687,1000687,2,376,376.02649,0.00061819606
1000000,688,1000688,0,318,317.95996,0.00059789088
1000000,688,1000688,1,316,315.67228,0.00059921549
1000000,688,1000688,2,301,300.40635,0.00059909934
1000000,689,1000689,0,281,280.39899,0.00061253176
1000000,689,1000689,1,280,279.97146,0.00061763446
1000000,689,1000689,2,279,279.83056,0.00061308282
1000000,690,1000690,0,232,232.00934,0.00060443015
1000000,690,1000690,1,215,214.6893,0.00059144803
1000000,690,1000690,2,212,211.91596,0.0006024355
1000000,691,1000691,0,194,193.40746,0.0005852131
1000000,691,1000691,1,193,193.22114,0.00058688665
1000000,691,1000691,2,280,280.64349,0.000588983
1000000,692,1000692,0,204,204.8128,0.00060377676
1000000,692,1000692,1,205,204.61488,0.00060922351
1000000,692,1000692,2,397,396.69453,0.00059355728
1000000,693,1000693,0,192,191.72222,0.00058820973
1000000,693,1000693,1,138,137.363,0.0006138574
1000000,693,1000693,2,378,377.71853,0.00060308194
1000000,694,1000694,0,221,221.66846,0.00058955064
1000000,694,1000694,1,222,222,0.0005926549
1000000,694,1000694,2,429,428.10938,0.00058321931
1000000,695,1000695,0,173,172.60831,0.00060842156
1000000,695,1000695,1,172,172.35257,0.00060275898
1000000,695,1000695,2,440,440.37704,0.00061518855
1000000,696,1000696,0,186,186.5363,0.00059287723
1000000,696,1000696,1,187,186.57533,0.00059443242
1000000,696,1000696,2,456,456.5424,0.00058265914
1000000,697,1000697,0,167,166.83975,0.00058542599
1000000,697,1000697,1,154,153.22168,0.00058399437
1000000,697,1000697,2,469,469.22817,0.00057612006
1000000,698,1000698,0,115,114.28878,0.00059032443
1000000,698,1000698,1,114,114.27242,0.00060085562
1000000,698,1000698,2,394,393.30968,0.0005815564
1000000,699,1000699,0,76,76.233723,0.00060032602
1000000,699,1000699,1,310,310.62917,0.0005972162
1000000,699,1000699,2,386,385.71596,0.00061363619
1000000,700,1000700,0,201,201.02611,0.00057244873
1000000,700,1000700,1,382,382.33545,0.00059411017
1000000,700,1000700,2,386,386.40118,0.00058955337
1000000,701,1000701,0,326,326.27691,0.00059299376
1000000,701,1000701,1,327,327,0.0005817745
1000000,701,1000701,2,479,479.02905,0.00059554076
1000000,702,1000702,0,257,257.83429,0.00058933193
1000000,702,1000702,1,256,255.65055,0.00063629133
1000000,702,1000702,2,255,254.88545,0.0006279686
1000000,703,1000703,0,259,259.22953,0.00057865163
1000000,703,1000703,1,13,12.876431,0.00060998084
1000000,703,1000703,2,12,11.865588,0.00058377832
1000000,704,1000704,0,359,359.08758,0.00058943234
1000000,704,1000704,1,39,39.314521,0.0005874345
1000000,704,1000704,2,41,40.901335,0.00058556136
1000000,705,1000705,0,291,291.02609,0.00059698365
1000000,705,1000705,1,92,92.152427,0.00057633799
1000000,705,1000705,2,114,114,0.00057889775
1000000,706,1000706,0,189,188.93678,0.00060663951
1000000,706,1000706,1,73,72.980517,0.00057922495
1000000,706,1000706,2,71,71,0.00060165491
1000000,707,1000707,0,194,194.55585,0.00059763089
1000000,707,1000707,1,195,194.6262,0.00059929804
1000000,707,1000707,2,196,195.15678,0.00058775448
1000000,708,1000708,0,309,309.83872,0.00064924576
1000000,708,1000708,1,310,309.73189,0.00066311944
1000000,708,1000708,2,311,311.13886,0.00061716472
1000000,709,1000709,0,256,255.56857,0.00060806654
1000000,709,1000709,1,255,255.80776,0.00060540306
1000000,709,1000709,2,251,250.33651,0.00061095803
1000000,710,1000710,0,249,248.95895,0.00059418879
1000000,710,1000710,1,274,274.34691,0.00061895669
1000000,710,1000710,2,275,275,0.0006124149
1000000,711,1000711,0,225,224.84813,0.00061386955
1000000,711,1000711,1,224,223.50895,0.00058944427
1000000,711,1000711,2,223,223.49428,0.00058966479
1000000,712,1000712,0,180,180,0.00060042053
1000000,712,1000712,1,179,179.18497,0.00060930555
1000000,712,1000712,2,175,174.93815,0.00059908379
1000000,713,1000713,0,24,23.892713,0.00059575411
1000000,713,1000713,1,468,468.81749,0.00059087503
1000000,713,1000713,2,469,469,0.00059908862
1000000,714,1000714,0,64,64.5596,0.0006277201
1000000,714,1000714,1,239,239,0.00061361652
1000000,714,1000714,2,238,237.97275,0.00062760512
1000000,715,1000715,0,259,259,0.00060454167
1000000,715,1000715,1,260,260.30112,0.00063806208
1000000,715,1000715,2,261,261,0.00062974037
1000000,716,1000716,0,314,314.30298,0.00058665076
1000000,716,1000716,1,330,330.20959,0.00058953987
1000000,716,1000716,2,166,165.27821,0.00059020134
1000000,717,1000717,0,323,323.18487,0.0005936336
1000000,717,1000717,1,326,325.82353,0.00059907944
1000000,717,1000717,2,36,35.629721,0.00060741685
1000000,718,1000718,0,300,300.31804,0.00061196084
