Q,budget_fraction,prp_cost_hours,base_survival_rate,predicted_survival_topk,predicted_dead_topk,random_dead_topk,saved_compute_seconds
50000000,0.001,1.0,0.6941864902684137,1.0,0.0,0.3058135097315863,17614.85816053937
50000000,0.001,24.0,0.6941864902684137,1.0,0.0,0.3058135097315863,422756.5958529449
50000000,0.001,168.0,0.6941864902684137,1.0,0.0,0.3058135097315863,2959296.170970614
50000000,0.01,1.0,0.6941864902684137,1.0,0.0,0.3058135097315863,172845.79570029257
50000000,0.01,24.0,0.6941864902684137,1.0,0.0,0.3058135097315863,4148299.096807021
50000000,0.01,168.0,0.6941864902684137,1.0,0.0,0.3058135097315863,29038093.677649148
50000000,0.05,1.0,0.6941864902684137,1.0,0.0,0.3058135097315863,865329.9071364965
50000000,0.05,24.0,0.6941864902684137,1.0,0.0,0.3058135097315863,20767917.77127592
50000000,0.05,168.0,0.6941864902684137,1.0,0.0,0.3058135097315863,145375424.3989314
