center,is_twin_center,n_nodes,n_edges,n_components,zero_count_all,isolated_nodes,isolated_fraction,gc_size,gc_fraction,gc_edges,gc_spectral_gap,gc_entropy,core_nodes,core_edges,core_components,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy
879,0,401,5907,121,121.0,105,0.26184538653366585,266,0.6633416458852868,5892,0.2867974388180224,5.566941422476459,81,217,30,51,0.6296296296296297,0.12722956449075096,3.838629581709725
1457,0,401,3527,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3516,0.2770616378982744,5.456747067976306,81,109,37,45,0.5555555555555556,0.040272031903628165,3.657575309842156
699,0,401,7131,111,111.0,98,0.24438902743142144,279,0.6957605985037406,7119,0.305288479629941,5.616848570698757,81,254,29,53,0.654320987654321,0.20799429147688028,3.895430799280247
777,0,401,6636,117,117.0,103,0.256857855361596,272,0.6783042394014963,6623,0.30062268511104195,5.590165732551634,81,266,24,58,0.7160493827160493,0.1995348072177475,3.974831430602938
1082,0,401,4743,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4730,0.26188668722618147,5.529360495157993,81,167,32,48,0.5925925925925926,0.14837737973787912,3.7663230853046
948,0,401,5404,126,126.0,112,0.2793017456359102,263,0.655860349127182,5391,0.2876379448706917,5.554403188094058,81,228,30,52,0.6419753086419753,0.10788398954944457,3.8649924538783296
666,0,401,7446,109,109.0,96,0.23940149625935161,281,0.7007481296758105,7434,0.31579837454434717,5.624535714334215,81,264,26,56,0.691358024691358,0.1511895603918314,3.9404145712718406
884,0,401,5779,121,121.0,104,0.2593516209476309,265,0.6608478802992519,5763,0.2833968819713769,5.5629504936151655,81,235,27,55,0.6790123456790124,0.12017299727663439,3.9156066689292994
628,0,401,8033,106,106.0,94,0.2344139650872818,285,0.7107231920199502,8022,0.3266223034220648,5.63954083720794,81,286,23,56,0.691358024691358,0.1896712143066036,3.9494065729476593
1398,0,401,3666,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3655,0.26540481695739143,5.457654277176247,81,127,34,48,0.5925925925925926,0.06989809473616101,3.7484091298864692
945,0,401,5378,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5364,0.2890893736095189,5.550559742738097,81,219,31,51,0.6296296296296297,0.10269091270953593,3.841362386795191
768,0,401,6764,115,115.0,101,0.2518703241895262,274,0.683291770573566,6751,0.30889807503263633,5.597828083110524,81,276,24,58,0.7160493827160493,0.21961666707537453,3.9795836953746497
1078,0,401,4751,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4737,0.26339129344589096,5.529464003586047,81,150,32,50,0.6172839506172839,0.08845826484429803,3.789446617777978
1145,0,401,4595,138,138.0,126,0.314214463840399,253,0.6309226932668329,4584,0.26869497348653765,5.512558135730048,81,160,30,51,0.6296296296296297,0.08176266748354398,3.817941063398899
679,0,401,7295,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7283,0.31230066624899483,5.620765138342563,81,269,26,56,0.691358024691358,0.18971953207954317,3.945389352341617
1129,0,401,4502,141,141.0,128,0.3192019950124688,249,0.6209476309226932,4490,0.27195238228439905,5.496934488727525,81,161,31,51,0.6296296296296297,0.03402897196917855,3.8083783530933375
1069,0,401,4808,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4794,0.2700155161087112,5.5297647288994085,81,143,35,44,0.5432098765432098,0.10112767328288026,3.6708211413728
692,0,401,7284,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7272,0.3144143688199503,5.620713687675935,81,270,27,55,0.6790123456790124,0.18490724361173008,3.9329025203617936
865,0,401,5967,122,122.0,106,0.26433915211970077,265,0.6608478802992519,5952,0.2884149841052285,5.563282260516708,81,220,28,53,0.654320987654321,0.09223099714817123,3.874842587339613
1258,0,401,4161,141,141.0,125,0.3117206982543641,246,0.6134663341645885,4146,0.28015963581764186,5.4836579868938475,81,161,34,47,0.5802469135802469,0.0651158620584886,3.7411736830806195
1499,0,401,3311,150,150.0,134,0.3341645885286783,237,0.5910224438902744,3296,0.2581250468646691,5.442858759059922,81,104,37,41,0.5061728395061729,0.07336273735949661,3.572444341482351
593,0,401,8446,102,102.0,91,0.22693266832917705,290,0.7231920199501247,8436,0.33997332073763814,5.656804564475793,81,317,25,57,0.7037037037037037,0.23437745155785256,3.9779000989666278
1046,0,401,4914,131,131.0,118,0.2942643391521197,259,0.6458852867830424,4902,0.2684957846070237,5.537814383683722,81,149,33,47,0.5802469135802469,0.07318102418791966,3.732822020845154
1256,0,401,4223,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4208,0.27709682201583175,5.487845266809002,81,157,34,47,0.5802469135802469,0.06498290179491702,3.7396063925948946
924,0,401,5496,127,127.0,115,0.286783042394015,264,0.6583541147132169,5485,0.28851768236133213,5.558475063955411,81,232,28,54,0.6666666666666666,0.12082167858520138,3.898623101616831
1102,0,401,4686,137,137.0,123,0.30673316708229426,252,0.628428927680798,4673,0.2733390943481209,5.50967907893035,81,157,30,52,0.6419753086419753,0.08678640266512264,3.832060540692775
1019,0,401,4950,131,131.0,117,0.29177057356608477,258,0.6433915211970075,4937,0.2779737060847201,5.534122331374391,81,159,31,51,0.6296296296296297,0.04626648872632548,3.813998504193615
671,0,401,7453,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7441,0.3176275213900465,5.628107257522916,81,252,26,56,0.691358024691358,0.1402161979982387,3.9362925585079798
652,0,401,7639,106,106.0,91,0.22693266832917705,282,0.7032418952618454,7625,0.3314784260435298,5.628439972834331,81,267,27,55,0.6790123456790124,0.15943997315202518,3.926480835821905
711,0,401,7126,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7114,0.3118706801785662,5.620283660552702,81,253,28,54,0.6666666666666666,0.2033612847258595,3.9130918795238316
1239,0,401,4269,141,141.0,124,0.3092269326683292,245,0.6109725685785536,4253,0.27598684172829185,5.480146424308311,81,143,32,49,0.6049382716049383,0.05368590782456306,3.765397699458573
579,0,401,8488,101,101.0,88,0.2194513715710723,289,0.7206982543640897,8476,0.3402799204876228,5.653347403013532,81,353,23,59,0.7283950617283951,0.2621456054135105,4.018050207901719
695,0,401,7252,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7240,0.3118153843791281,5.6205973635322435,81,269,28,54,0.6666666666666666,0.2069406255022542,3.9154042108461073
1360,0,401,3830,148,148.0,137,0.341645885286783,244,0.6084788029925187,3820,0.2736304005693594,5.473789050992081,81,152,32,50,0.6172839506172839,0.09228846428076667,3.7922007730635294
851,0,401,6111,122,122.0,108,0.26932668329177056,267,0.6658354114713217,6098,0.2848572428479143,5.571082288369516,81,215,31,50,0.6172839506172839,0.15991038000156554,3.8175342777683614
830,0,401,6328,119,119.0,105,0.26184538653366585,270,0.6733167082294265,6315,0.2937047656555888,5.582488002024132,81,244,30,51,0.6296296296296297,0.13247493645660474,3.84757566618364
524,0,401,9254,90,90.0,74,0.18453865336658354,297,0.7406483790523691,9239,0.34542206664928665,5.681818539013772,81,405,22,60,0.7407407407407407,0.2549173445161551,4.038067880574344
971,0,401,5197,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5183,0.2840284376415946,5.5497974859809585,81,201,31,50,0.6172839506172839,0.18340610186367584,3.823754143860171
849,0,401,6109,121,121.0,107,0.26683291770573564,268,0.6683291770573566,6096,0.28849757753071387,5.574720429402264,81,209,32,49,0.6049382716049383,0.1656868150659077,3.796295539565286
527,0,401,9193,91,91.0,75,0.18703241895261846,296,0.7381546134663342,9178,0.344626929370406,5.678433976160956,81,404,22,60,0.7407407407407407,0.2633043131267176,4.038038543672395
1025,0,401,4943,130,130.0,116,0.2892768079800499,259,0.6458852867830424,4930,0.2742508024723052,5.538006941320663,81,167,31,51,0.6296296296296297,0.13459364614518876,3.8228962027540256
1210,0,401,4428,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4413,0.26797778313511794,5.488589777916501,81,143,33,47,0.5802469135802469,0.13244381435443398,3.7272416308993117
1265,0,401,4155,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4140,0.27442254159707274,5.4876138095565095,81,145,36,45,0.5555555555555556,0.07585795883081706,3.6857607344812786
927,0,401,5491,128,128.0,116,0.2892768079800499,263,0.655860349127182,5480,0.2889053323713663,5.554763616458949,81,238,28,54,0.6666666666666666,0.09832395574318689,3.900516829432117
503,0,401,9649,88,88.0,73,0.18204488778054864,300,0.7481296758104738,9635,0.336478211819535,5.692272309835332,81,388,23,59,0.7283950617283951,0.2482928046639294,4.019108182420175
506,0,401,9587,88,88.0,72,0.17955112219451372,299,0.7456359102244389,9572,0.34070628803775815,5.688912325433893,81,401,22,60,0.7407407407407407,0.23890450079604686,4.037755650575885
1182,0,401,4469,141,141.0,128,0.3192019950124688,249,0.6209476309226932,4457,0.26404627872170994,5.49626733605656,81,152,31,47,0.5802469135802469,0.1414781993933601,3.731573583375149
1394,0,401,3662,150,150.0,137,0.341645885286783,240,0.5985037406483791,3650,0.2587333530581784,5.457424275246239,81,131,33,49,0.6049382716049383,0.06683832275373403,3.7704848734568204
668,0,401,7506,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7494,0.31458374739513756,5.628148608344542,81,273,25,57,0.7037037037037037,0.15027076017914304,3.9583756558695313
1292,0,401,4045,145,145.0,130,0.32418952618453867,243,0.6059850374064838,4031,0.2734832340436578,5.471330183598187,81,153,38,41,0.5061728395061729,0.1908964116945862,3.6056617332898218
1097,0,401,4686,136,136.0,122,0.30423940149625933,253,0.6309226932668329,4673,0.2739805315643096,5.513651534377628,81,145,31,51,0.6296296296296297,0.0561404602131035,3.805801161134334
684,0,401,7262,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7251,0.3128587739294936,5.620680900277359,81,286,26,56,0.691358024691358,0.19469664669927933,3.951997577573418
794,0,401,6709,117,117.0,104,0.2593516209476309,273,0.6807980049875312,6697,0.29450353357867187,5.5940952132273605,81,251,25,57,0.7037037037037037,0.1691883038198226,3.95762234822023
602,0,401,8380,103,103.0,92,0.22942643391521197,289,0.7206982543640897,8370,0.3269126790363208,5.653841324366258,81,280,25,57,0.7037037037037037,0.20894827630542806,3.9676377057811894
1171,0,401,4470,141,141.0,129,0.32169576059850374,250,0.6234413965087282,4459,0.2616559688494931,5.500097385043414,81,163,30,49,0.6049382716049383,0.10392276406331445,3.77740039615375
926,0,401,5493,128,128.0,116,0.2892768079800499,263,0.655860349127182,5482,0.28890741655395774,5.554757018723517,81,238,28,54,0.6666666666666666,0.09832395574318689,3.900516829432117
609,0,401,8214,104,104.0,92,0.22942643391521197,287,0.71571072319202,8203,0.32864633229569346,5.646725980471565,81,289,24,58,0.7160493827160493,0.2097828284913668,3.9876959946190174
1409,0,401,3632,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3621,0.2628931559382078,5.457435499962163,81,105,36,44,0.5432098765432098,0.03836261103671501,3.636914042784898
1200,0,401,4556,139,139.0,123,0.30673316708229426,248,0.6184538653366584,4541,0.2809766958029054,5.4928545671036195,81,147,33,46,0.5679012345679012,0.1233629997840825,3.7127900126053563
1094,0,401,4701,135,135.0,121,0.30174563591022446,254,0.6334164588528678,4688,0.26538309946148697,5.517606269990296,81,155,30,52,0.6419753086419753,0.07394890514976399,3.8283603373709103
687,0,401,7221,112,112.0,100,0.24937655860349128,279,0.6957605985037406,7210,0.31556308555110435,5.6170710785462745,81,253,27,55,0.6790123456790124,0.18926634277713947,3.926963306468297
1257,0,401,4205,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4190,0.27860022980668964,5.487799559144788,81,153,35,46,0.5679012345679012,0.06520765851573487,3.7175461324767047
886,0,401,5748,121,121.0,104,0.2593516209476309,265,0.6608478802992519,5732,0.28496798513679633,5.562812537525072,81,227,27,55,0.6790123456790124,0.11553337604086081,3.9153589484029863
739,0,401,6926,113,113.0,98,0.24438902743142144,275,0.685785536159601,6912,0.315718243180097,5.602064213818252,81,255,28,54,0.6666666666666666,0.1841070343903642,3.9082342668146897
1039,0,401,4850,134,134.0,120,0.29925187032418954,255,0.6359102244389028,4837,0.2778880898645322,5.522316778903662,81,166,31,49,0.6049382716049383,0.14457915110286754,3.7822304366639554
1113,0,401,4638,138,138.0,125,0.3117206982543641,252,0.628428927680798,4626,0.27786458156141997,5.5093795784615835,81,141,32,50,0.6172839506172839,0.04143977567052347,3.784368494471931
1229,0,401,4366,139,139.0,123,0.30673316708229426,248,0.6184538653366584,4351,0.27893196565826117,5.49239870112085,81,150,35,46,0.5679012345679012,0.08574900176229511,3.7144976118075976
1347,0,401,3820,148,148.0,137,0.341645885286783,244,0.6084788029925187,3810,0.26235244335877467,5.47355722128057,81,150,32,50,0.6172839506172839,0.10231901204260167,3.785241976755579
838,0,401,6272,120,120.0,108,0.26932668329177056,271,0.6758104738154613,6261,0.2862449470546383,5.586039459959867,81,221,28,54,0.6666666666666666,0.0923960666372276,3.8860099153883376
1329,0,401,3882,146,146.0,134,0.3341645885286783,245,0.6109725685785536,3871,0.25980507155377386,5.477658266935505,81,146,35,46,0.5679012345679012,0.12149578987775875,3.7128624385907
541,0,401,8966,94,94.0,79,0.1970074812967581,294,0.7331670822942643,8952,0.34066679230743513,5.671465975252146,81,407,23,59,0.7283950617283951,0.18197174396831836,4.021130871187762
738,0,401,6926,113,113.0,98,0.24438902743142144,275,0.685785536159601,6912,0.315718243180097,5.602064213818252,81,251,29,53,0.654320987654321,0.18013279725948406,3.88929216675255
623,0,401,8076,105,105.0,93,0.23192019950124687,286,0.713216957605985,8065,0.3281502872884182,5.643083780119525,81,271,25,54,0.6666666666666666,0.2364652321621754,3.9131933866658435
1397,0,401,3706,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3695,0.268208737306175,5.457833085727671,81,131,33,49,0.6049382716049383,0.07286262710620751,3.7704787089823326
1014,0,401,4978,131,131.0,118,0.2942643391521197,259,0.6458852867830424,4966,0.2766270923302475,5.538078020060665,81,156,30,52,0.6419753086419753,0.052968967466641426,3.8340760335371273
722,0,401,7004,111,111.0,97,0.24189526184538654,278,0.6932668329177057,6991,0.3090411988869671,5.612940366174191,81,263,28,54,0.6666666666666666,0.19595849259399106,3.9151209599464796
1431,0,401,3591,150,150.0,136,0.33915211970074816,239,0.5960099750623441,3578,0.2500368781438191,5.4529610078564215,81,102,36,44,0.5432098765432098,0.022413683450400783,3.6310366002459222
1324,0,401,3876,146,146.0,133,0.3316708229426434,244,0.6084788029925187,3864,0.23121361519258088,5.4733960840333475,81,150,34,46,0.5679012345679012,0.12134130319557024,3.7140213084661773
1277,0,401,4085,142,142.0,125,0.3117206982543641,244,0.6084788029925187,4069,0.26985138950117266,5.475374796904645,81,159,35,45,0.5555555555555556,0.06352340574894745,3.6916189071926073
1071,0,401,4741,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4727,0.26274637272797435,5.529365563782424,81,157,32,50,0.6172839506172839,0.07999575760143472,3.79748162762667
1188,0,401,4495,140,140.0,125,0.3117206982543641,248,0.6184538653366584,4481,0.2740652889129571,5.492635126200309,81,141,33,46,0.5679012345679012,0.10785168463113265,3.70860791537201
691,0,401,7283,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7272,0.3144143688199503,5.620713687675935,81,271,27,55,0.6790123456790124,0.20160167021706718,3.9334904393646295
764,0,401,6756,114,114.0,99,0.24688279301745636,274,0.683291770573566,6742,0.30719683372332673,5.597813513140617,81,257,24,58,0.7160493827160493,0.16188716471933104,3.9735580647677327
1105,0,401,4627,138,138.0,124,0.3092269326683292,251,0.6259351620947631,4614,0.2752573603631731,5.505587288237852,81,156,30,52,0.6419753086419753,0.08125679898174976,3.8322495203672617
946,0,401,5360,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5346,0.28743915432340117,5.550538627300468,81,212,31,51,0.6296296296296297,0.10327122949042769,3.840078082362216
1033,0,401,4884,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4871,0.277535630164232,5.530191604012491,81,160,33,47,0.5802469135802469,0.16938894436127455,3.738410276789221
633,0,401,7927,106,106.0,93,0.23192019950124687,284,0.7082294264339152,7915,0.3289562919063406,5.635914378355473,81,278,25,54,0.6666666666666666,0.15850184877247075,3.912664361505699
542,0,401,8977,94,94.0,79,0.1970074812967581,294,0.7331670822942643,8963,0.34111745575216307,5.671469596594541,81,407,23,59,0.7283950617283951,0.1818863082180655,4.021131172929547
669,0,401,7452,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7440,0.31314209796691145,5.628050708212788,81,263,26,56,0.691358024691358,0.149877141524558,3.9396098482599555
809,0,401,6611,118,118.0,104,0.2593516209476309,271,0.6758104738154613,6598,0.2867010975123679,5.586670860427175,81,221,27,55,0.6790123456790124,0.1223300685107928,3.909399703684062
1388,0,401,3729,150,150.0,137,0.341645885286783,240,0.5985037406483791,3717,0.26193219199846746,5.457814950246801,81,136,31,51,0.6296296296296297,0.0769571406144336,3.8050682517079353
1355,0,401,3846,147,147.0,136,0.33915211970074816,245,0.6109725685785536,3836,0.2632786003923505,5.477741776957094,81,140,33,49,0.6049382716049383,0.09039073693473063,3.7610664751857645
509,0,401,9504,89,89.0,74,0.18453865336658354,299,0.7456359102244389,9490,0.3403520968366432,5.688784446839239,81,397,21,61,0.7530864197530864,0.21629200972740564,4.052061245061003
654,0,401,7613,107,107.0,92,0.22942643391521197,281,0.7007481296758105,7599,0.3305988715066891,5.624878647828345,81,268,27,55,0.6790123456790124,0.1410524675664005,3.9266988024864986
735,0,401,6908,112,112.0,97,0.24189526184538654,276,0.6882793017456359,6894,0.315416864741909,5.605553924636318,81,258,28,54,0.6666666666666666,0.18655993989483366,3.9091762582017093
860,0,401,6008,121,121.0,104,0.2593516209476309,265,0.6608478802992519,5992,0.2897711391905776,5.563486147756823,81,204,30,51,0.6296296296296297,0.09275067090670257,3.8345846426803725
1055,0,401,4867,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4854,0.2682405146127455,5.5300594666443486,81,146,33,47,0.5802469135802469,0.09144854513683276,3.7341605201337136
852,0,401,6053,122,122.0,107,0.26683291770573564,266,0.6633416458852868,6039,0.28762259031015625,5.567244298183952,81,215,31,50,0.6172839506172839,0.15991038000156554,3.8175342777683614
661,0,401,7606,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7594,0.32111973756697165,5.6284102563728595,81,252,27,55,0.6790123456790124,0.15769886324743032,3.923279915385344
897,0,401,5599,125,125.0,111,0.27680798004987534,264,0.6583541147132169,5586,0.2791703574977126,5.558736163688019,81,226,30,52,0.6419753086419753,0.10926826294704672,3.8627458415317393
832,0,401,6237,119,119.0,105,0.26184538653366585,270,0.6733167082294265,6224,0.2841965847566779,5.582308470541319,81,231,29,53,0.654320987654321,0.1326477452770896,3.874533575732912
513,0,401,9393,89,89.0,75,0.18703241895261846,300,0.7481296758104738,9380,0.33847532783471984,5.69193381336288,81,398,21,61,0.7530864197530864,0.25220630723750176,4.052891482701277
550,0,401,8939,95,95.0,82,0.20448877805486285,295,0.7356608478802993,8927,0.3339128560910874,5.674773886842445,81,420,22,60,0.7407407407407407,0.21903168322214564,4.038829229436541
562,0,401,8757,98,98.0,86,0.2144638403990025,293,0.7306733167082294,8746,0.3319574491095313,5.667729628245452,81,399,22,60,0.7407407407407407,0.1999463252445835,4.03664818635335
1231,0,401,4436,139,139.0,124,0.3092269326683292,249,0.6209476309226932,4422,0.27584222021979327,5.496706296319423,81,136,35,46,0.5679012345679012,0.05609972761597402,3.699475614530767
957,0,401,5289,128,128.0,113,0.2817955112219451,260,0.6483790523690773,5275,0.2956343526388845,5.542310931579742,81,224,30,51,0.6296296296296297,0.13115097247637064,3.8454217086134594
580,0,401,8614,101,101.0,89,0.22194513715710723,290,0.7231920199501247,8603,0.3422618667469258,5.656931977203458,81,369,23,59,0.7283950617283951,0.26332035106234597,4.020244096571193
899,0,401,5653,125,125.0,112,0.2793017456359102,265,0.6608478802992519,5641,0.27677946302592055,5.562572436948943,81,219,30,52,0.6419753086419753,0.09753251450780395,3.859439942633818
1321,0,401,3944,145,145.0,132,0.32917705735660846,245,0.6109725685785536,3932,0.27151679509666293,5.478546863776494,81,150,35,45,0.5555555555555556,0.11030537185232503,3.6905481652008327
1441,0,401,3580,149,149.0,135,0.33665835411471323,240,0.5985037406483791,3567,0.277571136621408,5.457037106778394,81,98,37,43,0.5308641975308642,0.02211669953187512,3.6111628987247317
1310,0,401,3987,145,145.0,131,0.3266832917705736,244,0.6084788029925187,3974,0.27469327841194013,5.4749947227588995,81,146,35,45,0.5555555555555556,0.13208871382047555,3.6954023916066294
511,0,401,9445,89,89.0,74,0.18453865336658354,299,0.7456359102244389,9431,0.3412437693746183,5.688697030151149,81,388,21,61,0.7530864197530864,0.22115596304794405,4.050528915271821
1293,0,401,3967,146,146.0,131,0.3266832917705736,242,0.6034912718204489,3953,0.2687119679567595,5.4668124428630716,81,156,37,42,0.5185185185185185,0.1836082928475823,3.6332237446198157
1232,0,401,4463,138,138.0,123,0.30673316708229426,250,0.6234413965087282,4449,0.2762726402759642,5.500776513970627,81,142,34,47,0.5802469135802469,0.05669391487822091,3.723965299408138
878,0,401,5900,121,121.0,105,0.26184538653366585,266,0.6633416458852868,5885,0.2867280810475445,5.56691607141185,81,217,30,51,0.6296296296296297,0.12722956449075096,3.838629581709725
721,0,401,7004,111,111.0,97,0.24189526184538654,278,0.6932668329177057,6991,0.3090411988869671,5.612940366174191,81,259,29,53,0.654320987654321,0.19294448740681172,3.896942046696352
1197,0,401,4490,140,140.0,125,0.3117206982543641,248,0.6184538653366584,4476,0.27460357213921777,5.492622449381932,81,142,32,46,0.5679012345679012,0.12075689971020026,3.7083005371271485
1027,0,401,4845,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4832,0.27487822496589526,5.53006572835009,81,172,31,51,0.6296296296296297,0.12666474079640613,3.8252841010468064
1282,0,401,4068,144,144.0,128,0.3192019950124688,243,0.6059850374064838,4053,0.26971612539013395,5.471260844458572,81,150,37,43,0.5308641975308642,0.15151141074761243,3.6511116736003473
625,0,401,8080,105,105.0,93,0.23192019950124687,286,0.713216957605985,8069,0.32726788321953587,5.643084821032162,81,287,25,54,0.6666666666666666,0.22344129204763918,3.9156369328990417
994,0,401,5048,129,129.0,115,0.286783042394015,260,0.6483790523690773,5035,0.2807915273621676,5.5421621783906385,81,163,29,53,0.654320987654321,0.04324242259850339,3.8565877777993607
1139,0,401,4517,139,139.0,127,0.3167082294264339,252,0.628428927680798,4506,0.2676712332524885,5.5085071468549245,81,167,30,52,0.6419753086419753,0.0702083482281034,3.8366617033589123
563,0,401,8798,98,98.0,86,0.2144638403990025,293,0.7306733167082294,8787,0.3321948245603247,5.667826908524788,81,398,22,60,0.7407407407407407,0.20930242750069156,4.036715797383792
514,0,401,9479,89,89.0,76,0.18952618453865336,301,0.7506234413965087,9467,0.34141193408864606,5.695335391465585,81,391,22,60,0.7407407407407407,0.2503634960964475,4.036083746129438
1144,0,401,4612,138,138.0,127,0.3167082294264339,254,0.6334164588528678,4602,0.26893550100809616,5.516517130452253,81,161,29,53,0.654320987654321,0.07324017897695387,3.850031515369429
1006,0,401,4974,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4960,0.27194123198964476,5.530407195995424,81,169,29,53,0.654320987654321,0.04776011286977855,3.8597855111369515
834,0,401,6247,120,120.0,107,0.26683291770573564,270,0.6733167082294265,6235,0.2845379042242688,5.582328922932209,81,221,29,53,0.654320987654321,0.12105373954466458,3.8679664234068407
1380,0,401,3653,151,151.0,140,0.3491271820448878,241,0.600997506234414,3643,0.2590104215862908,5.460925723673609,81,136,32,50,0.6172839506172839,0.04775341940330609,3.7809662256474947
1127,0,401,4537,140,140.0,127,0.3167082294264339,250,0.6234413965087282,4525,0.27189338059068163,5.501034832140007,81,151,32,50,0.6172839506172839,0.03413750691768801,3.7841203897285234
932,0,401,5405,127,127.0,114,0.28428927680798005,263,0.655860349127182,5393,0.2947568051438863,5.554535137385822,81,228,29,53,0.654320987654321,0.12257456790068036,3.8835503350151575
1066,0,401,4799,132,132.0,117,0.29177057356608477,256,0.6384039900249376,4785,0.2707456212671988,5.525877410581259,81,152,34,45,0.5555555555555556,0.10262116821700176,3.6963204740964377
707,0,401,7142,110,110.0,98,0.24438902743142144,281,0.7007481296758105,7131,0.30604927969828505,5.623916142887432,81,248,28,54,0.6666666666666666,0.18012698101536173,3.9107154239879134
875,0,401,5898,122,122.0,108,0.26932668329177056,267,0.6658354114713217,5885,0.28578406050683136,5.5706160498239266,81,229,29,52,0.6419753086419753,0.14588301337496254,3.8586121275349194
1290,1,401,4047,146,146.0,132,0.32917705735660846,243,0.6059850374064838,4034,0.27300722961574825,5.471322364758811,81,151,38,41,0.5061728395061729,0.1869233318658239,3.604348054425302
1181,0,401,4501,140,140.0,127,0.3167082294264339,250,0.6234413965087282,4489,0.26404758931256467,5.5003475245245195,81,156,31,47,0.5802469135802469,0.1127682313833904,3.730158597691003
1218,0,401,4365,140,140.0,123,0.30673316708229426,246,0.6134663341645885,4349,0.26984559103651923,5.4844442968239004,81,143,33,47,0.5802469135802469,0.11108804930775568,3.7183847192707353
1420,0,401,3670,150,150.0,137,0.341645885286783,240,0.5985037406483791,3658,0.2613771745043465,5.457555147425071,81,103,35,47,0.5802469135802469,0.0600854835916563,3.70169150021912
1072,0,401,4740,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4726,0.26143279955559895,5.529354087244822,81,162,31,51,0.6296296296296297,0.0800022748356252,3.8185138577417894
