center,is_twin_center,center_set,n_nodes,n_edges,n_components,zero_count_all,isolated_nodes,isolated_fraction,gc_size,gc_fraction,gc_edges,gc_spectral_gap,gc_entropy,core_nodes,core_edges,core_components,core_isolated_nodes,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy,core_gc_zero_count_all,K0,K_used,k_bumps,hit_kmax,twin_isolates,twin_deg_sum,twin_deg_minus1,twin_deg_plus1,twin_is_isolated_minus1,twin_is_isolated_plus1,twin_in_gc_minus1,twin_in_gc_plus1,twin_edges_inc_minus1,twin_edges_inc_plus1
1378,0,all,401,3704,150,150.0,139,0.34663341645885287,242,0.6034912718204489,3694,0.2597143563910325,5.465318284407429,61,76,27,25,34,0.5573770491803278,0.05286335664497345,3.357636961937092,1.0,200,200,0,0,,,,,,,,,,
879,0,all,401,5907,121,121.0,105,0.26184538653366585,266,0.6633416458852868,5892,0.28679743881802205,5.566941422476458,61,111,22,20,39,0.639344262295082,0.03855045717570468,3.528202066166175,1.0,200,200,0,0,,,,,,,,,,
1457,0,all,401,3527,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3516,0.27706163789827476,5.4567470679763055,61,47,34,32,23,0.3770491803278688,0.022169182576477296,2.9187488284956333,1.0,200,200,0,0,,,,,,,,,,
699,0,all,401,7131,111,111.0,98,0.24438902743142144,279,0.6957605985037406,7119,0.305288479629943,5.616848570698757,61,131,23,22,39,0.639344262295082,0.12547539896857973,3.566618462933468,1.0,200,200,0,0,,,,,,,,,,
777,0,all,401,6636,117,117.0,103,0.256857855361596,272,0.6783042394014963,6623,0.30062268511104323,5.590165732551633,61,147,18,17,44,0.7213114754098361,0.13466516746978885,3.667563330137214,1.0,200,200,0,0,,,,,,,,,,
1082,0,all,401,4743,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4730,0.26188668722618164,5.529360495157992,61,78,25,22,30,0.4918032786885246,0.018603190769348656,3.237934865606553,1.0,200,200,0,0,,,,,,,,,,
948,0,all,401,5404,126,126.0,112,0.2793017456359102,263,0.655860349127182,5391,0.2876379448706926,5.554403188094058,61,111,25,23,36,0.5901639344262295,0.07482973027893233,3.4683007307522753,1.0,200,200,0,0,,,,,,,,,,
666,0,all,401,7446,109,109.0,96,0.23940149625935161,281,0.7007481296758105,7434,0.31579837454434767,5.624535714334215,61,154,18,17,44,0.7213114754098361,0.12703413407538613,3.6693765799509546,1.0,200,200,0,0,,,,,,,,,,
884,0,all,401,5779,121,121.0,104,0.2593516209476309,265,0.6608478802992519,5763,0.2833968819713788,5.5629504936151655,61,133,23,21,36,0.5901639344262295,0.1441468040586813,3.480174894941369,1.0,200,200,0,0,,,,,,,,,,
628,0,all,401,8033,106,106.0,94,0.2344139650872818,285,0.7107231920199502,8022,0.3266223034220649,5.63954083720794,61,139,19,17,40,0.6557377049180327,0.11980354507868184,3.57812642015738,1.0,200,200,0,0,,,,,,,,,,
1398,0,all,401,3666,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3655,0.2654048169573911,5.457654277176248,61,66,26,23,31,0.5081967213114754,0.019368959199071833,3.25873846144152,1.0,200,200,0,0,,,,,,,,,,
945,0,all,401,5378,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5364,0.2890893736095199,5.550559742738098,61,123,25,24,37,0.6065573770491803,0.07306275879529023,3.501047736943354,1.0,200,200,0,0,,,,,,,,,,
768,0,all,401,6764,115,115.0,101,0.2518703241895262,274,0.683291770573566,6751,0.30889807503263744,5.597828083110524,61,159,20,18,41,0.6721311475409836,0.2012896360688433,3.6180717949505468,1.0,200,200,0,0,,,,,,,,,,
1078,0,all,401,4751,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4737,0.2633912934458904,5.529464003586046,61,78,27,23,31,0.5081967213114754,0.08108308022259791,3.2784986219697925,1.0,200,200,0,0,,,,,,,,,,
1145,0,all,401,4595,138,138.0,126,0.314214463840399,253,0.6309226932668329,4584,0.26869497348653965,5.512558135730048,61,75,26,24,35,0.5737704918032787,0.048512984397500986,3.393611385398371,1.0,200,200,0,0,,,,,,,,,,
679,0,all,401,7295,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7283,0.312300666248995,5.620765138342563,61,143,20,19,42,0.6885245901639344,0.11534350223774485,3.6194590414552223,1.0,200,200,0,0,,,,,,,,,,
1129,0,all,401,4502,141,141.0,128,0.3192019950124688,249,0.6209476309226932,4490,0.2719523822843995,5.496934488727524,61,90,24,23,38,0.6229508196721312,0.03233330472919799,3.4800878236470907,1.0,200,200,0,0,,,,,,,,,,
1069,0,all,401,4808,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4794,0.27001551610871016,5.5297647288994085,61,74,29,26,31,0.5081967213114754,0.06360603477765824,3.2819231806614173,1.0,200,200,0,0,,,,,,,,,,
692,0,all,401,7284,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7272,0.3144143688199526,5.620713687675934,61,147,21,20,41,0.6721311475409836,0.14136545779310505,3.6175791139456708,1.0,200,200,0,0,,,,,,,,,,
865,0,all,401,5967,122,122.0,106,0.26433915211970077,265,0.6608478802992519,5952,0.2884149841052288,5.563282260516706,61,118,24,22,37,0.6065573770491803,0.11204533049063392,3.482068254148152,1.0,200,200,0,0,,,,,,,,,,
1258,0,all,401,4161,141,141.0,125,0.3117206982543641,246,0.6134663341645885,4146,0.2801596358176428,5.4836579868938475,61,86,27,24,32,0.5245901639344263,0.06217913296195457,3.3199734200940907,1.0,200,200,0,0,,,,,,,,,,
1499,0,all,401,3311,150,150.0,134,0.3341645885286783,237,0.5910224438902744,3296,0.25812504686466814,5.442858759059922,61,56,30,26,29,0.47540983606557374,0.020573980143341605,3.172081449659345,1.0,200,200,0,0,,,,,,,,,,
593,0,all,401,8446,102,102.0,91,0.22693266832917705,290,0.7231920199501247,8436,0.3399733207376388,5.656804564475792,61,177,19,18,43,0.7049180327868853,0.16433947006748778,3.672426296884789,1.0,200,200,0,0,,,,,,,,,,
1046,0,all,401,4914,131,131.0,118,0.2942643391521197,259,0.6458852867830424,4902,0.2684957846070199,5.537814383683721,61,78,25,23,36,0.5901639344262295,0.037057795077668834,3.4264292317691436,1.0,200,200,0,0,,,,,,,,,,
1256,0,all,401,4223,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4208,0.2770968220158324,5.4878452668090025,61,61,30,26,23,0.3770491803278688,0.06050571762506953,2.9625813715137546,1.0,200,200,0,0,,,,,,,,,,
924,0,all,401,5496,127,127.0,115,0.286783042394015,264,0.6583541147132169,5485,0.2885176823613302,5.558475063955411,61,128,21,20,41,0.6721311475409836,0.061008540232219785,3.586838116354658,1.0,200,200,0,0,,,,,,,,,,
1102,0,all,401,4686,137,137.0,123,0.30673316708229426,252,0.628428927680798,4673,0.27333909434812276,5.50967907893035,61,71,24,23,38,0.6229508196721312,0.0177915774531689,3.4531908671871934,1.0,200,200,0,0,,,,,,,,,,
1019,0,all,401,4950,131,131.0,117,0.29177057356608477,258,0.6433915211970075,4937,0.277973706084721,5.534122331374392,61,79,27,24,29,0.47540983606557374,0.04673722663847354,3.2253281588103526,1.0,200,200,0,0,,,,,,,,,,
671,0,all,401,7453,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7441,0.31762752139004896,5.628107257522916,61,142,21,20,41,0.6721311475409836,0.1720426820023462,3.605186427374016,1.0,200,200,0,0,,,,,,,,,,
652,0,all,401,7639,106,106.0,91,0.22693266832917705,282,0.7032418952618454,7625,0.3314784260435289,5.62843997283433,61,135,20,18,40,0.6557377049180327,0.08244832024319095,3.5743460140765424,1.0,200,200,0,0,,,,,,,,,,
711,0,all,401,7126,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7114,0.3118706801785656,5.620283660552701,61,140,22,21,40,0.6557377049180327,0.19084331746304806,3.587589622740232,1.0,200,200,0,0,,,,,,,,,,
