center,is_twin_center,core_gc_spectral_gap,core_gc_entropy,core_edges,core_gc_fraction
1453,0,0.7712864461218307,1.047755105464942,10.0,0.0975609756097561
1342,0,0.758891358342018,1.5855713718799713,24.0,0.14634146341463414
1457,0,0.725708114822568,1.3498943414398357,16.0,0.12195121951219512
1431,0,0.7257081148225679,1.3498943414398354,20.0,0.12195121951219512
1432,0,0.7257081148225679,1.3498943414398354,20.0,0.12195121951219512
1355,0,0.6615518386889868,1.7583315325374371,26.0,0.17073170731707318
1354,0,0.6615518386889868,1.7583315325374371,25.0,0.17073170731707318
1347,0,0.656478505310389,2.0456541742104033,30.0,0.21951219512195122
1339,0,0.5339546385016264,1.5398979392880032,26.0,0.14634146341463414
1200,0,0.5321546831949466,2.2506771675430075,26.0,0.2682926829268293
1448,0,0.5,1.313834033192747,14.0,0.12195121951219512
1409,0,0.4226497308103742,1.261202862571566,22.0,0.12195121951219512
1265,0,0.4017576378499772,1.734270448364637,23.0,0.17073170731707318
1182,0,0.391958022983006,2.120499431453332,28.0,0.24390243902439024
1181,0,0.391958022983006,2.120499431453332,29.0,0.24390243902439024
1071,0,0.391484835985087,1.9902716781441807,22.0,0.21951219512195122
1088,0,0.38700757898612387,2.2252413177139445,29.0,0.2682926829268293
1420,0,0.3675444679663241,1.6907215400954043,19.0,0.17073170731707318
1231,0,0.36328220943581946,1.8775396566532954,26.0,0.1951219512195122
1020,1,0.3527094532190157,2.31683404104306,36.0,0.2926829268292683
1188,0,0.35258785880436005,2.3139873675663445,32.0,0.2926829268292683
1199,0,0.35002643170297676,2.3295361175086082,27.0,0.2926829268292683
1232,0,0.3496723071493728,1.7090578532911531,22.0,0.17073170731707318
1441,0,0.34594266799662543,1.2639167128155817,14.0,0.12195121951219512
1218,0,0.3007755497322976,1.823700473417971,22.0,0.1951219512195122
768,0,0.2975408602061329,3.012468192528104,62.0,0.5609756097560976
1066,0,0.29485392472961536,2.3007572510495757,26.0,0.2926829268292683
1094,0,0.2919092045819024,1.86509621183309,29.0,0.1951219512195122
1394,0,0.2884042797042577,2.205879567758144,27.0,0.2682926829268293
1009,0,0.27853495849096593,2.4734099435374053,31.0,0.34146341463414637
