center,is_twin_center,n_nodes,n_edges,n_components,zero_count_all,isolated_nodes,isolated_fraction,gc_size,gc_fraction,gc_edges,gc_spectral_gap,gc_entropy,core_nodes,core_edges,core_components,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy
865,0,401,5967,122,122.0,106,0.26433915211970077,265,0.6608478802992519,5952,0.2884149841052285,5.563282260516708,41,50,18,18,0.43902439024390244,0.13766393246687364,2.70687608007921
1258,0,401,4161,141,141.0,125,0.3117206982543641,246,0.6134663341645885,4146,0.28015963581764186,5.4836579868938475,41,33,21,8,0.1951219512195122,0.2738985186275059,1.8217776998619155
1499,0,401,3311,150,150.0,134,0.3341645885286783,237,0.5910224438902744,3296,0.2581250468646691,5.442858759059922,41,23,26,13,0.3170731707317073,0.15808917040740877,2.3525978580828095
593,0,401,8446,102,102.0,91,0.22693266832917705,290,0.7231920199501247,8436,0.33997332073763814,5.656804564475793,41,73,13,27,0.6585365853658537,0.07373123983285969,3.162393257452579
1046,0,401,4914,131,131.0,118,0.2942643391521197,259,0.6458852867830424,4902,0.2684957846070237,5.537814383683722,41,30,24,12,0.2926829268292683,0.16213532989192064,2.2831656378188034
1256,0,401,4223,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4208,0.27709682201583175,5.487845266809002,41,31,22,8,0.1951219512195122,0.2738985186275059,1.8217776998619155
924,0,401,5496,127,127.0,115,0.286783042394015,264,0.6583541147132169,5485,0.28851768236133213,5.558475063955411,41,46,20,20,0.4878048780487805,0.2114873273278269,2.8529187914973377
1102,0,401,4686,137,137.0,123,0.30673316708229426,252,0.628428927680798,4673,0.2733390943481209,5.50967907893035,41,35,21,19,0.4634146341463415,0.04514439960804261,2.7404338489746833
1019,0,401,4950,131,131.0,117,0.29177057356608477,258,0.6433915211970075,4937,0.2779737060847201,5.534122331374391,41,35,20,14,0.34146341463414637,0.12449722793725095,2.4357910263021916
671,0,401,7453,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7441,0.3176275213900465,5.628107257522916,41,57,16,25,0.6097560975609756,0.1714933014880752,3.062297868837393
652,0,401,7639,106,106.0,91,0.22693266832917705,282,0.7032418952618454,7625,0.3314784260435298,5.628439972834331,41,61,15,22,0.5365853658536586,0.06322124965668763,2.9338100026898175
711,0,401,7126,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7114,0.3118706801785662,5.620283660552702,41,58,17,25,0.6097560975609756,0.09426487267645882,3.0759934978232955
1239,0,401,4269,141,141.0,124,0.3092269326683292,245,0.6109725685785536,4253,0.27598684172829185,5.480146424308311,41,28,23,17,0.4146341463414634,0.04467933186123864,2.6058755760768584
579,0,401,8488,101,101.0,88,0.2194513715710723,289,0.7206982543640897,8476,0.3402799204876228,5.653347403013532,41,93,13,28,0.6829268292682927,0.18156036021121902,3.228595151434949
695,0,401,7252,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7240,0.3118153843791281,5.6205973635322435,41,67,14,28,0.6829268292682927,0.10461277450172714,3.200181798711038
1360,0,401,3830,148,148.0,137,0.341645885286783,244,0.6084788029925187,3820,0.2736304005693594,5.473789050992081,41,29,23,10,0.24390243902439024,0.15482797436760945,2.094332483585931
851,0,401,6111,122,122.0,108,0.26932668329177056,267,0.6658354114713217,6098,0.2848572428479143,5.571082288369516,41,46,20,21,0.5121951219512195,0.11930161529445624,2.8811305065675357
830,0,401,6328,119,119.0,105,0.26184538653366585,270,0.6733167082294265,6315,0.2937047656555888,5.582488002024132,41,46,19,15,0.36585365853658536,0.1458317510613662,2.5598132191319016
