center,is_twin_center,n_nodes,n_edges,n_components,zero_count_all,isolated_nodes,isolated_fraction,gc_size,gc_fraction,gc_edges,gc_spectral_gap,gc_entropy,core_nodes,core_edges,core_components,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy
1398,0,401,3666,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3655,0.26540481695739143,5.457654277176247,61,66,26,31,0.5081967213114754,0.019368959199071833,3.25873846144152
945,0,401,5378,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5364,0.2890893736095189,5.550559742738097,61,123,25,37,0.6065573770491803,0.07306275879529023,3.501047736943354
768,0,401,6764,115,115.0,101,0.2518703241895262,274,0.683291770573566,6751,0.30889807503263633,5.597828083110524,61,159,20,41,0.6721311475409836,0.2012896360688433,3.6180717949505468
1078,0,401,4751,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4737,0.26339129344589096,5.529464003586047,61,78,27,31,0.5081967213114754,0.08108308022259791,3.2784986219697925
1145,0,401,4595,138,138.0,126,0.314214463840399,253,0.6309226932668329,4584,0.26869497348653765,5.512558135730048,61,75,26,35,0.5737704918032787,0.048512984397500986,3.393611385398371
679,0,401,7295,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7283,0.31230066624899483,5.620765138342563,61,143,20,42,0.6885245901639344,0.11534350223774485,3.6194590414552223
1129,0,401,4502,141,141.0,128,0.3192019950124688,249,0.6209476309226932,4490,0.27195238228439905,5.496934488727525,61,90,24,38,0.6229508196721312,0.03233330472919799,3.4800878236470907
1069,0,401,4808,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4794,0.2700155161087112,5.5297647288994085,61,74,29,31,0.5081967213114754,0.06360603477765824,3.2819231806614173
692,0,401,7284,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7272,0.3144143688199503,5.620713687675935,61,147,21,41,0.6721311475409836,0.14136545779310505,3.6175791139456708
865,0,401,5967,122,122.0,106,0.26433915211970077,265,0.6608478802992519,5952,0.2884149841052285,5.563282260516708,61,118,24,37,0.6065573770491803,0.11204533049063392,3.482068254148152
1258,0,401,4161,141,141.0,125,0.3117206982543641,246,0.6134663341645885,4146,0.28015963581764186,5.4836579868938475,61,86,27,32,0.5245901639344263,0.06217913296195457,3.3199734200940907
1499,0,401,3311,150,150.0,134,0.3341645885286783,237,0.5910224438902744,3296,0.2581250468646691,5.442858759059922,61,56,30,29,0.47540983606557374,0.020573980143341605,3.172081449659345
593,0,401,8446,102,102.0,91,0.22693266832917705,290,0.7231920199501247,8436,0.33997332073763814,5.656804564475793,61,177,19,43,0.7049180327868853,0.16433947006748778,3.672426296884789
1046,0,401,4914,131,131.0,118,0.2942643391521197,259,0.6458852867830424,4902,0.2684957846070237,5.537814383683722,61,78,25,36,0.5901639344262295,0.037057795077668834,3.4264292317691436
1256,0,401,4223,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4208,0.27709682201583175,5.487845266809002,61,61,30,23,0.3770491803278688,0.06050571762506953,2.9625813715137546
924,0,401,5496,127,127.0,115,0.286783042394015,264,0.6583541147132169,5485,0.28851768236133213,5.558475063955411,61,128,21,41,0.6721311475409836,0.061008540232219785,3.586838116354658
1102,0,401,4686,137,137.0,123,0.30673316708229426,252,0.628428927680798,4673,0.2733390943481209,5.50967907893035,61,71,24,38,0.6229508196721312,0.0177915774531689,3.4531908671871934
1019,0,401,4950,131,131.0,117,0.29177057356608477,258,0.6433915211970075,4937,0.2779737060847201,5.534122331374391,61,79,27,29,0.47540983606557374,0.04673722663847354,3.2253281588103526
671,0,401,7453,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7441,0.3176275213900465,5.628107257522916,61,142,21,41,0.6721311475409836,0.1720426820023462,3.605186427374016
652,0,401,7639,106,106.0,91,0.22693266832917705,282,0.7032418952618454,7625,0.3314784260435298,5.628439972834331,61,135,20,40,0.6557377049180327,0.08244832024319095,3.5743460140765424
711,0,401,7126,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7114,0.3118706801785662,5.620283660552702,61,140,22,40,0.6557377049180327,0.19084331746304806,3.587589622740232
1239,0,401,4269,141,141.0,124,0.3092269326683292,245,0.6109725685785536,4253,0.27598684172829185,5.480146424308311,61,76,28,31,0.5081967213114754,0.06883286181232448,3.2926498905243498
579,0,401,8488,101,101.0,88,0.2194513715710723,289,0.7206982543640897,8476,0.3402799204876228,5.653347403013532,61,201,16,46,0.7540983606557377,0.14558520347168658,3.7443955855575353
695,0,401,7252,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7240,0.3118153843791281,5.6205973635322435,61,149,21,41,0.6721311475409836,0.13440105514220152,3.6188603969140614
1360,0,401,3830,148,148.0,137,0.341645885286783,244,0.6084788029925187,3820,0.2736304005693594,5.473789050992081,61,80,26,34,0.5573770491803278,0.07891234331249869,3.369427198078597
851,0,401,6111,122,122.0,108,0.26932668329177056,267,0.6658354114713217,6098,0.2848572428479143,5.571082288369516,61,100,25,36,0.5901639344262295,0.09538016721744695,3.4387993079879378
830,0,401,6328,119,119.0,105,0.26184538653366585,270,0.6733167082294265,6315,0.2937047656555888,5.582488002024132,61,117,23,38,0.6229508196721312,0.061034707448264544,3.5092008326516466
524,0,401,9254,90,90.0,74,0.18453865336658354,297,0.7406483790523691,9239,0.34542206664928665,5.681818539013772,61,214,16,46,0.7540983606557377,0.25356747302059257,3.749503756335404
971,0,401,5197,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5183,0.2840284376415946,5.5497974859809585,61,116,23,37,0.6065573770491803,0.1190149005420934,3.4934870924997816
849,0,401,6109,121,121.0,107,0.26683291770573564,268,0.6683291770573566,6096,0.28849757753071387,5.574720429402264,61,110,25,36,0.5901639344262295,0.13601597364124982,3.448253377355382
527,0,401,9193,91,91.0,75,0.18703241895261846,296,0.7381546134663342,9178,0.344626929370406,5.678433976160956,61,217,17,45,0.7377049180327869,0.19819879752148106,3.7233214214877948
1025,0,401,4943,130,130.0,116,0.2892768079800499,259,0.6458852867830424,4930,0.2742508024723052,5.538006941320663,61,74,28,30,0.4918032786885246,0.04189197668629203,3.2482006477087224
1210,0,401,4428,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4413,0.26797778313511794,5.488589777916501,61,73,27,33,0.5409836065573771,0.09093404195565315,3.328616746894644
1265,0,401,4155,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4140,0.27442254159707274,5.4876138095565095,61,83,27,34,0.5573770491803278,0.0667734683130064,3.368928364548412
927,0,401,5491,128,128.0,116,0.2892768079800499,263,0.655860349127182,5480,0.2889053323713663,5.554763616458949,61,125,22,40,0.6557377049180327,0.06096978201233083,3.5696767166289547
503,0,401,9649,88,88.0,73,0.18204488778054864,300,0.7481296758104738,9635,0.336478211819535,5.692272309835332,61,216,17,45,0.7377049180327869,0.23403593886420523,3.7309552280578298
506,0,401,9587,88,88.0,72,0.17955112219451372,299,0.7456359102244389,9572,0.34070628803775815,5.688912325433893,61,219,17,45,0.7377049180327869,0.21401196085736546,3.730864668204934
1182,0,401,4469,141,141.0,128,0.3192019950124688,249,0.6209476309226932,4457,0.26404627872170994,5.49626733605656,61,81,27,26,0.4262295081967213,0.14019664327954223,3.131685912581757
1394,0,401,3662,150,150.0,137,0.341645885286783,240,0.5985037406483791,3650,0.2587333530581784,5.457424275246239,61,71,27,31,0.5081967213114754,0.07176240465047458,3.2816688284734754
668,0,401,7506,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7494,0.31458374739513756,5.628148608344542,61,147,19,43,0.7049180327868853,0.12439909585717934,3.6460075283364195
1292,0,401,4045,145,145.0,130,0.32418952618453867,243,0.6059850374064838,4031,0.2734832340436578,5.471330183598187,61,74,30,30,0.4918032786885246,0.11147899068499292,3.2397134974433426
1097,0,401,4686,136,136.0,122,0.30423940149625933,253,0.6309226932668329,4673,0.2739805315643096,5.513651534377628,61,79,24,35,0.5737704918032787,0.04942298671586606,3.386248380930141
684,0,401,7262,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7251,0.3128587739294936,5.620680900277359,61,149,19,43,0.7049180327868853,0.174084461229057,3.648970221570738
794,0,401,6709,117,117.0,104,0.2593516209476309,273,0.6807980049875312,6697,0.29450353357867187,5.5940952132273605,61,132,19,43,0.7049180327868853,0.16027331072039983,3.6384114158651584
602,0,401,8380,103,103.0,92,0.22942643391521197,289,0.7206982543640897,8370,0.3269126790363208,5.653841324366258,61,165,17,45,0.7377049180327869,0.10974005906144055,3.704781511284872
1171,0,401,4470,141,141.0,129,0.32169576059850374,250,0.6234413965087282,4459,0.2616559688494931,5.500097385043414,61,89,25,34,0.5573770491803278,0.09356058811785531,3.375073732454033
926,0,401,5493,128,128.0,116,0.2892768079800499,263,0.655860349127182,5482,0.28890741655395774,5.554757018723517,61,125,22,40,0.6557377049180327,0.06133261171571552,3.5624024686644518
609,0,401,8214,104,104.0,92,0.22942643391521197,287,0.71571072319202,8203,0.32864633229569346,5.646725980471565,61,161,17,45,0.7377049180327869,0.12268359538925916,3.7007882571893704
1409,0,401,3632,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3621,0.2628931559382078,5.457435499962163,61,57,27,33,0.5409836065573771,0.04004133856311384,3.30777467648722
1200,0,401,4556,139,139.0,123,0.30673316708229426,248,0.6184538653366584,4541,0.2809766958029054,5.4928545671036195,61,73,28,28,0.45901639344262296,0.14167568859875512,3.1883586750903463
1094,0,401,4701,135,135.0,121,0.30174563591022446,254,0.6334164588528678,4688,0.26538309946148697,5.517606269990296,61,91,23,37,0.6065573770491803,0.06964480020899673,3.4690480490509943
687,0,401,7221,112,112.0,100,0.24937655860349128,279,0.6957605985037406,7210,0.31556308555110435,5.6170710785462745,61,158,21,41,0.6721311475409836,0.19574721738425038,3.6226043996961135
1257,0,401,4205,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4190,0.27860022980668964,5.487799559144788,61,74,29,24,0.39344262295081966,0.1591279725232177,3.039546205433392
886,0,401,5748,121,121.0,104,0.2593516209476309,265,0.6608478802992519,5732,0.28496798513679633,5.562812537525072,61,119,25,31,0.5081967213114754,0.17862049801694738,3.323829281179126
739,0,401,6926,113,113.0,98,0.24438902743142144,275,0.685785536159601,6912,0.315718243180097,5.602064213818252,61,137,22,40,0.6557377049180327,0.14633576674765825,3.583395792737674
1039,0,401,4850,134,134.0,120,0.29925187032418954,255,0.6359102244389028,4837,0.2778880898645322,5.522316778903662,61,72,27,34,0.5573770491803278,0.028269355927101406,3.352346201133449
1113,0,401,4638,138,138.0,125,0.3117206982543641,252,0.628428927680798,4626,0.27786458156141997,5.5093795784615835,61,76,28,30,0.4918032786885246,0.036101346559135515,3.2403331407769596
1229,0,401,4366,139,139.0,123,0.30673316708229426,248,0.6184538653366584,4351,0.27893196565826117,5.49239870112085,61,68,29,29,0.47540983606557374,0.0330483373149508,3.1975356754579813
1347,0,401,3820,148,148.0,137,0.341645885286783,244,0.6084788029925187,3810,0.26235244335877467,5.47355722128057,61,60,30,28,0.45901639344262296,0.067904981744977,3.166165760702545
838,0,401,6272,120,120.0,108,0.26932668329177056,271,0.6758104738154613,6261,0.2862449470546383,5.586039459959867,61,111,25,37,0.6065573770491803,0.05561537235115116,3.467357113056377
1329,0,401,3882,146,146.0,134,0.3341645885286783,245,0.6109725685785536,3871,0.25980507155377386,5.477658266935505,61,75,26,35,0.5737704918032787,0.01973795103253049,3.390008328049884
541,0,401,8966,94,94.0,79,0.1970074812967581,294,0.7331670822942643,8952,0.34066679230743513,5.671465975252146,61,213,18,44,0.7213114754098361,0.07665781364331418,3.69956494134788
738,0,401,6926,113,113.0,98,0.24438902743142144,275,0.685785536159601,6912,0.315718243180097,5.602064213818252,61,145,21,41,0.6721311475409836,0.14824854097437867,3.6101003075413987
623,0,401,8076,105,105.0,93,0.23192019950124687,286,0.713216957605985,8065,0.3281502872884182,5.643083780119525,61,144,20,40,0.6557377049180327,0.07854308771965471,3.580654245187128
1397,0,401,3706,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3695,0.268208737306175,5.457833085727671,61,61,29,26,0.4262295081967213,0.0355027419337738,3.0854040423625966
1014,0,401,4978,131,131.0,118,0.2942643391521197,259,0.6458852867830424,4966,0.2766270923302475,5.538078020060665,61,93,22,38,0.6229508196721312,0.03573363491788863,3.4857706886051885
722,0,401,7004,111,111.0,97,0.24189526184538654,278,0.6932668329177057,6991,0.3090411988869671,5.612940366174191,61,142,20,42,0.6885245901639344,0.12082015841682422,3.6248220518335446
1431,0,401,3591,150,150.0,136,0.33915211970074816,239,0.5960099750623441,3578,0.2500368781438191,5.4529610078564215,61,43,32,23,0.3770491803278688,0.019977609753152586,2.9108019694295653
1324,0,401,3876,146,146.0,133,0.3316708229426434,244,0.6084788029925187,3864,0.23121361519258088,5.4733960840333475,61,74,27,34,0.5573770491803278,0.04823558628833598,3.3646666618611554
1277,0,401,4085,142,142.0,125,0.3117206982543641,244,0.6084788029925187,4069,0.26985138950117266,5.475374796904645,61,73,31,30,0.4918032786885246,0.10355638622980981,3.2478096498502858
1071,0,401,4741,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4727,0.26274637272797435,5.529365563782424,61,75,30,30,0.4918032786885246,0.09317102324975278,3.255635708353668
1188,0,401,4495,140,140.0,125,0.3117206982543641,248,0.6184538653366584,4481,0.2740652889129571,5.492635126200309,61,74,28,29,0.47540983606557374,0.03526874845150073,3.209016900510769
691,0,401,7283,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7272,0.3144143688199503,5.620713687675935,61,147,21,41,0.6721311475409836,0.14136545779310505,3.6175791139456708
764,0,401,6756,114,114.0,99,0.24688279301745636,274,0.683291770573566,6742,0.30719683372332673,5.597813513140617,61,146,20,40,0.6557377049180327,0.21816428918398903,3.580923293024783
1105,0,401,4627,138,138.0,124,0.3092269326683292,251,0.6259351620947631,4614,0.2752573603631731,5.505587288237852,61,74,25,37,0.6065573770491803,0.017112915899721963,3.4234891305230404
946,0,401,5360,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5346,0.28743915432340117,5.550538627300468,61,115,25,36,0.5901639344262295,0.07477968583149211,3.471249691735955
1033,0,401,4884,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4871,0.277535630164232,5.530191604012491,61,69,29,30,0.4918032786885246,0.035849568327874934,3.232937878643813
633,0,401,7927,106,106.0,93,0.23192019950124687,284,0.7082294264339152,7915,0.3289562919063406,5.635914378355473,61,147,20,39,0.639344262295082,0.11808961524961241,3.5633721424265934
542,0,401,8977,94,94.0,79,0.1970074812967581,294,0.7331670822942643,8963,0.34111745575216307,5.671469596594541,61,222,18,44,0.7213114754098361,0.07664999525810672,3.7028743932309487
669,0,401,7452,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7440,0.31314209796691145,5.628050708212788,61,140,20,42,0.6885245901639344,0.1229442634014436,3.619892027613812
809,0,401,6611,118,118.0,104,0.2593516209476309,271,0.6758104738154613,6598,0.2867010975123679,5.586670860427175,61,126,18,44,0.7213114754098361,0.07441949462828074,3.6541149114154328
1388,0,401,3729,150,150.0,137,0.341645885286783,240,0.5985037406483791,3717,0.26193219199846746,5.457814950246801,61,74,27,35,0.5737704918032787,0.019433815463926557,3.389773346958363
1355,0,401,3846,147,147.0,136,0.33915211970074816,245,0.6109725685785536,3836,0.2632786003923505,5.477741776957094,61,69,25,32,0.5245901639344263,0.048900666521114924,3.290487213837455
509,0,401,9504,89,89.0,74,0.18453865336658354,299,0.7456359102244389,9490,0.3403520968366432,5.688784446839239,61,216,17,45,0.7377049180327869,0.21612296227610173,3.7266494807614046
654,0,401,7613,107,107.0,92,0.22942643391521197,281,0.7007481296758105,7599,0.3305988715066891,5.624878647828345,61,142,20,40,0.6557377049180327,0.08595057738875782,3.5799920180240328
735,0,401,6908,112,112.0,97,0.24189526184538654,276,0.6882793017456359,6894,0.315416864741909,5.605553924636318,61,158,20,42,0.6885245901639344,0.1284557874933006,3.6356789167953076
860,0,401,6008,121,121.0,104,0.2593516209476309,265,0.6608478802992519,5992,0.2897711391905776,5.563486147756823,61,116,24,37,0.6065573770491803,0.10065675276047245,3.4807357183379777
1055,0,401,4867,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4854,0.2682405146127455,5.5300594666443486,61,75,28,33,0.5409836065573771,0.026842614682331793,3.3413520146067297
852,0,401,6053,122,122.0,107,0.26683291770573564,266,0.6633416458852868,6039,0.28762259031015625,5.567244298183952,61,105,24,37,0.6065573770491803,0.09098603464001756,3.4737435257454243
661,0,401,7606,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7594,0.32111973756697165,5.6284102563728595,61,130,20,42,0.6885245901639344,0.12630258603924727,3.606893574633593
897,0,401,5599,125,125.0,111,0.27680798004987534,264,0.6583541147132169,5586,0.2791703574977126,5.558736163688019,61,123,20,42,0.6885245901639344,0.0182511259437217,3.606199937395055
832,0,401,6237,119,119.0,105,0.26184538653366585,270,0.6733167082294265,6224,0.2841965847566779,5.582308470541319,61,119,24,37,0.6065573770491803,0.059671634050034686,3.4835707141759342
513,0,401,9393,89,89.0,75,0.18703241895261846,300,0.7481296758104738,9380,0.33847532783471984,5.69193381336288,61,221,17,45,0.7377049180327869,0.20640913456466714,3.7293037943619503
550,0,401,8939,95,95.0,82,0.20448877805486285,295,0.7356608478802993,8927,0.3339128560910874,5.674773886842445,61,220,18,44,0.7213114754098361,0.0821458558029704,3.705080345570018
562,0,401,8757,98,98.0,86,0.2144638403990025,293,0.7306733167082294,8746,0.3319574491095313,5.667729628245452,61,229,16,46,0.7540983606557377,0.2200845134149725,3.7515633707324514
1231,0,401,4436,139,139.0,124,0.3092269326683292,249,0.6209476309226932,4422,0.27584222021979327,5.496706296319423,61,78,29,29,0.47540983606557374,0.06292015254671986,3.228269449178651
957,0,401,5289,128,128.0,113,0.2817955112219451,260,0.6483790523690773,5275,0.2956343526388845,5.542310931579742,61,118,24,37,0.6065573770491803,0.06172081788202423,3.490523355930255
580,0,401,8614,101,101.0,89,0.22194513715710723,290,0.7231920199501247,8603,0.3422618667469258,5.656931977203458,61,206,16,46,0.7540983606557377,0.15080094858207035,3.7458801759388454
899,0,401,5653,125,125.0,112,0.2793017456359102,265,0.6608478802992519,5641,0.27677946302592055,5.562572436948943,61,117,20,42,0.6885245901639344,0.018395846403764654,3.6002714874910593
1321,0,401,3944,145,145.0,132,0.32917705735660846,245,0.6109725685785536,3932,0.27151679509666293,5.478546863776494,61,72,29,32,0.5245901639344263,0.06492965890037386,3.303713919922137
1441,0,401,3580,149,149.0,135,0.33665835411471323,240,0.5985037406483791,3567,0.277571136621408,5.457037106778394,61,48,33,18,0.29508196721311475,0.07535087219044617,2.6719558573134816
1310,0,401,3987,145,145.0,131,0.3266832917705736,244,0.6084788029925187,3974,0.27469327841194013,5.4749947227588995,61,78,32,28,0.45901639344262296,0.14999991884296082,3.2103639120485044
511,0,401,9445,89,89.0,74,0.18453865336658354,299,0.7456359102244389,9431,0.3412437693746183,5.688697030151149,61,212,17,45,0.7377049180327869,0.2149050502292288,3.7273104425814503
1293,0,401,3967,146,146.0,131,0.3266832917705736,242,0.6034912718204489,3953,0.2687119679567595,5.4668124428630716,61,76,29,31,0.5081967213114754,0.11101627009900158,3.269334385991006
1232,0,401,4463,138,138.0,123,0.30673316708229426,250,0.6234413965087282,4449,0.2762726402759642,5.500776513970627,61,78,29,29,0.47540983606557374,0.06292015254671986,3.228269449178651
878,0,401,5900,121,121.0,105,0.26184538653366585,266,0.6633416458852868,5885,0.2867280810475445,5.56691607141185,61,109,22,39,0.639344262295082,0.03869644147743288,3.5279171901986848
721,0,401,7004,111,111.0,97,0.24189526184538654,278,0.6932668329177057,6991,0.3090411988869671,5.612940366174191,61,140,21,41,0.6721311475409836,0.1221640480704539,3.5995883821586667
1197,0,401,4490,140,140.0,125,0.3117206982543641,248,0.6184538653366584,4476,0.27460357213921777,5.492622449381932,61,75,28,28,0.45901639344262296,0.11179849680377298,3.189166090071497
1027,0,401,4845,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4832,0.27487822496589526,5.53006572835009,61,85,27,31,0.5081967213114754,0.048850689073291785,3.2876549278668885
1282,0,401,4068,144,144.0,128,0.3192019950124688,243,0.6059850374064838,4053,0.26971612539013395,5.471260844458572,61,86,30,28,0.45901639344262296,0.18211926777925933,3.198352788111807
625,0,401,8080,105,105.0,93,0.23192019950124687,286,0.713216957605985,8069,0.32726788321953587,5.643084821032162,61,151,19,40,0.6557377049180327,0.07374680867410797,3.582440586060955
994,0,401,5048,129,129.0,115,0.286783042394015,260,0.6483790523690773,5035,0.2807915273621676,5.5421621783906385,61,94,24,35,0.5737704918032787,0.10389561930598758,3.427903000664805
1139,0,401,4517,139,139.0,127,0.3167082294264339,252,0.628428927680798,4506,0.2676712332524885,5.5085071468549245,61,83,26,34,0.5573770491803278,0.032386163485245464,3.3728955662255147
563,0,401,8798,98,98.0,86,0.2144638403990025,293,0.7306733167082294,8787,0.3321948245603247,5.667826908524788,61,213,17,45,0.7377049180327869,0.2175073429417455,3.724903068451245
514,0,401,9479,89,89.0,76,0.18952618453865336,301,0.7506234413965087,9467,0.34141193408864606,5.695335391465585,61,205,17,45,0.7377049180327869,0.2038316206936446,3.724543142442951
1144,0,401,4612,138,138.0,127,0.3167082294264339,254,0.6334164588528678,4602,0.26893550100809616,5.516517130452253,61,73,27,34,0.5573770491803278,0.046859729041234394,3.3636626755711343
1006,0,401,4974,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4960,0.27194123198964476,5.530407195995424,61,87,22,38,0.6229508196721312,0.036605103017056426,3.4855389743430987
834,0,401,6247,120,120.0,107,0.26683291770573564,270,0.6733167082294265,6235,0.2845379042242688,5.582328922932209,61,116,24,37,0.6065573770491803,0.05977032145940191,3.4722623369013927
1380,0,401,3653,151,151.0,140,0.3491271820448878,241,0.600997506234414,3643,0.2590104215862908,5.460925723673609,61,78,26,36,0.5901639344262295,0.08360851840879244,3.420937095593354
1127,0,401,4537,140,140.0,127,0.3167082294264339,250,0.6234413965087282,4525,0.27189338059068163,5.501034832140007,61,88,25,37,0.6065573770491803,0.021217653140942365,3.455762032871202
932,0,401,5405,127,127.0,114,0.28428927680798005,263,0.655860349127182,5393,0.2947568051438863,5.554535137385822,61,127,23,39,0.639344262295082,0.04286938946577615,3.541714163551987
1066,0,401,4799,132,132.0,117,0.29177057356608477,256,0.6384039900249376,4785,0.2707456212671988,5.525877410581259,61,77,28,32,0.5245901639344263,0.06378082978540367,3.3164803776162852
707,0,401,7142,110,110.0,98,0.24438902743142144,281,0.7007481296758105,7131,0.30604927969828505,5.623916142887432,61,136,22,40,0.6557377049180327,0.10825785166468638,3.588803327470298
875,0,401,5898,122,122.0,108,0.26932668329177056,267,0.6658354114713217,5885,0.28578406050683136,5.5706160498239266,61,127,20,41,0.6721311475409836,0.036352472488406194,3.5849947629552963
1290,1,401,4047,146,146.0,132,0.32917705735660846,243,0.6059850374064838,4034,0.27300722961574825,5.471322364758811,61,89,28,32,0.5245901639344263,0.10952156718914431,3.3195389751949325
1181,0,401,4501,140,140.0,127,0.3167082294264339,250,0.6234413965087282,4489,0.26404758931256467,5.5003475245245195,61,80,28,26,0.4262295081967213,0.14019664327954223,3.131685912581757
1218,0,401,4365,140,140.0,123,0.30673316708229426,246,0.6134663341645885,4349,0.26984559103651923,5.4844442968239004,61,86,26,35,0.5737704918032787,0.08765586078956877,3.4074316914423064
1420,0,401,3670,150,150.0,137,0.341645885286783,240,0.5985037406483791,3658,0.2613771745043465,5.457555147425071,61,60,28,23,0.3770491803278688,0.019802808632736438,2.943571813612866
1072,0,401,4740,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4726,0.26143279955559895,5.529354087244822,61,79,29,31,0.5081967213114754,0.12089652174498827,3.292832096046175
