twin_center,control_center,twin_gap,control_gap,twin_entropy,control_entropy,twin_edges,control_edges
5850,5622,1.0,2.0,0.6365141682948128,-0.0,3,3
5868,5622,2.0,2.0,-0.0,-0.0,3,3
5880,5622,2.0,2.0,-0.0,-0.0,3,3
6090,5802,0.5,0.4999999999999998,0.9743147528693494,0.9743147528693494,6,6
6132,5904,1.0,2.0,0.6365141682948128,-0.0,7,7
6198,5928,2.0,2.0,-0.0,-0.0,3,3
6270,5976,2.0,2.0,-0.0,-0.0,3,3
6300,6036,1.0,0.5,0.6365141682948128,0.9743147528693494,5,5
6360,6108,0.0,2.0,0.0,-0.0,0,1
6450,6156,2.0,2.0,-0.0,-0.0,2,2
6552,6264,1.0,2.0,0.6365141682948128,-0.0,3,3
6570,6276,2.0,2.0,-0.0,-0.0,3,3
6660,6396,2.0,2.0,-0.0,-0.0,2,2
6690,6390,1.0,1.0,0.6365141682948128,0.6365141682948128,5,5
6702,6456,2.0,2.0,-0.0,-0.0,3,3
6762,6474,2.0,2.0,-0.0,-0.0,2,2
6780,6516,2.0,1.0,-0.0,0.6365141682948128,4,4
6792,6492,1.0,1.0,0.6365141682948128,0.6365141682948128,5,5
6828,6618,2.0,2.0,-0.0,-0.0,1,1
6870,6618,2.0,2.0,-0.0,-0.0,1,1
6948,6684,2.0,1.0,-0.0,0.6365141682948128,4,4
6960,6678,1.0,1.0,0.6365141682948128,0.6365141682948128,3,3
7128,6834,2.0,2.0,-0.0,-0.0,3,3
7212,7002,2.0,2.0,-0.0,-0.0,1,1
7308,7020,1.0,2.0,0.6365141682948128,-0.0,3,3
7332,7044,2.0,2.0,-0.0,-0.0,1,1
7350,7068,1.0,0.5,0.6365141682948128,0.9743147528693494,4,4
7458,7182,2.0,2.0,-0.0,-0.0,1,1
7488,7230,2.0,2.0,-0.0,-0.0,2,2
7548,7278,2.0,1.0,-0.0,0.6365141682948128,3,3
7560,7260,2.0,2.0,-0.0,-0.0,2,2
7590,7290,2.0,2.0,-0.0,-0.0,2,2
7758,7542,1.0,2.0,0.6365141682948128,-0.0,3,3
7878,7584,2.0,2.0,-0.0,-0.0,2,2
7950,7650,2.0,2.0,-0.0,-0.0,1,1
8010,7728,1.0,1.0,0.6365141682948128,0.6365141682948128,3,3
8088,7788,2.0,2.0,-0.0,-0.0,1,1
8220,7944,0.0,0.0,0.0,0.0,0,0
8232,8040,2.0,2.0,-0.0,-0.0,1,1
8292,8148,2.0,2.0,-0.0,-0.0,3,3
8388,8100,2.0,2.0,-0.0,-0.0,2,2
8430,8136,1.0,2.0,0.6365141682948128,-0.0,2,2
8538,8250,2.0,2.0,-0.0,-0.0,1,1
8598,8376,0.0,0.0,0.0,0.0,0,0
8628,8328,2.0,2.0,-0.0,-0.0,1,1
8820,8544,2.0,2.0,-0.0,-0.0,1,1
8838,8544,2.0,2.0,-0.0,-0.0,1,1
8862,8568,0.0,0.0,0.0,0.0,0,0
8970,8682,0.0,0.0,0.0,0.0,0,0
9000,8706,2.0,2.0,-0.0,-0.0,1,1
9012,8730,0.0,0.0,0.0,0.0,0,0
9042,8772,2.0,2.0,-0.0,-0.0,2,2
9240,8940,2.0,2.0,-0.0,-0.0,1,1
9282,8982,2.0,2.0,-0.0,-0.0,1,1
9342,9060,0.0,0.0,0.0,0.0,0,0
9420,9120,0.0,0.0,0.0,0.0,0,0
9432,9138,2.0,2.0,-0.0,-0.0,2,2
9438,9150,2.0,2.0,-0.0,-0.0,1,1
9462,9174,2.0,2.0,-0.0,-0.0,1,1
9630,9348,0.0,0.0,0.0,0.0,0,0
9678,9384,2.0,2.0,-0.0,-0.0,1,1
9720,9480,2.0,2.0,-0.0,-0.0,1,1
9768,9468,0.0,0.0,0.0,0.0,0,0
9858,9558,0.0,0.0,0.0,0.0,0,0
9930,9636,0.0,0.0,0.0,0.0,0,0
10008,9708,0.0,0.0,0.0,0.0,0,0
10038,9762,2.0,2.0,-0.0,-0.0,1,1
10068,9786,0.0,0.0,0.0,0.0,0,0
10092,9816,2.0,2.0,-0.0,-0.0,1,1
10140,9840,0.0,0.0,0.0,0.0,0,0
10272,9972,0.0,0.0,0.0,0.0,0,0
10302,10014,0.0,0.0,0.0,0.0,0,0
10332,10032,0.0,0.0,0.0,0.0,0,0
10428,10128,0.0,0.0,0.0,0.0,0,0
10458,10158,0.0,0.0,0.0,0.0,0,0
10500,10212,0.0,0.0,0.0,0.0,0,0
10530,10236,2.0,2.0,-0.0,-0.0,1,1
10710,10410,0.0,0.0,0.0,0.0,0,0
10860,10560,0.0,0.0,0.0,0.0,0,0
10890,10596,0.0,0.0,0.0,0.0,0,0
10938,10638,0.0,0.0,0.0,0.0,0,0
11058,10758,0.0,0.0,0.0,0.0,0,0
11070,10770,0.0,0.0,0.0,0.0,0,0
11118,10818,0.0,0.0,0.0,0.0,0,0
11160,10866,0.0,0.0,0.0,0.0,0,0
11172,10872,0.0,0.0,0.0,0.0,0,0
11352,11052,0.0,0.0,0.0,0.0,0,0
11490,11190,0.0,0.0,0.0,0.0,0,0
11550,11250,0.0,0.0,0.0,0.0,0,0
11700,11400,0.0,0.0,0.0,0.0,0,0
11718,11418,0.0,0.0,0.0,0.0,0,0
11778,11478,0.0,0.0,0.0,0.0,0,0
11832,11532,0.0,0.0,0.0,0.0,0,0
11940,11640,0.0,0.0,0.0,0.0,0,0
11970,11670,0.0,0.0,0.0,0.0,0,0
12042,11742,0.0,0.0,0.0,0.0,0,0
12072,11772,0.0,0.0,0.0,0.0,0,0
12108,11808,0.0,0.0,0.0,0.0,0,0
12162,11862,0.0,0.0,0.0,0.0,0,0
12240,11946,0.0,0.0,0.0,0.0,0,0
12252,11952,0.0,0.0,0.0,0.0,0,0
12378,12078,0.0,0.0,0.0,0.0,0,0
12540,12246,0.0,0.0,0.0,0.0,0,0
12612,12312,0.0,0.0,0.0,0.0,0,0
12822,12522,0.0,0.0,0.0,0.0,0,0
12918,12618,0.0,0.0,0.0,0.0,0,0
13002,12702,0.0,0.0,0.0,0.0,0,0
13008,12708,0.0,0.0,0.0,0.0,0,0
13218,12924,0.0,0.0,0.0,0.0,0,0
13338,13038,0.0,0.0,0.0,0.0,0,0
13398,13098,0.0,0.0,0.0,0.0,0,0
13680,13380,0.0,0.0,0.0,0.0,0,0
13692,13392,0.0,0.0,0.0,0.0,0,0
13710,13410,0.0,0.0,0.0,0.0,0,0
13722,13422,0.0,0.0,0.0,0.0,0,0
13758,13458,0.0,0.0,0.0,0.0,0,0
13830,13530,0.0,0.0,0.0,0.0,0,0
13878,13578,0.0,0.0,0.0,0.0,0,0
13902,13602,0.0,0.0,0.0,0.0,0,0
13932,13632,0.0,0.0,0.0,0.0,0,0
13998,13698,0.0,0.0,0.0,0.0,0,0
14010,13716,0.0,0.0,0.0,0.0,0,0
14082,13782,0.0,0.0,0.0,0.0,0,0
14250,13950,0.0,0.0,0.0,0.0,0,0
14322,14022,0.0,0.0,0.0,0.0,0,0
14388,14088,0.0,0.0,0.0,0.0,0,0
14448,14148,0.0,0.0,0.0,0.0,0,0
14550,14256,0.0,0.0,0.0,0.0,0,0
14562,14262,0.0,0.0,0.0,0.0,0,0
14592,14292,0.0,0.0,0.0,0.0,0,0
14628,14328,0.0,0.0,0.0,0.0,0,0
14868,14568,0.0,0.0,0.0,0.0,0,0
15138,14838,0.0,0.0,0.0,0.0,0,0
15270,14970,0.0,0.0,0.0,0.0,0,0
15288,14988,0.0,0.0,0.0,0.0,0,0
15330,15030,0.0,0.0,0.0,0.0,0,0
15360,15060,0.0,0.0,0.0,0.0,0,0
15582,15282,0.0,0.0,0.0,0.0,0,0
15642,15342,0.0,0.0,0.0,0.0,0,0
15648,15348,0.0,0.0,0.0,0.0,0,0
15732,15432,0.0,0.0,0.0,0.0,0,0
15738,15438,0.0,0.0,0.0,0.0,0,0
15888,15588,0.0,0.0,0.0,0.0,0,0
15972,15672,0.0,0.0,0.0,0.0,0,0
16062,15762,0.0,0.0,0.0,0.0,0,0
16068,15768,0.0,0.0,0.0,0.0,0,0
16140,15840,0.0,0.0,0.0,0.0,0,0
16188,15894,0.0,0.0,0.0,0.0,0,0
16230,15930,0.0,0.0,0.0,0.0,0,0
16362,16074,0.0,0.0,0.0,0.0,0,0
16452,16152,0.0,0.0,0.0,0.0,0,0
16632,16332,0.0,0.0,0.0,0.0,0,0
16650,16350,0.0,0.0,0.0,0.0,0,0
16692,16392,0.0,0.0,0.0,0.0,0,0
16830,16530,0.0,0.0,0.0,0.0,0,0
16902,16602,0.0,0.0,0.0,0.0,0,0
16980,16680,0.0,0.0,0.0,0.0,0,0
17028,16728,0.0,0.0,0.0,0.0,0,0
17190,16890,0.0,0.0,0.0,0.0,0,0
17208,16908,0.0,0.0,0.0,0.0,0,0
17292,16992,0.0,0.0,0.0,0.0,0,0
17388,17088,0.0,0.0,0.0,0.0,0,0
17418,17118,0.0,0.0,0.0,0.0,0,0
17490,17196,0.0,0.0,0.0,0.0,0,0
17580,17280,0.0,0.0,0.0,0.0,0,0
17598,17298,0.0,0.0,0.0,0.0,0,0
17658,17358,0.0,0.0,0.0,0.0,0,0
17682,17382,0.0,0.0,0.0,0.0,0,0
17748,17448,0.0,0.0,0.0,0.0,0,0
17790,17496,0.0,0.0,0.0,0.0,0,0
17838,17538,0.0,0.0,0.0,0.0,0,0
17910,17610,0.0,0.0,0.0,0.0,0,0
17922,17622,0.0,0.0,0.0,0.0,0,0
17958,17664,0.0,0.0,0.0,0.0,0,0
17988,17688,0.0,0.0,0.0,0.0,0,0
18042,17742,0.0,0.0,0.0,0.0,0,0
18048,17754,0.0,0.0,0.0,0.0,0,0
18060,17760,0.0,0.0,0.0,0.0,0,0
18120,17820,0.0,0.0,0.0,0.0,0,0
18132,17832,0.0,0.0,0.0,0.0,0,0
18252,17952,0.0,0.0,0.0,0.0,0,0
18288,17994,0.0,0.0,0.0,0.0,0,0
18312,18012,0.0,0.0,0.0,0.0,0,0
18522,18222,0.0,0.0,0.0,0.0,0,0
18540,18240,0.0,0.0,0.0,0.0,0,0
18912,18612,0.0,0.0,0.0,0.0,0,0
18918,18618,0.0,0.0,0.0,0.0,0,0
19080,18780,0.0,0.0,0.0,0.0,0,0
19140,18840,0.0,0.0,0.0,0.0,0,0
19182,18882,0.0,0.0,0.0,0.0,0,0
19212,18924,0.0,0.0,0.0,0.0,0,0
19380,19086,0.0,0.0,0.0,0.0,0,0
19422,19122,0.0,0.0,0.0,0.0,0,0
19428,19128,0.0,0.0,0.0,0.0,0,0
19470,19170,0.0,0.0,0.0,0.0,0,0
19542,19242,0.0,0.0,0.0,0.0,0,0
19698,19398,0.0,0.0,0.0,0.0,0,0
19752,19452,0.0,0.0,0.0,0.0,0,0
19842,19548,0.0,0.0,0.0,0.0,0,0
19890,19590,0.0,0.0,0.0,0.0,0,0
19962,19662,0.0,0.0,0.0,0.0,0,0
19992,19692,0.0,0.0,0.0,0.0,0,0
20022,19722,0.0,0.0,0.0,0.0,0,0
20148,19848,0.0,0.0,0.0,0.0,0,0
20232,19932,0.0,0.0,0.0,0.0,0,0
20358,20058,0.0,0.0,0.0,0.0,0,0
20442,20142,0.0,0.0,0.0,0.0,0,0
20478,20178,0.0,0.0,0.0,0.0,0,0
20508,20208,0.0,0.0,0.0,0.0,0,0
20550,20250,0.0,0.0,0.0,0.0,0,0
20640,20340,0.0,0.0,0.0,0.0,0,0
20718,20418,0.0,0.0,0.0,0.0,0,0
20748,20448,0.0,0.0,0.0,0.0,0,0
20772,20472,0.0,0.0,0.0,0.0,0,0
20808,20514,0.0,0.0,0.0,0.0,0,0
20898,20598,0.0,0.0,0.0,0.0,0,0
20982,20682,0.0,0.0,0.0,0.0,0,0
21012,20712,0.0,0.0,0.0,0.0,0,0
21018,20724,0.0,0.0,0.0,0.0,0,0
21060,20760,0.0,0.0,0.0,0.0,0,0
21192,20892,0.0,0.0,0.0,0.0,0,0
21318,21024,0.0,0.0,0.0,0.0,0,0
21378,21078,0.0,0.0,0.0,0.0,0,0
21492,21198,0.0,0.0,0.0,0.0,0,0
21522,21222,0.0,0.0,0.0,0.0,0,0
21558,21258,0.0,0.0,0.0,0.0,0,0
21588,21288,0.0,0.0,0.0,0.0,0,0
21600,21300,0.0,0.0,0.0,0.0,0,0
21612,21312,0.0,0.0,0.0,0.0,0,0
21648,21348,0.0,0.0,0.0,0.0,0,0
21738,21438,0.0,0.0,0.0,0.0,0,0
21840,21540,0.0,0.0,0.0,0.0,0,0
22038,21744,0.0,0.0,0.0,0.0,0,0
22092,21792,0.0,0.0,0.0,0.0,0,0
22110,21810,0.0,0.0,0.0,0.0,0,0
22158,21858,0.0,0.0,0.0,0.0,0,0
22272,21972,0.0,0.0,0.0,0.0,0,0
22278,21978,0.0,0.0,0.0,0.0,0,0
22368,22068,0.0,0.0,0.0,0.0,0,0
22482,22182,0.0,0.0,0.0,0.0,0,0
22542,22242,0.0,0.0,0.0,0.0,0,0
22572,22284,0.0,0.0,0.0,0.0,0,0
22620,22320,0.0,0.0,0.0,0.0,0,0
22638,22338,0.0,0.0,0.0,0.0,0,0
22698,22398,0.0,0.0,0.0,0.0,0,0
22740,22440,0.0,0.0,0.0,0.0,0,0
22860,22560,0.0,0.0,0.0,0.0,0,0
22962,22662,0.0,0.0,0.0,0.0,0,0
23028,22728,0.0,0.0,0.0,0.0,0,0
23040,22746,0.0,0.0,0.0,0.0,0,0
23058,22758,0.0,0.0,0.0,0.0,0,0
23202,22902,0.0,0.0,0.0,0.0,0,0
23292,22992,0.0,0.0,0.0,0.0,0,0
23370,23070,0.0,0.0,0.0,0.0,0,0
23538,23238,0.0,0.0,0.0,0.0,0,0
23562,23262,0.0,0.0,0.0,0.0,0,0
23628,23328,0.0,0.0,0.0,0.0,0,0
23670,23376,0.0,0.0,0.0,0.0,0,0
23688,23388,0.0,0.0,0.0,0.0,0,0
23742,23442,0.0,0.0,0.0,0.0,0,0
23832,23532,0.0,0.0,0.0,0.0,0,0
23910,23610,0.0,0.0,0.0,0.0,0,0
24108,23808,0.0,0.0,0.0,0.0,0,0
24180,23880,0.0,0.0,0.0,0.0,0,0
24372,24072,0.0,0.0,0.0,0.0,0,0
24420,24120,0.0,0.0,0.0,0.0,0,0
24918,24618,0.0,0.0,0.0,0.0,0,0
24978,24678,0.0,0.0,0.0,0.0,0,0
25032,24732,0.0,0.0,0.0,0.0,0,0
25170,24870,0.0,0.0,0.0,0.0,0,0
25302,25002,0.0,0.0,0.0,0.0,0,0
25308,25008,0.0,0.0,0.0,0.0,0,0
25410,25110,0.0,0.0,0.0,0.0,0,0
25470,25176,0.0,0.0,0.0,0.0,0,0
25578,25278,0.0,0.0,0.0,0.0,0,0
25602,25314,0.0,0.0,0.0,0.0,0,0
25800,25500,0.0,0.0,0.0,0.0,0,0
25848,25548,0.0,0.0,0.0,0.0,0,0
25932,25632,0.0,0.0,0.0,0.0,0,0
25998,25698,0.0,0.0,0.0,0.0,0,0
26112,25812,0.0,0.0,0.0,0.0,0,0
26250,25950,0.0,0.0,0.0,0.0,0,0
26262,25962,0.0,0.0,0.0,0.0,0,0
26682,26382,0.0,0.0,0.0,0.0,0,0
26700,26400,0.0,0.0,0.0,0.0,0,0
26712,26412,0.0,0.0,0.0,0.0,0,0
26730,26430,0.0,0.0,0.0,0.0,0,0
26862,26562,0.0,0.0,0.0,0.0,0,0
26880,26580,0.0,0.0,0.0,0.0,0,0
26892,26592,0.0,0.0,0.0,0.0,0,0
26952,26652,0.0,0.0,0.0,0.0,0,0
27060,26760,0.0,0.0,0.0,0.0,0,0
27108,26808,0.0,0.0,0.0,0.0,0,0
27240,26940,0.0,0.0,0.0,0.0,0,0
27282,26982,0.0,0.0,0.0,0.0,0,0
27408,27114,0.0,0.0,0.0,0.0,0,0
27480,27180,0.0,0.0,0.0,0.0,0,0
27528,27228,0.0,0.0,0.0,0.0,0,0
27540,27246,0.0,0.0,0.0,0.0,0,0
27582,27288,0.0,0.0,0.0,0.0,0,0
27690,27390,0.0,0.0,0.0,0.0,0,0
27738,27438,0.0,0.0,0.0,0.0,0,0
27750,27450,0.0,0.0,0.0,0.0,0,0
27792,27492,0.0,0.0,0.0,0.0,0,0
27918,27618,0.0,0.0,0.0,0.0,0,0
27942,27642,0.0,0.0,0.0,0.0,0,0
28098,27798,0.0,0.0,0.0,0.0,0,0
28110,27810,0.0,0.0,0.0,0.0,0,0
28182,27882,0.0,0.0,0.0,0.0,0,0
28278,27978,0.0,0.0,0.0,0.0,0,0
28308,28008,0.0,0.0,0.0,0.0,0,0
28350,28050,0.0,0.0,0.0,0.0,0,0
28410,28116,0.0,0.0,0.0,0.0,0,0
28548,28248,0.0,0.0,0.0,0.0,0,0
28572,28272,0.0,0.0,0.0,0.0,0,0
28620,28320,0.0,0.0,0.0,0.0,0,0
28662,28362,0.0,0.0,0.0,0.0,0,0
28752,28452,0.0,0.0,0.0,0.0,0,0
29022,28722,0.0,0.0,0.0,0.0,0,0
29130,28830,0.0,0.0,0.0,0.0,0,0
29208,28908,0.0,0.0,0.0,0.0,0,0
29388,29088,0.0,0.0,0.0,0.0,0,0
29400,29100,0.0,0.0,0.0,0.0,0,0
29568,29268,0.0,0.0,0.0,0.0,0,0
29670,29370,0.0,0.0,0.0,0.0,0,0
29760,29460,0.0,0.0,0.0,0.0,0,0
29880,29580,0.0,0.0,0.0,0.0,0,0
30012,29712,0.0,0.0,0.0,0.0,0,0
30090,29790,0.0,0.0,0.0,0.0,0,0
30138,29838,0.0,0.0,0.0,0.0,0,0
30270,29970,0.0,0.0,0.0,0.0,0,0
30390,30096,0.0,0.0,0.0,0.0,0,0
30468,30168,0.0,0.0,0.0,0.0,0,0
30492,30192,0.0,0.0,0.0,0.0,0,0
30558,30258,0.0,0.0,0.0,0.0,0,0
30840,30540,0.0,0.0,0.0,0.0,0,0
30852,30552,0.0,0.0,0.0,0.0,0,0
