p_range,tf_q_limit,auc_perm_mean,auc_perm_ci_low,auc_perm_ci_high,enrichment@1pct_perm_mean,enrichment@1pct_perm_ci_low,enrichment@1pct_perm_ci_high,enrichment@5pct_perm_mean,enrichment@5pct_perm_ci_low,enrichment@5pct_perm_ci_high
100000-120000,1000000,0.5000554871196404,0.4578059265502536,0.5450163345723836,1.0643229166666666,0.0,2.6475694444444446,1.0054432744565218,0.5180027173913043,1.554008152173913
100000-120000,2000000,0.5005872748108732,0.45725133029875625,0.5534466558212592,1.0252367424242421,0.0,2.2348484848484844,1.05768013946281,0.5714101239669421,1.5999483471074378
100000-120000,5000000,0.49891816673959277,0.44581001394075687,0.543956758214362,1.0841276978417267,0.0,3.0431654676258995,0.9926515930113052,0.434737923946557,1.742574511819117
100000-120000,10000000,0.4989999844161511,0.43920760024310807,0.5560186772429054,0.9328651685393257,0.0,3.412921348314607,1.0193258426966292,0.44936797752809005,1.8202247191011238
200000-220000,1000000,0.5001597646086132,0.46617061923984143,0.5383559686793279,0.825819209039548,0.0,1.7570621468926553,1.0354516768842408,0.504688063469167,1.514064190407501
200000-220000,2000000,0.501345019023216,0.45472765742681887,0.5460787802710702,1.1200838574423477,0.0,2.482180293501048,0.9875128644939966,0.5077186963979416,1.523156089193825
200000-220000,5000000,0.497870246659815,0.450740446603756,0.5479902830981968,0.9199797077922076,0.0,2.0845982142857182,0.9293320964749534,0.39378478664192945,1.443877551020408
200000-220000,10000000,0.5017386205147711,0.44954108730259357,0.5577164602792217,1.0766666666666667,0.0,3.090909090909091,1.0514116777531413,0.3970436067997045,1.8093126385809313
