n_start,q0_best,dt,peakiness,peakiness_score,theta_star,theta_subdeg,theta_ci_lo,theta_ci_hi,theta_dx,q_eff,mean_dx,track_r2,valid_frac,used_r2_guard,hit_boundary
200000000,19,15,3.1999999635200007,0.6360843893333522,79.6,79.59055555475234,79.30482605834858,80.15499999920769,57.24784235146058,1.5545454545454545,9.649122807017545,0.039512046833841796,1.0,False,False
