t,center,is_twin,core_edges,core_components,core_isolated_nodes,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy,t_mod_13,is_forbidden_13,dist_to_forbid_13,t_mod_17,is_forbidden_17,dist_to_forbid_17,t_mod_19,is_forbidden_19,dist_to_forbid_19,layer_hits_L1,layer_hits_L2,layer_hits_L3,layer_allow_L1,layer_allow_L2,layer_allow_L3
18355,508800600,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,12,1,0,1,1,0,0,1,1,1,0,0
173757,4816544040,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,0,0,5,2,0,1,0,0,0,1,1,1
46205,1280802600,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,16,0,4,16,0,2,1,1,1,0,0,0
5091,141122520,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,8,0,3,18,1,0,0,0,1,1,1,0
107788,2987883360,0,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,8,0,3,1,1,0,0,0,1,1,1,0
52616,1458515520,0,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,1,0,4,5,0,4,0,0,0,1,1,1
58131,1611391320,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,8,0,3,10,0,8,0,0,0,1,1,1
143039,3965041080,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,1,0,4,7,0,6,0,0,0,1,1,1
22973,636811560,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,6,0,1,2,0,1,0,0,0,1,1,1
82097,2275728840,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,4,0,1,17,0,1,0,0,0,1,1,1
165983,4601048760,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,12,1,0,18,1,0,0,1,1,1,0,0
15321,424698120,0,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,4,0,1,7,0,6,0,0,0,1,1,1
110965,3075949800,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,6,0,1,5,0,4,1,1,1,0,0,0
129560,3591403200,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,3,0,2,18,1,0,0,0,1,1,1,0
149034,4131222480,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,12,1,0,17,0,1,0,1,1,1,0,0
127106,3523378320,0,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,14,0,2,15,0,3,0,0,0,1,1,1
133875,3711015000,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,0,0,5,1,1,0,0,0,1,1,1,0
86396,2394897120,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,2,0,3,3,0,2,0,0,0,1,1,1
25742,713568240,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,4,0,1,16,0,2,0,0,0,1,1,1
36974,1024919280,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,16,0,4,0,0,1,0,0,0,1,1,1
116461,3228298920,0,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,11,0,1,10,0,8,0,0,0,1,1,1
134353,3724265160,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,2,0,3,4,0,3,0,0,0,1,1,1
65102,1804627440,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,9,0,3,8,0,7,0,0,0,1,1,1
30930,857379600,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,7,0,2,17,0,1,1,1,1,0,0,0
165435,4585858200,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,8,0,3,2,0,1,1,1,1,0,0,0
117340,3252664800,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,6,0,1,15,0,3,0,0,0,1,1,1
97196,2694273120,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,7,0,2,11,0,7,0,0,0,1,1,1
138750,3846150000,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,13,0,1,12,0,6,0,0,0,1,1,1
56352,1562077440,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,14,0,2,17,0,1,1,1,1,0,0,0
105374,2920967280,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,8,0,3,0,0,1,0,0,0,1,1,1
90585,2511016200,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,9,0,3,12,0,6,0,0,0,1,1,1
97625,2706165000,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,11,0,1,3,0,2,0,0,0,1,1,1
37158,1030019760,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,13,0,1,13,0,5,0,0,0,1,1,1
98089,2719027080,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,16,0,4,11,0,7,0,0,0,1,1,1
28596,792681120,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,2,0,3,1,1,0,0,0,1,1,1,0
176839,4901977080,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,5,1,0,6,0,5,0,1,1,1,0,0
17283,479084760,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,11,0,1,12,0,6,0,0,0,1,1,1
105729,2930807880,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,6,0,1,13,0,5,0,0,0,1,1,1
23139,641413080,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,2,0,3,16,0,2,0,0,0,1,1,1
129017,3576351240,0,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,4,0,1,7,0,6,0,0,0,1,1,1
143494,3977653680,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,14,0,2,6,0,5,0,0,0,1,1,1
75388,2089755360,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,10,0,2,15,0,3,0,0,0,1,1,1
148618,4119690960,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,4,0,1,0,0,1,0,0,0,1,1,1
103100,2857932000,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,12,1,0,6,0,5,1,1,1,0,0,0
87897,2436504840,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,7,0,2,3,0,2,0,0,0,1,1,1
198763,5509710360,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,16,0,4,4,0,3,0,0,0,1,1,1
135588,3758499360,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,13,0,1,4,0,3,0,0,0,1,1,1
156279,4332053880,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,15,0,3,4,0,3,0,0,0,1,1,1
21322,591045840,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,4,0,1,4,0,3,0,0,0,1,1,1
153209,4246953480,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,5,1,0,12,0,6,0,1,1,1,0,0
95265,2640745800,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,14,0,2,18,1,0,0,0,1,1,1,0
8620,238946400,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,1,0,4,13,0,5,0,0,0,1,1,1
51193,1419069960,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,6,0,1,7,0,6,0,0,0,1,1,1
114987,3187439640,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,16,0,4,18,1,0,0,0,1,1,1,0
112461,3117418920,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,6,0,1,0,0,1,0,0,0,1,1,1
198986,5515891920,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,1,0,4,18,1,0,0,0,1,1,1,0
104069,2884792680,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,12,1,0,6,0,5,0,1,1,1,0,0
124671,3455880120,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,10,0,2,12,0,6,0,0,0,1,1,1
144623,4008949560,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,4,0,1,14,0,4,0,0,0,1,1,1
78347,2171778840,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,11,0,1,10,0,8,0,0,0,1,1,1
85549,2371418280,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,5,1,0,11,0,7,0,1,1,1,0,0
102925,2853081000,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,7,0,2,2,0,1,0,0,0,1,1,1
140824,3903641280,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,13,0,1,15,0,3,0,0,0,1,1,1
133819,3709462680,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,12,1,0,2,0,1,1,1,1,0,0,0
62657,1736852040,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,12,1,0,14,0,4,1,1,1,0,0,0
159720,4427438400,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,5,1,0,6,0,5,0,1,1,1,0,0
129813,3598416360,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,1,0,4,5,0,4,0,0,0,1,1,1
93162,2582450640,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,2,0,3,5,0,4,0,0,0,1,1,1
182081,5047285320,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,11,0,1,4,0,3,1,1,1,0,0,0
104475,2896047000,0,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,10,0,2,13,0,5,0,0,0,1,1,1
22558,625307760,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,16,0,4,5,0,4,1,1,1,0,0,0
76581,2122825320,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,13,0,1,11,0,7,0,0,0,1,1,1
87327,2420704440,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,15,0,3,3,0,2,0,0,0,1,1,1
65989,1829215080,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,12,1,0,2,0,1,0,1,1,1,0,0
56269,1559776680,0,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,16,0,4,10,0,8,0,0,0,1,1,1
21277,589798440,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,10,0,2,16,0,2,0,0,0,1,1,1
58839,1631017080,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,2,0,3,15,0,3,0,0,0,1,1,1
195177,5410306440,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,0,0,5,9,0,8,0,0,0,1,1,1
152553,4228769160,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,12,1,0,2,0,1,0,1,1,1,0,0
94613,2622672360,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,8,0,3,12,0,6,0,0,0,1,1,1
158844,4403155680,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,13,0,1,4,0,3,1,1,1,0,0,0
193593,5366397960,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,14,0,2,2,0,1,1,1,1,0,0,0
118200,3276504000,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,16,0,4,1,1,0,0,0,1,1,1,0
199727,5536432440,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,11,0,1,18,1,0,0,0,1,1,1,0
10599,293804280,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,8,0,3,16,0,2,0,0,0,1,1,1
132086,3661423920,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,13,0,1,17,0,1,0,0,0,1,1,1
51262,1420982640,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,7,0,2,0,0,1,1,1,1,0,0,0
124008,3437501760,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,10,0,2,14,0,4,0,0,0,1,1,1
92170,2554952400,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,13,0,1,1,1,0,0,0,1,1,1,0
17401,482355720,0,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,10,0,2,16,0,2,0,0,0,1,1,1
844,23395680,0,5,57,54,3,0.04918032786885246,1.5,0.6931471805599453,12,0,2,11,0,1,8,0,7,0,0,0,1,1,1
125328,3474092160,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,4,0,1,4,0,3,0,0,0,1,1,1
13091,362882520,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,1,0,4,0,0,1,0,0,0,1,1,1
85343,2365707960,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,3,0,2,14,0,4,0,0,0,1,1,1
26066,722549520,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,5,1,0,17,0,1,0,1,1,1,0,0
110166,3053801520,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,6,0,1,4,0,3,0,0,0,1,1,1
142818,3958914960,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,1,0,4,14,0,4,0,0,0,1,1,1
37901,1050615720,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,8,0,3,15,0,3,0,0,0,1,1,1
90434,2506830480,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,11,0,1,13,0,5,0,0,0,1,1,1
51170,1418432400,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,0,0,5,3,0,2,0,0,0,1,1,1
77637,2152097640,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,15,0,3,3,0,2,0,0,0,1,1,1
175326,4860036720,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,5,1,0,13,0,5,0,1,1,1,0,0
37542,1040664240,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,6,0,1,17,0,1,0,0,0,1,1,1
181824,5040161280,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,9,0,3,13,0,5,0,0,0,1,1,1
29045,805127400,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,9,0,3,13,0,5,1,1,1,0,0,0
42354,1174052880,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,7,0,2,3,0,2,0,0,0,1,1,1
156787,4346135640,0,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,13,0,1,18,1,0,0,0,1,1,1,0
19864,550630080,0,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,8,0,3,9,0,8,0,0,0,1,1,1
99708,2763905760,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,3,0,2,15,0,3,0,0,0,1,1,1
91698,2541868560,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,0,0,5,4,0,3,0,0,0,1,1,1
142570,3952040400,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,8,0,3,13,0,5,0,0,0,1,1,1
53332,1478363040,0,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,3,0,2,18,1,0,0,0,1,1,1,0
168349,4666634280,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,15,0,3,9,0,8,0,0,0,1,1,1
169658,4702919760,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,15,0,3,7,0,6,0,0,0,1,1,1
104944,2909047680,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,3,0,2,7,0,6,0,0,0,1,1,1
136411,3781312920,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,3,0,2,10,0,8,0,0,0,1,1,1
85698,2375548560,0,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,1,0,4,8,0,7,0,0,0,1,1,1
59047,1636782840,0,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,6,0,1,14,0,4,0,0,0,1,1,1
148333,4111790760,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,8,0,3,0,0,1,1,1,1,0,0,0
23971,664476120,0,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,1,0,4,12,0,6,0,0,0,1,1,1
81027,2246068440,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,5,1,0,11,0,7,0,1,1,1,0,0
72055,1997364600,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,9,0,3,7,0,6,0,0,0,1,1,1
39082,1083353040,0,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,16,0,4,18,1,0,0,0,1,1,1,0
103966,2881937520,0,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,11,0,1,17,0,1,0,0,0,1,1,1
75442,2091252240,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,13,0,1,12,0,6,1,1,1,0,0,0
159741,4428020520,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,9,0,3,8,0,7,1,1,1,0,0,0
185635,5145802200,0,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,12,1,0,5,0,4,0,1,1,1,0,0
13673,379015560,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,5,1,0,12,0,6,1,1,1,0,0,0
26959,747303480,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,14,0,2,17,0,1,1,1,1,0,0,0
34180,947469600,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,10,0,2,18,1,0,1,1,1,0,0,0
61987,1718279640,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,5,1,0,9,0,8,1,1,1,0,0,0
171323,4749073560,0,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,14,0,2,0,0,1,0,0,0,1,1,1
128339,3557557080,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,6,0,1,13,0,5,1,1,1,0,0,0
14857,411836040,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,16,0,4,18,1,0,0,0,1,1,1,0
64041,1775216520,0,0,61,61,1,0.01639344262295082,0.0,0.0,3,1,0,2,0,3,11,0,7,1,1,1,0,0,0
35838,993429360,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,2,0,3,4,0,3,1,1,1,0,0,0
105089,2913067080,0,0,61,61,1,0.01639344262295082,0.0,0.0,10,1,0,12,1,0,0,0,1,1,1,1,0,0,0
179801,4984083720,0,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,9,0,3,4,0,3,0,0,0,1,1,1
