p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,ap_count_delta_20000000,ap_harm_delta_20000000,ap_count_delta_50000000,ap_harm_delta_50000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000,survive_20000000,survive_50000000
126349,0,0,0.0,0,0.0,2,0.075,3,0.08888888888888888,4,0.09583333333333333,12,0.12894303497684034,1,1,1,1,1,1
126359,0,0,0.0,0,0.0,2,0.08680555555555555,5,0.1514484126984127,6,0.1602203425229741,13,0.18650883128757081,1,1,1,1,1,1
126397,0,1,0.16666666666666666,1,0.16666666666666666,3,0.24166666666666664,5,0.2758101851851852,7,0.294781816390859,16,0.3281575929978944,1,1,1,1,1,1
126421,0,0,0.0,0,0.0,1,0.0625,2,0.07532051282051282,4,0.09100678733031674,8,0.1035583624106539,1,1,1,1,1,1
126433,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,3,0.18037558685446006,13,0.2158317962419498,1,1,1,1,1,1
126443,0,1,0.5,1,0.5,2,0.53125,3,0.5491071428571429,4,0.5587225274725275,13,0.5929072495518691,0,0,0,0,0,0
126457,0,1,0.16666666666666666,1,0.16666666666666666,2,0.22916666666666666,4,0.25761217948717946,6,0.27596535409035405,14,0.3103451863283381,1,1,1,1,1,1
126461,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,4,0.19284090909090906,9,0.21254525645988287,0,0,0,0,0,0
126473,0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.027500000000000004,9,0.048903174529893775,1,1,1,1,1,1
126481,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,2,0.1794871794871795,4,0.19725678733031674,11,0.22373971696891642,0,0,0,0,0,0
126487,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.007692307692307693,6,0.025759890922002947,1,1,1,1,1,1
126491,0,1,0.5,1,0.5,1,0.5,4,0.5616666666666668,7,0.5906207482993198,20,0.6397421037945273,0,0,0,0,0,0
126493,0,0,0.0,0,0.0,2,0.08712121212121213,4,0.13063973063973064,6,0.14863096968854164,15,0.18130042419164402,1,1,1,1,1,1
126499,0,0,0.0,0,0.0,0,0.0,2,0.040625,6,0.08010618130249626,11,0.09885701871811377,1,1,1,1,1,1
126517,0,1,0.16666666666666666,1,0.16666666666666666,2,0.19999999999999998,5,0.26435185185185184,7,0.27923280423280417,12,0.3014801997363823,1,1,1,1,1,0
126541,0,0,0.0,0,0.0,0,0.0,3,0.04844853214418432,7,0.08156454850377981,11,0.0976757064812889,1,1,1,1,1,1
126547,0,0,0.0,1,0.1,1,0.1,2,0.11515151515151516,4,0.12944890077243018,10,0.15408382140735083,1,1,1,1,1,1
126551,0,1,0.5,1,0.5,1,0.5,5,0.5736832611832612,6,0.5809296379948554,10,0.5967990172714929,0,0,0,0,0,0
126583,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.008333333333333333,7,0.028924063899378603,1,1,1,1,1,1
126601,0,0,0.0,0,0.0,1,0.03333333333333333,3,0.06805555555555556,4,0.07698412698412699,10,0.10099396217817272,1,1,0,0,0,0
126611,0,0,0.0,0,0.0,0,0.0,3,0.05472222222222222,5,0.07171783625730993,12,0.09816926691156332,1,1,1,1,1,1
126613,0,0,0.0,0,0.0,1,0.045454545454545456,3,0.08281867588932806,5,0.10326089533029595,14,0.13556956279260052,1,1,1,1,1,1
126631,0,0,0.0,0,0.0,0,0.0,2,0.041050903119868636,4,0.05673717762967256,8,0.07662145950558853,1,1,1,1,0,0
126641,0,0,0.0,0,0.0,1,0.03125,1,0.03125,4,0.058229166666666665,9,0.08026675071606199,1,1,1,1,1,1
126653,0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,2,0.08994708994708994,5,0.1160904522287631,9,0.13111099959708564,1,1,1,1,1,1
126683,0,1,0.5,1,0.5,1,0.5,1,0.5,4,0.5280797622471479,10,0.5524994825771978,0,0,0,0,0,0
126691,0,0,0.0,0,0.0,1,0.0625,3,0.1001984126984127,4,0.10744478951000691,7,0.1189901643380969,1,1,1,1,1,1
126703,0,0,0.0,0,0.0,0,0.0,1,0.015151515151515152,3,0.03384014359624116,7,0.0477830294432297,1,1,1,1,1,1
126713,0,0,0.0,0,0.0,0,0.0,3,0.04853643966547192,6,0.07186375304696488,12,0.09195105808183501,1,1,1,1,1,1
126719,0,1,0.5,1,0.5,1,0.5,3,0.5376984126984127,5,0.5556471306471306,15,0.5932874672929932,0,0,0,0,0,0
126733,0,0,0.0,0,0.0,0,0.0,2,0.03888888888888889,4,0.058234126984126985,12,0.09268357713072368,1,1,1,1,1,1
126739,0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.01662087912087912,12,0.05415170098316585,1,1,1,1,1,1
126743,0,0,0.0,0,0.0,1,0.041666666666666664,4,0.08422058422058422,7,0.10998812808023334,11,0.12940220368948438,1,1,1,1,1,1
126751,0,0,0.0,0,0.0,1,0.0625,1,0.0625,2,0.07193396226415094,9,0.10192964500936617,1,1,1,1,1,1
126757,0,0,0.0,0,0.0,0,0.0,1,0.014285714285714285,3,0.03186845660249915,12,0.06974886736383917,1,1,1,1,1,1
126761,0,1,0.16666666666666666,2,0.29166666666666663,2,0.29166666666666663,3,0.30448717948717946,5,0.3202361874236874,13,0.35150121842815296,0,0,0,0,0,0
126781,0,0,0.0,0,0.0,0,0.0,1,0.021739130434782608,3,0.035448050622576034,8,0.05679379061055741,1,1,1,1,1,1
126823,0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.015927468757657437,9,0.03904570605813989,1,1,1,1,1,1
126827,0,0,0.0,1,0.125,2,0.16666666666666666,5,0.218037323037323,7,0.23626648970398967,10,0.24744347696793345,1,1,1,1,1,1
126839,0,1,0.5,1,0.5,3,0.5729166666666666,3,0.5729166666666666,4,0.581113387978142,13,0.6139331343683949,0,0,0,0,0,0
126851,0,1,0.5,1,0.5,2,0.5555555555555556,3,0.5755555555555556,5,0.5926089522567018,12,0.6214433220778423,0,0,0,0,0,0
126857,0,0,0.0,0,0.0,0,0.0,2,0.03365384615384615,5,0.06271367521367521,11,0.08596154076919342,1,1,1,1,1,1
126859,0,0,0.0,0,0.0,0,0.0,2,0.04464285714285714,2,0.04464285714285714,10,0.08013604053552828,1,1,1,1,1,1
126913,0,0,0.0,0,0.0,1,0.045454545454545456,2,0.06719367588932806,6,0.09996328373246532,11,0.11742087886967496,1,1,1,1,1,1
126923,0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.015716374269005847,10,0.04563852050257879,1,1,1,1,1,1
126943,0,0,0.0,0,0.0,0,0.0,1,0.015151515151515152,4,0.039345522898154475,10,0.062292388577443826,1,1,1,1,1,1
126949,0,0,0.0,0,0.0,0,0.0,1,0.01282051282051282,2,0.01986276634163958,8,0.04197524987533419,1,1,1,1,1,1
126961,0,0,0.0,0,0.0,0,0.0,2,0.02817460317460317,4,0.04839519140989729,12,0.07888728227139712,1,1,1,1,1,0
126967,0,0,0.0,0,0.0,1,0.0625,3,0.09489289446185999,4,0.10322622779519332,12,0.13354974934785804,1,1,1,1,1,1
126989,0,0,0.0,1,0.125,1,0.125,3,0.16435185185185186,5,0.1787432992202729,12,0.20589199564506727,1,1,1,1,1,1
127031,0,0,0.0,0,0.0,1,0.038461538461538464,2,0.06227106227106227,5,0.09213217338217339,10,0.10996405825341425,1,1,1,1,0,0
127033,0,0,0.0,0,0.0,1,0.0625,2,0.078125,4,0.09183392018779343,9,0.11110568591162683,1,1,1,1,1,1
127037,0,0,0.0,0,0.0,0,0.0,1,0.01282051282051282,5,0.045580818435296044,11,0.06942261144196826,1,1,1,1,1,1
127051,0,0,0.0,0,0.0,0,0.0,1,0.023809523809523808,4,0.056802244388530626,10,0.07925945970673733,1,1,1,1,1,1
127079,0,0,0.0,0,0.0,1,0.05555555555555555,1,0.05555555555555555,3,0.07300601399980282,8,0.09188482561051488,1,1,0,0,0,0
127081,0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.016269841269841268,5,0.02628194048339239,1,1,1,1,1,1
127103,0,1,0.5,1,0.5,2,0.5416666666666666,5,0.5968468468468469,6,0.60369616191534,12,0.6281917761342394,0,0,0,0,0,0
127123,0,0,0.0,0,0.0,1,0.041666666666666664,2,0.057291666666666664,5,0.0857683012229282,13,0.12125880673208302,1,1,0,0,0,0
127133,0,0,0.0,0,0.0,1,0.03125,3,0.06523617511520738,6,0.08926395289298517,14,0.11572004650755402,1,1,1,1,1,1
127139,0,1,0.5,1,0.5,2,0.5416666666666666,2,0.5416666666666666,5,0.5701849733028223,15,0.6125822257564427,0,0,0,0,0,0
127157,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00909090909090909,10,0.044577166111421186,1,1,1,1,1,1
127163,0,0,0.0,0,0.0,2,0.06971153846153846,4,0.10360042735042735,6,0.12487235717498875,14,0.1604698408014457,1,1,1,1,1,1
127189,0,0,0.0,0,0.0,0,0.0,2,0.032407407407407406,4,0.04999014972419227,11,0.07904266784785363,1,1,1,1,1,1
127207,0,0,0.0,1,0.1,3,0.17107843137254902,4,0.19191176470588237,6,0.2109677087618264,10,0.2294468802995086,1,1,1,0,0,0
127217,0,1,0.16666666666666666,1,0.16666666666666666,2,0.20833333333333331,3,0.22685185185185183,5,0.2497685185185185,13,0.27744768542329534,1,1,1,1,1,1
127219,0,0,0.0,1,0.1,2,0.15555555555555556,3,0.18055555555555555,5,0.19642857142857142,10,0.21439741584861843,1,1,1,1,1,1
127241,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,2,0.18055555555555555,5,0.20650531045751633,11,0.22646066032815007,1,1,1,1,1,1
127247,0,0,0.0,0,0.0,1,0.038461538461538464,2,0.05197505197505198,3,0.06239171864171864,9,0.08474260461690573,1,1,1,1,1,1
127249,0,0,0.0,0,0.0,0,0.0,2,0.03645833333333333,5,0.06537512904548765,11,0.08649577482435085,1,1,1,0,0,0
127261,0,0,0.0,0,0.0,0,0.0,1,0.014285714285714285,3,0.0354532722179781,12,0.07196987971837074,1,1,1,1,1,1
127271,0,0,0.0,0,0.0,0,0.0,3,0.06249999999999999,3,0.06249999999999999,11,0.09569880946552349,1,1,1,0,0,0
127277,0,1,0.16666666666666666,2,0.29166666666666663,2,0.29166666666666663,4,0.32804232804232797,7,0.3515403681448457,16,0.3827627943625189,1,1,1,1,1,1
127289,0,0,0.0,1,0.125,3,0.19791666666666666,3,0.19791666666666666,4,0.20625,11,0.2303108765456635,1,1,0,0,0,0
127291,0,0,0.0,0,0.0,1,0.05555555555555555,2,0.0707070707070707,4,0.09318181818181819,9,0.11396252636496369,1,1,1,1,1,1
127297,0,0,0.0,0,0.0,0,0.0,2,0.04351851851851852,2,0.04351851851851852,7,0.06469666972003421,1,1,1,1,1,1
127301,0,0,0.0,0,0.0,2,0.05964912280701754,2,0.05964912280701754,4,0.07726554437564499,8,0.09078155253138395,1,1,1,1,1,1
127321,0,1,0.16666666666666666,1,0.16666666666666666,2,0.19999999999999998,4,0.2267094017094017,7,0.251729242979243,11,0.2659642062995722,1,1,1,1,1,1
127331,0,1,0.5,2,0.625,4,0.7118055555555556,5,0.7296626984126985,8,0.7581719197241739,14,0.7787261342849578,0,0,0,0,0,0
127343,0,0,0.0,0,0.0,2,0.07291666666666666,4,0.11187770562770562,6,0.13176074656337813,13,0.15922188330506792,1,1,1,0,0,0
127363,0,0,0.0,0,0.0,2,0.09191176470588236,3,0.11572128851540617,6,0.14434384727078517,16,0.1790457429324059,1,1,1,1,1,1
127373,0,0,0.0,0,0.0,0,0.0,1,0.018518518518518517,3,0.037597465886939574,9,0.06189033460890502,1,1,1,1,1,1
127399,0,0,0.0,0,0.0,2,0.09722222222222221,2,0.09722222222222221,4,0.11834591560201314,14,0.1628610223574516,1,1,0,0,0,0
127403,0,0,0.0,0,0.0,0,0.0,2,0.028665028665028666,5,0.056771753811227496,8,0.06946607552616778,1,1,1,1,1,1
127423,0,0,0.0,0,0.0,1,0.0625,3,0.0920138888888889,6,0.12339760733133648,14,0.15904088969983296,1,1,1,1,1,1
127447,0,0,0.0,0,0.0,1,0.041666666666666664,3,0.07453304597701149,4,0.08494971264367816,14,0.12126582538123898,1,1,1,1,1,0
127453,0,1,0.16666666666666666,1,0.16666666666666666,3,0.2537878787878788,3,0.2537878787878788,5,0.26739898989898986,12,0.2967708123061597,1,1,1,1,1,1
127481,0,1,0.16666666666666666,2,0.29166666666666663,2,0.29166666666666663,3,0.31249999999999994,3,0.31249999999999994,5,0.3211996336996336,0,0,0,0,0,0
127487,0,0,0.0,0,0.0,1,0.05555555555555555,3,0.09341269841269842,6,0.12306122448979592,13,0.15047638430503288,1,1,1,1,1,1
127493,0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,2,0.08531746031746032,4,0.10367063492063493,8,0.11987115571470619,1,1,1,1,1,1
127507,0,0,0.0,0,0.0,1,0.0625,1,0.0625,2,0.07361111111111111,12,0.10926024423555894,1,1,1,1,1,1
127529,0,0,0.0,1,0.125,1,0.125,3,0.15964755077658305,7,0.197747492245708,13,0.21927322191847215,1,0,0,0,0,0
127541,0,0,0.0,1,0.125,1,0.125,1,0.125,5,0.15941985645933013,12,0.18592516404171727,1,1,1,1,1,1
127549,0,0,0.0,0,0.0,0,0.0,3,0.05317460317460317,3,0.05317460317460317,10,0.07913254739071937,1,1,1,1,1,1
127579,0,0,0.0,0,0.0,1,0.041666666666666664,2,0.05555555555555555,3,0.06448412698412698,11,0.09445461795959437,1,1,1,1,1,1
127583,0,0,0.0,0,0.0,0,0.0,2,0.033888888888888885,4,0.04903005464480874,9,0.07089766530037973,1,1,1,1,1,1
127591,0,0,0.0,0,0.0,0,0.0,2,0.031130268199233715,4,0.04993368700265252,15,0.09480590667729755,1,1,1,1,1,1
127597,0,0,0.0,0,0.0,1,0.0625,4,0.12164351851851851,5,0.12997685185185184,12,0.1598569433920572,1,1,1,1,1,1
127601,0,0,0.0,0,0.0,1,0.02631578947368421,2,0.0402046783625731,6,0.07546126205665679,12,0.09769606140291995,1,1,1,1,1,1
127607,0,0,0.0,0,0.0,0,0.0,3,0.05869047619047619,5,0.07527490601503758,10,0.09343572122507651,1,1,1,1,1,1
127609,0,0,0.0,0,0.0,0,0.0,2,0.03511904761904762,4,0.050260290556900726,10,0.07195070511775165,1,1,1,1,1,1
127637,0,1,0.16666666666666666,1,0.16666666666666666,3,0.23464912280701752,4,0.25548245614035087,8,0.29120491439914636,13,0.30874777279878224,1,1,1,1,1,1
127643,0,0,0.0,0,0.0,2,0.08012820512820512,5,0.13908924408924409,7,0.15912129537129535,17,0.19101632084098924,1,1,1,0,0,0
127649,0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,4,0.12121144984048209,7,0.14898922761825986,14,0.1812345690043434,1,1,1,1,1,1
127657,0,0,0.0,0,0.0,0,0.0,1,0.01282051282051282,4,0.03629508909169926,11,0.06777617001620946,1,1,1,1,1,1
127663,0,0,0.0,1,0.1,3,0.20416666666666666,4,0.22797619047619047,4,0.22797619047619047,12,0.263393380287488,1,1,1,1,1,1
127669,0,0,0.0,0,0.0,1,0.045454545454545456,4,0.09762691012691012,5,0.10655548155548154,12,0.13194993445583067,1,1,1,1,1,1
127679,0,0,0.0,0,0.0,2,0.09722222222222221,2,0.09722222222222221,4,0.11323144353369761,8,0.12918049662836925,1,1,1,1,1,1
127681,0,0,0.0,0,0.0,1,0.045454545454545456,3,0.08434343434343436,3,0.08434343434343436,10,0.11158249644938799,1,1,1,1,1,1
127691,0,1,0.5,1,0.5,1,0.5,2,0.5151515151515151,4,0.5345008302200083,10,0.5585422244434142,0,0,0,0,0,0
127703,0,0,0.0,0,0.0,0,0.0,2,0.03785714285714285,3,0.046629072681704256,12,0.0849299714485181,1,1,1,1,1,1
127709,0,0,0.0,1,0.125,1,0.125,2,0.1388888888888889,5,0.16483864379084967,11,0.18730836829092695,1,1,1,1,1,1
127711,0,0,0.0,0,0.0,0,0.0,1,0.020833333333333332,4,0.04584931798806479,12,0.07684997877771291,1,1,1,1,1,1
127717,0,0,0.0,0,0.0,0,0.0,1,0.01282051282051282,2,0.021295089091699262,10,0.0505947753780868,1,1,1,1,1,1
127727,0,0,0.0,0,0.0,1,0.041666666666666664,1,0.041666666666666664,6,0.08995203920475661,12,0.11492856488067993,1,1,1,1,1,1
127733,0,1,0.16666666666666666,2,0.23809523809523808,2,0.23809523809523808,4,0.2698412698412698,7,0.29325630252100837,13,0.3177767400105118,1,1,1,1,1,1
127739,0,0,0.0,0,0.0,2,0.09722222222222221,4,0.14186507936507936,7,0.1662599822537711,16,0.19933151364960622,1,1,1,1,1,1
127747,0,0,0.0,0,0.0,3,0.1597222222222222,4,0.18055555555555555,7,0.2075941354243241,12,0.22733621591879882,1,1,1,1,1,1
127763,0,0,0.0,0,0.0,1,0.03125,3,0.06857303732303732,3,0.06857303732303732,14,0.11053551898120124,1,1,1,1,1,1
127781,0,1,0.16666666666666666,2,0.29166666666666663,3,0.3179824561403508,3,0.3179824561403508,5,0.33374003189792656,13,0.3688057366106134,0,0,0,0,0,0
127807,0,0,0.0,0,0.0,1,0.05555555555555555,1,0.05555555555555555,3,0.0737614476442679,11,0.10011119991651203,1,1,0,0,0,0
127817,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.006944444444444444,9,0.037390665999593675,1,1,1,1,1,1
127819,0,0,0.0,1,0.1,2,0.14166666666666666,4,0.1827175697865353,5,0.1938286808976464,16,0.2351829175704349,1,1,1,1,1,1
127837,0,0,0.0,0,0.0,1,0.041666666666666664,4,0.09051202420767639,6,0.10854232723797942,13,0.1362294892489941,1,1,1,1,1,1
127843,0,0,0.0,0,0.0,1,0.029411764705882353,3,0.06830065359477125,7,0.10237956155649947,12,0.12326037386734495,1,1,1,1,1,1
127849,0,0,0.0,0,0.0,1,0.045454545454545456,2,0.061079545454545456,4,0.07876009684801265,9,0.09661993662883488,1,1,1,1,1,1
127859,0,0,0.0,0,0.0,0,0.0,2,0.04083333333333333,3,0.05103741496598639,9,0.07545347216608043,1,1,1,1,1,1
127867,0,0,0.0,1,0.1,2,0.12941176470588237,3,0.1466531440162272,8,0.1887743918288534,15,0.21669021788118972,1,1,1,1,1,1
127873,0,0,0.0,0,0.0,1,0.045454545454545456,3,0.08281867588932806,6,0.10662819969885187,12,0.13257781299090857,1,1,1,1,1,1
127877,0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,2,0.08424908424908424,3,0.09333999333999334,9,0.12039770110298212,1,1,1,1,1,1
127913,0,0,0.0,1,0.07142857142857142,2,0.10267857142857142,2,0.10267857142857142,5,0.1308356676003735,11,0.15272825708382437,1,1,1,1,1,1
127921,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,3,0.19377289377289378,9,0.24785130248614792,11,0.2546996602779019,0,0,0,0,0,0
127931,0,0,0.0,0,0.0,0,0.0,1,0.017857142857142856,3,0.031682467037158116,12,0.06988033137161759,1,1,1,0,0,0
127951,0,0,0.0,1,0.1,2,0.1625,2,0.1625,5,0.1882104290991759,14,0.2256313568113531,1,1,1,1,1,1
127973,0,0,0.0,1,0.07142857142857142,2,0.11309523809523808,2,0.11309523809523808,5,0.13932631967515685,15,0.17438203914897257,1,1,0,0,0,0
127979,0,0,0.0,1,0.125,1,0.125,2,0.14583333333333334,4,0.16422064777327935,16,0.21105385073117017,1,1,1,1,1,1
127997,0,0,0.0,1,0.125,2,0.15833333333333333,2,0.15833333333333333,4,0.17703962703962703,9,0.19643192465921638,1,1,0,0,0,0
128021,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,3,0.18662790697674417,11,0.21467634776959238,1,1,1,1,1,1
128033,0,1,0.16666666666666666,1,0.16666666666666666,2,0.19791666666666666,3,0.2157738095238095,3,0.2157738095238095,11,0.24766384525136623,0,0,0,0,0,0
128047,0,0,0.0,0,0.0,0,0.0,1,0.015625,4,0.044503406708595386,16,0.08526294029804776,1,1,1,1,1,1
128053,0,1,0.16666666666666666,1,0.16666666666666666,2,0.2121212121212121,5,0.2712647306397306,7,0.29060996873496875,14,0.31888657468140663,1,1,1,1,1,1
128099,0,1,0.5,1,0.5,1,0.5,2,0.5238095238095238,2,0.5238095238095238,8,0.5471414852309467,0,0,0,0,0,0
128111,0,0,0.0,0,0.0,0,0.0,1,0.020833333333333332,3,0.04353741496598639,8,0.06217033660894148,1,1,1,1,1,1
128113,0,0,0.0,0,0.0,0,0.0,3,0.0578042328042328,8,0.09907267680155005,15,0.12747739080836215,1,1,1,1,1,1
128119,0,0,0.0,0,0.0,0,0.0,1,0.025,1,0.025,11,0.0657680417144172,1,1,1,1,1,1
128147,0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.015182648401826484,7,0.036630663723581536,1,1,1,1,1,1
128153,0,0,0.0,0,0.0,1,0.03333333333333333,1,0.03333333333333333,2,0.04294871794871795,7,0.06005243243859735,1,1,1,1,1,1
128159,0,0,0.0,1,0.125,2,0.16666666666666666,2,0.16666666666666666,4,0.1828609986504723,11,0.20961945140455795,1,1,1,1,1,1
128173,0,1,0.16666666666666666,1,0.16666666666666666,2,0.20833333333333331,4,0.2456974637681159,9,0.28710373549666546,17,0.31618279810419786,1,1,1,1,1,0
128189,0,0,0.0,2,0.19642857142857142,3,0.22274436090225563,4,0.23556487372276846,4,0.23556487372276846,10,0.2588340199728458,1,0,0,0,0,0
128201,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,5,0.19733652312599678,17,0.24355799144430937,0,0,0,0,0,0
128203,0,0,0.0,1,0.1,2,0.1625,3,0.17765151515151517,4,0.1859848484848485,13,0.22362497649578245,1,1,1,1,1,1
128213,0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,2,0.08994708994708994,3,0.10244708994708994,5,0.10954622701311442,1,1,1,1,1,1
128221,0,0,0.0,0,0.0,2,0.10795454545454546,3,0.12184343434343434,4,0.13164735591206178,13,0.17137298032318188,1,1,1,1,1,1
128237,0,1,0.16666666666666666,2,0.29166666666666663,3,0.3333333333333333,3,0.3333333333333333,7,0.37072390451588216,14,0.40047911712752676,1,0,0,0,0,0
128239,0,0,0.0,0,0.0,1,0.029411764705882353,3,0.06711017740429505,7,0.10703728958750479,17,0.14944757062514097,1,1,1,1,1,1
128257,0,1,0.16666666666666666,1,0.16666666666666666,2,0.20833333333333331,3,0.22395833333333331,5,0.2434455128205128,7,0.24973531240640176,1,1,1,1,1,1
128273,0,0,0.0,0,0.0,1,0.03333333333333333,2,0.05185185185185185,4,0.07181309216192937,12,0.10332212379076323,1,1,1,1,1,1
128287,0,0,0.0,0,0.0,0,0.0,3,0.06098484848484849,6,0.08435609629747469,11,0.10336035037037865,1,1,1,1,1,1
128291,0,0,0.0,0,0.0,2,0.09401709401709402,3,0.11485042735042734,4,0.1214293747188484,10,0.14417313344843768,1,1,1,1,1,1
128311,0,0,0.0,1,0.1,2,0.1625,3,0.17765151515151517,7,0.21486030951181317,12,0.23597340474990844,1,1,1,1,1,1
128321,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,4,0.19074900793650792,12,0.22356225582372743,1,1,1,1,1,1
128327,0,0,0.0,0,0.0,1,0.041666666666666664,3,0.07765151515151515,5,0.09976689976689976,12,0.12765571226919561,1,1,1,1,1,1
128339,0,0,0.0,0,0.0,0,0.0,2,0.037698412698412696,6,0.07029003689857982,14,0.100271025489505,1,1,1,1,1,1
128341,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,2,0.18840579710144928,5,0.21135397637315795,11,0.23254249921037737,0,0,0,0,0,0
128347,0,0,0.0,0,0.0,1,0.0625,2,0.078125,5,0.10402319978102004,10,0.12213658246346742,1,1,1,1,1,1
128351,0,0,0.0,0,0.0,0,0.0,3,0.05284992784992785,5,0.0708103540295321,11,0.09424815208782351,1,1,1,0,0,0
128377,0,0,0.0,0,0.0,0,0.0,1,0.014285714285714285,4,0.0375,7,0.05011070853462158,1,1,1,1,1,1
128389,0,0,0.0,0,0.0,0,0.0,2,0.032407407407407406,3,0.043771043771043766,8,0.06338830374282609,1,1,1,1,1,1
128393,0,1,0.16666666666666666,2,0.23809523809523808,3,0.27976190476190477,3,0.27976190476190477,5,0.30135281385281387,11,0.32266339819549805,1,1,1,1,1,1
128399,0,1,0.5,1,0.5,2,0.5416666666666666,3,0.5625,4,0.5736111111111111,12,0.6044919547606671,0,0,0,0,0,0
128411,0,0,0.0,1,0.125,2,0.15625,2,0.15625,5,0.1831967213114754,14,0.22119263528335223,1,1,1,1,1,1
128413,0,0,0.0,0,0.0,2,0.09583333333333333,4,0.12997685185185184,7,0.15441312636165574,10,0.1654302525103608,1,1,1,1,1,1
128431,0,0,0.0,0,0.0,0,0.0,2,0.034722222222222224,5,0.06771494280122904,12,0.1000605505087748,1,1,1,1,1,1
128437,0,0,0.0,0,0.0,2,0.075,3,0.090625,5,0.11240530303030304,11,0.1378108786628921,1,1,1,1,1,1
128449,0,0,0.0,0,0.0,0,0.0,3,0.05363756613756613,5,0.07094253067657322,10,0.09096483471684902,1,1,1,1,1,1
128461,0,1,0.16666666666666666,1,0.16666666666666666,2,0.2121212121212121,4,0.24684343434343434,5,0.2566473559120618,11,0.2777438794238692,1,1,1,0,0,0
128467,0,0,0.0,0,0.0,3,0.12663398692810457,5,0.16261883541295308,7,0.17952900857312623,15,0.20544569003047758,1,1,1,1,1,1
128473,0,1,0.16666666666666666,1,0.16666666666666666,2,0.22916666666666666,3,0.2509057971014493,5,0.26618357487922706,10,0.288725118963712,0,0,0,0,0,0
128477,0,1,0.16666666666666666,2,0.23809523809523808,4,0.29774436090225564,4,0.29774436090225564,7,0.3263996849064169,12,0.3456541571050555,0,0,0,0,0,0
128483,0,1,0.5,1,0.5,1,0.5,1,0.5,4,0.5272756686798964,13,0.5551240972152118,0,0,0,0,0,0
128489,0,0,0.0,0,0.0,2,0.075,2,0.075,8,0.1330261752136752,18,0.174743455324791,1,1,1,1,1,1
128509,0,0,0.0,0,0.0,1,0.041666666666666664,4,0.09947089947089947,5,0.11083453583453584,11,0.13158787006296405,1,1,1,1,1,1
128519,0,0,0.0,0,0.0,1,0.03125,1,0.03125,8,0.09233735700746008,15,0.11870055767232048,1,1,1,1,1,1
128521,0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.03918414918414918,9,0.05901883192058846,1,1,1,1,1,1
128549,0,0,0.0,1,0.125,2,0.15625,3,0.1701388888888889,3,0.1701388888888889,10,0.1946058039329005,1,1,1,1,1,1
128551,0,0,0.0,1,0.1,1,0.1,2,0.12083333333333333,6,0.16057139190767813,10,0.17354668742773066,1,1,1,1,0,0
128563,0,0,0.0,0,0.0,1,0.0625,2,0.0763888888888889,5,0.10308706816059758,13,0.13284906929609203,1,1,1,1,1,1
128591,0,0,0.0,0,0.0,0,0.0,3,0.06166666666666667,5,0.08197916666666667,12,0.11110613252136062,1,1,1,1,1,1
128599,0,0,0.0,0,0.0,1,0.029411764705882353,2,0.05024509803921569,5,0.07201638231049996,13,0.1054870096699923,1,1,1,1,1,1
128603,0,0,0.0,0,0.0,1,0.03125,2,0.05505952380952381,7,0.10221823342509279,13,0.1264334854109633,1,1,0,0,0,0
128621,0,0,0.0,1,0.125,2,0.1513157894736842,3,0.17214912280701755,5,0.1916566985645933,12,0.2219803317946312,1,1,1,1,1,1
128629,0,0,0.0,0,0.0,1,0.045454545454545456,2,0.05974025974025974,5,0.08756077256077256,11,0.10968849014760829,1,1,1,1,1,1
