p,method_rank_M18,killed_Q0,hazard,rank_M22,survive_Q1
45389,4184,0,0.0,198,1
45413,4186,0,0.0,199,1
45503,4193,0,0.0,200,1
45557,4198,0,0.0,201,1
45587,4200,0,0.0,202,1
45589,4201,0,0.0,203,1
45673,4207,0,0.0,204,1
45677,4208,0,0.0,205,1
45767,4216,0,0.0,206,1
45817,4218,0,0.0,207,1
45833,4222,0,0.0,208,1
45863,4225,0,0.0,209,1
45943,4229,0,0.0,210,1
46061,4239,0,0.0,211,1
46093,4242,0,0.0,212,1
46133,4245,0,0.0,213,1
46171,4249,0,0.0,214,1
46301,4260,0,0.0,215,1
46307,4261,0,0.0,216,1
46441,4271,0,0.0,217,1
46451,4273,0,0.0,218,1
46511,4280,0,0.0,219,1
46549,4281,0,0.0,220,1
46573,4284,0,0.0,221,1
46639,4289,0,0.0,222,1
46687,4294,0,0.0,223,1
46727,4296,0,0.0,224,1
46757,4298,0,0.0,225,1
46919,4313,0,0.0,226,1
46957,4315,0,0.0,227,1
47057,4321,0,0.0,228,1
47149,4332,0,0.0,229,1
47237,4337,0,0.0,230,1
47303,4343,0,0.0,231,1
47317,4345,0,0.0,232,1
47407,4352,0,0.0,233,1
47417,4353,0,0.0,234,1
47441,4356,0,0.0,235,1
47507,4361,0,0.0,236,1
47629,4373,0,0.0,237,1
47699,4378,0,0.0,238,1
47741,4384,0,0.0,239,1
47837,4393,0,0.0,240,1
47903,4398,0,0.0,241,1
47939,4402,0,0.0,242,1
48109,4416,0,0.0,243,1
48221,4425,0,0.0,244,1
48247,4426,0,0.0,245,1
48299,4430,0,0.0,246,1
48383,4437,0,0.0,247,1
48449,4443,0,0.0,248,1
48527,4451,0,0.0,249,1
48619,4459,0,0.0,250,1
48623,4460,0,0.0,251,1
48661,4463,0,0.0,252,1
48677,4465,0,0.0,253,1
48751,4468,0,0.0,254,1
48809,4476,0,0.0,255,1
48857,4481,0,0.0,256,1
48889,4486,0,0.0,257,1
48907,4487,0,0.0,258,1
48947,4488,0,0.0,259,1
48989,4491,0,0.0,260,1
49009,4494,0,0.0,261,1
49081,4502,0,0.0,262,1
49123,4506,0,0.0,263,1
49139,4507,0,0.0,264,1
49169,4509,0,0.0,265,1
49171,4510,0,0.0,266,1
49211,4516,0,0.0,267,1
49253,4518,0,0.0,268,1
49297,4522,0,0.0,269,1
49333,4524,0,0.0,270,1
49367,4527,0,0.0,271,1
49411,4532,0,0.0,272,1
49613,4548,0,0.0,273,1
49639,4551,0,0.0,274,1
49669,4554,0,0.0,275,1
49739,4559,0,0.0,276,1
49789,4565,0,0.0,277,1
49807,4567,0,0.0,278,1
49831,4569,0,0.0,279,1
49853,4571,0,0.0,280,1
49927,4576,0,0.0,281,1
49991,4581,0,0.0,282,1
49993,4582,0,0.0,283,1
49999,4583,0,0.0,284,1
50033,4586,0,0.0,285,1
50069,4590,0,0.0,286,1
50093,4593,0,0.0,287,1
50129,4598,0,0.0,288,1
50147,4600,0,0.0,289,1
50153,4601,0,0.0,290,1
50159,4602,0,0.0,291,1
50341,4617,0,0.0,292,1
50363,4619,0,0.0,293,1
50539,4633,0,0.0,294,1
50543,4634,0,0.0,295,1
50593,4640,0,0.0,296,1
50599,4641,0,0.0,297,1
50627,4642,0,0.0,298,1
50753,4650,0,0.0,299,1
50767,4651,0,0.0,300,1
50821,4655,0,0.0,301,1
50839,4657,0,0.0,302,1
50867,4660,0,0.0,303,1
50891,4662,0,0.0,304,1
50923,4665,0,0.0,305,1
50929,4666,0,0.0,306,1
50951,4667,0,0.0,307,1
50971,4670,0,0.0,308,1
51047,4676,0,0.0,309,1
51193,4687,0,0.0,310,1
51197,4688,0,0.0,311,1
51287,4698,0,0.0,312,1
51347,4703,0,0.0,313,1
51413,4708,0,0.0,314,1
51419,4709,0,0.0,315,1
51437,4713,0,0.0,316,1
51449,4715,0,0.0,317,1
51461,4716,0,0.0,318,1
51551,4726,0,0.0,319,1
51581,4729,0,0.0,320,1
51613,4733,0,0.0,321,1
51673,4738,0,0.0,322,1
51679,4739,0,0.0,323,1
51713,4742,0,0.0,324,1
51767,4746,0,0.0,325,1
51769,4747,0,0.0,326,1
51787,4748,0,0.0,327,1
51839,4754,0,0.0,328,1
51853,4755,0,0.0,329,1
51871,4758,0,0.0,330,1
51899,4760,0,0.0,331,1
52177,4784,0,0.0,332,1
52189,4787,0,0.0,333,1
52223,4789,0,0.0,334,1
52253,4792,0,0.0,335,1
52301,4797,0,0.0,336,1
52321,4799,0,0.0,337,1
52391,4805,0,0.0,338,1
52457,4808,0,0.0,339,1
52501,4810,0,0.0,340,1
52721,4832,0,0.0,341,1
52747,4835,0,0.0,342,1
52769,4837,0,0.0,343,1
52859,4843,0,0.0,344,1
52889,4847,0,0.0,345,1
52919,4850,0,0.0,346,1
52963,4854,0,0.0,347,1
52967,4855,0,0.0,348,1
53003,4859,0,0.0,349,1
53077,4864,0,0.0,350,1
53089,4866,0,0.0,351,1
53129,4871,0,0.0,352,1
53149,4873,0,0.0,353,1
53323,4889,0,0.0,354,1
53359,4892,0,0.0,355,1
53381,4894,0,0.0,356,1
53407,4896,0,0.0,357,1
53419,4898,0,0.0,358,1
53503,4903,0,0.0,359,1
53507,4904,0,0.0,360,1
53569,4908,0,0.0,361,1
53623,4915,0,0.0,362,1
53693,4922,0,0.0,363,1
53777,4929,0,0.0,364,1
53857,4936,0,0.0,365,1
53861,4937,0,0.0,366,1
53891,4940,0,0.0,367,1
53899,4942,0,0.0,368,1
54001,4951,0,0.0,369,1
54013,4953,0,0.0,370,1
54049,4955,0,0.0,371,1
54269,4970,0,0.0,372,1
54319,4975,0,0.0,373,1
54377,4982,0,0.0,374,1
54421,4988,0,0.0,375,1
54437,4989,0,0.0,376,1
54469,4992,0,0.0,377,1
54493,4993,0,0.0,378,1
54499,4995,0,0.0,379,1
54547,5001,0,0.0,380,1
54617,5008,0,0.0,381,1
54631,5011,0,0.0,382,1
54709,5016,0,0.0,383,1
54833,5027,0,0.0,384,1
54851,5028,0,0.0,385,1
54973,5038,0,0.0,386,1
55051,5045,0,0.0,387,1
55127,5053,0,0.0,388,1
55163,5055,0,0.0,389,1
55207,5058,0,0.0,390,1
55291,5066,0,0.0,391,1
55313,5067,0,0.0,392,1
55351,5073,0,0.0,393,1
55373,5074,0,0.0,394,1
55529,5085,0,0.0,395,1
55603,5090,0,0.0,396,1
55667,5099,0,0.0,397,1
55691,5102,0,0.0,398,1
55717,5105,0,0.0,399,1
55787,5109,0,0.0,400,1
55817,5114,0,0.0,401,1
55837,5118,0,0.0,402,1
55901,5124,0,0.0,403,1
55927,5127,0,0.0,404,1
55933,5129,0,0.0,405,1
55949,5130,0,0.0,406,1
55967,5131,0,0.0,407,1
55987,5132,0,0.0,408,1
55997,5133,0,0.0,409,1
56003,5134,0,0.0,410,1
56101,5143,0,0.0,411,1
56113,5144,0,0.0,412,1
56149,5147,0,0.0,413,1
56171,5149,0,0.0,414,1
56207,5152,0,0.0,415,1
56237,5154,0,0.0,416,1
56239,5155,0,0.0,417,1
56249,5156,0,0.0,418,1
56299,5160,0,0.0,419,1
56359,5163,0,0.0,420,1
56369,5164,0,0.0,421,1
56431,5170,0,0.0,422,1
56453,5173,0,0.0,423,1
56477,5176,0,0.0,424,1
56479,5177,0,0.0,425,1
56509,5181,0,0.0,426,1
56527,5183,0,0.0,427,1
56543,5186,0,0.0,428,1
56591,5188,0,0.0,429,1
56629,5192,0,0.0,430,1
56687,5198,0,0.0,431,1
56713,5201,0,0.0,432,1
56767,5205,0,0.0,433,1
56779,5207,0,0.0,434,1
56813,5211,0,0.0,435,1
56827,5213,0,0.0,436,1
56857,5215,0,0.0,437,1
56873,5216,0,0.0,438,1
56893,5218,0,0.0,439,1
56963,5228,0,0.0,440,1
56989,5230,0,0.0,441,1
57037,5233,0,0.0,442,1
57059,5236,0,0.0,443,1
57073,5237,0,0.0,444,1
57077,5238,0,0.0,445,1
57089,5239,0,0.0,446,1
57097,5240,0,0.0,447,1
57107,5241,0,0.0,448,1
57173,5248,0,0.0,449,1
57223,5254,0,0.0,450,1
57269,5258,0,0.0,451,1
57301,5262,0,0.0,452,1
57331,5264,0,0.0,453,1
57349,5266,0,0.0,454,1
57383,5269,0,0.0,455,1
57427,5273,0,0.0,456,1
57467,5275,0,0.0,457,1
57593,5285,0,0.0,458,1
57697,5294,0,0.0,459,1
57709,5295,0,0.0,460,1
57713,5296,0,0.0,461,1
57719,5297,0,0.0,462,1
57731,5299,0,0.0,463,1
57737,5300,0,0.0,464,1
57751,5301,0,0.0,465,1
57787,5304,0,0.0,466,1
57809,5308,0,0.0,467,1
57847,5311,0,0.0,468,1
57859,5313,0,0.0,469,1
57977,5322,0,0.0,470,1
57991,5323,0,0.0,471,1
58099,5333,0,0.0,472,1
58109,5334,0,0.0,473,1
58129,5336,0,0.0,474,1
58199,5344,0,0.0,475,1
58243,5351,0,0.0,476,1
58337,5356,0,0.0,477,1
58367,5358,0,0.0,478,1
58379,5360,0,0.0,479,1
58439,5367,0,0.0,480,1
58477,5371,0,0.0,481,1
58603,5381,0,0.0,482,1
58631,5383,0,0.0,483,1
58661,5385,0,0.0,484,1
58699,5389,0,0.0,485,1
58727,5391,0,0.0,486,1
58741,5393,0,0.0,487,1
58897,5401,0,0.0,488,1
58909,5404,0,0.0,489,1
58913,5405,0,0.0,490,1
58937,5407,0,0.0,491,1
58967,5410,0,0.0,492,1
59011,5415,0,0.0,493,1
59029,5418,0,0.0,494,1
59053,5420,0,0.0,495,1
59167,5433,0,0.0,496,1
59197,5435,0,0.0,497,1
59209,5437,0,0.0,498,1
59219,5438,0,0.0,499,1
59221,5439,0,0.0,500,1
59273,5444,0,0.0,501,1
59281,5445,0,0.0,502,1
59333,5446,0,0.0,503,1
59359,5450,0,0.0,504,1
59387,5453,0,0.0,505,1
59417,5457,0,0.0,506,1
59419,5458,0,0.0,507,1
59447,5461,0,0.0,508,1
59473,5465,0,0.0,509,1
59497,5466,0,0.0,510,1
59561,5471,0,0.0,511,1
59567,5472,0,0.0,512,1
59663,5481,0,0.0,513,1
59669,5482,0,0.0,514,1
59671,5483,0,0.0,515,1
59729,5488,0,0.0,516,1
59753,5491,0,0.0,517,1
59779,5493,0,0.0,518,1
59921,5501,0,0.0,519,1
59957,5504,0,0.0,520,1
59971,5505,0,0.0,521,1
60013,5508,0,0.0,522,1
60029,5510,0,0.0,523,1
60091,5516,0,0.0,524,1
60107,5519,0,0.0,525,1
60139,5522,0,0.0,526,1
60161,5524,0,0.0,527,1
60257,5531,0,0.0,528,1
60337,5538,0,0.0,529,1
60353,5540,0,0.0,530,1
60413,5544,0,0.0,531,1
60427,5545,0,0.0,532,1
60521,5552,0,0.0,533,1
60527,5553,0,0.0,534,1
60601,5556,0,0.0,535,1
60611,5558,0,0.0,536,1
60617,5559,0,0.0,537,1
60623,5560,0,0.0,538,1
60637,5562,0,0.0,539,1
60647,5563,0,0.0,540,1
60649,5564,0,0.0,541,1
60659,5565,0,0.0,542,1
60727,5571,0,0.0,543,1
60763,5576,0,0.0,544,1
60887,5584,0,0.0,545,1
60917,5589,0,0.0,546,1
60919,5590,0,0.0,547,1
60923,5591,0,0.0,548,1
60937,5592,0,0.0,549,1
60953,5594,0,0.0,550,1
60961,5595,0,0.0,551,1
61129,5606,0,0.0,552,1
61169,5610,0,0.0,553,1
61223,5612,0,0.0,554,1
61231,5613,0,0.0,555,1
61291,5617,0,0.0,556,1
61339,5621,0,0.0,557,1
61379,5625,0,0.0,558,1
61403,5627,0,0.0,559,1
61417,5629,0,0.0,560,1
61463,5631,0,0.0,561,1
61471,5633,0,0.0,562,1
61493,5636,0,0.0,563,1
61507,5637,0,0.0,564,1
61519,5639,0,0.0,565,1
61559,5643,0,0.0,566,1
61561,5644,0,0.0,567,1
61583,5645,0,0.0,568,1
61603,5646,0,0.0,569,1
61609,5647,0,0.0,570,1
61657,5654,0,0.0,571,1
61673,5656,0,0.0,572,1
61681,5657,0,0.0,573,1
61757,5664,0,0.0,574,1
61819,5667,0,0.0,575,1
61837,5668,0,0.0,576,1
61927,5674,0,0.0,577,1
61949,5676,0,0.0,578,1
61967,5678,0,0.0,579,1
61979,5679,0,0.0,580,1
61987,5681,0,0.0,581,1
62003,5683,0,0.0,582,1
62081,5691,0,0.0,583,1
62189,5700,0,0.0,584,1
62191,5701,0,0.0,585,1
62207,5703,0,0.0,586,1
62219,5705,0,0.0,587,1
62299,5709,0,0.0,588,1
62311,5711,0,0.0,589,1
62323,5712,0,0.0,590,1
62401,5717,0,0.0,591,1
62417,5718,0,0.0,592,1
62467,5721,0,0.0,593,1
62477,5723,0,0.0,594,1
62533,5728,0,0.0,595,1
62539,5729,0,0.0,596,1
62627,5737,0,0.0,597,1
62653,5740,0,0.0,598,1
62723,5745,0,0.0,599,1
62731,5746,0,0.0,600,1
62743,5747,0,0.0,601,1
62851,5755,0,0.0,602,1
62903,5760,0,0.0,603,1
62929,5763,0,0.0,604,1
62983,5768,0,0.0,605,1
62987,5769,0,0.0,606,1
63029,5771,0,0.0,607,1
63067,5774,0,0.0,608,1
63079,5776,0,0.0,609,1
63197,5784,0,0.0,610,1
63211,5786,0,0.0,611,1
63247,5788,0,0.0,612,1
63281,5790,0,0.0,613,1
63311,5792,0,0.0,614,1
63361,5799,0,0.0,615,1
63377,5801,0,0.0,616,1
63439,5808,0,0.0,617,1
63493,5814,0,0.0,618,1
63499,5815,0,0.0,619,1
63527,5817,0,0.0,620,1
63541,5819,0,0.0,621,1
63559,5820,0,0.0,622,1
63577,5821,0,0.0,623,1
63599,5824,0,0.0,624,1
63611,5827,0,0.0,625,1
63617,5828,0,0.0,626,1
63647,5830,0,0.0,627,1
63649,5831,0,0.0,628,1
63659,5832,0,0.0,629,1
63697,5837,0,0.0,630,1
63703,5838,0,0.0,631,1
63709,5839,0,0.0,632,1
63737,5842,0,0.0,633,1
63773,5845,0,0.0,634,1
63781,5846,0,0.0,635,1
63809,5850,0,0.0,636,1
63841,5853,0,0.0,637,1
63907,5858,0,0.0,638,1
63977,5862,0,0.0,639,1
64007,5864,0,0.0,640,1
64019,5866,0,0.0,641,1
64037,5868,0,0.0,642,1
64187,5879,0,0.0,643,1
64217,5881,0,0.0,644,1
64231,5883,0,0.0,645,1
64237,5884,0,0.0,646,1
64271,5885,0,0.0,647,1
64283,5887,0,0.0,648,1
64319,5890,0,0.0,649,1
64327,5891,0,0.0,650,1
64433,5897,0,0.0,651,1
64483,5901,0,0.0,652,1
64553,5905,0,0.0,653,1
64591,5909,0,0.0,654,1
64601,5910,0,0.0,655,1
64717,5922,0,0.0,656,1
64811,5928,0,0.0,657,1
64877,5933,0,0.0,658,1
64969,5942,0,0.0,659,1
64997,5943,0,0.0,660,1
65027,5946,0,0.0,661,1
65101,5954,0,0.0,662,1
65141,5959,0,0.0,663,1
65167,5961,0,0.0,664,1
65213,5967,0,0.0,665,1
65239,5968,0,0.0,666,1
65257,5969,0,0.0,667,1
65353,5977,0,0.0,668,1
65423,5985,0,0.0,669,1
65519,5991,0,0.0,670,1
65543,5995,0,0.0,671,1
65557,5997,0,0.0,672,1
65599,6002,0,0.0,673,1
65729,6018,0,0.0,674,1
65777,6021,0,0.0,675,1
65789,6022,0,0.0,676,1
65927,6034,0,0.0,677,1
65929,6035,0,0.0,678,1
65951,6036,0,0.0,679,1
66037,6043,0,0.0,680,1
66161,6054,0,0.0,681,1
66169,6055,0,0.0,682,1
66239,6060,0,0.0,683,1
66359,6067,0,0.0,684,1
66361,6068,0,0.0,685,1
66383,6071,0,0.0,686,1
66413,6073,0,0.0,687,1
66467,6078,0,0.0,688,1
66491,6079,0,0.0,689,1
66499,6080,0,0.0,690,1
66541,6085,0,0.0,691,1
66553,6086,0,0.0,692,1
66571,6088,0,0.0,693,1
66601,6091,0,0.0,694,1
66617,6092,0,0.0,695,1
66697,6097,0,0.0,696,1
66751,6104,0,0.0,697,1
66797,6107,0,0.0,698,1
66841,6110,0,0.0,699,1
66851,6111,0,0.0,700,1
66877,6114,0,0.0,701,1
66943,6120,0,0.0,702,1
66947,6121,0,0.0,703,1
67061,6132,0,0.0,704,1
67139,6138,0,0.0,705,1
67217,6148,0,0.0,706,1
67219,6149,0,0.0,707,1
67271,6153,0,0.0,708,1
67273,6154,0,0.0,709,1
67289,6155,0,0.0,710,1
67343,6158,0,0.0,711,1
67369,6160,0,0.0,712,1
67409,6163,0,0.0,713,1
67411,6164,0,0.0,714,1
67427,6166,0,0.0,715,1
67429,6167,0,0.0,716,1
67447,6169,0,0.0,717,1
67511,6176,0,0.0,718,1
67523,6177,0,0.0,719,1
67531,6178,0,0.0,720,1
67537,6179,0,0.0,721,1
67607,6187,0,0.0,722,1
67651,6190,0,0.0,723,1
67679,6191,0,0.0,724,1
67757,6198,0,0.0,725,1
67759,6199,0,0.0,726,1
67807,6205,0,0.0,727,1
67901,6213,0,0.0,728,1
67927,6214,0,0.0,729,1
67939,6217,0,0.0,730,1
67967,6221,0,0.0,731,1
67979,6222,0,0.0,732,1
68087,6230,0,0.0,733,1
68141,6234,0,0.0,734,1
68147,6235,0,0.0,735,1
68207,6238,0,0.0,736,1
68213,6240,0,0.0,737,1
68219,6241,0,0.0,738,1
68227,6242,0,0.0,739,1
68239,6243,0,0.0,740,1
68329,6248,0,0.0,741,1
68371,6250,0,0.0,742,1
68389,6251,0,0.0,743,1
68491,6261,0,0.0,744,1
68531,6265,0,0.0,745,1
68539,6266,0,0.0,746,1
68567,6268,0,0.0,747,1
68659,6274,0,0.0,748,1
68711,6279,0,0.0,749,1
68737,6282,0,0.0,750,1
68749,6284,0,0.0,751,1
68791,6288,0,0.0,752,1
68813,6289,0,0.0,753,1
68821,6291,0,0.0,754,1
68881,6294,0,0.0,755,1
68899,6297,0,0.0,756,1
68903,6298,0,0.0,757,1
68909,6299,0,0.0,758,1
68927,6301,0,0.0,759,1
68993,6304,0,0.0,760,1
69019,6307,0,0.0,761,1
69031,6309,0,0.0,762,1
69067,6311,0,0.0,763,1
69109,6313,0,0.0,764,1
69197,6322,0,0.0,765,1
69233,6325,0,0.0,766,1
69247,6327,0,0.0,767,1
69263,6330,0,0.0,768,1
69317,6332,0,0.0,769,1
69379,6336,0,0.0,770,1
69389,6338,0,0.0,771,1
69467,6346,0,0.0,772,1
69493,6350,0,0.0,773,1
69497,6351,0,0.0,774,1
69499,6352,0,0.0,775,1
69557,6354,0,0.0,776,1
69623,6356,0,0.0,777,1
69653,6357,0,0.0,778,1
69677,6359,0,0.0,779,1
69691,6360,0,0.0,780,1
69697,6361,0,0.0,781,1
69739,6364,0,0.0,782,1
69761,6365,0,0.0,783,1
69779,6368,0,0.0,784,1
69827,6371,0,0.0,785,1
69833,6373,0,0.0,786,1
69857,6375,0,0.0,787,1
69877,6377,0,0.0,788,1
69899,6378,0,0.0,789,1
69929,6380,0,0.0,790,1
69931,6381,0,0.0,791,1
69991,6384,0,0.0,792,1
69997,6385,0,0.0,793,1
70001,6386,0,0.0,794,1
70019,6389,0,0.0,795,1
70067,6393,0,0.0,796,1
70117,6397,0,0.0,797,1
70123,6399,0,0.0,798,1
70141,6401,0,0.0,799,1
70157,6402,0,0.0,800,1
70163,6403,0,0.0,801,1
70177,6404,0,0.0,802,1
70183,6406,0,0.0,803,1
70199,6407,0,0.0,804,1
70207,6409,0,0.0,805,1
70229,6411,0,0.0,806,1
70241,6413,0,0.0,807,1
70309,6418,0,0.0,808,1
70327,6421,0,0.0,809,1
70351,6422,0,0.0,810,1
70423,6427,0,0.0,811,1
70481,6433,0,0.0,812,1
70489,6435,0,0.0,813,1
70537,6439,0,0.0,814,1
70607,6445,0,0.0,815,1
70619,6446,0,0.0,816,1
70639,6449,0,0.0,817,1
70657,6450,0,0.0,818,1
70687,6453,0,0.0,819,1
70709,6454,0,0.0,820,1
70867,6466,0,0.0,821,1
70877,6467,0,0.0,822,1
70879,6468,0,0.0,823,1
70891,6469,0,0.0,824,1
70913,6471,0,0.0,825,1
70937,6474,0,0.0,826,1
70957,6477,0,0.0,827,1
70981,6480,0,0.0,828,1
70991,6481,0,0.0,829,1
70997,6482,0,0.0,830,1
71011,6484,0,0.0,831,1
71039,6486,0,0.0,832,1
71129,6492,0,0.0,833,1
71147,6494,0,0.0,834,1
71167,6497,0,0.0,835,1
71191,6499,0,0.0,836,1
71209,6500,0,0.0,837,1
71249,6503,0,0.0,838,1
71261,6505,0,0.0,839,1
71293,6508,0,0.0,840,1
71327,6510,0,0.0,841,1
71339,6513,0,0.0,842,1
71387,6519,0,0.0,843,1
71411,6522,0,0.0,844,1
71413,6523,0,0.0,845,1
71473,6530,0,0.0,846,1
71527,6534,0,0.0,847,1
71551,6537,0,0.0,848,1
71569,6539,0,0.0,849,1
71593,6540,0,0.0,850,1
71633,6542,0,0.0,851,1
71663,6544,0,0.0,852,1
71671,6545,0,0.0,853,1
71699,6547,0,0.0,854,1
71707,6548,0,0.0,855,1
71761,6553,0,0.0,856,1
71789,6555,0,0.0,857,1
71807,6556,0,0.0,858,1
71837,6559,0,0.0,859,1
71861,6562,0,0.0,860,1
71941,6571,0,0.0,861,1
71963,6573,0,0.0,862,1
71971,6574,0,0.0,863,1
71987,6576,0,0.0,864,1
72043,6581,0,0.0,865,1
72053,6583,0,0.0,866,1
72091,6587,0,0.0,867,1
72109,6590,0,0.0,868,1
