n_start,q0_best,dt_best,theta_subdeg,theta_ci_lo,theta_ci_hi,q_theta,q_theta_ci_lo,q_theta_ci_hi,q_eff,q_eff_ci_lo,q_eff_ci_hi,track_r2_real,peakiness_real,track_r2_sanity,peakiness_sanity,pass_real,pass_sanity,pass_overall,fail_reasons
200000000,29,23,88.33481886364575,88.32405986517772,88.3470803782372,34.39844812882203,34.17749631879383,34.65376229531493,29.359447004608295,27.82096069868996,30.930956073881127,0.9891047797032724,25.17999943762639,0.0029961878745917714,4.33333320766667,True,True,True,
