theta_deg,score_total
84.41556603752214,0.8833333775401115
84.43556603752214,0.9333333801478148
84.45556603752215,1.000000050291419
84.47556603752214,1.0333333853632212
84.49556603752214,1.0333333853632212
84.51556603752213,0.983333382755518
84.53556603752214,0.983333382755518
84.55556603752214,0.9500000476837158
84.57556603752214,1.01666671782732
84.59556603752215,0.983333382755518
84.61556603752214,0.966666717082262
84.63556603752214,0.950000049546361
84.65556603752214,0.9333333820104599
84.67556603752215,0.9166667144745588
84.69556603752214,0.9333333820104599
84.71556603752214,0.9000000469386578
84.73556603752213,0.8833333756774664
84.75556603752214,0.9833333808928728
84.77556603752214,0.983333382755518
84.79556603752214,1.0500000547617674
84.81556603752215,1.0500000547617674
84.83556603752214,1.0666667222976685
84.85556603752214,1.1500000599771738
84.87556603752213,1.216666730120778
84.89556603752214,1.2500000651925802
84.91556603752214,1.2333333976566792
84.93556603752214,1.2833334002643824
84.95556603752215,1.2833334002643824
84.97556603752214,1.2500000651925802
84.99556603752214,1.3000000678002834
85.01556603752213,1.3333334010094404
85.03556603752214,1.3000000659376383
85.05556603752214,1.3500000685453415
85.07556603752214,1.3833334036171436
85.09556603752215,1.3500000685453415
85.11556603752214,1.3333333991467953
85.13556603752214,1.2333333939313889
85.15556603752214,1.2166667263954878
85.17556603752215,1.2333333939313889
85.19556603752214,1.2000000607222319
85.21556603752214,1.1500000581145287
85.23556603752213,1.1000000573694706
85.25556603752214,1.0666667222976685
85.27556603752214,0.9833333846181631
85.29556603752214,0.9333333820104599
85.31556603752215,0.950000049546361
85.33556603752214,0.9166667144745588
85.35556603752214,0.9333333820104599
85.37556603752213,0.9333333820104599
85.39556603752214,0.9000000469386578
85.41556603752214,0.8833333794027567
85.43556603752214,0.8666667118668556
85.45556603752215,0.8666667118668556
85.47556603752214,0.8666667118668556
85.49556603752214,0.9000000469386578
85.51556603752213,0.9166667144745588
85.53556603752214,0.9000000469386578
85.55556603752214,0.966666717082262
85.57556603752214,0.9166667144745588
85.59556603752215,0.9333333820104599
85.61556603752214,0.9333333820104599
