win_start,occ_density,occ_density_expected,occ_error,row_nonempty_mean,row_nonempty_var
1,0.07598484848484849,0.07799784021586227,-0.002012991731013783,4.5590909090909095,9.910144628099172
61,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,12.014132231404957
121,0.07742424242424242,0.07799784021586227,-0.0005735977916198481,4.6454545454545455,12.919752066115704
181,0.07787878787878788,0.07799784021586227,-0.00011905233707439067,4.672727272727273,13.31107438016529
241,0.0775,0.07799784021586227,-0.0004978402158622719,4.65,13.491136363636365
301,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,13.941404958677685
361,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,13.90504132231405
421,0.0775,0.07799784021586227,-0.0004978402158622719,4.65,14.127500000000001
481,0.07757575757575758,0.07799784021586227,-0.00042208264010469565,4.654545454545454,14.089752066115704
541,0.07795454545454546,0.07799784021586227,-4.329476131681442e-05,4.677272727272728,14.454938016528926
601,0.0778030303030303,0.07799784021586227,-0.00019480991283196691,4.668181818181818,14.303533057851242
661,0.07765151515151515,0.07799784021586227,-0.0003463250643471194,4.659090909090909,14.6974173553719
721,0.07757575757575758,0.07799784021586227,-0.00042208264010469565,4.654545454545454,14.39884297520661
781,0.0778030303030303,0.07799784021586227,-0.00019480991283196691,4.668181818181818,14.576260330578515
841,0.07742424242424242,0.07799784021586227,-0.0005735977916198481,4.6454545454545455,14.25611570247934
901,0.07765151515151515,0.07799784021586227,-0.0003463250643471194,4.659090909090909,14.761053719008263
961,0.0778030303030303,0.07799784021586227,-0.00019480991283196691,4.668181818181818,14.430805785123969
1021,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,14.386859504132232
1081,0.0778030303030303,0.07799784021586227,-0.00019480991283196691,4.668181818181818,14.639896694214878
1141,0.07787878787878788,0.07799784021586227,-0.00011905233707439067,4.672727272727273,14.892892561983473
1201,0.07712121212121212,0.07799784021586227,-0.0008766280946501531,4.627272727272727,14.315619834710745
1261,0.07734848484848485,0.07799784021586227,-0.0006493553673774244,4.640909090909091,14.09378099173554
1321,0.07818181818181819,0.07799784021586227,0.0001839779659559143,4.6909090909090905,14.72264462809917
1381,0.07803030303030303,0.07799784021586227,3.246281444076182e-05,4.681818181818182,15.135123966942148
1441,0.07757575757575758,0.07799784021586227,-0.00042208264010469565,4.654545454545454,14.107933884297521
1501,0.07795454545454546,0.07799784021586227,-4.329476131681442e-05,4.677272727272728,15.173119834710743
1561,0.07742424242424242,0.07799784021586227,-0.0005735977916198481,4.6454545454545455,14.510661157024796
1621,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,14.78685950413223
1681,0.0775,0.07799784021586227,-0.0004978402158622719,4.65,14.263863636363638
1741,0.07787878787878788,0.07799784021586227,-0.00011905233707439067,4.672727272727273,14.711074380165291
1801,0.0775,0.07799784021586227,-0.0004978402158622719,4.65,14.745681818181819
1861,0.07825757575757576,0.07799784021586227,0.00025973554171349056,4.695454545454545,14.766342975206614
1921,0.07734848484848485,0.07799784021586227,-0.0006493553673774244,4.640909090909091,14.24832644628099
1981,0.07727272727272727,0.07799784021586227,-0.0007251129431350006,4.636363636363637,14.658677685950414
2041,0.07757575757575758,0.07799784021586227,-0.00042208264010469565,4.654545454545454,14.471570247933883
2101,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,14.686859504132231
2161,0.0778030303030303,0.07799784021586227,-0.00019480991283196691,4.668181818181818,14.503533057851241
2221,0.0778030303030303,0.07799784021586227,-0.00019480991283196691,4.668181818181818,14.685351239669421
2281,0.0778030303030303,0.07799784021586227,-0.00019480991283196691,4.668181818181818,14.439896694214879
2341,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,14.877768595041323
2401,0.07727272727272727,0.07799784021586227,-0.0007251129431350006,4.636363636363637,14.067768595041322
2461,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,14.741404958677686
2521,0.07742424242424242,0.07799784021586227,-0.0005735977916198481,4.6454545454545455,14.128842975206615
2581,0.07810606060606061,0.07799784021586227,0.00010822039019833807,4.6863636363636365,15.069814049586775
2641,0.07787878787878788,0.07799784021586227,-0.00011905233707439067,4.672727272727273,14.883801652892561
2701,0.07772727272727273,0.07799784021586227,-0.00027056748858954316,4.663636363636364,14.541404958677685
2761,0.07742424242424242,0.07799784021586227,-0.0005735977916198481,4.6454545454545455,14.96520661157025
