win_start,q,count_observed,count_formula,ok_flag
1561,55,4,4,1
1561,57,4,4,1
1561,47,4,4,1
1561,50,4,4,1
1561,52,4,4,1
1561,92,3,3,1
1561,87,3,3,1
1561,27,3,3,1
1561,98,3,3,1
1561,75,3,3,1
1561,83,3,3,1
1561,79,3,3,1
1561,93,3,3,1
1561,88,3,3,1
1561,72,3,3,1
1561,66,3,3,1
1561,69,3,3,1
1561,84,3,3,1
1561,76,3,3,1
1621,34,7,7,1
1621,32,7,7,1
1621,31,7,7,1
1621,37,6,6,1
1621,38,6,6,1
1621,39,6,6,1
1621,40,6,6,1
1621,35,6,6,1
1621,33,6,6,1
1621,30,6,6,1
1621,36,6,6,1
1621,29,5,5,1
1621,44,5,5,1
1621,51,5,5,1
1621,48,5,5,1
1621,43,5,5,1
1621,42,5,5,1
1621,41,5,5,1
1621,47,5,5,1
1621,46,5,5,1
1621,58,4,4,1
1621,56,4,4,1
1621,65,4,4,1
1621,68,4,4,1
1621,63,4,4,1
1621,53,4,4,1
1621,61,4,4,1
1621,55,4,4,1
1621,50,4,4,1
1621,59,4,4,1
1621,57,4,4,1
1621,52,4,4,1
1621,45,4,4,1
1621,49,4,4,1
1621,54,4,4,1
1621,28,3,3,1
1621,74,3,3,1
1621,102,3,3,1
1621,96,3,3,1
1621,71,3,3,1
1621,86,3,3,1
1621,91,3,3,1
1621,78,3,3,1
1621,82,3,3,1
1621,75,3,3,1
1621,66,3,3,1
1621,87,3,3,1
1621,92,3,3,1
1621,72,3,3,1
1621,69,3,3,1
1681,33,7,7,1
1681,32,7,7,1
1681,41,6,6,1
1681,36,6,6,1
1681,34,6,6,1
1681,37,6,6,1
1681,31,6,6,1
1681,38,6,6,1
1681,35,6,6,1
1681,51,5,5,1
1681,47,5,5,1
1681,50,5,5,1
1681,46,5,5,1
1681,45,5,5,1
1681,44,5,5,1
1681,39,5,5,1
1681,43,5,5,1
1681,40,5,5,1
1681,42,5,5,1
1681,58,4,4,1
1681,65,4,4,1
1681,53,4,4,1
1681,63,4,4,1
1681,55,4,4,1
1681,61,4,4,1
1681,57,4,4,1
1681,30,4,4,1
1681,59,4,4,1
1681,49,4,4,1
1681,52,4,4,1
1681,54,4,4,1
1681,48,4,4,1
1681,29,3,3,1
1681,99,3,3,1
1681,89,3,3,1
1681,94,3,3,1
1681,77,3,3,1
1681,100,3,3,1
1681,85,3,3,1
1681,68,3,3,1
1681,81,3,3,1
1681,74,3,3,1
1681,71,3,3,1
1681,95,3,3,1
1681,90,3,3,1
1681,78,3,3,1
1681,66,3,3,1
1681,86,3,3,1
1681,82,3,3,1
1681,75,3,3,1
1741,33,7,7,1
1741,35,7,7,1
1741,38,6,6,1
1741,39,6,6,1
1741,40,6,6,1
1741,32,6,6,1
1741,36,6,6,1
1741,34,6,6,1
1741,46,5,5,1
1741,50,5,5,1
1741,45,5,5,1
1741,44,5,5,1
1741,43,5,5,1
1741,41,5,5,1
1741,49,5,5,1
1741,42,5,5,1
1741,37,5,5,1
1741,67,4,4,1
1741,53,4,4,1
1741,70,4,4,1
1741,65,4,4,1
1741,55,4,4,1
1741,63,4,4,1
1741,57,4,4,1
1741,31,4,4,1
1741,52,4,4,1
1741,61,4,4,1
1741,59,4,4,1
1741,48,4,4,1
1741,54,4,4,1
1741,51,4,4,1
1741,47,4,4,1
1741,56,4,4,1
1741,83,3,3,1
1741,97,3,3,1
1741,92,3,3,1
1741,76,3,3,1
1741,103,3,3,1
1741,73,3,3,1
1741,88,3,3,1
1741,80,3,3,1
1741,98,3,3,1
1741,84,3,3,1
1741,93,3,3,1
1741,68,3,3,1
1741,77,3,3,1
1741,71,3,3,1
1741,74,3,3,1
1741,89,3,3,1
1741,81,3,3,1
1801,34,7,7,1
1801,41,6,6,1
1801,42,6,6,1
1801,37,6,6,1
1801,33,6,6,1
1801,35,6,6,1
1801,38,6,6,1
1801,36,6,6,1
1801,53,5,5,1
1801,44,5,5,1
1801,43,5,5,1
1801,49,5,5,1
1801,48,5,5,1
1801,39,5,5,1
1801,40,5,5,1
1801,67,4,4,1
1801,55,4,4,1
1801,65,4,4,1
1801,52,4,4,1
1801,57,4,4,1
1801,32,4,4,1
1801,63,4,4,1
1801,59,4,4,1
1801,61,4,4,1
1801,47,4,4,1
1801,54,4,4,1
1801,51,4,4,1
1801,46,4,4,1
1801,45,4,4,1
1801,56,4,4,1
1801,50,4,4,1
1801,106,3,3,1
1801,82,3,3,1
1801,95,3,3,1
1801,86,3,3,1
1801,79,3,3,1
1801,101,3,3,1
1801,91,3,3,1
1801,70,3,3,1
1801,96,3,3,1
1801,76,3,3,1
1801,73,3,3,1
1801,83,3,3,1
1801,87,3,3,1
1801,68,3,3,1
1801,80,3,3,1
1801,71,3,3,1
1801,84,3,3,1
1801,77,3,3,1
1801,66,3,3,1
1861,38,6,6,1
1861,34,6,6,1
1861,39,6,6,1
1861,36,6,6,1
1861,40,6,6,1
1861,37,6,6,1
1861,35,6,6,1
1861,49,5,5,1
1861,52,5,5,1
1861,48,5,5,1
1861,47,5,5,1
1861,46,5,5,1
1861,41,5,5,1
1861,45,5,5,1
1861,42,5,5,1
1861,44,5,5,1
1861,43,5,5,1
1861,69,4,4,1
1861,55,4,4,1
1861,67,4,4,1
1861,57,4,4,1
1861,33,4,4,1
1861,65,4,4,1
1861,51,4,4,1
1861,59,4,4,1
1861,63,4,4,1
1861,54,4,4,1
1861,61,4,4,1
1861,50,4,4,1
1861,56,4,4,1
1861,53,4,4,1
1861,98,3,3,1
1861,81,3,3,1
1861,89,3,3,1
1861,85,3,3,1
1861,104,3,3,1
1861,78,3,3,1
1861,72,3,3,1
1861,75,3,3,1
1861,94,3,3,1
1861,99,3,3,1
1861,82,3,3,1
1861,90,3,3,1
1861,70,3,3,1
1861,86,3,3,1
1861,79,3,3,1
1861,73,3,3,1
1861,76,3,3,1
1861,68,3,3,1
1861,83,3,3,1
1921,37,6,6,1
1921,35,6,6,1
1921,41,6,6,1
1921,38,6,6,1
1921,36,6,6,1
1921,52,5,5,1
1921,47,5,5,1
1921,46,5,5,1
1921,42,5,5,1
1921,45,5,5,1
1921,43,5,5,1
1921,44,5,5,1
1921,39,5,5,1
1921,40,5,5,1
1921,62,4,4,1
1921,55,4,4,1
1921,69,4,4,1
1921,57,4,4,1
1921,51,4,4,1
1921,34,4,4,1
1921,54,4,4,1
1921,59,4,4,1
1921,50,4,4,1
1921,61,4,4,1
1921,56,4,4,1
1921,49,4,4,1
1921,53,4,4,1
1921,48,4,4,1
1921,74,3,3,1
1921,77,3,3,1
1921,107,3,3,1
1921,92,3,3,1
1921,84,3,3,1
1921,88,3,3,1
1921,97,3,3,1
1921,67,3,3,1
1921,81,3,3,1
1921,72,3,3,1
1921,78,3,3,1
1921,75,3,3,1
1921,65,3,3,1
1921,93,3,3,1
1921,63,3,3,1
1921,85,3,3,1
1921,89,3,3,1
1921,70,3,3,1
1921,82,3,3,1
1921,73,3,3,1
1921,68,3,3,1
1921,58,3,3,1
1981,39,6,6,1
1981,37,6,6,1
1981,40,6,6,1
1981,51,5,5,1
1981,50,5,5,1
1981,41,5,5,1
1981,38,5,5,1
1981,42,5,5,1
1981,36,5,5,1
1981,43,5,5,1
1981,44,5,5,1
1981,64,4,4,1
1981,62,4,4,1
1981,57,4,4,1
1981,35,4,4,1
1981,54,4,4,1
1981,59,4,4,1
1981,49,4,4,1
1981,61,4,4,1
1981,53,4,4,1
1981,56,4,4,1
1981,48,4,4,1
1981,47,4,4,1
1981,46,4,4,1
1981,45,4,4,1
1981,52,4,4,1
1981,55,4,4,1
1981,71,3,3,1
1981,83,3,3,1
1981,95,3,3,1
1981,74,3,3,1
1981,100,3,3,1
1981,80,3,3,1
1981,87,3,3,1
1981,69,3,3,1
1981,91,3,3,1
1981,77,3,3,1
1981,67,3,3,1
1981,65,3,3,1
1981,84,3,3,1
1981,72,3,3,1
1981,63,3,3,1
1981,88,3,3,1
1981,81,3,3,1
1981,75,3,3,1
1981,78,3,3,1
1981,70,3,3,1
1981,58,3,3,1
1981,68,3,3,1
1981,60,3,3,1
2041,41,6,6,1
2041,38,6,6,1
2041,50,5,5,1
2041,49,5,5,1
2041,42,5,5,1
2041,48,5,5,1
2041,43,5,5,1
2041,39,5,5,1
2041,47,5,5,1
2041,44,5,5,1
2041,46,5,5,1
2041,45,5,5,1
2041,37,5,5,1
2041,40,5,5,1
2041,66,4,4,1
2041,62,4,4,1
2041,64,4,4,1
2041,57,4,4,1
2041,54,4,4,1
2041,36,4,4,1
2041,59,4,4,1
2041,53,4,4,1
2041,56,4,4,1
2041,61,4,4,1
2041,52,4,4,1
2041,55,4,4,1
2041,51,4,4,1
2041,73,3,3,1
2041,93,3,3,1
2041,89,3,3,1
2041,82,3,3,1
2041,76,3,3,1
2041,79,3,3,1
2041,98,3,3,1
2041,71,3,3,1
2041,86,3,3,1
2041,94,3,3,1
2041,90,3,3,1
2041,69,3,3,1
2041,74,3,3,1
2041,83,3,3,1
2041,67,3,3,1
2041,77,3,3,1
2041,63,3,3,1
2041,80,3,3,1
2041,65,3,3,1
2041,72,3,3,1
2041,58,3,3,1
2041,75,3,3,1
2041,70,3,3,1
2101,39,6,6,1
2101,40,6,6,1
2101,49,5,5,1
2101,43,5,5,1
2101,48,5,5,1
2101,44,5,5,1
2101,47,5,5,1
2101,45,5,5,1
2101,46,5,5,1
2101,38,5,5,1
2101,41,5,5,1
2101,42,5,5,1
2101,54,4,4,1
2101,68,4,4,1
2101,62,4,4,1
2101,57,4,4,1
2101,37,4,4,1
2101,66,4,4,1
2101,64,4,4,1
2101,53,4,4,1
2101,59,4,4,1
2101,56,4,4,1
2101,52,4,4,1
2101,61,4,4,1
2101,51,4,4,1
2101,55,4,4,1
2101,58,4,4,1
2101,50,4,4,1
2101,81,3,3,1
2101,78,3,3,1
2101,96,3,3,1
2101,88,3,3,1
2101,92,3,3,1
2101,73,3,3,1
2101,85,3,3,1
2101,76,3,3,1
2101,71,3,3,1
2101,82,3,3,1
2101,79,3,3,1
2101,89,3,3,1
2101,69,3,3,1
2101,63,3,3,1
2101,67,3,3,1
2101,65,3,3,1
2101,74,3,3,1
2101,77,3,3,1
2101,80,3,3,1
2101,72,3,3,1
2101,60,3,3,1
2101,70,3,3,1
2161,41,6,6,1
2161,47,5,5,1
2161,46,5,5,1
2161,42,5,5,1
2161,39,5,5,1
2161,43,5,5,1
2161,44,5,5,1
2161,40,5,5,1
2161,57,4,4,1
2161,38,4,4,1
2161,70,4,4,1
2161,62,4,4,1
2161,53,4,4,1
2161,68,4,4,1
2161,64,4,4,1
2161,66,4,4,1
2161,59,4,4,1
2161,56,4,4,1
2161,52,4,4,1
2161,51,4,4,1
2161,61,4,4,1
2161,55,4,4,1
2161,50,4,4,1
2161,58,4,4,1
2161,49,4,4,1
2161,45,4,4,1
2161,48,4,4,1
2161,54,4,4,1
2161,94,3,3,1
2161,103,3,3,1
2161,87,3,3,1
2161,75,3,3,1
2161,99,3,3,1
2161,91,3,3,1
2161,84,3,3,1
2161,78,3,3,1
2161,95,3,3,1
2161,81,3,3,1
2161,73,3,3,1
2161,88,3,3,1
2161,71,3,3,1
2161,76,3,3,1
2161,63,3,3,1
2161,69,3,3,1
2161,85,3,3,1
2161,65,3,3,1
2161,67,3,3,1
2161,79,3,3,1
2161,82,3,3,1
2161,74,3,3,1
2221,42,6,6,1
2221,53,5,5,1
2221,43,5,5,1
2221,40,5,5,1
2221,44,5,5,1
2221,45,5,5,1
2221,46,5,5,1
2221,41,5,5,1
2221,57,4,4,1
2221,39,4,4,1
2221,62,4,4,1
2221,52,4,4,1
2221,64,4,4,1
2221,56,4,4,1
2221,59,4,4,1
2221,51,4,4,1
2221,50,4,4,1
2221,49,4,4,1
2221,55,4,4,1
2221,48,4,4,1
2221,47,4,4,1
2221,61,4,4,1
2221,58,4,4,1
2221,54,4,4,1
2221,101,3,3,1
2221,89,3,3,1
2221,106,3,3,1
2221,97,3,3,1
2221,93,3,3,1
2221,72,3,3,1
2221,77,3,3,1
2221,86,3,3,1
2221,80,3,3,1
2221,70,3,3,1
2221,83,3,3,1
2221,68,3,3,1
2221,66,3,3,1
2221,90,3,3,1
2221,75,3,3,1
2221,87,3,3,1
2221,78,3,3,1
2221,73,3,3,1
2221,84,3,3,1
2221,81,3,3,1
2221,63,3,3,1
2221,71,3,3,1
2221,65,3,3,1
2221,69,3,3,1
2221,67,3,3,1
2221,76,3,3,1
2281,52,5,5,1
2281,44,5,5,1
2281,51,5,5,1
2281,45,5,5,1
2281,41,5,5,1
2281,50,5,5,1
2281,46,5,5,1
2281,49,5,5,1
2281,47,5,5,1
2281,48,5,5,1
2281,42,5,5,1
2281,43,5,5,1
2281,62,4,4,1
2281,56,4,4,1
2281,59,4,4,1
2281,64,4,4,1
2281,55,4,4,1
2281,58,4,4,1
2281,54,4,4,1
2281,53,4,4,1
2281,104,3,3,1
2281,88,3,3,1
2281,79,3,3,1
2281,74,3,3,1
2281,85,3,3,1
2281,82,3,3,1
2281,100,3,3,1
2281,92,3,3,1
2281,96,3,3,1
2281,72,3,3,1
2281,77,3,3,1
2281,70,3,3,1
2281,66,3,3,1
2281,68,3,3,1
2281,89,3,3,1
2281,61,3,3,1
2281,80,3,3,1
2281,40,3,3,1
2281,86,3,3,1
2281,83,3,3,1
2281,75,3,3,1
2281,63,3,3,1
2281,73,3,3,1
2281,57,3,3,1
2281,78,3,3,1
2281,65,3,3,1
2281,60,3,3,1
2281,71,3,3,1
2281,67,3,3,1
2281,69,3,3,1
2341,51,5,5,1
2341,46,5,5,1
2341,50,5,5,1
2341,47,5,5,1
2341,49,5,5,1
2341,48,5,5,1
2341,42,5,5,1
2341,43,5,5,1
2341,44,5,5,1
2341,71,4,4,1
2341,67,4,4,1
2341,69,4,4,1
2341,56,4,4,1
2341,62,4,4,1
2341,59,4,4,1
2341,55,4,4,1
2341,64,4,4,1
2341,54,4,4,1
2341,58,4,4,1
2341,53,4,4,1
2341,45,4,4,1
2341,52,4,4,1
2341,102,3,3,1
2341,87,3,3,1
2341,81,3,3,1
2341,94,3,3,1
2341,98,3,3,1
2341,84,3,3,1
2341,76,3,3,1
2341,91,3,3,1
2341,74,3,3,1
2341,79,3,3,1
2341,88,3,3,1
2341,72,3,3,1
2341,66,3,3,1
2341,82,3,3,1
2341,41,3,3,1
2341,61,3,3,1
2341,85,3,3,1
2341,70,3,3,1
2341,68,3,3,1
2341,77,3,3,1
2341,63,3,3,1
2341,57,3,3,1
2341,80,3,3,1
2341,75,3,3,1
2341,60,3,3,1
2341,65,3,3,1
2341,73,3,3,1
2341,213,2,2,1
2401,49,5,5,1
2401,43,5,5,1
2401,44,5,5,1
2401,45,5,5,1
2401,65,4,4,1
2401,56,4,4,1
2401,67,4,4,1
2401,62,4,4,1
2401,59,4,4,1
2401,55,4,4,1
2401,54,4,4,1
2401,58,4,4,1
2401,53,4,4,1
2401,46,4,4,1
2401,52,4,4,1
2401,47,4,4,1
2401,51,4,4,1
2401,48,4,4,1
2401,50,4,4,1
2401,89,3,3,1
2401,83,3,3,1
2401,86,3,3,1
2401,73,3,3,1
2401,71,3,3,1
2401,69,3,3,1
2401,93,3,3,1
2401,78,3,3,1
2401,97,3,3,1
2401,90,3,3,1
2401,81,3,3,1
2401,76,3,3,1
2401,64,3,3,1
2401,87,3,3,1
2401,84,3,3,1
2401,42,3,3,1
2401,61,3,3,1
2401,74,3,3,1
2401,66,3,3,1
2401,72,3,3,1
2401,68,3,3,1
2401,79,3,3,1
2401,70,3,3,1
2401,57,3,3,1
2401,63,3,3,1
2401,60,3,3,1
2401,77,3,3,1
2401,185,2,2,1
2401,172,2,2,1
2401,201,2,2,1
2401,134,2,2,1
2461,44,5,5,1
2461,45,5,5,1
2461,46,5,5,1
2461,47,5,5,1
2461,56,4,4,1
2461,65,4,4,1
2461,55,4,4,1
2461,59,4,4,1
2461,67,4,4,1
2461,62,4,4,1
2461,54,4,4,1
2461,53,4,4,1
2461,58,4,4,1
2461,52,4,4,1
2461,48,4,4,1
2461,51,4,4,1
2461,49,4,4,1
2461,50,4,4,1
2461,57,4,4,1
2461,107,3,3,1
2461,88,3,3,1
2461,77,3,3,1
2461,85,3,3,1
2461,95,3,3,1
2461,103,3,3,1
2461,99,3,3,1
2461,75,3,3,1
2461,80,3,3,1
2461,73,3,3,1
2461,92,3,3,1
2461,69,3,3,1
2461,71,3,3,1
2461,83,3,3,1
2461,89,3,3,1
2461,86,3,3,1
2461,43,3,3,1
2461,78,3,3,1
2461,64,3,3,1
2461,61,3,3,1
2461,76,3,3,1
2461,66,3,3,1
2461,81,3,3,1
2461,74,3,3,1
2461,68,3,3,1
2461,72,3,3,1
2461,70,3,3,1
2461,63,3,3,1
2461,60,3,3,1
2461,176,2,2,1
2461,154,2,2,1
2521,46,5,5,1
2521,47,5,5,1
2521,48,5,5,1
2521,55,4,4,1
2521,65,4,4,1
2521,59,4,4,1
2521,54,4,4,1
2521,62,4,4,1
2521,53,4,4,1
2521,52,4,4,1
2521,49,4,4,1
2521,51,4,4,1
2521,50,4,4,1
2521,58,4,4,1
2521,57,4,4,1
2521,45,4,4,1
2521,97,3,3,1
2521,87,3,3,1
2521,101,3,3,1
2521,79,3,3,1
2521,94,3,3,1
2521,77,3,3,1
2521,82,3,3,1
2521,67,3,3,1
2521,91,3,3,1
2521,85,3,3,1
2521,75,3,3,1
2521,88,3,3,1
2521,44,3,3,1
2521,69,3,3,1
2521,73,3,3,1
2521,71,3,3,1
2521,80,3,3,1
2521,64,3,3,1
2521,61,3,3,1
2521,83,3,3,1
2521,78,3,3,1
2521,66,3,3,1
2521,56,3,3,1
2521,60,3,3,1
2521,63,3,3,1
2521,76,3,3,1
2521,68,3,3,1
2521,74,3,3,1
2521,70,3,3,1
2521,72,3,3,1
2521,194,2,2,1
2521,133,2,2,1
2521,158,2,2,1
2521,115,2,2,1
2581,47,5,5,1
2581,48,5,5,1
2581,49,5,5,1
2581,50,5,5,1
2581,63,4,4,1
2581,68,4,4,1
2581,55,4,4,1
2581,70,4,4,1
2581,54,4,4,1
2581,59,4,4,1
2581,53,4,4,1
2581,65,4,4,1
2581,52,4,4,1
2581,51,4,4,1
2581,62,4,4,1
2581,58,4,4,1
2581,57,4,4,1
2581,46,4,4,1
2581,56,4,4,1
2581,89,3,3,1
2581,76,3,3,1
2581,74,3,3,1
2581,96,3,3,1
2581,81,3,3,1
2581,72,3,3,1
2581,100,3,3,1
2581,93,3,3,1
2581,84,3,3,1
2581,79,3,3,1
2581,90,3,3,1
2581,87,3,3,1
2581,45,3,3,1
2581,67,3,3,1
2581,77,3,3,1
2581,69,3,3,1
2581,61,3,3,1
2581,82,3,3,1
2581,64,3,3,1
2581,75,3,3,1
2581,71,3,3,1
2581,73,3,3,1
2581,80,3,3,1
2581,66,3,3,1
2581,60,3,3,1
2581,123,2,2,1
2581,152,2,2,1
2581,136,2,2,1
2581,199,2,2,1
2581,185,2,2,1
2581,162,2,2,1
2641,49,5,5,1
2641,50,5,5,1
2641,52,5,5,1
2641,51,5,5,1
2641,63,4,4,1
2641,54,4,4,1
2641,53,4,4,1
2641,68,4,4,1
2641,59,4,4,1
2641,65,4,4,1
2641,62,4,4,1
2641,58,4,4,1
2641,57,4,4,1
2641,47,4,4,1
2641,56,4,4,1
2641,48,4,4,1
2641,55,4,4,1
2641,98,3,3,1
2641,102,3,3,1
2641,78,3,3,1
2641,83,3,3,1
2641,95,3,3,1
2641,76,3,3,1
2641,70,3,3,1
2641,74,3,3,1
2641,72,3,3,1
2641,86,3,3,1
2641,92,3,3,1
2641,46,3,3,1
2641,89,3,3,1
2641,81,3,3,1
2641,67,3,3,1
2641,61,3,3,1
2641,79,3,3,1
2641,84,3,3,1
2641,64,3,3,1
2641,69,3,3,1
2641,77,3,3,1
2641,71,3,3,1
2641,75,3,3,1
2641,60,3,3,1
2641,73,3,3,1
2641,66,3,3,1
2641,139,2,2,1
2641,115,2,2,1
2641,189,2,2,1
2641,147,2,2,1
2641,126,2,2,1
2641,106,2,2,1
2641,204,2,2,1
2701,53,5,5,1
2701,51,5,5,1
2701,52,5,5,1
2701,73,4,4,1
2701,66,4,4,1
2701,63,4,4,1
2701,59,4,4,1
2701,58,4,4,1
2701,62,4,4,1
2701,57,4,4,1
2701,48,4,4,1
2701,56,4,4,1
2701,49,4,4,1
2701,55,4,4,1
2701,50,4,4,1
2701,54,4,4,1
2701,104,3,3,1
2701,82,3,3,1
2701,97,3,3,1
2701,85,3,3,1
2701,80,3,3,1
2701,68,3,3,1
2701,94,3,3,1
2701,47,3,3,1
2701,88,3,3,1
2701,91,3,3,1
2701,78,3,3,1
2701,70,3,3,1
2701,65,3,3,1
2701,76,3,3,1
2701,72,3,3,1
2701,74,3,3,1
2701,83,3,3,1
2701,61,3,3,1
2701,67,3,3,1
2701,64,3,3,1
2701,81,3,3,1
2701,69,3,3,1
2701,60,3,3,1
2701,71,3,3,1
2701,193,2,2,1
2701,159,2,2,1
2701,208,2,2,1
2701,169,2,2,1
2701,123,2,2,1
2701,129,2,2,1
2701,113,2,2,1
2701,118,2,2,1
2701,46,2,2,1
2701,181,2,2,1
2761,66,4,4,1
2761,63,4,4,1
2761,59,4,4,1
2761,58,4,4,1
2761,62,4,4,1
2761,57,4,4,1
2761,49,4,4,1
2761,56,4,4,1
2761,50,4,4,1
2761,55,4,4,1
2761,51,4,4,1
2761,54,4,4,1
2761,52,4,4,1
2761,53,4,4,1
2761,79,3,3,1
2761,71,3,3,1
2761,99,3,3,1
2761,84,3,3,1
2761,77,3,3,1
2761,73,3,3,1
2761,75,3,3,1
2761,96,3,3,1
2761,87,3,3,1
2761,48,3,3,1
2761,82,3,3,1
2761,68,3,3,1
2761,93,3,3,1
2761,90,3,3,1
2761,65,3,3,1
2761,80,3,3,1
2761,70,3,3,1
2761,85,3,3,1
2761,61,3,3,1
2761,78,3,3,1
2761,72,3,3,1
2761,76,3,3,1
2761,74,3,3,1
2761,67,3,3,1
2761,64,3,3,1
2761,60,3,3,1
2761,69,3,3,1
2761,173,2,2,1
2761,163,2,2,1
2761,198,2,2,1
2761,154,2,2,1
2761,132,2,2,1
2761,126,2,2,1
2761,47,2,2,1
2761,146,2,2,1
2761,185,2,2,1
