budget,method,n_selected,yield,yield_ci_low,yield_ci_high,bad_tests,bad_tests_ci_low,bad_tests_ci_high,bad_tests_avoided_vs_random,saved_sec_cost1,saved_sec_cost3600,saved_sec_cost86400
0.001,random,18,0.7383333333333333,0.7239216573210088,0.7527450093456578,4.71,4.450589831778158,4.969410168221842,0.0,0.0,0.0,0.0
0.001,M22_binary,18,1.0,,,0,,,4.71,4.71,16956.0,406944.0
0.001,M22_count,18,1.0,,,0,,,4.71,4.71,16956.0,406944.0
0.001,M22_harmonic,18,1.0,,,0,,,4.71,4.71,16956.0,406944.0
0.002,random,36,0.7398611111111112,0.7296413435523724,0.75008087866985,9.365,8.997088367885404,9.732911632114597,0.0,0.0,0.0,0.0
0.002,M22_binary,36,1.0,,,0,,,9.365,9.365,33714.0,809136.0
0.002,M22_count,36,1.0,,,0,,,9.365,9.365,33714.0,809136.0
0.002,M22_harmonic,36,1.0,,,0,,,9.365,9.365,33714.0,809136.0
0.005,random,90,0.7427222222222221,0.7363232396603292,0.7491212047841149,23.155,22.579091569429647,23.730908430570356,0.0,0.0,0.0,0.0
0.005,M22_binary,90,1.0,,,0,,,23.155,23.155,83358.0,2000592.0
0.005,M22_count,90,1.0,,,0,,,23.155,23.155,83358.0,2000592.0
0.005,M22_harmonic,90,1.0,,,0,,,23.155,23.155,83358.0,2000592.0
0.01,random,180,0.7386388888888888,0.7341977890034083,0.7430799887743694,47.045,46.24560202061349,47.844397979386514,0.0,0.0,0.0,0.0
0.01,M22_binary,180,1.0,,,0,,,47.045,47.045,169362.0,4064688.0
0.01,M22_count,180,1.0,,,0,,,47.045,47.045,169362.0,4064688.0
0.01,M22_harmonic,180,1.0,,,0,,,47.045,47.045,169362.0,4064688.0
0.02,random,360,0.7387222222222221,0.7353879398670895,0.7420565045773546,94.06,92.85965835215228,95.26034164784772,0.0,0.0,0.0,0.0
0.02,M22_binary,360,1.0,,,0,,,94.06,94.06,338616.0,8126784.0
0.02,M22_count,360,1.0,,,0,,,94.06,94.06,338616.0,8126784.0
0.02,M22_harmonic,360,1.0,,,0,,,94.06,94.06,338616.0,8126784.0
0.05,random,899,0.7410845383759732,0.7389902263214649,0.7431788504304815,232.765,230.88221346299702,234.64778653700296,0.0,0.0,0.0,0.0
0.05,M22_binary,899,0.9833147942157954,,,15,,,217.765,217.765,783954.0,18814896.0
0.05,M22_count,899,0.9944382647385984,,,5,,,227.765,227.765,819954.0,19678896.0
0.05,M22_harmonic,899,0.9977753058954394,,,2,,,230.765,230.765,830754.0,19938096.0
0.1,random,1798,0.740447719688543,0.739097283965785,0.7417981554113009,466.675,464.2469165704813,469.10308342951873,0.0,0.0,0.0,0.0
0.1,M22_binary,1798,0.8381535038932146,,,291,,,175.675,175.675,632430.0,15178320.000000002
0.1,M22_count,1798,0.942714126807564,,,103,,,363.675,363.675,1309230.0,31421520.0
0.1,M22_harmonic,1798,0.9760845383759733,,,43,,,423.675,423.675,1525230.0,36605520.0
0.2,random,3597,0.7394106199610786,0.7385144321636612,0.740306807758496,937.34,934.1164124926898,940.5635875073102,0.0,0.0,0.0,0.0
0.2,M22_binary,3597,0.780650542118432,,,789,,,148.34000000000003,148.34000000000003,534024.0000000001,12816576.000000002
0.2,M22_count,3597,0.9077008618293022,,,332,,,605.34,605.34,2179224.0,52301376.0
0.2,M22_harmonic,3597,0.9535724214623297,,,167,,,770.34,770.34,2773224.0,66557376.0
0.5,random,8992,0.7406911699288257,0.7402337667916338,0.7411485730660176,2331.705,2327.592030990371,2335.817969009629,0.0,0.0,0.0,0.0
0.5,M22_binary,8992,0.7542259786476868,,,2210,,,121.70499999999993,121.70499999999993,438137.99999999977,10515311.999999994
0.5,M22_count,8992,0.8227313167259787,,,1594,,,737.7049999999999,737.7049999999999,2655737.9999999995,63737711.99999999
0.5,M22_harmonic,8992,0.896797153024911,,,928,,,1403.705,1403.705,5053338.0,121280112.0
