p,killed_Q0,survive_Q1,hazard,rank
54713,0,1,0.0,2777
54721,0,1,0.0,2778
54727,0,1,0.0,2779
54751,0,1,0.0,2780
54767,0,1,0.0,2781
54779,0,1,0.0,2782
54787,0,1,0.0,2783
54799,0,1,0.0,2784
54829,0,1,0.0,2785
54833,0,1,0.0,2786
54851,0,1,0.0,2787
54869,0,1,0.0,2788
54877,0,1,0.0,2789
54881,0,1,0.0,2790
54907,0,1,0.0,2791
54917,0,1,0.0,2792
54919,0,1,0.0,2793
54949,0,1,0.0,2794
54973,0,1,0.0,2795
54979,0,1,0.0,2796
54983,0,1,0.0,2797
55001,0,1,0.0,2798
55009,0,1,0.0,2799
55021,0,1,0.0,2800
55049,0,1,0.0,2801
55051,0,1,0.0,2802
55057,0,1,0.0,2803
55061,0,1,0.0,2804
55073,0,1,0.0,2805
55079,0,1,0.0,2806
55103,0,1,0.0,2807
55109,0,1,0.0,2808
55117,0,1,0.0,2809
55127,0,1,0.0,2810
55147,0,1,0.0,2811
55163,0,1,0.0,2812
55171,0,1,0.0,2813
55201,0,1,0.0,2814
55207,0,1,0.0,2815
55213,0,1,0.0,2816
55217,0,1,0.0,2817
55219,0,1,0.0,2818
55243,0,1,0.0,2819
55249,0,1,0.0,2820
55259,0,1,0.0,2821
55291,0,1,0.0,2822
55313,0,1,0.0,2823
55331,0,1,0.0,2824
55333,0,1,0.0,2825
55337,0,1,0.0,2826
55339,0,1,0.0,2827
55343,0,1,0.0,2828
55351,0,1,0.0,2829
55373,0,1,0.0,2830
55381,0,1,0.0,2831
55399,0,1,0.0,2832
55411,0,1,0.0,2833
55441,0,1,0.0,2834
55457,0,1,0.0,2835
55487,0,1,0.0,2836
55501,0,1,0.0,2837
55511,0,1,0.0,2838
55529,0,1,0.0,2839
55541,0,1,0.0,2840
55547,0,1,0.0,2841
55579,0,1,0.0,2842
55589,0,1,0.0,2843
55603,0,1,0.0,2844
55609,0,1,0.0,2845
55619,0,1,0.0,2846
55621,0,1,0.0,2847
55633,0,1,0.0,2848
55639,0,1,0.0,2849
55663,0,1,0.0,2850
55667,0,1,0.0,2851
55681,0,1,0.0,2852
55691,0,1,0.0,2853
55697,0,1,0.0,2854
55711,0,1,0.0,2855
55717,0,1,0.0,2856
55763,0,1,0.0,2857
55787,0,1,0.0,2858
55793,0,1,0.0,2859
55807,0,1,0.0,2860
55813,0,1,0.0,2861
55817,0,1,0.0,2862
55819,0,1,0.0,2863
55823,0,1,0.0,2864
55837,0,1,0.0,2865
55843,0,1,0.0,2866
55849,0,1,0.0,2867
55871,0,1,0.0,2868
55897,0,1,0.0,2869
55901,0,1,0.0,2870
55903,0,1,0.0,2871
55921,0,1,0.0,2872
55927,0,1,0.0,2873
55933,0,1,0.0,2874
55949,0,1,0.0,2875
55967,0,1,0.0,2876
55987,0,1,0.0,2877
55997,0,1,0.0,2878
56003,0,1,0.0,2879
56039,0,1,0.0,2880
56041,0,1,0.0,2881
56053,0,1,0.0,2882
56087,0,1,0.0,2883
56093,0,1,0.0,2884
56101,0,1,0.0,2885
56113,0,1,0.0,2886
56131,0,1,0.0,2887
56149,0,1,0.0,2888
56167,0,1,0.0,2889
56171,0,1,0.0,2890
56179,0,1,0.0,2891
56197,0,1,0.0,2892
56207,0,1,0.0,2893
56209,0,1,0.0,2894
56237,0,1,0.0,2895
56239,0,1,0.0,2896
56249,0,1,0.0,2897
56263,0,1,0.0,2898
56267,0,1,0.0,2899
56269,0,1,0.0,2900
56299,0,1,0.0,2901
56311,0,1,0.0,2902
56333,0,1,0.0,2903
56359,0,1,0.0,2904
56369,0,1,0.0,2905
56377,0,1,0.0,2906
56383,0,1,0.0,2907
56401,0,1,0.0,2908
56417,0,1,0.0,2909
56431,0,1,0.0,2910
56437,0,1,0.0,2911
56443,0,1,0.0,2912
56453,0,1,0.0,2913
56467,0,1,0.0,2914
56473,0,1,0.0,2915
56477,0,1,0.0,2916
56479,0,1,0.0,2917
56501,0,1,0.0,2918
56503,0,1,0.0,2919
56509,0,1,0.0,2920
56527,0,1,0.0,2921
56533,0,1,0.0,2922
56543,0,1,0.0,2923
56569,0,1,0.0,2924
56591,0,1,0.0,2925
56597,0,1,0.0,2926
56599,0,1,0.0,2927
56611,0,1,0.0,2928
56629,0,1,0.0,2929
56633,0,1,0.0,2930
56659,0,1,0.0,2931
56671,0,1,0.0,2932
56687,0,1,0.0,2933
56701,0,1,0.0,2934
56711,0,1,0.0,2935
56713,0,1,0.0,2936
56731,0,1,0.0,2937
56737,0,1,0.0,2938
56747,0,1,0.0,2939
56767,0,1,0.0,2940
56773,0,1,0.0,2941
56779,0,1,0.0,2942
56807,0,1,0.0,2943
56809,0,1,0.0,2944
56813,0,1,0.0,2945
56821,0,1,0.0,2946
56827,0,1,0.0,2947
56843,0,1,0.0,2948
56857,0,1,0.0,2949
56873,0,1,0.0,2950
56893,0,1,0.0,2951
56897,0,1,0.0,2952
56911,0,1,0.0,2953
56923,0,1,0.0,2954
56929,0,1,0.0,2955
56941,0,1,0.0,2956
56957,0,1,0.0,2957
56963,0,1,0.0,2958
56983,0,1,0.0,2959
56989,0,1,0.0,2960
56993,0,1,0.0,2961
56999,0,1,0.0,2962
57037,0,1,0.0,2963
57047,0,1,0.0,2964
57059,0,1,0.0,2965
57073,0,1,0.0,2966
57077,0,1,0.0,2967
57089,0,1,0.0,2968
57097,0,1,0.0,2969
57107,0,1,0.0,2970
57119,0,1,0.0,2971
57131,0,1,0.0,2972
57139,0,1,0.0,2973
57143,0,1,0.0,2974
57163,0,1,0.0,2975
57173,0,1,0.0,2976
57179,0,1,0.0,2977
57191,0,1,0.0,2978
57193,0,1,0.0,2979
57221,0,1,0.0,2980
57223,0,1,0.0,2981
57241,0,1,0.0,2982
57251,0,1,0.0,2983
57259,0,1,0.0,2984
57269,0,1,0.0,2985
57271,0,1,0.0,2986
57283,0,1,0.0,2987
57287,0,1,0.0,2988
57301,0,1,0.0,2989
57331,0,1,0.0,2990
57347,0,1,0.0,2991
57349,0,1,0.0,2992
57367,0,1,0.0,2993
57373,0,1,0.0,2994
57383,0,1,0.0,2995
57389,0,1,0.0,2996
57397,0,1,0.0,2997
57427,0,1,0.0,2998
57457,0,1,0.0,2999
57467,0,1,0.0,3000
57487,0,1,0.0,3001
57493,0,1,0.0,3002
57503,0,1,0.0,3003
57527,0,1,0.0,3004
57529,0,1,0.0,3005
57557,0,1,0.0,3006
57559,0,1,0.0,3007
57571,0,1,0.0,3008
57587,0,1,0.0,3009
57593,0,1,0.0,3010
57601,0,1,0.0,3011
57637,0,1,0.0,3012
57641,0,1,0.0,3013
57649,0,1,0.0,3014
57653,0,1,0.0,3015
57667,0,1,0.0,3016
57679,0,1,0.0,3017
57689,0,1,0.0,3018
57697,0,1,0.0,3019
57709,0,1,0.0,3020
57713,0,1,0.0,3021
57719,0,1,0.0,3022
57727,0,1,0.0,3023
57731,0,1,0.0,3024
57737,0,1,0.0,3025
57751,0,1,0.0,3026
57781,0,1,0.0,3027
57787,0,1,0.0,3028
57791,0,1,0.0,3029
57793,0,1,0.0,3030
57803,0,1,0.0,3031
57809,0,1,0.0,3032
57829,0,1,0.0,3033
57847,0,1,0.0,3034
57853,0,1,0.0,3035
57859,0,1,0.0,3036
57899,0,1,0.0,3037
57901,0,1,0.0,3038
57917,0,1,0.0,3039
57923,0,1,0.0,3040
57943,0,1,0.0,3041
57947,0,1,0.0,3042
57973,0,1,0.0,3043
57977,0,1,0.0,3044
57991,0,1,0.0,3045
58027,0,1,0.0,3046
58031,0,1,0.0,3047
58043,0,1,0.0,3048
58057,0,1,0.0,3049
58061,0,1,0.0,3050
58067,0,1,0.0,3051
58073,0,1,0.0,3052
58099,0,1,0.0,3053
58109,0,1,0.0,3054
58111,0,1,0.0,3055
58129,0,1,0.0,3056
58147,0,1,0.0,3057
58151,0,1,0.0,3058
58153,0,1,0.0,3059
58169,0,1,0.0,3060
58171,0,1,0.0,3061
58189,0,1,0.0,3062
58199,0,1,0.0,3063
58207,0,1,0.0,3064
58217,0,1,0.0,3065
58229,0,1,0.0,3066
58231,0,1,0.0,3067
58237,0,1,0.0,3068
58243,0,1,0.0,3069
58271,0,1,0.0,3070
58309,0,1,0.0,3071
58313,0,1,0.0,3072
58321,0,1,0.0,3073
58337,0,1,0.0,3074
58363,0,1,0.0,3075
58367,0,1,0.0,3076
58369,0,1,0.0,3077
58379,0,1,0.0,3078
58391,0,1,0.0,3079
58393,0,1,0.0,3080
58403,0,1,0.0,3081
58411,0,1,0.0,3082
58417,0,1,0.0,3083
58427,0,1,0.0,3084
58439,0,1,0.0,3085
58441,0,1,0.0,3086
58453,0,1,0.0,3087
58477,0,1,0.0,3088
58481,0,1,0.0,3089
58537,0,1,0.0,3090
58543,0,1,0.0,3091
58549,0,1,0.0,3092
58567,0,1,0.0,3093
58573,0,1,0.0,3094
58579,0,1,0.0,3095
58603,0,1,0.0,3096
58613,0,1,0.0,3097
58631,0,1,0.0,3098
58657,0,1,0.0,3099
58661,0,1,0.0,3100
58679,0,1,0.0,3101
58687,0,1,0.0,3102
58693,0,1,0.0,3103
58699,0,1,0.0,3104
58711,0,1,0.0,3105
58727,0,1,0.0,3106
58733,0,1,0.0,3107
58741,0,1,0.0,3108
58757,0,1,0.0,3109
58763,0,1,0.0,3110
58771,0,1,0.0,3111
58787,0,1,0.0,3112
58789,0,1,0.0,3113
58831,0,1,0.0,3114
58897,0,1,0.0,3115
58901,0,1,0.0,3116
58907,0,1,0.0,3117
58909,0,1,0.0,3118
58913,0,1,0.0,3119
58921,0,1,0.0,3120
58937,0,1,0.0,3121
58943,0,1,0.0,3122
58963,0,1,0.0,3123
58967,0,1,0.0,3124
58991,0,1,0.0,3125
58997,0,1,0.0,3126
59009,0,1,0.0,3127
59011,0,1,0.0,3128
59023,0,1,0.0,3129
59029,0,1,0.0,3130
59051,0,1,0.0,3131
59053,0,1,0.0,3132
59069,0,1,0.0,3133
59077,0,1,0.0,3134
59083,0,1,0.0,3135
59093,0,1,0.0,3136
59107,0,1,0.0,3137
59113,0,1,0.0,3138
59119,0,1,0.0,3139
59141,0,1,0.0,3140
59149,0,1,0.0,3141
59159,0,1,0.0,3142
59167,0,1,0.0,3143
59183,0,1,0.0,3144
59197,0,1,0.0,3145
59207,0,1,0.0,3146
59209,0,1,0.0,3147
59219,0,1,0.0,3148
59221,0,1,0.0,3149
59233,0,1,0.0,3150
59239,0,1,0.0,3151
59243,0,1,0.0,3152
59263,0,1,0.0,3153
59273,0,1,0.0,3154
59281,0,1,0.0,3155
59333,0,1,0.0,3156
59341,0,1,0.0,3157
59351,0,1,0.0,3158
59357,0,1,0.0,3159
59359,0,1,0.0,3160
59377,0,1,0.0,3161
59387,0,1,0.0,3162
59407,0,1,0.0,3163
59417,0,1,0.0,3164
59419,0,1,0.0,3165
59441,0,1,0.0,3166
59443,0,1,0.0,3167
59447,0,1,0.0,3168
59467,0,1,0.0,3169
59471,0,1,0.0,3170
59473,0,1,0.0,3171
59497,0,1,0.0,3172
59509,0,1,0.0,3173
59539,0,1,0.0,3174
59557,0,1,0.0,3175
59561,0,1,0.0,3176
59567,0,1,0.0,3177
59581,0,1,0.0,3178
59611,0,1,0.0,3179
59617,0,1,0.0,3180
59627,0,1,0.0,3181
59629,0,1,0.0,3182
59651,0,1,0.0,3183
59659,0,1,0.0,3184
59663,0,1,0.0,3185
59669,0,1,0.0,3186
59671,0,1,0.0,3187
59693,0,1,0.0,3188
59699,0,1,0.0,3189
59707,0,1,0.0,3190
59729,0,1,0.0,3191
59743,0,1,0.0,3192
59747,0,1,0.0,3193
59753,0,1,0.0,3194
59771,0,1,0.0,3195
59779,0,1,0.0,3196
59791,0,1,0.0,3197
59797,0,1,0.0,3198
59809,0,1,0.0,3199
59833,0,1,0.0,3200
59863,0,1,0.0,3201
59887,0,1,0.0,3202
59921,0,1,0.0,3203
59929,0,1,0.0,3204
59951,0,1,0.0,3205
59957,0,1,0.0,3206
59971,0,1,0.0,3207
59999,0,1,0.0,3208
60013,0,1,0.0,3209
60017,0,1,0.0,3210
60029,0,1,0.0,3211
60037,0,1,0.0,3212
60041,0,1,0.0,3213
60077,0,1,0.0,3214
60089,0,1,0.0,3215
60091,0,1,0.0,3216
60101,0,1,0.0,3217
60103,0,1,0.0,3218
60107,0,1,0.0,3219
60127,0,1,0.0,3220
60133,0,1,0.0,3221
60139,0,1,0.0,3222
60161,0,1,0.0,3223
60167,0,1,0.0,3224
60169,0,1,0.0,3225
60209,0,1,0.0,3226
60217,0,1,0.0,3227
60223,0,1,0.0,3228
60257,0,1,0.0,3229
60259,0,1,0.0,3230
60271,0,1,0.0,3231
60289,0,1,0.0,3232
60317,0,1,0.0,3233
60331,0,1,0.0,3234
60337,0,1,0.0,3235
60343,0,1,0.0,3236
60353,0,1,0.0,3237
60373,0,1,0.0,3238
60397,0,1,0.0,3239
60413,0,1,0.0,3240
60427,0,1,0.0,3241
60443,0,1,0.0,3242
60457,0,1,0.0,3243
60493,0,1,0.0,3244
60497,0,1,0.0,3245
60521,0,1,0.0,3246
60527,0,1,0.0,3247
60539,0,1,0.0,3248
60589,0,1,0.0,3249
60601,0,1,0.0,3250
60607,0,1,0.0,3251
60611,0,1,0.0,3252
60617,0,1,0.0,3253
60623,0,1,0.0,3254
60631,0,1,0.0,3255
60637,0,1,0.0,3256
60647,0,1,0.0,3257
60649,0,1,0.0,3258
60659,0,1,0.0,3259
60661,0,1,0.0,3260
60679,0,1,0.0,3261
60703,0,1,0.0,3262
60727,0,1,0.0,3263
60733,0,1,0.0,3264
60737,0,1,0.0,3265
60757,0,1,0.0,3266
60763,0,1,0.0,3267
60793,0,1,0.0,3268
60811,0,1,0.0,3269
60821,0,1,0.0,3270
60859,0,1,0.0,3271
60869,0,1,0.0,3272
60887,0,1,0.0,3273
60889,0,1,0.0,3274
60899,0,1,0.0,3275
60901,0,1,0.0,3276
60913,0,1,0.0,3277
60917,0,1,0.0,3278
60919,0,1,0.0,3279
60923,0,1,0.0,3280
60937,0,1,0.0,3281
60943,0,1,0.0,3282
60953,0,1,0.0,3283
60961,0,1,0.0,3284
61001,0,1,0.0,3285
61007,0,1,0.0,3286
61027,0,1,0.0,3287
61031,0,1,0.0,3288
61043,0,1,0.0,3289
61051,0,1,0.0,3290
61057,0,1,0.0,3291
61091,0,1,0.0,3292
61099,0,1,0.0,3293
61121,0,1,0.0,3294
61129,0,1,0.0,3295
61141,0,1,0.0,3296
61151,0,1,0.0,3297
61153,0,1,0.0,3298
61169,0,1,0.0,3299
61211,0,1,0.0,3300
61223,0,1,0.0,3301
61231,0,1,0.0,3302
61253,0,1,0.0,3303
61261,0,1,0.0,3304
61283,0,1,0.0,3305
61291,0,1,0.0,3306
61297,0,1,0.0,3307
61333,0,1,0.0,3308
61339,0,1,0.0,3309
61343,0,1,0.0,3310
61357,0,1,0.0,3311
61363,0,1,0.0,3312
61379,0,1,0.0,3313
61381,0,1,0.0,3314
61403,0,1,0.0,3315
61417,0,1,0.0,3316
61441,0,1,0.0,3317
61463,0,1,0.0,3318
61471,0,1,0.0,3319
61483,0,1,0.0,3320
61487,0,1,0.0,3321
61493,0,1,0.0,3322
61507,0,1,0.0,3323
61511,0,1,0.0,3324
61519,0,1,0.0,3325
61543,0,1,0.0,3326
61547,0,1,0.0,3327
61553,0,1,0.0,3328
61559,0,1,0.0,3329
61561,0,1,0.0,3330
61583,0,1,0.0,3331
61603,0,1,0.0,3332
61609,0,1,0.0,3333
61613,0,1,0.0,3334
61627,0,1,0.0,3335
61631,0,1,0.0,3336
61637,0,1,0.0,3337
61643,0,1,0.0,3338
61651,0,1,0.0,3339
61657,0,1,0.0,3340
61667,0,1,0.0,3341
61673,0,1,0.0,3342
61681,0,1,0.0,3343
61687,0,1,0.0,3344
61717,0,1,0.0,3345
61723,0,1,0.0,3346
61729,0,1,0.0,3347
61757,0,1,0.0,3348
61781,0,1,0.0,3349
61813,0,1,0.0,3350
61819,0,1,0.0,3351
61837,0,1,0.0,3352
61843,0,1,0.0,3353
61861,0,1,0.0,3354
61871,0,1,0.0,3355
61879,0,1,0.0,3356
61909,0,1,0.0,3357
61927,0,1,0.0,3358
61933,0,1,0.0,3359
61949,0,1,0.0,3360
61967,0,1,0.0,3361
61979,0,1,0.0,3362
61981,0,1,0.0,3363
61987,0,1,0.0,3364
62003,0,1,0.0,3365
62011,0,1,0.0,3366
62017,0,1,0.0,3367
62039,0,1,0.0,3368
62047,0,1,0.0,3369
62053,0,1,0.0,3370
62057,0,1,0.0,3371
62071,0,1,0.0,3372
62081,0,1,0.0,3373
62119,0,1,0.0,3374
62129,0,1,0.0,3375
62131,0,1,0.0,3376
62137,0,1,0.0,3377
62141,0,1,0.0,3378
62143,0,1,0.0,3379
62189,0,1,0.0,3380
62191,0,1,0.0,3381
62201,0,1,0.0,3382
62207,0,1,0.0,3383
62219,0,1,0.0,3384
62233,0,1,0.0,3385
62273,0,1,0.0,3386
62297,0,1,0.0,3387
62299,0,1,0.0,3388
62303,0,1,0.0,3389
62311,0,1,0.0,3390
62323,0,1,0.0,3391
62327,0,1,0.0,3392
62347,0,1,0.0,3393
62383,0,1,0.0,3394
62401,0,1,0.0,3395
62417,0,1,0.0,3396
62467,0,1,0.0,3397
62473,0,1,0.0,3398
62477,0,1,0.0,3399
62483,0,1,0.0,3400
62497,0,1,0.0,3401
62507,0,1,0.0,3402
62533,0,1,0.0,3403
62539,0,1,0.0,3404
62549,0,1,0.0,3405
62563,0,1,0.0,3406
62581,0,1,0.0,3407
62597,0,1,0.0,3408
62617,0,1,0.0,3409
62627,0,1,0.0,3410
62633,0,1,0.0,3411
62639,0,1,0.0,3412
62653,0,1,0.0,3413
62659,0,1,0.0,3414
62683,0,1,0.0,3415
62687,0,1,0.0,3416
62701,0,1,0.0,3417
62723,0,1,0.0,3418
62731,0,1,0.0,3419
62743,0,1,0.0,3420
62761,0,1,0.0,3421
62773,0,1,0.0,3422
62791,0,1,0.0,3423
62801,0,1,0.0,3424
62827,0,1,0.0,3425
62851,0,1,0.0,3426
62861,0,1,0.0,3427
62869,0,1,0.0,3428
62873,0,1,0.0,3429
62897,0,1,0.0,3430
62903,0,1,0.0,3431
62921,0,1,0.0,3432
62927,0,1,0.0,3433
62929,0,1,0.0,3434
62939,0,1,0.0,3435
62969,0,1,0.0,3436
62971,0,1,0.0,3437
62983,0,1,0.0,3438
62987,0,1,0.0,3439
62989,0,1,0.0,3440
63029,0,1,0.0,3441
63031,0,1,0.0,3442
63059,0,1,0.0,3443
63067,0,1,0.0,3444
63073,0,1,0.0,3445
63079,0,1,0.0,3446
63097,0,1,0.0,3447
63103,0,1,0.0,3448
63127,0,1,0.0,3449
63131,0,1,0.0,3450
63149,0,1,0.0,3451
63197,0,1,0.0,3452
63199,0,1,0.0,3453
63211,0,1,0.0,3454
63241,0,1,0.0,3455
63247,0,1,0.0,3456
63277,0,1,0.0,3457
63281,0,1,0.0,3458
63299,0,1,0.0,3459
63311,0,1,0.0,3460
63313,0,1,0.0,3461
63317,0,1,0.0,3462
63331,0,1,0.0,3463
63337,0,1,0.0,3464
63347,0,1,0.0,3465
63353,0,1,0.0,3466
63361,0,1,0.0,3467
63367,0,1,0.0,3468
63377,0,1,0.0,3469
63389,0,1,0.0,3470
63391,0,1,0.0,3471
63397,0,1,0.0,3472
63409,0,1,0.0,3473
63421,0,1,0.0,3474
63439,0,1,0.0,3475
63443,0,1,0.0,3476
63463,0,1,0.0,3477
63467,0,1,0.0,3478
63473,0,1,0.0,3479
63487,0,1,0.0,3480
63493,0,1,0.0,3481
63499,0,1,0.0,3482
63521,0,1,0.0,3483
63527,0,1,0.0,3484
63533,0,1,0.0,3485
63541,0,1,0.0,3486
63559,0,1,0.0,3487
63577,0,1,0.0,3488
63587,0,1,0.0,3489
63589,0,1,0.0,3490
63599,0,1,0.0,3491
63601,0,1,0.0,3492
63607,0,1,0.0,3493
63611,0,1,0.0,3494
63617,0,1,0.0,3495
63629,0,1,0.0,3496
63647,0,1,0.0,3497
63649,0,1,0.0,3498
63659,0,1,0.0,3499
63667,0,1,0.0,3500
63689,0,1,0.0,3501
63691,0,1,0.0,3502
63697,0,1,0.0,3503
63703,0,1,0.0,3504
63709,0,1,0.0,3505
63719,0,1,0.0,3506
63727,0,1,0.0,3507
63737,0,1,0.0,3508
63761,0,1,0.0,3509
63773,0,1,0.0,3510
63781,0,1,0.0,3511
63793,0,1,0.0,3512
63799,0,1,0.0,3513
63809,0,1,0.0,3514
63823,0,1,0.0,3515
63841,0,1,0.0,3516
63853,0,1,0.0,3517
63857,0,1,0.0,3518
63901,0,1,0.0,3519
63907,0,1,0.0,3520
63913,0,1,0.0,3521
63949,0,1,0.0,3522
63977,0,1,0.0,3523
63997,0,1,0.0,3524
64007,0,1,0.0,3525
64013,0,1,0.0,3526
64019,0,1,0.0,3527
64033,0,1,0.0,3528
64037,0,1,0.0,3529
64063,0,1,0.0,3530
64067,0,1,0.0,3531
64081,0,1,0.0,3532
64091,0,1,0.0,3533
64109,0,1,0.0,3534
64123,0,1,0.0,3535
64151,0,1,0.0,3536
64153,0,1,0.0,3537
64157,0,1,0.0,3538
64171,0,1,0.0,3539
64187,0,1,0.0,3540
64189,0,1,0.0,3541
64217,0,1,0.0,3542
64223,0,1,0.0,3543
64231,0,1,0.0,3544
64237,0,1,0.0,3545
64271,0,1,0.0,3546
64279,0,1,0.0,3547
64283,0,1,0.0,3548
64303,0,1,0.0,3549
64319,0,1,0.0,3550
64327,0,1,0.0,3551
64333,0,1,0.0,3552
64381,0,1,0.0,3553
64399,0,1,0.0,3554
64403,0,1,0.0,3555
64433,0,1,0.0,3556
64453,0,1,0.0,3557
64483,0,1,0.0,3558
64489,0,1,0.0,3559
64499,0,1,0.0,3560
64513,0,1,0.0,3561
64553,0,1,0.0,3562
64567,0,1,0.0,3563
64577,0,1,0.0,3564
64579,0,1,0.0,3565
64591,0,1,0.0,3566
64601,0,1,0.0,3567
64609,0,1,0.0,3568
64613,0,1,0.0,3569
64621,0,1,0.0,3570
64627,0,1,0.0,3571
64633,0,1,0.0,3572
64661,0,1,0.0,3573
64663,0,1,0.0,3574
64667,0,1,0.0,3575
64679,0,1,0.0,3576
64693,0,1,0.0,3577
64717,0,1,0.0,3578
64747,0,1,0.0,3579
64781,0,1,0.0,3580
64783,0,1,0.0,3581
64811,0,1,0.0,3582
64817,0,1,0.0,3583
64849,0,1,0.0,3584
64871,0,1,0.0,3585
64877,0,1,0.0,3586
64879,0,1,0.0,3587
64891,0,1,0.0,3588
64919,0,1,0.0,3589
64921,0,1,0.0,3590
64927,0,1,0.0,3591
64937,0,1,0.0,3592
64951,0,1,0.0,3593
64969,0,1,0.0,3594
64997,0,1,0.0,3595
65003,0,1,0.0,3596
65011,0,1,0.0,3597
65027,0,1,0.0,3598
65029,0,1,0.0,3599
65033,0,1,0.0,3600
65053,0,1,0.0,3601
65071,0,1,0.0,3602
65089,0,1,0.0,3603
65101,0,1,0.0,3604
65119,0,1,0.0,3605
65123,0,1,0.0,3606
65141,0,1,0.0,3607
65147,0,1,0.0,3608
65167,0,1,0.0,3609
65173,0,1,0.0,3610
65179,0,1,0.0,3611
65203,0,1,0.0,3612
65213,0,1,0.0,3613
65239,0,1,0.0,3614
65257,0,1,0.0,3615
65267,0,1,0.0,3616
65269,0,1,0.0,3617
65287,0,1,0.0,3618
65293,0,1,0.0,3619
65323,0,1,0.0,3620
65327,0,1,0.0,3621
65353,0,1,0.0,3622
65357,0,1,0.0,3623
65371,0,1,0.0,3624
65381,0,1,0.0,3625
65407,0,1,0.0,3626
65413,0,1,0.0,3627
65419,0,1,0.0,3628
65423,0,1,0.0,3629
65437,0,1,0.0,3630
65447,0,1,0.0,3631
65449,0,1,0.0,3632
65479,0,1,0.0,3633
65497,0,1,0.0,3634
65519,0,1,0.0,3635
65521,0,1,0.0,3636
65537,0,1,0.0,3637
65539,0,1,0.0,3638
65543,0,1,0.0,3639
65551,0,1,0.0,3640
65557,0,1,0.0,3641
65563,0,1,0.0,3642
65579,0,1,0.0,3643
65581,0,1,0.0,3644
65587,0,1,0.0,3645
65599,0,1,0.0,3646
65609,0,1,0.0,3647
65617,0,1,0.0,3648
65629,0,1,0.0,3649
65647,0,1,0.0,3650
65657,0,1,0.0,3651
65677,0,1,0.0,3652
65687,0,1,0.0,3653
65699,0,1,0.0,3654
65701,0,1,0.0,3655
65707,0,1,0.0,3656
65713,0,1,0.0,3657
65717,0,1,0.0,3658
65719,0,1,0.0,3659
65729,0,1,0.0,3660
65731,0,1,0.0,3661
65761,0,1,0.0,3662
65777,0,1,0.0,3663
65789,0,1,0.0,3664
65809,0,1,0.0,3665
65827,0,1,0.0,3666
65831,0,1,0.0,3667
65837,0,1,0.0,3668
65839,0,1,0.0,3669
65851,0,1,0.0,3670
65867,0,1,0.0,3671
65881,0,1,0.0,3672
65899,0,1,0.0,3673
65921,0,1,0.0,3674
65927,0,1,0.0,3675
65929,0,1,0.0,3676
65951,0,1,0.0,3677
65957,0,1,0.0,3678
65981,0,1,0.0,3679
65983,0,1,0.0,3680
65993,0,1,0.0,3681
66037,0,1,0.0,3682
66041,0,1,0.0,3683
66047,0,1,0.0,3684
66067,0,1,0.0,3685
66071,0,1,0.0,3686
66083,0,1,0.0,3687
66089,0,1,0.0,3688
66103,0,1,0.0,3689
66107,0,1,0.0,3690
66109,0,1,0.0,3691
66137,0,1,0.0,3692
66161,0,1,0.0,3693
66169,0,1,0.0,3694
66179,0,1,0.0,3695
66221,0,1,0.0,3696
66239,0,1,0.0,3697
66271,0,1,0.0,3698
66293,0,1,0.0,3699
66301,0,1,0.0,3700
66337,0,1,0.0,3701
66343,0,1,0.0,3702
66347,0,1,0.0,3703
66359,0,1,0.0,3704
66361,0,1,0.0,3705
66373,0,1,0.0,3706
66377,0,1,0.0,3707
66383,0,1,0.0,3708
66403,0,1,0.0,3709
66413,0,1,0.0,3710
66449,0,1,0.0,3711
66457,0,1,0.0,3712
66463,0,1,0.0,3713
66467,0,1,0.0,3714
66491,0,1,0.0,3715
66499,0,1,0.0,3716
66509,0,1,0.0,3717
66523,0,1,0.0,3718
66529,0,1,0.0,3719
66533,0,1,0.0,3720
66541,0,1,0.0,3721
66553,0,1,0.0,3722
66569,0,1,0.0,3723
66571,0,1,0.0,3724
66587,0,1,0.0,3725
66601,0,1,0.0,3726
66617,0,1,0.0,3727
66629,0,1,0.0,3728
66643,0,1,0.0,3729
66653,0,1,0.0,3730
66683,0,1,0.0,3731
66697,0,1,0.0,3732
66713,0,1,0.0,3733
66721,0,1,0.0,3734
66733,0,1,0.0,3735
66739,0,1,0.0,3736
66751,0,1,0.0,3737
66763,0,1,0.0,3738
66797,0,1,0.0,3739
66809,0,1,0.0,3740
66821,0,1,0.0,3741
66841,0,1,0.0,3742
66851,0,1,0.0,3743
66853,0,1,0.0,3744
66863,0,1,0.0,3745
66877,0,1,0.0,3746
66883,0,1,0.0,3747
66889,0,1,0.0,3748
66919,0,1,0.0,3749
66923,0,1,0.0,3750
66931,0,1,0.0,3751
66943,0,1,0.0,3752
66947,0,1,0.0,3753
66949,0,1,0.0,3754
66973,0,1,0.0,3755
66977,0,1,0.0,3756
67003,0,1,0.0,3757
67021,0,1,0.0,3758
67033,0,1,0.0,3759
67049,0,1,0.0,3760
67057,0,1,0.0,3761
67061,0,1,0.0,3762
67073,0,1,0.0,3763
67079,0,1,0.0,3764
67129,0,1,0.0,3765
67139,0,1,0.0,3766
67141,0,1,0.0,3767
67153,0,1,0.0,3768
67157,0,1,0.0,3769
67187,0,1,0.0,3770
67189,0,1,0.0,3771
67211,0,1,0.0,3772
67213,0,1,0.0,3773
67217,0,1,0.0,3774
