k,observed_density,baseline_1_over_k,error
37,0.026982591876208894,0.02702702702702703,-4.443515081813468e-05
38,0.026208897485493224,0.02631578947368421,-0.00010689198819098522
39,0.02543520309477755,0.02564102564102564,-0.00020582254624808977
40,0.024951644100580258,0.025,-4.835589941974347e-05
41,0.024371373307543506,0.024390243902439025,-1.8870594895518955e-05
42,0.023404255319148925,0.023809523809523808,-0.00040526849037488336
43,0.023210831721470006,0.023255813953488372,-4.498223201836529e-05
44,0.022727272727272717,0.022727272727272728,-1.0408340855860843e-17
45,0.021179883945841384,0.022222222222222223,-0.0010423382763808386
46,0.021663442940038673,0.021739130434782608,-7.568749474393469e-05
47,0.021276595744680844,0.02127659574468085,-6.938893903907228e-18
48,0.02040618955512572,0.020833333333333332,-0.0004271437782076108
49,0.020309477756286262,0.02040816326530612,-9.868550901985865e-05
50,0.01992263056092843,0.02,-7.736943907157151e-05
51,0.0195357833655706,0.0196078431372549,-7.205977168430258e-05
52,0.019245647969052225,0.019230769230769232,1.4878738282993187e-05
53,0.018858800773694392,0.018867924528301886,-9.123754607494317e-06
54,0.018181818181818184,0.018518518518518517,-0.0003367003367003331
55,0.018181818181818184,0.01818181818181818,3.469446951953614e-18
56,0.017794970986460355,0.017857142857142856,-6.217187068250155e-05
57,0.01731141199226306,0.017543859649122806,-0.00023244765685974736
58,0.017021276595744688,0.017241379310344827,-0.00022010271460013928
59,0.01663442940038685,0.01694915254237288,-0.00031472314198602996
60,0.013636363636363636,0.016666666666666666,-0.0030303030303030307
61,0.017214700193423606,0.01639344262295082,0.0008212575704727859
62,0.016731141199226304,0.016129032258064516,0.0006021089411617879
63,0.015957446808510644,0.015873015873015872,8.443093549477185e-05
64,0.015667311411992266,0.015625,4.231141199226643e-05
65,0.015570599613152809,0.015384615384615385,0.0001859842285374235
66,0.014990328820116056,0.015151515151515152,-0.00016118633139909633
67,0.0148936170212766,0.014925373134328358,-3.175611305175803e-05
68,0.014796905222437139,0.014705882352941176,9.102286949596271e-05
69,0.014410058027079306,0.014492753623188406,-8.269559610910027e-05
70,0.014313346228239845,0.014285714285714285,2.763194252555952e-05
71,0.01411992263056093,0.014084507042253521,3.5415588307408444e-05
72,0.013636363636363636,0.013888888888888888,-0.0002525252525252524
73,0.013733075435203093,0.0136986301369863,3.444529821679254e-05
74,0.013442940038684717,0.013513513513513514,-7.057347482879693e-05
75,0.012669245647969047,0.013333333333333334,-0.0006640876853642869
76,0.013152804642166342,0.013157894736842105,-5.090094675763018e-06
77,0.012862669245647966,0.012987012987012988,-0.00012434374136502217
78,0.01257253384912959,0.01282051282051282,-0.0002479789713832302
79,0.01257253384912959,0.012658227848101266,-8.569399897167575e-05
80,0.012475822050290132,0.0125,-2.4177949709868266e-05
81,0.012282398452611214,0.012345679012345678,-6.328055973446427e-05
82,0.012185686653771757,0.012195121951219513,-9.435297447756008e-06
83,0.011992263056092838,0.012048192771084338,-5.5929714991499735e-05
84,0.011702127659574464,0.011904761904761904,-0.00020263424518743994
85,0.011798839458413922,0.011764705882352941,3.4133576060980594e-05
86,0.011508704061895546,0.011627906976744186,-0.0001192029148486401
87,0.011411992263056088,0.011494252873563218,-8.226061050712989e-05
88,0.011315280464216631,0.011363636363636364,-4.835589941973306e-05
89,0.011218568665377168,0.011235955056179775,-1.7386390802606733e-05
90,0.010638297872340424,0.011111111111111112,-0.000472813238770688
91,0.0109284332688588,0.01098901098901099,-6.057772015219051e-05
92,0.010831721470019338,0.010869565217391304,-3.784374737196561e-05
93,0.010735009671179883,0.010752688172043012,-1.7678500863128888e-05
94,0.010638297872340424,0.010638297872340425,-1.734723475976807e-18
95,0.010444874274661507,0.010526315789473684,-8.144151481217707e-05
96,0.01025145067698259,0.010416666666666666,-0.00016521598968407582
97,0.01034816247582205,0.010309278350515464,3.8884125306585735e-05
98,0.010154738878143133,0.01020408163265306,-4.934275450992759e-05
99,0.010058027079303675,0.010101010101010102,-4.29830217064265e-05
100,0.009961315280464216,0.01,-3.868471953578402e-05
101,0.009864603481624759,0.009900990099009901,-3.638661738514237e-05
102,0.009671179883945842,0.00980392156862745,-0.00013274168468160874
103,0.0097678916827853,0.009708737864077669,5.915381870763049e-05
104,0.009671179883945842,0.009615384615384616,5.5795268561226186e-05
105,0.009090909090909092,0.009523809523809525,-0.00043290043290043247
106,0.009477756286266925,0.009433962264150943,4.3794022115982434e-05
107,0.009381044487427468,0.009345794392523364,3.525009490410423e-05
108,0.009090909090909092,0.009259259259259259,-0.00016835016835016654
109,0.009090909090909092,0.009174311926605505,-8.34028356964129e-05
110,0.009090909090909092,0.00909090909090909,1.734723475976807e-18
111,0.008897485493230176,0.009009009009009009,-0.00011152351577883336
112,0.008897485493230176,0.008928571428571428,-3.108593534125251e-05
113,0.008897485493230176,0.008849557522123894,4.7927971106281886e-05
114,0.00851063829787234,0.008771929824561403,-0.00026129152668906246
115,0.0086073500967118,0.008695652173913044,-8.830207720124383e-05
116,0.00851063829787234,0.008620689655172414,-0.00011005135730007311
117,0.008220502901353965,0.008547008547008548,-0.0003265056456545831
118,0.008317214700193426,0.00847457627118644,-0.00015736157099301498
119,0.007350096711798841,0.008403361344537815,-0.001053264632738974
120,0.006769825918762087,0.008333333333333333,-0.0015635074145712458
121,0.008994197292069635,0.008264462809917356,0.0007297344821522792
122,0.008607350096711798,0.00819672131147541,0.00041062878523638775
123,0.008123791102514506,0.008130081300813009,-6.290198298503427e-06
124,0.008317214700193426,0.008064516129032258,0.0002526985711611678
125,0.008027079303675048,0.008,2.7079303675047947e-05
126,0.00783365570599613,0.007936507936507936,-0.00010285223051180632
127,0.007930367504835589,0.007874015748031496,5.6351756804092976e-05
128,0.007833655705996131,0.0078125,2.115570599613148e-05
129,0.007736943907156672,0.007751937984496124,-1.4994077339451628e-05
130,0.007736943907156672,0.007692307692307693,4.463621484897956e-05
131,0.007640232108317213,0.007633587786259542,6.644322057671424e-06
132,0.007446808510638297,0.007575757575757576,-0.00012894906511927862
133,0.007543520309477756,0.007518796992481203,2.472331699655307e-05
134,0.0074468085106382965,0.007462686567164179,-1.5878056525882485e-05
135,0.007059961315280462,0.007407407407407408,-0.00034744609212694535
136,0.007350096711798838,0.007352941176470588,-2.844464671749973e-06
137,0.0071566731141199215,0.0072992700729927005,-0.00014259695887277896
138,0.007059961315280462,0.007246376811594203,-0.00018641549631374064
139,0.007253384912959381,0.007194244604316547,5.9140308642833574e-05
140,0.0071566731141199215,0.007142857142857143,1.3815971262778892e-05
141,0.007059961315280462,0.0070921985815602835,-3.2237266279821174e-05
142,0.006963249516441003,0.007042253521126761,-7.900400468575756e-05
143,0.006866537717601547,0.006993006993006993,-0.00012646927540544643
144,0.006769825918762087,0.006944444444444444,-0.00017461852568235667
145,0.006866537717601546,0.006896551724137931,-3.001400653638523e-05
146,0.006866537717601546,0.00684931506849315,1.7222649108395403e-05
147,0.006769825918762089,0.006802721088435374,-3.289516967328477e-05
148,0.006673114119922629,0.006756756756756757,-8.364263683412806e-05
149,0.006382978723404254,0.006711409395973154,-0.0003284306725689001
150,0.006286266924564795,0.006666666666666667,-0.00038039974210187216
151,0.006673114119922629,0.006622516556291391,5.059756363123835e-05
152,0.006576402321083171,0.006578947368421052,-2.545047337881509e-06
153,0.006479690522243712,0.006535947712418301,-5.625719017458928e-05
154,0.006479690522243713,0.006493506493506494,-1.3815971262780627e-05
155,0.006382978723404254,0.0064516129032258064,-6.863417982155232e-05
156,0.006286266924564796,0.00641025641025641,-0.00012398948569161423
157,0.006286266924564795,0.006369426751592357,-8.315982702756207e-05
158,0.006189555125725337,0.006329113924050633,-0.0001395587983252962
159,0.006189555125725337,0.006289308176100629,-9.975305037529265e-05
160,0.006189555125725337,0.00625,-6.0444874274663725e-05
161,0.006189555125725337,0.006211180124223602,-2.1624998498265442e-05
162,0.006092843326885879,0.006172839506172839,-7.999617928695999e-05
163,0.006189555125725337,0.006134969325153374,5.4585800571962245e-05
164,0.006092843326885879,0.006097560975609756,-4.717648723877137e-06
165,0.005802707930367504,0.006060606060606061,-0.0002578981302385564
166,0.00599613152804642,0.006024096385542169,-2.7964857495749e-05
167,0.0058994197292069625,0.005988023952095809,-8.860422288884621e-05
168,0.005802707930367504,0.005952380952380952,-0.00014967302201344783
169,0.0058994197292069625,0.005917159763313609,-1.774003410664679e-05
170,0.0058994197292069625,0.0058823529411764705,1.7066788030492032e-05
171,0.005802707930367504,0.005847953216374269,-4.524528600676446e-05
172,0.005705996131528045,0.005813953488372093,-0.0001079573568440479
173,0.005802707930367504,0.005780346820809248,2.2361109558255952e-05
174,0.0056092843326885885,0.005747126436781609,-0.00013784210409302066
175,0.0056092843326885885,0.005714285714285714,-0.00010500138159712583
176,0.005609284332688588,0.005681818181818182,-7.253384912959439e-05
177,0.005512572533849129,0.005649717514124294,-0.0001371449802751645
178,0.005222437137330755,0.0056179775280898875,-0.0003955403907591323
179,0.004545454545454546,0.00558659217877095,-0.0010411376333164038
180,0.004545454545454546,0.005555555555555556,-0.0010101010101010097
181,0.005996131528046422,0.0055248618784530384,0.0004712696495933833
182,0.005996131528046422,0.005494505494505495,0.0005016260335409268
183,0.005705996131528045,0.00546448087431694,0.00024151525721110515
184,0.005415860735009672,0.005434782608695652,-1.8921873685980202e-05
185,0.005512572533849131,0.005405405405405406,0.0001071671284437253
186,0.005512572533849131,0.005376344086021506,0.0001362284478276252
187,0.005415860735009672,0.0053475935828877,6.82671521219716e-05
188,0.005319148936170214,0.005319148936170213,1.734723475976807e-18
189,0.005319148936170214,0.005291005291005291,2.814364516492366e-05
190,0.005319148936170214,0.005263157894736842,5.5991041433372385e-05
191,0.005319148936170214,0.005235602094240838,8.354684192937636e-05
192,0.005125725338491297,0.005208333333333333,-8.260799484203617e-05
193,0.005222437137330755,0.0051813471502590676,4.1089987071687636e-05
194,0.005222437137330755,0.005154639175257732,6.779796207302333e-05
195,0.00493230174081238,0.005128205128205128,-0.00019590338739274796
196,0.005125725338491297,0.00510204081632653,2.3684522164766665e-05
197,0.00493230174081238,0.005076142131979695,-0.0001438403911673148
198,0.0050290135396518386,0.005050505050505051,-2.149151085321238e-05
199,0.0050290135396518386,0.005025125628140704,3.887911511134962e-06
200,0.0050290135396518386,0.005,2.901353965183845e-05
201,0.00493230174081238,0.004975124378109453,-4.2822637297072405e-05
202,0.00493230174081238,0.0049504950495049506,-1.819330869257032e-05
203,0.004835589941972922,0.0049261083743842365,-9.051843241131459e-05
204,0.004835589941972922,0.004901960784313725,-6.63708423408035e-05
205,0.004835589941972922,0.004878048780487805,-4.2458838514882954e-05
206,0.004835589941972922,0.0048543689320388345,-1.877899006591261e-05
207,0.004738878143133464,0.004830917874396135,-9.203973126267143e-05
208,0.004835589941972922,0.004807692307692308,2.789763428061396e-05
209,0.004545454545454546,0.004784688995215311,-0.00023923444976076472
210,0.004545454545454546,0.004761904761904762,-0.00021645021645021623
211,0.00493230174081238,0.004739336492890996,0.00019296524792138461
212,0.004738878143133464,0.0047169811320754715,2.1897011057992084e-05
213,0.004738878143133464,0.004694835680751174,4.404246238228979e-05
214,0.004642166344294004,0.004672897196261682,-3.0730851967677476e-05
215,0.004642166344294004,0.004651162790697674,-8.996446403669936e-06
216,0.004545454545454546,0.004629629629629629,-8.417508417508327e-05
217,0.004545454545454546,0.004608294930875576,-6.284038542102993e-05
218,0.004545454545454546,0.0045871559633027525,-4.170141784820645e-05
219,0.004545454545454546,0.0045662100456621,-2.0755500207554102e-05
220,0.004545454545454546,0.004545454545454545,8.673617379884035e-19
221,0.004448742746615088,0.004524886877828055,-7.614413121296692e-05
222,0.0043520309477756295,0.0045045045045045045,-0.000152473556728875
223,0.004448742746615088,0.004484304932735426,-3.556218612033816e-05
224,0.004448742746615088,0.004464285714285714,-1.5542967670626254e-05
225,0.004158607350096713,0.0044444444444444444,-0.0002858370943477316
226,0.004448742746615088,0.004424778761061947,2.3963985553140943e-05
227,0.0043520309477756295,0.004405286343612335,-5.3255395836705743e-05
228,0.004255319148936171,0.0043859649122807015,-0.00013064576334453036
229,0.004255319148936171,0.004366812227074236,-0.00011149307813806443
230,0.004255319148936171,0.004347826086956522,-9.250693802035064e-05
231,0.004255319148936171,0.004329004329004329,-7.368518006815785e-05
232,0.004255319148936171,0.004310344827586207,-5.5025678650035686e-05
233,0.004158607350096713,0.004291845493562232,-0.0001332381434655189
234,0.0040618955512572545,0.004273504273504274,-0.00021160872224701942
235,0.004255319148936171,0.00425531914893617,8.673617379884035e-19
236,0.004158607350096713,0.00423728813559322,-7.868078549650749e-05
237,0.003965183752417795,0.004219409282700422,-0.00025422553028262625
238,0.0036750483558994204,0.004201680672268907,-0.000526632316369487
239,0.003384912959381045,0.0041841004184100415,-0.0007991874590289965
240,0.003384912959381045,0.004166666666666667,-0.0007817537072856216
