n_start,q0_best,dt,peakiness,peakiness_score,theta_star,theta_subdeg,theta_ci_lo,theta_ci_hi,theta_dx,q_eff,mean_dx,track_r2,valid_frac,used_r2_guard,hit_boundary
200000000,29,23,25.17999943762639,25.042452941238952,88.3,88.33481886364575,88.32324923733671,88.34529710529546,88.04922626146221,29.359447004608295,0.7833935018050542,0.9891047797032724,1.0,True,False
