m,max_lift,min_lift,chi2,pbar
2,1.0020692757534861,0.9979307242465137,0.38074673864147546,0.04041818181818182
3,1.0028668345916767,0.9976387800578678,0.4164347423303094,0.04041818181818182
4,1.0051731893837157,0.9906882591093117,2.9751686909581645,0.04041818181818182
5,1.0043297345928925,0.994995501574449,1.313315339631129,0.04041818181818182
6,1.0079612968969194,0.9905551073520662,3.2004824332122332,0.04041818181818182
7,1.0165420358348891,0.983560489975636,8.7471897737176,0.04041818181818182
8,1.0093567251461988,0.9808367071524967,6.2452541610436345,0.04041818181818182
9,1.0121475892561984,0.9836050272391735,4.8062131841037115,0.04041818181818182
10,1.0095591542959963,0.9917903733693207,2.6952316689158797,0.04041818181818182
11,1.2397885739991004,0.0,19769.992285200176,0.04041818181818182
12,1.0134971193752067,0.9762500880905784,9.36025106582792,0.04041818181818182
13,1.1979586616409128,0.0,16170.882391726744,0.04041818181818182
14,1.0169356477127776,0.9756851229100608,11.854121903305995,0.04041818181818182
15,1.0131625000209332,0.9875146247443966,7.51728024576341,0.04041818181818182
16,1.012505623031939,0.9761583445793973,7.455510571300046,0.04041818181818182
17,1.1490171360254804,0.0,11859.808459826605,0.04041818181818182
18,1.0190301928631407,0.9827953091677686,9.030512667380908,0.04041818181818182
19,1.1371841392964208,0.0,10468.651157970864,0.04041818181818182
20,1.0204678362573099,0.9784075573549257,9.945119208277106,0.04041818181818182
21,1.0459842043009502,0.9765510690414156,23.07720982387293,0.04041818181818182
22,1.2536437246963563,0.0,19778.227935222676,0.04041818181818182
23,1.1153416590230303,0.0,8478.92127079527,0.04041818181818182
24,1.027796532463597,0.9527734609754345,23.574614408608944,0.04041818181818182
25,1.0180499325236168,0.9784075573549257,10.963225371120108,0.04041818181818182
26,1.2108242171967343,0.0,16175.094367376874,0.04041818181818182
27,1.0250946912450454,0.969224601437851,14.281602436409594,0.04041818181818182
28,1.0432222824745137,0.9711254050098769,22.720182381563177,0.04041818181818182
29,1.1020140472650501,0.0,6601.149730852604,0.04041818181818182
30,1.0367652037416761,0.9757129370830964,18.918442861665667,0.04041818181818182
