m,max_lift,min_lift,chi2,pbar
715,1.664432073408691,0.0,40020.99844749681,0.04041818181818182
572,1.7240455700099346,0.0,39921.56109680838,0.04041818181818182
429,1.6597155114274744,0.0,39794.52729141777,0.04041818181818182
286,1.614474580328706,0.0,39712.36931858716,0.04041818181818182
143,1.5293477312190003,0.0,39603.605980672495,0.04041818181818182
748,1.6572744252194493,0.0,34748.889155252065,0.04041818181818182
561,1.6153489354471917,0.0,34647.21176185575,0.04041818181818182
374,1.5731488198783603,0.0,34492.44912556346,0.04041818181818182
187,1.4636611142751121,0.0,34356.093507379825,0.04041818181818182
836,1.7202375824996206,0.0,33131.95775653215,0.04041818181818182
627,1.678096051961751,0.0,32996.54713671277,0.04041818181818182
418,1.645348505754318,0.0,32827.419657460414,0.04041818181818182
209,1.4996176381017927,0.0,32674.425268030333,0.04041818181818182
759,1.6050283022060292,0.0,30679.412378926994,0.04041818181818182
663,1.6181045494836301,0.0,30671.509944961723,0.04041818181818182
442,1.5708787638612198,0.0,30490.80053370941,0.04041818181818182
506,1.587588318329615,0.0,30470.358664846146,0.04041818181818182
221,1.4688229285495933,0.0,30338.87785508075,0.04041818181818182
253,1.499388967311303,0.0,30277.2111890984,0.04041818181818182
741,1.6249785798278114,0.0,29092.109429630727,0.04041818181818182
