theta_deg,score_total
78.0,0.2792792860418558
78.02,0.2792792860418558
78.04,0.2972973044961691
78.06,0.324324332177639
78.08,0.33333334140479565
78.1,0.3513513598591089
78.12,0.36036036908626556
78.14,0.3963964059948921
78.16,0.40540541522204876
78.18,0.36036036908626556
78.2,0.36036036908626556
78.22,0.36036036908626556
78.24,0.3693693783134222
78.26,0.3513513598591089
78.28,0.3513513598591089
78.3,0.3513513598591089
78.32,0.3423423506319523
78.34,0.324324332177639
78.36,0.2972973044961691
78.38,0.2972973044961691
78.4,0.2702702768146992
78.42,0.28828829526901245
78.44,0.2522522583603859
78.46,0.26126126758754253
78.48,0.2522522583603859
78.5,0.2522522583603859
78.52,0.24324324913322926
78.54,0.23423423990607262
78.56,0.24324324913322926
78.58,0.24324324913322926
78.6,0.24324324913322926
78.62,0.2792792860418558
78.64,0.26126126758754253
78.66,0.2702702768146992
78.68,0.2702702768146992
78.7,0.2702702768146992
78.72,0.26126126758754253
78.74,0.2792792860418558
78.76,0.28828829526901245
78.78,0.28828829526901245
78.8,0.2702702768146992
