Q,budget_fraction,prp_cost_hours,base_survival_rate,predicted_survival_topk,predicted_dead_topk,random_dead_topk,saved_compute_seconds
50000000,0.001,1.0,0.7181432935843106,1.0,0.0,0.2818567064156894,10146.841430964818
50000000,0.001,24.0,0.7181432935843106,1.0,0.0,0.2818567064156894,243524.1943431556
50000000,0.001,168.0,0.7181432935843106,1.0,0.0,0.2818567064156894,1704669.3604020893
50000000,0.01,1.0,0.7181432935843106,1.0,0.0,0.2818567064156894,102483.09845274466
50000000,0.01,24.0,0.7181432935843106,1.0,0.0,0.2818567064156894,2459594.3628658717
50000000,0.01,168.0,0.7181432935843106,1.0,0.0,0.2818567064156894,17217160.5400611
50000000,0.05,1.0,0.7181432935843106,1.0,0.0,0.2818567064156894,514444.86054991634
50000000,0.05,24.0,0.7181432935843106,1.0,0.0,0.2818567064156894,12346676.653197993
50000000,0.05,168.0,0.7181432935843106,1.0,0.0,0.2818567064156894,86426736.57238594
