win_start,q,count
2521,43,5
2521,47,5
2521,41,5
2521,48,5
2521,44,5
2521,40,5
2521,42,5
2521,55,4
2521,65,4
2521,59,4
2521,54,4
2521,62,4
2521,53,4
2521,52,4
2521,49,4
2521,51,4
2521,50,4
2521,58,4
2521,57,4
2521,45,4
2521,97,3
2521,87,3
2521,101,3
2521,79,3
2521,94,3
2521,77,3
2521,82,3
2521,67,3
2521,91,3
2521,85,3
2521,75,3
2581,24,9
2581,25,9
2581,29,8
2581,27,8
2581,23,8
2581,26,8
2581,28,8
2581,34,7
2581,35,7
2581,32,7
2581,31,7
2581,30,7
2581,41,6
2581,38,6
2581,37,6
2581,36,6
2581,40,6
2581,33,6
2581,47,5
2581,48,5
2581,44,5
2581,49,5
2581,50,5
2581,42,5
2581,45,5
2581,39,5
2581,43,5
2581,63,4
2581,68,4
2581,55,4
2581,70,4
2581,54,4
2581,59,4
2581,53,4
2581,65,4
2581,52,4
2581,51,4
2581,62,4
2581,58,4
2581,57,4
2581,46,4
2581,56,4
2581,89,3
2581,76,3
2581,74,3
2581,96,3
2581,81,3
2581,72,3
2581,22,3
2581,100,3
2641,25,9
2641,26,9
2641,24,9
2641,27,8
2641,28,8
2641,34,7
2641,32,7
2641,31,7
2641,29,7
2641,30,7
2641,23,6
2641,42,6
2641,39,6
2641,38,6
2641,35,6
2641,37,6
2641,36,6
2641,33,6
2641,49,5
2641,50,5
2641,52,5
2641,51,5
2641,45,5
2641,41,5
2641,43,5
2641,46,5
2641,40,5
2641,44,5
2641,63,4
2641,54,4
2641,53,4
2641,68,4
2641,59,4
2641,65,4
2641,62,4
2641,58,4
2641,57,4
2641,47,4
2641,56,4
2641,48,4
2641,55,4
2641,98,3
2641,102,3
2641,78,3
2641,83,3
2641,95,3
2641,76,3
2641,70,3
2641,74,3
2641,72,3
2701,26,9
2701,24,8
2701,28,8
2701,25,8
2701,27,8
2701,33,7
2701,32,7
2701,29,7
2701,31,7
2701,30,7
2701,37,6
2701,41,6
2701,40,6
2701,34,6
2701,35,6
2701,36,6
2701,53,5
2701,51,5
2701,52,5
2701,43,5
2701,46,5
2701,47,5
2701,44,5
2701,42,5
2701,39,5
2701,38,5
2701,73,4
2701,66,4
2701,63,4
2701,59,4
2701,58,4
2701,62,4
2701,57,4
2701,48,4
2701,56,4
2701,49,4
2701,45,4
2701,55,4
2701,50,4
2701,54,4
2701,104,3
2701,82,3
2701,23,3
2701,97,3
2701,85,3
2701,80,3
2701,68,3
2701,94,3
2701,88,3
2701,91,3
2761,25,9
2761,28,8
2761,27,8
2761,26,8
2761,35,7
2761,33,7
2761,32,7
2761,29,7
2761,31,7
2761,30,7
2761,39,6
2761,36,6
2761,38,6
2761,37,6
2761,34,6
2761,44,5
2761,42,5
2761,47,5
2761,48,5
2761,24,5
2761,41,5
2761,45,5
2761,43,5
2761,40,5
2761,66,4
2761,63,4
2761,59,4
2761,58,4
2761,62,4
2761,57,4
2761,49,4
2761,56,4
2761,50,4
2761,55,4
2761,51,4
2761,46,4
2761,54,4
2761,52,4
2761,53,4
2761,79,3
2761,71,3
2761,99,3
2761,84,3
2761,77,3
2761,73,3
2761,75,3
2761,96,3
2761,87,3
2761,82,3
2761,68,3
