win_start,k,density
61,44,0.022727272727272728
61,45,0.022727272727272728
61,46,0.022727272727272728
61,47,0.01818181818181818
61,48,0.01818181818181818
61,49,0.01818181818181818
61,50,0.01818181818181818
61,51,0.01818181818181818
61,52,0.01818181818181818
61,53,0.01818181818181818
61,54,0.01818181818181818
61,55,0.01818181818181818
61,56,0.01818181818181818
61,57,0.013636363636363636
61,58,0.013636363636363636
61,59,0.013636363636363636
61,60,0.013636363636363636
61,61,0.01818181818181818
61,62,0.01818181818181818
61,63,0.01818181818181818
61,64,0.01818181818181818
61,65,0.01818181818181818
61,66,0.01818181818181818
61,67,0.01818181818181818
61,68,0.01818181818181818
61,69,0.01818181818181818
61,70,0.01818181818181818
61,71,0.013636363636363636
61,72,0.013636363636363636
61,73,0.013636363636363636
61,74,0.013636363636363636
61,75,0.013636363636363636
61,76,0.013636363636363636
61,77,0.013636363636363636
61,78,0.013636363636363636
61,79,0.013636363636363636
61,80,0.013636363636363636
61,81,0.013636363636363636
61,82,0.013636363636363636
61,83,0.013636363636363636
61,84,0.013636363636363636
61,85,0.013636363636363636
61,86,0.013636363636363636
61,87,0.013636363636363636
61,88,0.013636363636363636
61,89,0.013636363636363636
61,90,0.013636363636363636
61,91,0.013636363636363636
61,92,0.013636363636363636
61,93,0.013636363636363636
61,94,0.00909090909090909
61,95,0.00909090909090909
61,96,0.00909090909090909
61,97,0.00909090909090909
61,98,0.00909090909090909
61,99,0.00909090909090909
61,100,0.00909090909090909
61,101,0.00909090909090909
61,102,0.00909090909090909
61,103,0.00909090909090909
61,104,0.00909090909090909
61,105,0.00909090909090909
61,106,0.00909090909090909
61,107,0.00909090909090909
61,108,0.00909090909090909
61,109,0.00909090909090909
61,110,0.00909090909090909
61,111,0.00909090909090909
61,112,0.00909090909090909
61,113,0.00909090909090909
61,114,0.00909090909090909
61,115,0.00909090909090909
61,116,0.00909090909090909
61,117,0.00909090909090909
61,118,0.00909090909090909
61,119,0.00909090909090909
61,120,0.00909090909090909
121,1,1.0
121,2,0.5
121,3,0.33181818181818185
121,4,0.25
121,5,0.2
121,6,0.16363636363636364
121,7,0.1409090909090909
121,8,0.12272727272727273
121,9,0.10909090909090909
121,10,0.1
121,11,0.09090909090909091
121,12,0.08181818181818182
121,13,0.07727272727272727
121,14,0.07272727272727272
121,15,0.06363636363636363
121,16,0.06363636363636363
121,17,0.05909090909090909
121,18,0.05454545454545454
121,19,0.05
121,20,0.05
121,21,0.05
121,22,0.045454545454545456
121,23,0.04090909090909091
121,24,0.04090909090909091
121,25,0.04090909090909091
121,26,0.04090909090909091
121,27,0.03636363636363636
121,28,0.03636363636363636
121,29,0.031818181818181815
121,30,0.031818181818181815
121,31,0.031818181818181815
121,32,0.031818181818181815
121,33,0.031818181818181815
121,34,0.031818181818181815
121,35,0.02727272727272727
121,36,0.02727272727272727
121,37,0.02727272727272727
121,38,0.022727272727272728
121,39,0.022727272727272728
121,40,0.022727272727272728
121,41,0.02727272727272727
121,42,0.02727272727272727
121,43,0.022727272727272728
121,44,0.022727272727272728
121,45,0.022727272727272728
121,46,0.022727272727272728
121,47,0.022727272727272728
121,48,0.022727272727272728
121,49,0.01818181818181818
121,50,0.01818181818181818
121,51,0.01818181818181818
121,52,0.01818181818181818
121,53,0.01818181818181818
121,54,0.01818181818181818
121,55,0.01818181818181818
121,56,0.01818181818181818
121,57,0.013636363636363636
121,58,0.013636363636363636
121,59,0.013636363636363636
121,60,0.013636363636363636
121,61,0.01818181818181818
121,62,0.01818181818181818
121,63,0.01818181818181818
121,64,0.01818181818181818
121,65,0.01818181818181818
121,66,0.01818181818181818
121,67,0.01818181818181818
121,68,0.01818181818181818
121,69,0.013636363636363636
121,70,0.013636363636363636
121,71,0.013636363636363636
121,72,0.013636363636363636
121,73,0.013636363636363636
121,74,0.013636363636363636
121,75,0.013636363636363636
121,76,0.013636363636363636
121,77,0.013636363636363636
121,78,0.013636363636363636
121,79,0.013636363636363636
121,80,0.013636363636363636
121,81,0.013636363636363636
121,82,0.013636363636363636
121,83,0.013636363636363636
121,84,0.013636363636363636
121,85,0.013636363636363636
121,86,0.00909090909090909
121,87,0.00909090909090909
121,88,0.00909090909090909
121,89,0.00909090909090909
121,90,0.00909090909090909
121,91,0.00909090909090909
121,92,0.00909090909090909
121,93,0.00909090909090909
121,94,0.00909090909090909
121,95,0.00909090909090909
121,96,0.00909090909090909
121,97,0.00909090909090909
121,98,0.00909090909090909
121,99,0.00909090909090909
121,100,0.00909090909090909
121,101,0.00909090909090909
121,102,0.00909090909090909
121,103,0.00909090909090909
121,104,0.00909090909090909
121,105,0.00909090909090909
121,106,0.00909090909090909
121,107,0.00909090909090909
121,108,0.00909090909090909
121,109,0.00909090909090909
121,110,0.00909090909090909
121,111,0.00909090909090909
121,112,0.00909090909090909
121,113,0.00909090909090909
121,114,0.004545454545454545
121,115,0.004545454545454545
121,116,0.004545454545454545
121,117,0.004545454545454545
121,118,0.004545454545454545
121,119,0.004545454545454545
121,120,0.004545454545454545
181,1,1.0
181,2,0.5
181,3,0.33181818181818185
181,4,0.25
181,5,0.2
181,6,0.16363636363636364
181,7,0.14545454545454545
181,8,0.12727272727272726
181,9,0.10909090909090909
181,10,0.1
181,11,0.09090909090909091
181,12,0.08181818181818182
181,13,0.07727272727272727
181,14,0.07272727272727272
181,15,0.06363636363636363
181,16,0.06363636363636363
181,17,0.05909090909090909
181,18,0.05454545454545454
181,19,0.05454545454545454
181,20,0.05
181,21,0.05
181,22,0.045454545454545456
181,23,0.045454545454545456
181,24,0.04090909090909091
181,25,0.04090909090909091
181,26,0.04090909090909091
181,27,0.03636363636363636
181,28,0.03636363636363636
181,29,0.031818181818181815
181,30,0.031818181818181815
181,31,0.031818181818181815
181,32,0.031818181818181815
181,33,0.031818181818181815
181,34,0.02727272727272727
181,35,0.02727272727272727
181,36,0.02727272727272727
181,37,0.02727272727272727
181,38,0.02727272727272727
181,39,0.02727272727272727
181,40,0.02727272727272727
181,41,0.022727272727272728
181,42,0.022727272727272728
181,43,0.022727272727272728
181,44,0.022727272727272728
181,45,0.01818181818181818
181,46,0.022727272727272728
181,47,0.022727272727272728
181,48,0.022727272727272728
181,49,0.022727272727272728
181,50,0.022727272727272728
181,51,0.01818181818181818
181,52,0.01818181818181818
181,53,0.01818181818181818
181,54,0.01818181818181818
181,55,0.01818181818181818
181,56,0.01818181818181818
181,57,0.01818181818181818
181,58,0.013636363636363636
181,59,0.013636363636363636
181,60,0.013636363636363636
181,61,0.01818181818181818
181,62,0.01818181818181818
181,63,0.01818181818181818
181,64,0.01818181818181818
181,65,0.01818181818181818
181,66,0.01818181818181818
181,67,0.013636363636363636
181,68,0.013636363636363636
181,69,0.013636363636363636
181,70,0.013636363636363636
181,71,0.013636363636363636
181,72,0.013636363636363636
181,73,0.013636363636363636
181,74,0.013636363636363636
181,75,0.013636363636363636
181,76,0.013636363636363636
181,77,0.013636363636363636
181,78,0.013636363636363636
181,79,0.013636363636363636
181,80,0.013636363636363636
181,81,0.00909090909090909
181,82,0.00909090909090909
181,83,0.00909090909090909
181,84,0.00909090909090909
181,85,0.00909090909090909
181,86,0.00909090909090909
181,87,0.00909090909090909
181,88,0.00909090909090909
181,89,0.00909090909090909
181,90,0.00909090909090909
181,91,0.013636363636363636
181,92,0.013636363636363636
181,93,0.013636363636363636
181,94,0.013636363636363636
181,95,0.013636363636363636
181,96,0.013636363636363636
181,97,0.013636363636363636
181,98,0.013636363636363636
181,99,0.013636363636363636
181,100,0.013636363636363636
181,101,0.00909090909090909
181,102,0.00909090909090909
181,103,0.00909090909090909
181,104,0.00909090909090909
181,105,0.00909090909090909
181,106,0.00909090909090909
181,107,0.00909090909090909
181,108,0.00909090909090909
181,109,0.00909090909090909
181,110,0.00909090909090909
181,111,0.00909090909090909
181,112,0.00909090909090909
181,113,0.00909090909090909
181,114,0.00909090909090909
181,115,0.00909090909090909
181,116,0.00909090909090909
181,117,0.00909090909090909
181,118,0.00909090909090909
181,119,0.00909090909090909
181,120,0.00909090909090909
241,1,1.0
241,2,0.5
241,3,0.33181818181818185
241,4,0.25
241,5,0.2
241,6,0.16363636363636364
241,7,0.1409090909090909
241,8,0.12272727272727273
241,9,0.11363636363636363
241,10,0.1
241,11,0.09090909090909091
241,12,0.08181818181818182
241,13,0.07727272727272727
241,14,0.06818181818181818
241,15,0.06363636363636363
241,16,0.05909090909090909
241,17,0.05909090909090909
241,18,0.05454545454545454
241,19,0.05454545454545454
241,20,0.05
241,21,0.045454545454545456
241,22,0.045454545454545456
241,23,0.045454545454545456
241,24,0.04090909090909091
241,25,0.04090909090909091
241,26,0.03636363636363636
241,27,0.04090909090909091
241,28,0.03636363636363636
241,29,0.031818181818181815
241,30,0.031818181818181815
241,31,0.031818181818181815
241,32,0.031818181818181815
241,33,0.02727272727272727
241,34,0.02727272727272727
241,35,0.031818181818181815
241,36,0.02727272727272727
241,37,0.02727272727272727
241,38,0.02727272727272727
241,39,0.022727272727272728
241,40,0.022727272727272728
241,41,0.02727272727272727
241,42,0.022727272727272728
241,43,0.022727272727272728
241,44,0.022727272727272728
241,45,0.022727272727272728
241,46,0.022727272727272728
241,47,0.01818181818181818
241,48,0.01818181818181818
241,49,0.022727272727272728
241,50,0.022727272727272728
241,51,0.022727272727272728
241,52,0.01818181818181818
241,53,0.01818181818181818
241,54,0.01818181818181818
241,55,0.01818181818181818
241,56,0.01818181818181818
241,57,0.01818181818181818
241,58,0.013636363636363636
241,59,0.013636363636363636
241,60,0.013636363636363636
241,61,0.01818181818181818
241,62,0.01818181818181818
241,63,0.01818181818181818
241,64,0.01818181818181818
241,65,0.01818181818181818
241,66,0.013636363636363636
241,67,0.013636363636363636
241,68,0.013636363636363636
241,69,0.013636363636363636
241,70,0.013636363636363636
241,71,0.013636363636363636
241,72,0.013636363636363636
241,73,0.013636363636363636
241,74,0.013636363636363636
241,75,0.013636363636363636
241,76,0.013636363636363636
241,77,0.00909090909090909
241,78,0.00909090909090909
241,79,0.00909090909090909
241,80,0.00909090909090909
241,81,0.013636363636363636
241,82,0.013636363636363636
241,83,0.013636363636363636
241,84,0.013636363636363636
241,85,0.013636363636363636
241,86,0.013636363636363636
241,87,0.013636363636363636
241,88,0.013636363636363636
241,89,0.013636363636363636
241,90,0.013636363636363636
241,91,0.013636363636363636
241,92,0.013636363636363636
241,93,0.00909090909090909
241,94,0.00909090909090909
241,95,0.00909090909090909
241,96,0.00909090909090909
241,97,0.00909090909090909
241,98,0.00909090909090909
241,99,0.00909090909090909
241,100,0.00909090909090909
241,101,0.00909090909090909
241,102,0.00909090909090909
241,103,0.00909090909090909
241,104,0.00909090909090909
241,105,0.00909090909090909
241,106,0.00909090909090909
241,107,0.00909090909090909
241,108,0.00909090909090909
241,109,0.00909090909090909
241,110,0.00909090909090909
241,111,0.00909090909090909
241,112,0.00909090909090909
241,113,0.00909090909090909
241,114,0.00909090909090909
241,115,0.00909090909090909
241,116,0.004545454545454545
241,117,0.004545454545454545
241,118,0.004545454545454545
241,119,0.004545454545454545
241,120,0.004545454545454545
301,1,1.0
301,2,0.5
301,3,0.33181818181818185
301,4,0.25
301,5,0.2
301,6,0.16363636363636364
301,7,0.14545454545454545
301,8,0.12727272727272726
301,9,0.10909090909090909
301,10,0.1
301,11,0.09090909090909091
301,12,0.08181818181818182
301,13,0.07727272727272727
301,14,0.07272727272727272
301,15,0.06363636363636363
301,16,0.06363636363636363
301,17,0.05909090909090909
301,18,0.05454545454545454
301,19,0.05454545454545454
301,20,0.05
301,21,0.045454545454545456
301,22,0.045454545454545456
301,23,0.04090909090909091
301,24,0.04090909090909091
301,25,0.03636363636363636
301,26,0.04090909090909091
301,27,0.03636363636363636
301,28,0.03636363636363636
301,29,0.031818181818181815
301,30,0.031818181818181815
301,31,0.031818181818181815
301,32,0.031818181818181815
301,33,0.02727272727272727
301,34,0.031818181818181815
301,35,0.02727272727272727
301,36,0.02727272727272727
301,37,0.02727272727272727
301,38,0.02727272727272727
301,39,0.02727272727272727
301,40,0.02727272727272727
301,41,0.022727272727272728
301,42,0.022727272727272728
301,43,0.02727272727272727
301,44,0.022727272727272728
301,45,0.022727272727272728
301,46,0.022727272727272728
301,47,0.022727272727272728
301,48,0.01818181818181818
301,49,0.01818181818181818
301,50,0.01818181818181818
301,51,0.022727272727272728
301,52,0.022727272727272728
301,53,0.01818181818181818
301,54,0.01818181818181818
301,55,0.01818181818181818
301,56,0.01818181818181818
301,57,0.01818181818181818
301,58,0.013636363636363636
301,59,0.013636363636363636
301,60,0.013636363636363636
301,61,0.01818181818181818
301,62,0.01818181818181818
301,63,0.01818181818181818
301,64,0.01818181818181818
301,65,0.01818181818181818
301,66,0.013636363636363636
301,67,0.013636363636363636
301,68,0.013636363636363636
301,69,0.013636363636363636
301,70,0.013636363636363636
301,71,0.013636363636363636
301,72,0.013636363636363636
301,73,0.013636363636363636
301,74,0.013636363636363636
301,75,0.00909090909090909
301,76,0.013636363636363636
301,77,0.013636363636363636
301,78,0.013636363636363636
301,79,0.013636363636363636
301,80,0.013636363636363636
301,81,0.013636363636363636
301,82,0.013636363636363636
301,83,0.013636363636363636
301,84,0.013636363636363636
301,85,0.013636363636363636
301,86,0.013636363636363636
301,87,0.00909090909090909
301,88,0.00909090909090909
301,89,0.00909090909090909
301,90,0.00909090909090909
301,91,0.00909090909090909
301,92,0.00909090909090909
301,93,0.00909090909090909
301,94,0.00909090909090909
301,95,0.00909090909090909
301,96,0.00909090909090909
301,97,0.00909090909090909
301,98,0.00909090909090909
301,99,0.00909090909090909
301,100,0.00909090909090909
301,101,0.013636363636363636
301,102,0.013636363636363636
301,103,0.013636363636363636
301,104,0.013636363636363636
301,105,0.00909090909090909
301,106,0.00909090909090909
301,107,0.00909090909090909
301,108,0.00909090909090909
301,109,0.00909090909090909
301,110,0.00909090909090909
301,111,0.00909090909090909
301,112,0.00909090909090909
301,113,0.00909090909090909
301,114,0.00909090909090909
301,115,0.00909090909090909
301,116,0.00909090909090909
301,117,0.00909090909090909
301,118,0.00909090909090909
301,119,0.00909090909090909
301,120,0.00909090909090909
361,1,1.0
361,2,0.5
361,3,0.33181818181818185
361,4,0.25
361,5,0.2
361,6,0.16363636363636364
361,7,0.1409090909090909
361,8,0.12272727272727273
361,9,0.10909090909090909
361,10,0.1
361,11,0.09090909090909091
361,12,0.08181818181818182
361,13,0.07727272727272727
361,14,0.07272727272727272
361,15,0.06363636363636363
361,16,0.06363636363636363
361,17,0.05909090909090909
361,18,0.05454545454545454
361,19,0.05454545454545454
361,20,0.05
361,21,0.045454545454545456
361,22,0.045454545454545456
361,23,0.045454545454545456
361,24,0.04090909090909091
361,25,0.04090909090909091
361,26,0.04090909090909091
361,27,0.03636363636363636
361,28,0.03636363636363636
361,29,0.03636363636363636
361,30,0.031818181818181815
361,31,0.031818181818181815
361,32,0.031818181818181815
361,33,0.031818181818181815
361,34,0.031818181818181815
361,35,0.02727272727272727
361,36,0.02727272727272727
361,37,0.02727272727272727
361,38,0.02727272727272727
361,39,0.022727272727272728
361,40,0.022727272727272728
361,41,0.02727272727272727
361,42,0.022727272727272728
361,43,0.022727272727272728
361,44,0.022727272727272728
361,45,0.01818181818181818
361,46,0.022727272727272728
361,47,0.022727272727272728
361,48,0.022727272727272728
361,49,0.01818181818181818
361,50,0.01818181818181818
361,51,0.01818181818181818
361,52,0.022727272727272728
361,53,0.01818181818181818
361,54,0.01818181818181818
361,55,0.01818181818181818
361,56,0.01818181818181818
361,57,0.01818181818181818
361,58,0.01818181818181818
361,59,0.013636363636363636
361,60,0.013636363636363636
361,61,0.01818181818181818
361,62,0.01818181818181818
361,63,0.01818181818181818
361,64,0.01818181818181818
361,65,0.013636363636363636
361,66,0.013636363636363636
361,67,0.013636363636363636
361,68,0.013636363636363636
361,69,0.013636363636363636
361,70,0.013636363636363636
361,71,0.013636363636363636
361,72,0.013636363636363636
361,73,0.013636363636363636
361,74,0.013636363636363636
361,75,0.013636363636363636
361,76,0.013636363636363636
361,77,0.013636363636363636
361,78,0.013636363636363636
361,79,0.013636363636363636
361,80,0.013636363636363636
361,81,0.013636363636363636
361,82,0.013636363636363636
361,83,0.00909090909090909
361,84,0.00909090909090909
361,85,0.00909090909090909
361,86,0.00909090909090909
361,87,0.00909090909090909
361,88,0.00909090909090909
361,89,0.00909090909090909
361,90,0.00909090909090909
361,91,0.013636363636363636
361,92,0.013636363636363636
361,93,0.013636363636363636
361,94,0.013636363636363636
361,95,0.013636363636363636
361,96,0.013636363636363636
361,97,0.00909090909090909
361,98,0.00909090909090909
361,99,0.00909090909090909
361,100,0.00909090909090909
361,101,0.00909090909090909
361,102,0.00909090909090909
361,103,0.00909090909090909
361,104,0.00909090909090909
361,105,0.00909090909090909
361,106,0.00909090909090909
361,107,0.00909090909090909
361,108,0.00909090909090909
361,109,0.00909090909090909
361,110,0.00909090909090909
361,111,0.00909090909090909
361,112,0.00909090909090909
361,113,0.00909090909090909
361,114,0.00909090909090909
361,115,0.00909090909090909
361,116,0.00909090909090909
361,117,0.004545454545454545
361,118,0.004545454545454545
361,119,0.004545454545454545
361,120,0.004545454545454545
421,1,1.0
421,2,0.5
421,3,0.33181818181818185
421,4,0.25
421,5,0.2
421,6,0.16363636363636364
421,7,0.1409090909090909
421,8,0.12727272727272726
421,9,0.11363636363636363
421,10,0.1
421,11,0.09090909090909091
421,12,0.08181818181818182
421,13,0.07727272727272727
421,14,0.06818181818181818
421,15,0.06363636363636363
421,16,0.06363636363636363
421,17,0.05909090909090909
421,18,0.05454545454545454
421,19,0.05
421,20,0.05
421,21,0.045454545454545456
421,22,0.045454545454545456
421,23,0.04090909090909091
421,24,0.04090909090909091
421,25,0.04090909090909091
421,26,0.03636363636363636
421,27,0.03636363636363636
421,28,0.031818181818181815
421,29,0.03636363636363636
421,30,0.031818181818181815
421,31,0.031818181818181815
421,32,0.031818181818181815
421,33,0.031818181818181815
421,34,0.02727272727272727
421,35,0.02727272727272727
421,36,0.02727272727272727
421,37,0.02727272727272727
421,38,0.022727272727272728
421,39,0.02727272727272727
421,40,0.02727272727272727
421,41,0.022727272727272728
421,42,0.022727272727272728
421,43,0.022727272727272728
421,44,0.022727272727272728
421,45,0.022727272727272728
421,46,0.01818181818181818
421,47,0.022727272727272728
421,48,0.022727272727272728
421,49,0.022727272727272728
421,50,0.01818181818181818
421,51,0.01818181818181818
421,52,0.01818181818181818
421,53,0.022727272727272728
421,54,0.01818181818181818
421,55,0.01818181818181818
421,56,0.01818181818181818
421,57,0.01818181818181818
421,58,0.01818181818181818
421,59,0.013636363636363636
421,60,0.013636363636363636
421,61,0.01818181818181818
421,62,0.01818181818181818
421,63,0.01818181818181818
421,64,0.01818181818181818
421,65,0.013636363636363636
421,66,0.013636363636363636
421,67,0.013636363636363636
421,68,0.013636363636363636
421,69,0.013636363636363636
421,70,0.013636363636363636
421,71,0.01818181818181818
421,72,0.013636363636363636
421,73,0.013636363636363636
421,74,0.013636363636363636
421,75,0.013636363636363636
421,76,0.013636363636363636
421,77,0.013636363636363636
421,78,0.013636363636363636
421,79,0.013636363636363636
421,80,0.013636363636363636
421,81,0.00909090909090909
421,82,0.00909090909090909
421,83,0.00909090909090909
421,84,0.00909090909090909
421,85,0.013636363636363636
421,86,0.013636363636363636
421,87,0.013636363636363636
421,88,0.013636363636363636
421,89,0.013636363636363636
421,90,0.013636363636363636
421,91,0.013636363636363636
421,92,0.00909090909090909
421,93,0.00909090909090909
421,94,0.00909090909090909
421,95,0.00909090909090909
421,96,0.00909090909090909
421,97,0.00909090909090909
421,98,0.00909090909090909
421,99,0.00909090909090909
421,100,0.00909090909090909
421,101,0.00909090909090909
421,102,0.00909090909090909
421,103,0.00909090909090909
421,104,0.00909090909090909
421,105,0.00909090909090909
421,106,0.013636363636363636
421,107,0.00909090909090909
421,108,0.00909090909090909
421,109,0.00909090909090909
421,110,0.00909090909090909
421,111,0.00909090909090909
421,112,0.00909090909090909
421,113,0.00909090909090909
421,114,0.00909090909090909
421,115,0.00909090909090909
421,116,0.00909090909090909
421,117,0.00909090909090909
421,118,0.00909090909090909
421,119,0.00909090909090909
421,120,0.00909090909090909
481,1,1.0
481,2,0.5
481,3,0.33181818181818185
481,4,0.25
481,5,0.2
481,6,0.16363636363636364
481,7,0.14545454545454545
481,8,0.12272727272727273
481,9,0.10909090909090909
481,10,0.1
481,11,0.09090909090909091
481,12,0.08181818181818182
481,13,0.07727272727272727
481,14,0.07272727272727272
481,15,0.06363636363636363
481,16,0.05909090909090909
481,17,0.05909090909090909
481,18,0.05454545454545454
481,19,0.05
481,20,0.05
481,21,0.05
481,22,0.045454545454545456
481,23,0.045454545454545456
481,24,0.04090909090909091
481,25,0.04090909090909091
481,26,0.03636363636363636
481,27,0.03636363636363636
481,28,0.03636363636363636
481,29,0.03636363636363636
481,30,0.031818181818181815
481,31,0.031818181818181815
481,32,0.02727272727272727
481,33,0.031818181818181815
481,34,0.02727272727272727
481,35,0.031818181818181815
481,36,0.02727272727272727
481,37,0.02727272727272727
481,38,0.02727272727272727
481,39,0.022727272727272728
481,40,0.022727272727272728
481,41,0.02727272727272727
481,42,0.022727272727272728
481,43,0.022727272727272728
481,44,0.022727272727272728
481,45,0.022727272727272728
481,46,0.022727272727272728
481,47,0.01818181818181818
481,48,0.01818181818181818
481,49,0.022727272727272728
481,50,0.022727272727272728
481,51,0.01818181818181818
481,52,0.01818181818181818
481,53,0.01818181818181818
481,54,0.01818181818181818
481,55,0.01818181818181818
481,56,0.01818181818181818
481,57,0.01818181818181818
481,58,0.01818181818181818
481,59,0.013636363636363636
481,60,0.013636363636363636
481,61,0.01818181818181818
481,62,0.01818181818181818
481,63,0.01818181818181818
481,64,0.013636363636363636
481,65,0.013636363636363636
481,66,0.013636363636363636
481,67,0.013636363636363636
481,68,0.013636363636363636
481,69,0.01818181818181818
481,70,0.01818181818181818
481,71,0.013636363636363636
481,72,0.013636363636363636
481,73,0.013636363636363636
481,74,0.013636363636363636
481,75,0.013636363636363636
481,76,0.013636363636363636
481,77,0.013636363636363636
481,78,0.00909090909090909
481,79,0.00909090909090909
481,80,0.00909090909090909
481,81,0.013636363636363636
481,82,0.013636363636363636
481,83,0.013636363636363636
481,84,0.013636363636363636
481,85,0.013636363636363636
481,86,0.013636363636363636
481,87,0.013636363636363636
481,88,0.00909090909090909
481,89,0.00909090909090909
481,90,0.00909090909090909
481,91,0.00909090909090909
481,92,0.00909090909090909
481,93,0.00909090909090909
481,94,0.00909090909090909
481,95,0.00909090909090909
481,96,0.00909090909090909
481,97,0.013636363636363636
481,98,0.013636363636363636
481,99,0.013636363636363636
481,100,0.013636363636363636
481,101,0.00909090909090909
481,102,0.00909090909090909
481,103,0.00909090909090909
481,104,0.00909090909090909
481,105,0.00909090909090909
481,106,0.00909090909090909
481,107,0.00909090909090909
481,108,0.00909090909090909
481,109,0.00909090909090909
481,110,0.00909090909090909
481,111,0.00909090909090909
481,112,0.00909090909090909
481,113,0.00909090909090909
481,114,0.00909090909090909
481,115,0.00909090909090909
481,116,0.00909090909090909
481,117,0.004545454545454545
481,118,0.004545454545454545
481,119,0.004545454545454545
481,120,0.004545454545454545
541,1,1.0
541,2,0.5
541,3,0.33181818181818185
541,4,0.25
541,5,0.2
541,6,0.16363636363636364
541,7,0.1409090909090909
541,8,0.12727272727272726
541,9,0.10909090909090909
541,10,0.1
541,11,0.09090909090909091
541,12,0.08181818181818182
541,13,0.07727272727272727
541,14,0.07272727272727272
541,15,0.06363636363636363
541,16,0.06363636363636363
541,17,0.05909090909090909
541,18,0.05454545454545454
541,19,0.05454545454545454
541,20,0.05
541,21,0.05
541,22,0.045454545454545456
