win_start,occ_density,row_nonempty_mean,row_nonempty_var
1,0.04265151515151515,5.118181818181818,11.413305785123967
61,0.045037878787878786,5.404545454545454,14.386342975206611
121,0.04424242424242424,5.3090909090909095,16.49537190082645
181,0.044848484848484846,5.381818181818182,17.699669421487602
241,0.04435606060606061,5.322727272727272,18.154938016528927
301,0.0446969696969697,5.363636363636363,19.11322314049587
361,0.04446969696969697,5.336363636363636,19.241404958677684
421,0.04454545454545455,5.345454545454546,19.862479338842977
481,0.04443181818181818,5.331818181818182,19.939896694214877
541,0.04477272727272727,5.372727272727273,20.770165289256198
601,0.044621212121212124,5.3545454545454545,20.54702479338843
661,0.044583333333333336,5.35,21.136590909090906
721,0.04446969696969697,5.336363636363636,20.823223140495866
781,0.04465909090909091,5.359090909090909,21.357417355371904
841,0.04435606060606061,5.322727272727272,21.09130165289256
901,0.044583333333333336,5.35,21.927500000000002
961,0.044583333333333336,5.35,21.24568181818182
1021,0.044583333333333336,5.35,21.263863636363634
1081,0.04454545454545455,5.345454545454546,21.744297520661156
1141,0.04465909090909091,5.359090909090909,22.221053719008268
1201,0.04416666666666667,5.3,21.36454545454545
1261,0.04435606060606061,5.322727272727272,21.236756198347113
1321,0.04481060606060606,5.377272727272727,22.25311983471074
1381,0.04477272727272727,5.372727272727273,22.824710743801653
1441,0.04450757575757576,5.340909090909091,21.13378099173554
1501,0.04465909090909091,5.359090909090909,23.139235537190086
1561,0.04435606060606061,5.322727272727272,22.073119834710745
1621,0.044583333333333336,5.35,22.809318181818178
1681,0.044393939393939395,5.327272727272727,21.76561983471074
1741,0.04477272727272727,5.372727272727273,22.497438016528925
1801,0.04443181818181818,5.331818181818182,22.376260330578514
1861,0.045,5.4,22.376363636363642
1921,0.04435606060606061,5.322727272727272,21.691301652892562
1981,0.04424242424242424,5.3090909090909095,22.640826446280997
2041,0.04443181818181818,5.331818181818182,22.194442148760334
2101,0.044583333333333336,5.35,22.682045454545452
2161,0.04473484848484848,5.368181818181818,22.578078512396697
2221,0.044621212121212124,5.3545454545454545,22.801570247933878
2281,0.04454545454545455,5.345454545454546,22.33520661157025
2341,0.04465909090909091,5.359090909090909,23.166508264462813
2401,0.04424242424242424,5.3090909090909095,21.70446280991736
2461,0.044621212121212124,5.3545454545454545,22.83793388429752
2521,0.044393939393939395,5.327272727272727,21.629256198347104
2581,0.04481060606060606,5.377272727272727,23.58039256198347
2641,0.04465909090909091,5.359090909090909,23.202871900826448
2701,0.04450757575757576,5.340909090909091,22.80650826446281
2761,0.04435606060606061,5.322727272727272,23.454938016528928
