f_idx,power
1,193237.3999555728
2,197706.94279469317
3,199392.44771630657
4,199237.05699770842
5,203075.05004947877
6,196026.66915117108
7,200027.09130599428
8,193095.8972890266
9,206266.2683039298
10,189634.07405978613
11,189918.34852256734
12,239403.41250213908
13,232863.5052076089
14,117524.62535902996
15,202158.58531194692
16,178724.19568165182
17,233739.24353598745
18,185018.31469640118
19,312132.594140261
20,236398.577355926
21,136618.0918101514
22,250255.60001396207
23,71249.07877829396
24,243654.9068046413
25,106963.49409026802
26,171225.18608381404
27,442424.91439093003
28,137051.16062357297
29,312388.1371855521
30,10970.571766817948
31,169288.27973886704
32,61749.20237943598
33,303928.4971011539
34,67524.85024121053
35,29229.060988994137
36,3333.603345201571
37,206949.7319684158
38,394696.89257248316
39,826184.2616803736
40,265355.2978535654
41,390872.7720238325
42,44640.530448251906
43,207555.73359989506
44,6113.309632917201
45,85669.60010934019
46,641305.7329846288
47,15065.698608250614
48,6187.566036309401
49,156828.27182839892
50,250982.0558553755
51,234319.71703249306
52,617662.6638633884
53,253149.9307934497
54,231443.00246502156
55,76821.94107886993
56,82977.26857201921
57,75080.92986065899
58,318913.9076557429
59,74503.64939217355
60,9562.737647298693
61,497571.4220143189
62,879078.110988429
63,253480.23963743474
64,310251.77278389194
65,188882.45053812047
66,36101.86740789532
67,600508.4539261395
68,12547.983812173305
69,82518.50231243864
70,89977.86862806199
71,342381.9508987933
72,5167.611153447925
73,293626.4269974359
74,157179.2980767259
75,54409.416468785064
76,196437.72513634406
77,66448.54828785142
78,366582.58736071
79,346581.74076046277
80,364999.31621642713
81,150368.11180605934
82,161110.4891342731
83,186409.28312079617
84,63038.08530672043
85,468260.93085078185
86,109575.78214902041
87,6363.518704667063
88,167626.98422367685
89,222790.6503816016
90,3357.8791293877134
91,615853.4597141916
92,36972.25386407851
93,19271.70455134002
94,60178.905906616325
95,67515.11407421327
96,39929.5729272748
97,546008.9583925481
98,123600.00152097699
99,29237.06737949607
100,133025.38830616948
101,203522.66034189594
102,93537.99429127382
103,402379.0510090889
104,306603.9610341601
105,113608.19539372028
106,144873.34627848506
107,419984.42408210435
108,27206.962924893392
109,14224.412268957409
110,270404.35380584036
111,138716.62910100602
112,49137.44595163698
113,143764.1634398941
114,234419.44998888485
115,458026.6878492964
116,196039.21903741965
117,203.01777304374255
118,179965.3742521953
119,26156.591662129485
120,392284.8653171935
121,55818.251899492105
122,97802.51400952491
123,199758.69503381915
124,114122.63273079708
125,98291.70249172085
126,268193.27797027194
127,267594.0285336349
128,160244.95934413662
129,49836.95491441462
130,187571.86433094626
131,850015.0188650338
132,362831.0338770976
133,551750.2467371154
134,38920.174630328795
135,54386.49875584604
136,30446.766023708038
137,29620.214745438374
138,66972.30066688322
139,246989.68773875743
140,85287.13120360214
141,36083.650605321294
142,20962.935959392227
143,242088.52159813908
144,278416.71579368383
145,540119.7653255032
146,657885.9136339182
147,725033.6338531087
148,106566.8404997889
149,166938.56852900167
150,186041.55443094924
151,83714.20273959255
152,5000.274642625113
153,16856.57676854458
154,313994.10423919535
155,458420.2508838694
156,250293.0765448901
157,388647.3327246993
158,23434.98475154903
159,59387.217870141605
160,175929.58646195653
161,603809.5423534008
162,105813.72698876196
163,38810.0946392972
164,2945.1823547243
165,385972.29327557
166,19979.674574666416
167,151784.10225414738
168,42154.98585617496
169,167373.44411674127
170,59667.64358249211
171,88246.25689203631
172,7691.366437956265
173,243310.261488128
174,79059.09310454862
175,256392.77288797902
176,363426.1462878048
177,329740.1479241906
178,98764.81387772172
179,55215.377759534334
180,182871.33041556794
181,99992.51409687544
182,105790.30559899959
183,371163.40272406716
184,244024.46408834233
185,3034.4490808329597
186,116315.0670037767
187,255493.6451034848
188,861.3642903933054
189,277903.86480797624
190,102081.88339794391
191,16487.452736362793
192,271635.1720275297
193,87469.58491640828
194,3282.8465469254397
195,27856.712858878873
196,351358.2505069898
197,67481.09111909258
198,13235.414326619286
199,157971.0056675727
200,158267.02370093565
201,121816.59818655462
202,106680.77056475652
203,39009.00166573518
204,173251.7232368164
205,543452.1961193033
206,138023.09887468454
207,6574.299436758512
208,40642.39479171009
209,830898.9483045547
210,87309.4061295666
211,15366.121816157265
212,432846.8560524565
213,160927.01104740912
214,28605.593917545422
215,264485.7728084156
216,91916.01437369564
217,93956.21206331655
218,513020.6670292908
219,202985.19091354994
220,37314.79183579052
221,19057.85522635338
222,5639.146945884009
223,88677.60403258831
224,1083699.8295244984
225,35012.96813130205
226,33370.736899515454
227,63280.246790151105
228,104801.7553426357
229,306438.6500073678
230,107840.6643027822
231,9930.206892933356
232,29760.757062633125
233,122178.23433098031
234,373384.23681343044
235,94805.47920201003
236,501846.9252002099
237,58203.65782744669
238,217691.86789804755
239,94139.00514328438
240,300136.2683984944
241,6594.849819039265
242,7187.599059986755
243,210208.1690662208
244,473881.46278408286
245,51444.12328486778
246,176236.9940564077
247,117895.47180014847
248,424906.63018118043
249,52713.0883240948
250,115894.30178794877
251,8739.31304747227
252,163397.94221505965
253,35567.5399173691
254,2277.5363988829067
255,468543.8572044403
256,66264.64879243686
257,99977.96029213231
258,376854.2576176728
259,71211.96803813774
260,11832.341396985823
261,77426.40048438529
262,55199.55979299209
263,839933.3302782144
264,25667.780685584603
265,655.6549094810422
266,7684.378927273524
267,255028.73078515538
268,68029.82381984407
269,507702.4023856495
270,394463.57597718877
271,257667.6371253241
272,40816.39934002803
273,500779.17519482377
274,339955.06557367503
275,241561.75580052234
276,958594.9674235516
277,263175.4822177339
278,101797.08604135504
279,334008.58229805925
280,147586.9127008439
281,62896.81584723116
282,401461.69554864796
283,614256.0524002382
284,4933.514615274475
285,154120.04281025784
286,76640.31895622844
287,171107.80776354246
288,24265.62703890272
289,82443.3858623075
290,50181.21375554429
291,452756.1013277417
292,150639.05818829167
293,265258.7219561216
294,64274.3284240075
295,258394.7202640897
296,446581.5232296027
297,109186.08823517074
298,264866.9014989961
299,140980.5718805184
300,207502.62421885537
301,39562.99472894213
302,62010.39254554631
303,473184.72920328344
304,347953.65515163454
305,132764.35765961756
306,241256.15642930544
307,68335.63347064573
308,79912.59716342746
309,60144.12195316694
310,107157.0870032585
311,63787.742279840815
312,157590.06526611684
313,199012.94183488082
314,66789.51159579109
315,63769.633593824845
316,153382.13685672928
317,327135.55620814906
318,30400.16573844654
319,107174.02337456455
320,4865.804537053557
321,475111.09145522065
322,448.01606305923383
323,84172.89420130134
324,108892.66611850768
325,106843.51110032655
326,142187.30157085214
327,208833.7066855638
328,196411.67987454755
329,14064.331161190205
330,305725.3605203839
331,25058.451047360362
332,108207.51945301077
333,320902.162865829
334,124795.0083782143
335,4619.260091691848
336,225009.4602393469
337,103665.15045356144
338,76910.01244580098
339,136530.8447850398
340,280031.43838987325
341,83678.48027280557
342,225115.8060949012
343,52270.644892669734
344,42876.551228911754
345,30042.128883924957
346,146266.3650686863
347,429128.65079290647
348,378943.3402994381
349,254209.37726379084
350,64247.94697634183
351,124620.31630582362
352,17306.563121390005
353,230858.94076865652
354,20243.17289535548
355,166268.405816494
356,432190.73178990214
357,38625.51124201055
358,162606.5022784895
359,62388.47372164954
360,157690.92714539167
361,60730.83401205125
362,341946.2998874063
363,52770.983109911715
364,66776.30796674013
365,53204.90621877746
366,244264.42767560843
367,238122.75862177103
368,377066.43843139923
369,301947.09645628
370,178843.71304741883
371,196238.28043038506
372,42446.3120363556
373,112018.81736813548
374,64783.42086352673
375,31092.551537434763
376,126663.49864118439
377,464164.93722761766
378,135876.08738178338
379,148773.59654649565
380,33227.2960458685
381,40782.455360775566
382,129610.42474387676
383,57236.6518490456
384,18966.974287153196
385,491010.01899369276
386,66850.27426532612
387,64954.25032202109
388,284601.32963346364
389,2207.2713408098257
390,220286.5773996736
391,86705.3562973378
392,49801.34812860377
393,652203.3042126293
394,337503.5926136686
395,392387.66088313056
396,80387.52341229492
397,109801.25340015514
398,294744.2488101895
399,350436.1203693341
400,488.62844839195714
401,43281.62392792758
402,149392.34515401055
403,63293.507491521785
404,148150.3988872576
405,371533.4147279865
406,467995.655222463
407,66037.78562693672
408,87117.53313318134
409,115905.33663273582
410,155902.38603669265
411,633092.0949978445
412,53832.952444942464
413,14501.343996155652
414,402640.9975184067
415,574003.0556823065
416,44526.78819053872
417,65682.97072938154
418,99824.10847161789
419,31300.115520885764
420,59816.70719322236
421,400720.67725443764
422,46708.477463814575
423,546325.5713398274
424,4054.7184721931717
425,6271.138250467177
426,77130.29945277248
427,216975.29433730317
428,139980.02827375225
429,169337.69416490977
430,59738.30647933982
431,100501.48378498973
432,388133.3403212443
433,237725.0867583326
434,207576.95450626386
435,98291.80415123315
436,48954.91715803228
437,327750.29074917105
438,46423.636976702786
439,322194.2394032322
440,84613.68938326005
441,127514.20582632402
442,211402.18631086018
443,5785.23390240971
444,190602.58310906
445,102215.26057660735
446,309549.1086581123
447,6850.813779304892
448,42354.462869360184
449,135312.85183001365
450,108835.75017288614
451,796561.6993021318
452,8269.177216573535
453,83818.90635648798
454,119971.08711963613
455,588610.4809253366
456,266361.47268081864
457,111754.10562523962
458,21311.040311575056
459,155597.2424305624
460,48993.214281071814
461,188575.1257327748
462,177185.1750893402
463,293795.8545653528
464,34153.77165362549
465,185938.3129781761
466,70845.84837249278
467,134278.96933200656
468,456594.1264152206
469,190219.84373360954
470,86719.35625364319
471,300496.8642944346
472,115432.51476140377
473,54800.24847577598
474,217443.39905938852
475,96514.90892767395
476,72064.2028939014
477,73356.36373829671
478,682193.3688985811
479,81801.5805930622
480,12049.490926440225
481,49194.96254859655
482,323060.02790002566
483,497480.3445708292
484,257439.80753089752
485,455950.19982743706
486,72713.65947907955
487,360315.21985416714
488,427112.12945440464
489,68119.38614561736
490,194643.519230624
491,906432.7857443785
492,163368.12100156242
493,90477.93063035236
494,258056.81152888236
495,57828.0935313279
496,937453.434734048
497,6518.37826646313
498,196512.33978018162
499,250362.68179804677
500,111951.3705816632
501,12.468125914683139
502,84526.23687414858
503,2626.1665488168687
504,391919.61648625747
505,162046.14429511703
506,364334.5393452733
507,196550.41127587674
508,136572.86585054095
509,101119.04740903962
510,447908.1620946991
511,153231.15778977555
512,284350.4784390174
513,43176.36866060374
514,59795.858698760305
515,259701.72691269257
516,109484.29106033257
517,68930.99073932345
518,46092.10101677859
519,266545.5249965922
520,415059.7331869654
521,857638.5826062254
522,36401.78005765232
523,314731.7363776547
524,220606.36461236345
525,81615.49488509343
526,84993.12528143525
527,223534.6982928531
528,698160.3178789323
529,393186.4285340739
530,350203.95753090136
531,101604.71058025328
532,56691.24947689781
533,265351.0485136803
534,104755.43966353136
535,116135.40856667575
536,47582.49966287109
537,445542.10632967984
538,38667.93497957402
539,166292.5040600727
540,313561.65998396015
541,187235.6917115483
542,47718.86034137758
543,480179.6694034279
544,21249.169656080045
545,26067.90118507355
546,268327.55135462194
547,540123.2591621922
548,54439.9025678075
549,3877.4112253234944
550,94204.8548352204
551,10913.850886848584
552,496377.42631563265
553,809600.9935751787
554,786065.7075507913
555,32415.689790286277
556,234847.04344090418
557,147978.18883220776
558,123183.21070194605
559,35747.27105092995
560,278033.01133077766
561,175584.1222423235
562,94193.87855318558
563,351534.95757205266
564,404301.47446855827
565,75626.91535410483
566,379438.5518961591
567,91729.90355204762
568,330880.82329965325
569,353004.0693565638
570,178321.44496250147
571,54120.44645403285
572,172591.2790832839
573,286375.80774934863
574,72087.0787291493
575,339381.2867137147
576,437979.2936444022
577,156997.26268881708
578,34362.498897440404
579,404438.5186507533
580,41232.07293704358
581,37595.68170621203
582,204407.2190586892
583,204063.1111166025
584,15719.127995080566
585,92132.34322201776
586,147009.77750208921
587,222620.72882914115
588,73289.51447209039
589,77493.75635513295
590,342635.3392533952
591,210975.29358667988
592,22210.908643037652
593,165697.4957419506
594,17649.662405328272
595,659025.2302808696
596,98083.95091946342
597,14955.57521738225
598,101633.6980212047
599,13088.418013539756
600,258190.75523780743
601,54140.19493392761
602,58378.95150319224
603,62333.35620720842
604,288279.96156575956
605,175676.81300986055
606,37453.74998098218
