f_idx,power
1,229307.49705783225
2,79391.6977558312
3,117592.56132700917
4,57308.59630462591
5,67389.33456644526
6,10320.16328389981
7,37196.60268945352
8,33752.20910449004
9,27834.73538901945
10,1128.2940278465742
11,2566.553371992427
12,17761.52809023267
13,24985.532511457364
14,6236.611049482372
15,15895.921812173408
16,29632.283374392584
17,17715.59996016943
18,6569.7044434672225
19,35831.58661846637
20,14206.777925641061
21,1795.6163111805517
22,10129.257083948434
23,2796.985106148234
24,11274.037638943164
25,25.03445857662018
26,18003.14272420492
27,19337.878720113757
28,512.3621394644201
29,7653.861714671175
30,12447.78387374015
31,16962.225740247548
32,191.14709502203698
33,10262.506937386695
34,8493.704855106645
35,547.5221339343651
36,4124.079305044714
37,5875.323522801204
38,8209.292411854376
39,36254.12898514873
40,6927.531956268353
41,12373.75893548067
42,2456.311928127991
43,11064.473731592196
44,787.8220034507646
45,7338.234764265839
46,15896.513806337742
47,1980.8695602594692
48,274.1165998874393
49,3204.9433618800063
50,7836.116041529945
51,5493.638054540049
52,16364.552586430791
53,11439.326675273767
54,11592.311354453635
55,2071.558862602331
56,782.4588339428973
57,5022.8638215694245
58,9798.729192475172
59,684.0760928981828
60,380.36821628253307
61,12970.56798731639
62,35911.69180232289
63,11009.32442713301
64,13002.75323654521
65,5073.4892387280615
66,3011.744969496992
67,23718.071367472836
68,7.613646079628169
69,5407.948347364893
70,4102.402930525386
71,16898.65309640517
72,767.9110430722789
73,13881.80331551478
74,3384.856072796651
75,3902.257798682549
76,6183.7235749330175
77,4277.912379417234
78,13619.770252601164
79,18447.926750763716
80,17826.277021027767
81,5383.821229133197
82,10350.73898553097
83,7550.48828692867
84,3422.193581190422
85,21812.2896476846
86,5390.807533740756
87,42.97788344586567
88,9532.308844390773
89,12588.614312505748
90,738.5133994599931
91,30858.71799336105
92,1113.7270150373397
93,1633.1309544194864
94,2348.0299624651243
95,4495.571330972616
96,2628.6287076109006
97,31059.592601212727
98,5279.256885920107
99,3174.9265712057822
100,7646.1300550417045
101,10517.195948705894
102,6918.029440582492
103,25240.642828029697
104,16464.175616720724
105,5426.911583339747
106,9986.700692182727
107,21716.333561921874
108,2344.189744303128
109,419.0191195714569
110,14684.232270921924
111,10056.473252072945
112,3187.3253501234753
113,7297.18691598406
114,10113.9950138036
115,20933.602523496298
116,10910.811327705484
117,47.04845691460359
118,7080.359572393967
119,1232.843996238481
120,16352.858169319486
121,4309.763934631282
122,3004.1956373463026
123,11106.422575862372
124,6715.851426894901
125,6173.148963735595
126,12491.105845681046
127,10008.285843996537
128,7293.522338507178
129,1552.879339977067
130,8039.090832300387
131,32540.820385553765
132,15155.59003190676
133,21949.934091358326
134,2000.4431987366247
135,1902.139148324902
136,1037.7921458481867
137,402.7001898142249
138,2571.242370510782
139,9311.209274557035
140,3951.9211597891867
141,1864.3353810080614
142,1168.135353868169
143,9018.887837414073
144,13363.174193144841
145,24086.058284134753
146,25446.69910350219
147,28791.506966955556
148,3106.3286735599095
149,7980.885875204261
150,7755.077463733164
151,3334.1513846103826
152,327.3507991003831
153,776.7721170030912
154,12832.604582534845
155,18054.288048921386
156,12203.109387447388
157,18239.949540469097
158,1063.260459104267
159,2595.0182951802562
160,8029.113267451574
161,28708.989095465688
162,3998.069770900863
163,2155.3970433191
164,49.10594335755953
165,17972.923449935388
166,1196.0730847977184
167,7211.241932533016
168,2385.9183189481696
169,8223.888449310909
170,2912.0474444170163
171,3960.9200635956868
172,406.1153317926808
173,13301.7788556571
174,4146.673635245999
175,13886.16550927468
176,18186.93947218921
177,16043.394410149525
178,4495.78039192105
179,3500.7306069740575
180,11368.03733796862
181,5547.224388063951
182,6077.046581961067
183,19211.957448734134
184,10745.94415102256
185,174.2301444599007
186,7051.682344435166
187,15461.276879833356
188,40.40812165128249
189,15143.244153042177
190,4816.119223925673
191,489.3879069550366
192,10982.827364528026
193,5352.011744649763
194,434.8051304368135
195,879.9516604159741
196,16985.36833663736
197,3070.729835339734
198,1054.995927568832
199,7509.386526893864
200,5987.352806142621
201,4751.390702376803
202,4197.932778346191
203,1565.9002382812296
204,7045.45481530252
205,22099.15631312564
206,5535.754508800603
207,387.14681117518336
208,1984.07926112296
209,36757.60676560649
210,3840.9819086033776
211,433.8224622284197
212,19899.911972518625
213,5562.309264697642
214,1444.2800258654438
215,9617.108437973204
216,3778.3879853050807
217,3307.0059763560944
218,21521.797558964692
219,9497.74681170034
220,1129.5264275103204
221,383.88667924254867
222,270.58929191819107
223,3720.5569905487055
224,43748.96800715356
225,1343.115382019372
226,1091.9166370796363
227,2514.672450130709
228,4328.633484649312
229,14809.871935856216
230,3859.859773172601
231,315.7533963054934
232,1879.622504309032
233,5285.120008822019
234,17967.59271201772
235,4484.947693413236
236,20506.363966126384
237,2946.69538420514
238,9162.375625040124
239,3526.2490610070913
240,12146.597846729072
241,115.85723907936246
242,181.06243337866803
243,8990.994282941976
244,19909.51327073173
245,2837.9549282220464
246,9560.640738586222
247,7918.524508441945
248,21482.376266336763
249,3114.0009020367424
250,6936.598103299359
251,511.94404720121673
252,7625.186663452925
253,1952.3513370841317
254,311.76840591174306
255,25775.46555009641
256,4080.815809158092
257,4372.113766453473
258,17805.013396463193
259,3201.358118378188
260,483.2987461538094
261,3342.110947073972
262,3126.8243817124257
263,43050.021310568176
264,1019.8003869424485
265,47.51560339483368
266,325.2782092032735
267,12437.20202727601
268,3295.084950445551
269,24571.001524002655
270,17483.626775174987
271,13620.597665503163
272,1260.0853299846235
273,24686.264255186034
274,18179.92090390899
275,12219.095147986733
276,49867.49998351639
277,13046.476282658628
278,3702.6068845065697
279,15555.293855681011
280,6358.582861362261
281,2941.952236228481
282,17107.323552266535
283,26002.466721471155
284,426.9829483679435
285,6134.046079377852
286,3135.690899513223
287,7746.72966767938
288,1034.7793618120115
289,3237.5800349957863
290,1779.660348502417
291,18994.035033163593
292,6851.031082401103
293,11975.09958216414
294,2751.36418500493
295,9910.04852491188
296,20922.62987662956
297,3965.2068343420233
298,10347.945467090707
299,7057.318364173882
300,8422.472026397985
301,1498.4397221657327
302,2298.348737347964
303,20755.74507552937
304,15660.533687977051
305,5595.439360701327
306,10921.845448185335
307,2611.6164087670227
308,3643.496529906242
309,2553.3656523898926
310,4495.2592495741455
311,2481.8007864768765
312,6901.014320120293
313,9034.777450873955
314,2526.556963866696
315,3058.7725068310115
316,5986.287587172053
317,13879.958654633174
318,2107.310583671741
319,5461.23528413423
320,121.62559303743025
321,22321.617956693404
322,81.6874609835565
323,4458.552843247974
324,5149.436387889974
325,5424.514349475942
326,7407.957399076818
327,9089.527532109816
328,8784.966742148848
329,927.2655614149166
330,16243.836236609332
331,1546.278352245626
332,5021.179903358166
333,14894.225325453392
334,5344.19590500748
