m,max_lift,min_lift,chi2,pbar
2,1.011183879093199,0.988816120906801,1.2414105793450882,0.049625
3,1.0074508821410553,0.9935466695462492,0.3247351939976221,0.049625
4,1.0236775818639798,0.9724937027707807,3.338136020151133,0.049625
5,1.0100755667506298,0.9828715365239294,0.833249370277078,0.049625
6,1.0277180857450892,0.985400282214409,1.9905342523477718,0.049625
7,1.031854268746021,0.9577977422809956,5.281616660673729,0.049625
8,1.055919395465995,0.9656423173803526,6.34992443324937,0.049625
9,1.0392043467034164,0.9593618883288707,9.175173628099214,0.049625
10,1.0629722921914357,0.9370277078085641,8.933501259445846,0.049625
11,1.0695107154721903,0.9631137945547495,9.902094637469139,0.049625
12,1.048303896891392,0.9684441071883853,4.743838729889568,0.049625
13,1.2298936859072227,0.0,1809.693584506723,0.049625
14,1.0579133505491098,0.940837606421675,11.442621195934922,0.049625
15,1.030756247495608,0.9521648620560602,4.471058645448255,0.049625
16,1.0849370277078085,0.9350125944584382,14.443425692695214,0.049625
17,1.1733701503198504,0.0,1333.7703816162475,0.049625
18,1.0972401915454923,0.950251435804531,14.235648021266323,0.049625
19,1.1657680537918687,0.0,1180.2352918068973,0.049625
20,1.1083123425692696,0.9269521410579344,14.040806045340053,0.049625
21,1.0982293696475534,0.9310615079863652,14.681632476113798,0.049625
22,1.1038680545184472,0.9132402378746993,17.452319719237135,0.049625
23,1.1425542054193107,0.0,957.4907587227683,0.049625
24,1.1099688320026502,0.9479472377887558,15.576951337334313,0.049625
25,1.070528967254408,0.9219143576826195,13.551637279596978,0.049625
26,1.2784390468817746,0.0,1817.0669227338685,0.049625
27,1.0880741631349593,0.8758997013236421,20.21231528933911,0.049625
28,1.0607344528172409,0.9112160326062999,18.332733423487,0.049625
29,1.142559918647396,0.0,745.1892537434376,0.049625
30,1.1032193982240432,0.8978227797590841,17.549221506315128,0.049625
31,1.1868305533909778,0.0,705.8274066511707,0.049625
32,1.1445843828715365,0.9092191435768262,30.714256926952135,0.049625
33,1.1206158399215236,0.9242724159957311,18.456856440077203,0.049625
34,1.2812859451667855,0.0,1354.1985642313757,0.049625
35,1.0613282911424484,0.9167619790599223,15.722750429532208,0.049625
36,1.131800837514482,0.8996365631525369,23.00073725920448,0.049625
37,1.2265907348592706,0.0,592.4652285369709,0.049625
38,1.2175680131864912,0.0,1192.701232911992,0.049625
39,1.3360735940772643,0.0,1832.2428811484608,0.049625
40,1.1405541561712846,0.9108312342569268,28.14055415617129,0.049625
41,1.1566866298385905,0.0,539.200052537536,0.049625
42,1.1258562300640649,0.9013421746678416,32.92881877105862,0.049625
43,1.199884776407753,0.0,517.8177511558846,0.049625
44,1.2281328888556362,0.86881261906002,38.79270614363143,0.049625
