n_start,q0_best,dt,peakiness,peakiness_score,theta_star,theta_subdeg,theta_ci_lo,theta_ci_hi,theta_dx,q_eff,mean_dx,track_r2,valid_frac,used_r2_guard,hit_boundary
200000000,20,16,4.749999900810329,0.6153577313004899,89.1,89.10060606397197,88.77915982775302,89.72480553878678,82.60201573111816,7.701694915254237,2.0774647887323945,0.016782943081922852,1.0,False,False
