n_start,best_q0,best_run_id,visibility_score,track_r2,mean_dx,q_eff,valid_frac,wave_strength,notes
1000000,20,n1e6_q20_H512_W1024_invq_dt5_sm9_none,6.749520572626019,0.9955097852417129,0.24067796610169492,20.774647887323944,1.0,6.764725194284615,
50000000,20,n50e6_q20_H512_W1024_invq_dt5_sm9_none,6.749520572631649,0.9955097852433735,0.24067796610169492,20.774647887323944,1.0,6.764725194284615,
200000000,20,n200e6_q20_H512_W1024_invq_dt5_sm9_none,6.749520572619944,0.9955097852399206,0.24067796610169492,20.774647887323944,1.0,6.764725194284615,
