theta_deg,score_total
86.92580071451707,8.222222283482552
86.94580071451706,8.493827223777771
86.96580071451707,8.358024753630161
86.98580071451707,8.76543216407299
87.00580071451706,9.03703710436821
87.02580071451706,9.03703710436821
87.04580071451707,9.30864204466343
87.06580071451707,9.456790193915367
87.08580071451706,9.864197604358196
87.10580071451707,10.012345753610134
87.12580071451707,10.432098843157291
87.14580071451707,10.567901313304901
87.16580071451706,10.97530872374773
87.18580071451707,11.24691366404295
87.20580071451707,11.790123544633389
87.22580071451706,11.925926014780998
87.24580071451706,12.481481574475765
87.26580071451707,12.901234664022923
87.28580071451707,13.32098775357008
87.30580071451706,13.5925926938653
87.32580071451707,14.135802574455738
87.34580071451707,14.679012455046177
87.36580071451706,15.370370652526617
87.38580071451706,15.641975674778223
87.40580071451707,16.740741446614265
87.42580071451707,17.283951491117477
87.44580071451706,18.2345690689981
87.46580071451707,19.0740753300488
87.48580071451707,19.604939371347427
87.50580071451706,20.444445297122
87.52580071451706,20.86419826000929
87.54580071451707,21.419753819704056
87.56580071451707,21.160494476556778
87.58580071451706,21.296296823769808
87.60580071451707,20.74074126407504
87.62580071451707,20.469136241823435
87.64580071451707,19.370370842516422
87.66580071451706,18.00000050663948
87.68580071451707,16.629630088806152
87.70580071451707,14.567901760339737
87.72580071451706,13.197531376034021
87.74580071451706,11.543210372328758
87.76580071451707,9.740741141140461
87.78580071451707,8.320988085120916
87.80580071451706,6.925926264375448
87.82580071451707,5.432099051773548
87.84580071451707,3.9382717981934547
87.86580071451706,2.5802470967173576
87.88580071451706,2.580247014760971
87.90580071451707,3.530864182859659
87.92580071451707,5.024691600352526
87.94580071451706,6.790123753249645
87.96580071451707,8.320988085120916
87.98580071451707,10.160494271665812
88.00580071451706,11.691358607262373
88.02580071451706,13.074074670672417
88.04580071451707,14.592593248933554
88.06580071451707,16.098766185343266
88.08580071451706,17.75308718904853
88.10580071451707,19.123457610607147
88.12580071451707,20.222222927957773
