p_max,Q0,Q1,n_primes,n_Z,death_later_rate,auc,enrichment_1,enrichment_2,enrichment_10
100000,50000,200000,9592,9276,0.07072013799051315,0.9273267288212326,7.684915164369035,7.337640079103495,6.528613150209172
