m,max_lift,min_lift,chi2,pbar
2,1.011183879093199,0.988816120906801,1.2414105793450882,0.049625
3,1.0074659940554065,0.9935466695462492,0.32557790652357127,0.049625
4,1.0236775818639798,0.9724937027707807,3.338136020151133,0.049625
5,1.0100755667506298,0.9828715365239294,0.833249370277078,0.049625
6,1.0277180857450892,0.985400282214409,1.9898805097666807,0.049625
7,1.031854268746021,0.9577642200304608,5.283513259755538,0.049625
8,1.055919395465995,0.9656423173803526,6.34992443324937,0.049625
9,1.0392043467034164,0.9594050600455626,9.167539619954287,0.049625
10,1.0629722921914357,0.9370277078085641,8.933501259445846,0.049625
11,1.0695107154721903,0.9631137945547495,9.900337058572735,0.049625
12,1.048303896891392,0.9684441071883853,4.745008163858527,0.049625
13,1.2298936859072227,0.0,1809.6968153073294,0.049625
14,1.0579133505491098,0.940837606421675,11.443443531940837,0.049625
15,1.030756247495608,0.9521648620560602,4.469386659538005,0.049625
16,1.0849370277078085,0.9350125944584382,14.443425692695214,0.049625
17,1.1733701503198504,0.0,1333.832846384472,0.049625
18,1.0972401915454923,0.950251435804531,14.229610454974258,0.049625
19,1.1657680537918687,0.0,1180.2352918068973,0.049625
20,1.1083123425692696,0.9269521410579344,14.040806045340053,0.049625
21,1.0982293696475534,0.9309637484832167,14.687489381255837,0.049625
22,1.1038680545184472,0.9132402378746993,17.449363273809,0.049625
23,1.1425542054193107,0.0,957.4785747733715,0.049625
24,1.1099688320026502,0.9478334932197867,15.57925524518537,0.049625
25,1.070528967254408,0.9219143576826195,13.551637279596978,0.049625
26,1.2784390468817746,0.0,1817.0738856965768,0.049625
27,1.0880741631349593,0.8760179542872338,20.19338306331713,0.049625
28,1.0607344528172409,0.9112160326062999,18.32781328209078,0.049625
29,1.142559918647396,0.0,745.1949582239968,0.049625
30,1.1032193982240432,0.8978227797590841,17.54475302090378,0.049625
31,1.1868305533909778,0.0,705.8264291564994,0.049625
32,1.1445843828715365,0.9092191435768262,30.714256926952135,0.049625
33,1.1206158399215236,0.9242724159957311,18.455847502490826,0.049625
34,1.2812859451667855,0.0,1354.25931903988,0.049625
35,1.0613282911424484,0.9167619790599223,15.727484684064496,0.049625
36,1.131800837514482,0.8996365631525369,22.99655341327747,0.049625
37,1.2265907348592706,0.0,592.4663809394674,0.049625
38,1.2175680131864912,0.0,1192.7050755620883,0.049625
39,1.3360735940772643,0.0,1832.2621998412887,0.049625
40,1.1405541561712846,0.9108312342569268,28.14055415617129,0.049625
41,1.1566866298385905,0.0,539.2107954005052,0.049625
42,1.1258562300640649,0.9013421746678416,32.93581464249922,0.049625
43,1.199884776407753,0.0,517.8190615668908,0.049625
44,1.2281328888556362,0.8690037769520024,38.787977911690966,0.049625
45,1.128826151139168,0.8840204798077822,35.40709878605735,0.049625
46,1.2188933097587935,0.0,978.9164689859567,0.049625
47,1.1505463911668339,0.0,469.4191959829838,0.049625
48,1.1754021701406734,0.8755053201459337,38.06758637901168,0.049625
49,1.1502239357651765,0.8984581815848159,36.298892235973824,0.049625
50,1.1335012594458438,0.836272040302267,41.40302267002517,0.049625
51,1.25398535432474,0.0,1356.1539255867879,0.049625
52,1.325594585496266,0.0,1846.186150194265,0.049625
53,1.22273703545003,0.0,440.54985213138656,0.049625
54,1.2186430627111544,0.8652525591953151,36.277708946810854,0.049625
55,1.1136590139546738,0.8754135532579027,28.905270995750563,0.049625
56,1.134241902479179,0.8408061864149138,41.607516619912374,0.049625
57,1.2519085503774747,0.0,1201.6816070226005,0.049625
58,1.2214579181447864,0.0,770.0666241555256,0.049625
59,1.2304674438822139,0.0,393.09533866176236,0.049625
60,1.1906938511542025,0.8645700842124514,36.78295192283451,0.049625
61,1.2048877871405892,0.0,392.36970017424954,0.049625
62,1.2305558895685402,0.0,737.2137655904821,0.049625
63,1.2062745322114978,0.7743112715444574,46.463854762246754,0.049625
64,1.192947103274559,0.8705289672544081,52.60967254408059,0.049625
65,1.3490846607928,0.0,1863.9779413184515,0.049625
66,1.183795961460126,0.8313173886658187,47.36024646171666,0.049625
67,1.2083929302262784,0.0,350.769635749968,0.049625
68,1.3498039101489665,0.0,1379.0578407560017,0.049625
69,1.278995710324849,0.0,1004.0120964439909,0.049625
70,1.2131588947205545,0.8319922159372339,54.98455023727189,0.049625
71,1.2589987562022231,0.0,332.30008994996604,0.049625
72,1.2190818970873558,0.819682536228336,63.90924608038014,0.049625
73,1.1987718104763831,0.0,339.27869803339723,0.049625
74,1.252456688202585,0.0,627.1043041844254,0.049625
75,1.171138242480395,0.8314421174563161,55.27510634745729,0.049625
76,1.293898769647738,0.0,1220.5381621945385,0.049625
77,1.1944859735157638,0.7449013539164061,80.6865405819548,0.049625
78,1.3989476455632532,0.0,1857.1605649000664,0.049625
