p,score_mean_oos,n_oos_scores,dies_by_horizon
106279,0.8220017882950031,1,0
113171,0.8220017882950031,1,1
114641,0.8220017882950031,1,0
115807,0.8220017882950031,1,0
121267,0.8220017882950031,1,0
121447,0.8220017882950031,1,1
124427,0.8220017882950031,1,0
126641,0.8220017882950031,1,0
127727,0.8220017882950031,1,0
128551,0.8220017882950031,1,1
130843,0.8220017882950031,1,0
131501,0.8220017882950031,1,0
133981,0.8220017882950031,1,1
135403,0.8220017882950031,1,0
136973,0.8220017882950031,1,0
137447,0.8220017882950031,1,1
138139,0.8220017882950031,1,0
140741,0.8220017882950031,1,1
141353,0.8220017882950031,1,1
142711,0.8220017882950031,1,1
146407,0.8220017882950031,1,0
147859,0.8220017882950031,1,1
149053,0.8220017882950031,1,0
149077,0.8220017882950031,1,0
149417,0.8220017882950031,1,0
150989,0.8220017882950031,1,0
152791,0.8220017882950031,1,0
153947,0.8220017882950031,1,0
154087,0.8220017882950031,1,0
154243,0.8220017882950031,1,0
157739,0.8220017882950031,1,0
159701,0.8220017882950031,1,0
161923,0.8220017882950031,1,0
162053,0.8220017882950031,1,0
163973,0.8220017882950031,1,0
165703,0.8220017882950031,1,0
166027,0.8220017882950031,1,0
166703,0.8220017882950031,1,0
167521,0.8220017882950031,1,0
167677,0.8220017882950031,1,0
168737,0.8220017882950031,1,0
173429,0.8220017882950031,1,0
175859,0.8220017882950031,1,0
176299,0.8220017882950031,1,0
177893,0.8220017882950031,1,1
179917,0.8220017882950031,1,0
182423,0.8220017882950031,1,0
184693,0.8220017882950031,1,0
186689,0.8220017882950031,1,0
188143,0.8220017882950031,1,0
188401,0.8220017882950031,1,0
188579,0.8220017882950031,1,0
191227,0.8220017882950031,1,0
192931,0.8220017882950031,1,0
194911,0.8220017882950031,1,0
195121,0.8220017882950031,1,0
198413,0.8220017882950031,1,0
198647,0.8220017882950031,1,0
198719,0.8220017882950031,1,1
199033,0.8220017882950031,1,0
200003,0.8220017882950031,1,0
203353,0.8220017882950031,1,0
205529,0.8220017882950031,1,0
207589,0.8220017882950031,1,0
210071,0.8220017882950031,1,0
211801,0.8220017882950031,1,1
212669,0.8220017882950031,1,0
214243,0.8220017882950031,1,0
216829,0.8220017882950031,1,0
217681,0.8220017882950031,1,0
219547,0.8220017882950031,1,0
119723,0.8220017882950029,1,0
208217,0.8220017882950027,1,0
132751,0.8220017882950025,1,0
140071,0.8220017882950025,1,0
168913,0.8220017882950025,1,0
197479,0.8220017882950023,1,0
106993,0.8027297113838732,2,0
123677,0.8027297113838732,2,0
124349,0.8027297113838732,2,0
135977,0.8027297113838732,2,0
145069,0.8027297113838732,2,0
159721,0.8027297113838732,2,0
161881,0.8027297113838732,2,0
163193,0.8027297113838732,2,0
166219,0.8027297113838732,2,1
166657,0.8027297113838732,2,0
168697,0.8027297113838732,2,1
176699,0.8027297113838732,2,1
185183,0.8027297113838732,2,0
