p,score_mean_oos,n_oos_scores,dies_by_horizon
115601,0.9078689324032442,3,1
110017,0.8488977231079569,1,1
112361,0.8488977231079569,1,0
115637,0.8488977231079569,1,1
115769,0.8488977231079569,1,0
122561,0.8488977231079569,1,0
122777,0.8488977231079569,1,1
126257,0.8488977231079569,1,0
135173,0.8488977231079569,1,0
145577,0.8488977231079569,1,0
146921,0.8488977231079569,1,0
148633,0.8488977231079569,1,0
151213,0.8488977231079569,1,0
162053,0.8488977231079569,1,0
163321,0.8488977231079569,1,0
163621,0.8488977231079569,1,0
163673,0.8488977231079569,1,0
163997,0.8488977231079569,1,0
164147,0.8488977231079569,1,0
164569,0.8488977231079569,1,0
165317,0.8488977231079569,1,1
165367,0.8488977231079569,1,0
166169,0.8488977231079569,1,1
166909,0.8488977231079569,1,0
168127,0.8488977231079569,1,0
170837,0.8488977231079569,1,0
171541,0.8488977231079569,1,0
172999,0.8488977231079569,1,1
173053,0.8488977231079569,1,1
173099,0.8488977231079569,1,0
173543,0.8488977231079569,1,0
173713,0.8488977231079569,1,1
173969,0.8488977231079569,1,0
174101,0.8488977231079569,1,0
174893,0.8488977231079569,1,0
175843,0.8488977231079569,1,1
177167,0.8488977231079569,1,1
177487,0.8488977231079569,1,0
177761,0.8488977231079569,1,1
177913,0.8488977231079569,1,0
178817,0.8488977231079569,1,0
178889,0.8488977231079569,1,0
179107,0.8488977231079569,1,0
179437,0.8488977231079569,1,0
180437,0.8488977231079569,1,0
180539,0.8488977231079569,1,0
181123,0.8488977231079569,1,1
181283,0.8488977231079569,1,0
181297,0.8488977231079569,1,0
181301,0.8488977231079569,1,0
181513,0.8488977231079569,1,0
181693,0.8488977231079569,1,0
182687,0.8488977231079569,1,1
182929,0.8488977231079569,1,1
183283,0.8488977231079569,1,0
183511,0.8488977231079569,1,0
183527,0.8488977231079569,1,0
183959,0.8488977231079569,1,0
184133,0.8488977231079569,1,0
184211,0.8488977231079569,1,0
185221,0.8488977231079569,1,0
185533,0.8488977231079569,1,0
185767,0.8488977231079569,1,0
186007,0.8488977231079569,1,1
186619,0.8488977231079569,1,1
186727,0.8488977231079569,1,0
187193,0.8488977231079569,1,0
187339,0.8488977231079569,1,0
187477,0.8488977231079569,1,1
187547,0.8488977231079569,1,0
188179,0.8488977231079569,1,0
188729,0.8488977231079569,1,0
189463,0.8488977231079569,1,1
190367,0.8488977231079569,1,0
190807,0.8488977231079569,1,0
190889,0.8488977231079569,1,0
191497,0.8488977231079569,1,0
192229,0.8488977231079569,1,0
192259,0.8488977231079569,1,1
192377,0.8488977231079569,1,1
193367,0.8488977231079569,1,0
193451,0.8488977231079569,1,0
193723,0.8488977231079569,1,0
193789,0.8488977231079569,1,0
193813,0.8488977231079569,1,0
195049,0.8488977231079569,1,0
195053,0.8488977231079569,1,0
196159,0.8488977231079569,1,0
196453,0.8488977231079569,1,0
196543,0.8488977231079569,1,0
196579,0.8488977231079569,1,0
197033,0.8488977231079569,1,0
197741,0.8488977231079569,1,0
197773,0.8488977231079569,1,0
197969,0.8488977231079569,1,1
198257,0.8488977231079569,1,1
199961,0.8488977231079569,1,0
200023,0.8488977231079569,1,0
200597,0.8488977231079569,1,1
200671,0.8488977231079569,1,0
201287,0.8488977231079569,1,0
201497,0.8488977231079569,1,0
203209,0.8488977231079569,1,0
203317,0.8488977231079569,1,0
203429,0.8488977231079569,1,0
203549,0.8488977231079569,1,0
203579,0.8488977231079569,1,0
203911,0.8488977231079569,1,0
204431,0.8488977231079569,1,1
204487,0.8488977231079569,1,0
204517,0.8488977231079569,1,1
204913,0.8488977231079569,1,1
205081,0.8488977231079569,1,0
206009,0.8488977231079569,1,0
206021,0.8488977231079569,1,1
206191,0.8488977231079569,1,0
206249,0.8488977231079569,1,1
206279,0.8488977231079569,1,0
206909,0.8488977231079569,1,0
206933,0.8488977231079569,1,0
207239,0.8488977231079569,1,0
207997,0.8488977231079569,1,0
208001,0.8488977231079569,1,0
208129,0.8488977231079569,1,0
208787,0.8488977231079569,1,1
210157,0.8488977231079569,1,0
210671,0.8488977231079569,1,0
211369,0.8488977231079569,1,0
211403,0.8488977231079569,1,1
211747,0.8488977231079569,1,0
212419,0.8488977231079569,1,0
212873,0.8488977231079569,1,0
213173,0.8488977231079569,1,1
213359,0.8488977231079569,1,1
213557,0.8488977231079569,1,1
214589,0.8488977231079569,1,1
215381,0.8488977231079569,1,0
217157,0.8488977231079569,1,0
217337,0.8488977231079569,1,0
217559,0.8488977231079569,1,0
218833,0.8488977231079569,1,0
218873,0.8488977231079569,1,0
219053,0.8488977231079569,1,1
219953,0.8488977231079569,1,0
161921,0.8488977231079567,1,1
161573,0.8488977231079566,1,0
160079,0.8488977231079564,1,1
160757,0.8488977231079564,1,0
161033,0.8488977231079564,1,0
102953,0.83544975570148,2,0
116447,0.83544975570148,2,1
118873,0.83544975570148,2,1
142841,0.83544975570148,2,0
154501,0.83544975570148,2,0
156641,0.83544975570148,2,0
159697,0.83544975570148,2,0
166669,0.83544975570148,2,1
166861,0.83544975570148,2,0
167873,0.83544975570148,2,1
168083,0.83544975570148,2,1
170243,0.83544975570148,2,0
170921,0.83544975570148,2,0
171583,0.83544975570148,2,0
172321,0.83544975570148,2,0
173683,0.83544975570148,2,1
175303,0.83544975570148,2,0
176159,0.83544975570148,2,0
176849,0.83544975570148,2,1
178501,0.83544975570148,2,0
183349,0.83544975570148,2,1
187163,0.83544975570148,2,1
188107,0.83544975570148,2,1
188323,0.83544975570148,2,0
189433,0.83544975570148,2,1
189643,0.83544975570148,2,0
193601,0.83544975570148,2,0
194521,0.83544975570148,2,0
196459,0.83544975570148,2,0
197921,0.83544975570148,2,0
198127,0.83544975570148,2,0
199429,0.83544975570148,2,1
202717,0.83544975570148,2,0
208963,0.83544975570148,2,1
209263,0.83544975570148,2,0
210323,0.83544975570148,2,1
213193,0.83544975570148,2,0
213307,0.83544975570148,2,0
214783,0.83544975570148,2,0
216259,0.83544975570148,2,0
107441,0.8354497557014797,2,0
112397,0.8354497557014797,2,1
127217,0.8354497557014797,2,0
135197,0.8354497557014797,2,0
145021,0.8354497557014797,2,0
147517,0.8354497557014797,2,0
163003,0.8354497557014797,2,1
163477,0.8354497557014797,2,1
164209,0.8354497557014797,2,0
164377,0.8354497557014797,2,0
167437,0.8354497557014797,2,0
169339,0.8354497557014797,2,0
173977,0.8354497557014797,2,0
174007,0.8354497557014797,2,1
174931,0.8354497557014797,2,0
175991,0.8354497557014797,2,0
176227,0.8354497557014797,2,0
177647,0.8354497557014797,2,1
178351,0.8354497557014797,2,0
178807,0.8354497557014797,2,0
178897,0.8354497557014797,2,0
180511,0.8354497557014797,2,0
181889,0.8354497557014797,2,0
182969,0.8354497557014797,2,1
183437,0.8354497557014797,2,0
183581,0.8354497557014797,2,0
184111,0.8354497557014797,2,0
185149,0.8354497557014797,2,0
186119,0.8354497557014797,2,0
186653,0.8354497557014797,2,0
188401,0.8354497557014797,2,0
188753,0.8354497557014797,2,1
188801,0.8354497557014797,2,0
189823,0.8354497557014797,2,0
190031,0.8354497557014797,2,0
190579,0.8354497557014797,2,1
195047,0.8354497557014797,2,0
195121,0.8354497557014797,2,0
197597,0.8354497557014797,2,1
199153,0.8354497557014797,2,0
201101,0.8354497557014797,2,0
201731,0.8354497557014797,2,1
201923,0.8354497557014797,2,0
201979,0.8354497557014797,2,0
202639,0.8354497557014797,2,0
205823,0.8354497557014797,2,0
206033,0.8354497557014797,2,0
206783,0.8354497557014797,2,0
208441,0.8354497557014797,2,0
208891,0.8354497557014797,2,0
210713,0.8354497557014797,2,1
210811,0.8354497557014797,2,0
210911,0.8354497557014797,2,1
211373,0.8354497557014797,2,0
212837,0.8354497557014797,2,1
213329,0.8354497557014797,2,1
213659,0.8354497557014797,2,0
214069,0.8354497557014797,2,0
214483,0.8354497557014797,2,0
214723,0.8354497557014797,2,0
214741,0.8354497557014797,2,0
214807,0.8354497557014797,2,1
216761,0.8354497557014797,2,0
217339,0.8354497557014797,2,0
218551,0.8354497557014797,2,0
115021,0.8309670998993207,3,0
136393,0.8309670998993207,3,1
167197,0.8309670998993207,3,1
174721,0.8309670998993207,3,0
174737,0.8309670998993207,3,0
179411,0.8309670998993207,3,0
180751,0.8309670998993207,3,0
182233,0.8309670998993207,3,1
184609,0.8309670998993207,3,0
186187,0.8309670998993207,3,0
187189,0.8309670998993207,3,0
189529,0.8309670998993207,3,0
191491,0.8309670998993207,3,0
194809,0.8309670998993207,3,1
195319,0.8309670998993207,3,0
196927,0.8309670998993207,3,0
198859,0.8309670998993207,3,0
199697,0.8309670998993207,3,0
202757,0.8309670998993207,3,0
210097,0.8309670998993207,3,1
212243,0.8309670998993207,3,0
213337,0.8309670998993207,3,0
215359,0.8309670998993207,3,0
216233,0.8309670998993207,3,1
216679,0.8309670998993207,3,0
218381,0.8309670998993207,3,0
