p,score_mean_oos,n_oos_scores,dies_by_horizon
214451,0.8287257719982413,4,1
217697,0.8287257719982413,4,0
103393,0.822001788295003,1,0
105557,0.822001788295003,1,0
109321,0.822001788295003,1,0
109517,0.822001788295003,1,0
128257,0.822001788295003,1,0
133493,0.822001788295003,1,1
134857,0.822001788295003,1,0
136601,0.822001788295003,1,0
141941,0.822001788295003,1,0
156797,0.822001788295003,1,0
160997,0.822001788295003,1,0
166319,0.822001788295003,1,1
166657,0.822001788295003,1,0
167107,0.822001788295003,1,0
168323,0.822001788295003,1,0
168353,0.822001788295003,1,1
168451,0.822001788295003,1,0
168601,0.822001788295003,1,0
169259,0.822001788295003,1,1
169427,0.822001788295003,1,0
169709,0.822001788295003,1,0
170503,0.822001788295003,1,0
170551,0.822001788295003,1,0
171103,0.822001788295003,1,0
171233,0.822001788295003,1,0
171617,0.822001788295003,1,0
172357,0.822001788295003,1,0
172933,0.822001788295003,1,0
173617,0.822001788295003,1,0
174121,0.822001788295003,1,1
174149,0.822001788295003,1,1
174649,0.822001788295003,1,0
174679,0.822001788295003,1,0
175753,0.822001788295003,1,0
176063,0.822001788295003,1,0
176521,0.822001788295003,1,0
177013,0.822001788295003,1,0
179041,0.822001788295003,1,0
179407,0.822001788295003,1,0
179483,0.822001788295003,1,0
179527,0.822001788295003,1,0
180077,0.822001788295003,1,1
180797,0.822001788295003,1,0
180907,0.822001788295003,1,1
181001,0.822001788295003,1,0
181871,0.822001788295003,1,1
181903,0.822001788295003,1,1
182041,0.822001788295003,1,0
182537,0.822001788295003,1,0
183829,0.822001788295003,1,0
183881,0.822001788295003,1,1
184073,0.822001788295003,1,1
184189,0.822001788295003,1,0
184241,0.822001788295003,1,0
184273,0.822001788295003,1,1
185309,0.822001788295003,1,0
185917,0.822001788295003,1,0
187597,0.822001788295003,1,1
187907,0.822001788295003,1,0
188333,0.822001788295003,1,0
188827,0.822001788295003,1,0
189989,0.822001788295003,1,1
190387,0.822001788295003,1,0
190759,0.822001788295003,1,0
191189,0.822001788295003,1,1
191441,0.822001788295003,1,1
191861,0.822001788295003,1,1
191977,0.822001788295003,1,0
192373,0.822001788295003,1,1
192529,0.822001788295003,1,0
192553,0.822001788295003,1,0
193153,0.822001788295003,1,0
194483,0.822001788295003,1,0
194687,0.822001788295003,1,0
195271,0.822001788295003,1,0
195733,0.822001788295003,1,0
195863,0.822001788295003,1,0
195967,0.822001788295003,1,0
196561,0.822001788295003,1,0
196583,0.822001788295003,1,0
196597,0.822001788295003,1,1
196901,0.822001788295003,1,0
197423,0.822001788295003,1,1
197699,0.822001788295003,1,0
198043,0.822001788295003,1,0
198197,0.822001788295003,1,0
198413,0.822001788295003,1,0
198623,0.822001788295003,1,0
198761,0.822001788295003,1,0
198959,0.822001788295003,1,0
199411,0.822001788295003,1,0
200183,0.822001788295003,1,0
200987,0.822001788295003,1,0
200989,0.822001788295003,1,0
201247,0.822001788295003,1,0
201889,0.822001788295003,1,0
202387,0.822001788295003,1,0
202879,0.822001788295003,1,1
203767,0.822001788295003,1,0
203909,0.822001788295003,1,0
204007,0.822001788295003,1,0
205307,0.822001788295003,1,0
205607,0.822001788295003,1,1
206069,0.822001788295003,1,0
206197,0.822001788295003,1,0
206399,0.822001788295003,1,1
206489,0.822001788295003,1,1
207169,0.822001788295003,1,0
207197,0.822001788295003,1,0
207509,0.822001788295003,1,0
207629,0.822001788295003,1,0
207679,0.822001788295003,1,0
207847,0.822001788295003,1,0
208387,0.822001788295003,1,0
208577,0.822001788295003,1,0
208697,0.822001788295003,1,0
209189,0.822001788295003,1,0
209441,0.822001788295003,1,0
209581,0.822001788295003,1,0
210319,0.822001788295003,1,0
212633,0.822001788295003,1,0
213023,0.822001788295003,1,1
213253,0.822001788295003,1,0
213361,0.822001788295003,1,0
214009,0.822001788295003,1,0
214399,0.822001788295003,1,0
215273,0.822001788295003,1,0
215617,0.822001788295003,1,0
216173,0.822001788295003,1,1
216553,0.822001788295003,1,0
217849,0.822001788295003,1,1
218711,0.822001788295003,1,0
219293,0.822001788295003,1,0
103217,0.8220017882950028,2,1
107069,0.8220017882950028,2,0
113489,0.8220017882950028,2,0
126457,0.8220017882950028,2,0
140593,0.8220017882950028,2,0
141277,0.8220017882950028,2,1
150833,0.8220017882950028,3,0
165719,0.8220017882950028,1,0
165721,0.8220017882950028,1,0
165833,0.8220017882950028,1,0
172243,0.8220017882950028,2,1
172643,0.8220017882950028,2,0
173867,0.8220017882950028,2,0
174443,0.8220017882950028,2,0
175067,0.8220017882950028,2,0
176741,0.8220017882950028,2,0
177623,0.8220017882950028,3,0
177907,0.8220017882950028,2,0
178691,0.8220017882950028,2,1
180179,0.8220017882950028,2,0
181019,0.8220017882950028,2,0
181421,0.8220017882950028,2,1
181837,0.8220017882950028,2,1
182309,0.8220017882950028,2,0
183059,0.8220017882950028,3,0
183319,0.8220017882950028,2,0
184003,0.8220017882950028,2,0
184153,0.8220017882950028,3,0
184607,0.8220017882950028,2,0
185699,0.8220017882950028,3,1
187043,0.8220017882950028,2,0
187379,0.8220017882950028,3,0
187433,0.8220017882950028,2,0
187877,0.8220017882950028,2,1
190591,0.8220017882950028,2,1
190649,0.8220017882950028,2,1
190787,0.8220017882950028,3,0
191801,0.8220017882950028,2,0
193009,0.8220017882950028,2,0
193393,0.8220017882950028,3,0
193649,0.8220017882950028,2,0
194729,0.8220017882950028,2,1
195991,0.8220017882950028,2,0
197453,0.8220017882950028,2,0
197807,0.8220017882950028,2,0
198409,0.8220017882950028,2,0
199523,0.8220017882950028,2,1
199559,0.8220017882950028,2,0
203039,0.8220017882950028,2,0
