p,score_mean_oos,n_oos_scores,dies_by_horizon
305741,0.8356881438941589,3,1
303313,0.7834576344727441,1,1
309293,0.7834576344727441,1,0
311173,0.7834576344727441,1,0
313637,0.7834576344727441,1,0
318233,0.7834576344727441,1,1
329053,0.783457634472744,1,0
342821,0.7834576344727436,1,0
351341,0.7834576344727436,1,0
363773,0.7834576344727435,1,1
300023,0.7834576344727433,1,1
300221,0.7834576344727433,1,0
300583,0.7834576344727433,1,0
300799,0.7834576344727433,1,0
302851,0.7834576344727433,1,0
303029,0.7834576344727433,1,0
303409,0.7834576344727433,1,0
304433,0.7834576344727433,1,0
305471,0.7834576344727433,1,1
306049,0.7834576344727433,1,0
306169,0.7834576344727433,1,0
306329,0.7834576344727433,1,0
306703,0.7834576344727433,1,0
307243,0.7834576344727433,1,1
307537,0.7834576344727433,1,0
308411,0.7834576344727433,1,0
308773,0.7834576344727433,1,0
309367,0.7834576344727433,1,0
309457,0.7834576344727433,1,0
310049,0.7834576344727433,1,0
310423,0.7834576344727433,1,1
311347,0.7834576344727433,1,0
311869,0.7834576344727433,1,0
311981,0.7834576344727433,1,0
312073,0.7834576344727433,1,0
312233,0.7834576344727433,1,0
312553,0.7834576344727433,1,0
312799,0.7834576344727433,1,0
313009,0.7834576344727433,1,1
313321,0.7834576344727433,1,0
313853,0.7834576344727433,1,0
314603,0.7834576344727433,1,0
314641,0.7834576344727433,1,0
315247,0.7834576344727433,1,0
315803,0.7834576344727433,1,0
316051,0.7834576344727433,1,0
316153,0.7834576344727433,1,1
317159,0.7834576344727433,1,0
317257,0.7834576344727433,1,0
317491,0.7834576344727433,1,0
318181,0.7834576344727433,1,0
318443,0.7834576344727433,1,0
319763,0.7834576344727433,1,0
320699,0.7834576344727433,1,0
321427,0.7834576344727433,1,1
321799,0.7834576344727433,1,0
322351,0.7834576344727433,1,0
322433,0.7834576344727433,1,0
324239,0.7834576344727433,1,0
324469,0.7834576344727433,1,0
325051,0.7834576344727433,1,0
326437,0.7834576344727433,1,1
328331,0.7834576344727433,1,1
330347,0.7834576344727433,1,0
330731,0.7834576344727433,1,0
336577,0.7834576344727433,1,0
337721,0.7834576344727433,1,0
341617,0.7834576344727433,1,1
342527,0.7834576344727433,1,1
343073,0.7834576344727433,1,0
344917,0.7834576344727433,1,0
360167,0.7834576344727433,1,1
360257,0.7834576344727433,1,0
374293,0.7834576344727433,2,0
376793,0.7834576344727433,1,0
385793,0.7834576344727433,2,0
396413,0.7834576344727433,1,0
402593,0.7834576344727433,1,0
411253,0.7834576344727433,1,0
416833,0.7834576344727433,1,0
417293,0.7834576344727433,1,0
326561,0.7834576344727432,1,0
392321,0.7834576344727431,1,0
398941,0.7834576344727431,2,0
328519,0.783457634472743,1,0
329281,0.783457634472743,1,1
365639,0.783457634472743,1,1
308249,0.7834576344727427,1,1
399473,0.7834576344727427,1,0
313289,0.7834576344727424,1,0
315617,0.7834576344727423,1,0
330383,0.7834576344727422,1,0
320561,0.7834576344727421,1,0
330439,0.7834576344727421,1,0
302723,0.783457634472742,2,0
322409,0.783457634472742,1,1
323369,0.7834576344727419,1,1
300569,0.7834576344727415,1,0
300683,0.7834576344727414,1,0
330823,0.7834576344727414,1,0
301153,0.7834576344727413,1,0
301487,0.7834576344727411,1,0
307583,0.7834576344727411,2,0
302629,0.7834576344727407,1,0
303323,0.7834576344727404,1,0
303997,0.7834576344727402,1,0
314107,0.7834576344727402,2,0
304223,0.7834576344727401,1,1
305633,0.7834576344727398,1,0
306473,0.7834576344727395,1,0
306563,0.7834576344727395,1,0
317197,0.7834576344727395,2,0
317651,0.7834576344727395,2,0
317663,0.7834576344727395,2,0
306689,0.7834576344727394,1,0
319201,0.7834576344727393,2,0
332183,0.7834576344727392,1,0
307361,0.7834576344727391,1,1
307481,0.783457634472739,1,0
307831,0.783457634472739,1,0
320563,0.7834576344727388,2,0
308851,0.7834576344727386,1,0
366347,0.7834576344727382,2,0
351587,0.7834576344727381,1,1
310333,0.783457634472738,1,0
310481,0.783457634472738,1,0
310969,0.7834576344727376,1,0
327193,0.7834576344727375,2,0
367889,0.7834576344727375,2,0
311567,0.7834576344727374,1,0
311963,0.7834576344727374,1,0
312083,0.7834576344727373,1,0
312217,0.7834576344727373,1,0
312727,0.7834576344727373,1,0
328061,0.7834576344727373,2,0
354539,0.7834576344727373,1,0
313219,0.7834576344727372,1,0
313717,0.7834576344727371,1,0
313783,0.7834576344727371,1,0
313931,0.7834576344727371,1,0
314137,0.783457634472737,1,0
314173,0.783457634472737,1,0
314189,0.783457634472737,1,0
358079,0.7834576344727364,1,0
303019,0.7834576344727362,1,0
315811,0.7834576344727362,1,0
317209,0.7834576344727358,1,0
319069,0.7834576344727353,1,0
331711,0.7834576344727349,2,0
320611,0.7834576344727342,1,0
323149,0.783457634472733,1,0
323377,0.783457634472733,1,0
323789,0.7834576344727329,1,0
325093,0.7834576344727323,1,0
325309,0.7834576344727322,1,0
312583,0.7834576344727321,1,0
325813,0.7834576344727321,1,0
312679,0.783457634472732,1,0
326873,0.7834576344727318,1,0
327889,0.7834576344727316,1,0
328591,0.7834576344727313,1,0
330199,0.7834576344727309,1,1
330413,0.7834576344727309,1,1
330587,0.7834576344727308,1,1
331897,0.7834576344727302,1,1
332009,0.7834576344727301,1,0
332203,0.7834576344727301,1,0
332623,0.78345763447273,1,0
377717,0.7834576344727299,1,0
333023,0.7834576344727298,1,0
333451,0.7834576344727298,1,0
378941,0.7834576344727294,1,0
335089,0.7834576344727291,1,0
335663,0.7834576344727289,1,0
336403,0.7834576344727288,1,0
337279,0.7834576344727285,1,0
337759,0.7834576344727283,1,0
338197,0.7834576344727281,1,0
384437,0.783457634472728,1,0
339527,0.7834576344727278,1,0
340447,0.7834576344727273,1,1
341821,0.7834576344727269,1,0
343253,0.7834576344727263,1,0
343261,0.7834576344727263,1,0
344053,0.7834576344727261,1,0
344243,0.783457634472726,1,0
344821,0.7834576344727258,1,0
344969,0.7834576344727257,1,0
345547,0.7834576344727255,1,0
345823,0.7834576344727254,1,0
345937,0.7834576344727253,1,0
346739,0.7834576344727249,1,0
347177,0.7834576344727248,1,0
347621,0.7834576344727247,1,1
347951,0.7834576344727245,1,0
348419,0.7834576344727243,1,0
336103,0.783457634472724,1,0
350443,0.783457634472724,1,1
351427,0.7834576344727235,1,0
351599,0.7834576344727235,1,0
351691,0.7834576344727235,1,0
352441,0.7834576344727233,1,0
400157,0.7834576344727232,1,0
352711,0.7834576344727231,1,0
353429,0.7834576344727229,1,0
353567,0.7834576344727228,1,1
402767,0.7834576344727223,1,0
355339,0.7834576344727221,1,0
355573,0.783457634472722,1,0
403817,0.7834576344727219,1,0
342319,0.7834576344727217,1,1
357683,0.7834576344727213,1,0
357913,0.7834576344727212,1,0
358793,0.7834576344727208,1,0
359377,0.7834576344727205,1,0
360551,0.7834576344727202,1,0
360949,0.78345763447272,1,0
409901,0.78345763447272,1,1
361727,0.7834576344727197,1,0
410411,0.7834576344727197,1,1
361961,0.7834576344727195,1,0
347539,0.7834576344727194,1,0
362059,0.7834576344727194,1,0
362333,0.7834576344727193,1,0
362347,0.7834576344727193,1,0
363589,0.7834576344727188,1,0
363871,0.7834576344727187,1,1
364379,0.7834576344727184,1,0
364447,0.7834576344727184,1,0
364607,0.7834576344727183,1,0
364627,0.7834576344727182,1,0
365683,0.7834576344727178,1,0
366683,0.7834576344727174,1,0
366713,0.7834576344727173,1,0
366727,0.7834576344727173,1,0
371299,0.7834576344727162,1,0
371389,0.7834576344727162,1,0
372751,0.7834576344727157,1,1
375761,0.7834576344727143,1,0
375787,0.7834576344727143,1,0
375833,0.7834576344727142,1,0
376469,0.7834576344727139,1,0
377011,0.7834576344727135,1,0
377051,0.7834576344727135,1,1
362191,0.7834576344727132,1,0
377557,0.7834576344727131,1,1
378269,0.7834576344727128,1,0
378883,0.7834576344727124,1,0
379721,0.7834576344727121,1,1
379993,0.783457634472712,1,0
379997,0.7834576344727119,1,0
380117,0.7834576344727119,1,0
380203,0.7834576344727119,1,0
380269,0.7834576344727118,1,0
380797,0.7834576344727116,1,0
381761,0.7834576344727113,1,0
382189,0.7834576344727113,1,0
382703,0.783457634472711,1,0
383869,0.7834576344727104,1,0
384961,0.7834576344727101,1,0
385321,0.7834576344727098,1,0
385741,0.7834576344727097,1,0
386083,0.7834576344727097,1,0
303389,0.7834576344727094,1,0
388651,0.7834576344727087,1,0
390763,0.7834576344727077,1,1
308093,0.7834576344727072,1,0
391903,0.7834576344727072,1,0
391967,0.7834576344727072,1,0
391999,0.7834576344727072,1,0
392269,0.7834576344727072,1,0
376603,0.783457634472707,1,0
392443,0.783457634472707,1,0
392851,0.7834576344727068,1,0
392963,0.7834576344727067,1,0
394733,0.7834576344727059,1,0
395671,0.7834576344727057,1,1
395749,0.7834576344727057,1,1
380059,0.7834576344727054,1,0
396833,0.7834576344727053,1,0
396883,0.7834576344727052,1,0
398621,0.7834576344727047,1,0
398813,0.7834576344727047,1,0
398989,0.7834576344727047,1,1
399227,0.7834576344727046,1,0
400381,0.7834576344727044,1,0
