p,score_mean_oos,n_oos_scores,dies_by_horizon
300007,1.0,2,1
300017,1.0,1,1
300023,1.0,2,1
300089,1.0,2,1
300163,0.8917288172363721,2,1
300809,0.8220017882950028,1,0
301159,0.8220017882950028,1,0
301333,0.8220017882950028,1,0
301459,0.8220017882950028,1,0
301643,0.8220017882950028,1,0
301669,0.8220017882950028,1,1
301703,0.8220017882950028,1,0
302429,0.8220017882950028,1,1
302759,0.8220017882950028,1,1
303337,0.8220017882950028,1,1
304217,0.8220017882950028,1,1
304631,0.8220017882950028,1,0
305297,0.8220017882950028,1,0
305611,0.8220017882950028,1,0
306023,0.8220017882950028,1,0
306367,0.8220017882950028,1,0
306377,0.8220017882950028,1,1
306479,0.8220017882950028,1,0
306689,0.8220017882950028,1,0
306781,0.8220017882950028,1,1
306947,0.8220017882950028,1,1
306991,0.8220017882950028,1,0
307361,0.8220017882950028,1,1
307577,0.8220017882950028,1,1
307687,0.8220017882950028,1,0
308317,0.8220017882950028,1,0
309707,0.8220017882950028,1,0
309731,0.8220017882950028,1,0
310291,0.8220017882950028,1,1
310433,0.8220017882950028,1,1
310771,0.8220017882950028,1,1
311041,0.8220017882950028,1,0
311453,0.8220017882950028,1,1
311713,0.8220017882950028,1,1
311803,0.8220017882950028,1,0
311963,0.8220017882950028,1,0
312241,0.8220017882950028,1,1
312619,0.8220017882950028,1,0
312679,0.8220017882950028,1,0
312709,0.8220017882950028,1,0
313981,0.8220017882950028,1,0
314927,0.8220017882950028,1,0
315179,0.8220017882950028,1,0
315517,0.8220017882950028,1,0
315631,0.8220017882950028,1,0
316193,0.8220017882950028,1,0
316697,0.8220017882950028,1,0
317179,0.8220017882950028,1,0
317321,0.8220017882950028,1,0
317419,0.8220017882950028,1,0
317671,0.8220017882950028,1,0
318457,0.8220017882950028,1,1
318743,0.8220017882950028,1,0
319321,0.8220017882950028,1,0
319399,0.8220017882950028,1,0
319831,0.8220017882950028,1,0
320081,0.8220017882950028,1,0
320239,0.8220017882950028,1,1
320339,0.8220017882950028,1,0
322247,0.8220017882950028,1,0
322571,0.8220017882950028,1,1
322727,0.8220017882950028,1,0
323903,0.8220017882950028,1,0
324239,0.8220017882950028,1,0
324523,0.8220017882950028,1,0
324889,0.8220017882950028,1,0
325729,0.8220017882950028,1,0
326537,0.8220017882950028,1,0
326941,0.8220017882950028,1,0
327163,0.8220017882950028,1,0
327473,0.8220017882950028,1,0
329081,0.8220017882950028,1,1
329947,0.8220017882950028,1,0
331147,0.8220017882950028,1,0
331241,0.8220017882950028,1,0
331339,0.8220017882950028,1,1
331579,0.8220017882950028,1,0
332767,0.8220017882950028,1,1
332903,0.8220017882950028,1,0
333131,0.8220017882950028,1,0
334973,0.8220017882950028,1,0
335507,0.8220017882950028,1,0
336163,0.8220017882950028,1,0
336727,0.8220017882950028,1,0
337903,0.8220017882950028,1,0
338309,0.8220017882950028,1,0
300073,0.8220017882950027,2,0
300413,0.8220017882950027,2,1
300499,0.8220017882950027,2,0
300821,0.8220017882950027,2,0
301153,0.8220017882950027,2,0
301331,0.8220017882950027,2,1
302227,0.8220017882950027,2,0
302399,0.8220017882950027,2,0
302629,0.8220017882950027,2,0
302983,0.8220017882950027,2,0
303139,0.8220017882950027,2,0
303781,0.8220017882950027,2,0
305237,0.8220017882950027,2,0
306167,0.8220017882950027,2,0
306209,0.8220017882950027,3,0
306563,0.8220017882950027,2,0
307093,0.8220017882950027,3,0
307423,0.8220017882950027,2,0
307481,0.8220017882950027,2,0
307627,0.8220017882950027,2,0
308509,0.8220017882950027,2,0
308849,0.8220017882950027,2,0
309251,0.8220017882950027,2,0
309571,0.8220017882950027,2,0
310333,0.8220017882950027,2,0
310591,0.8220017882950027,2,0
311197,0.8220017882950027,2,0
311609,0.8220017882950027,2,0
312211,0.8220017882950027,2,0
312863,0.8220017882950027,2,0
313763,0.8220017882950027,3,0
313883,0.8220017882950027,2,0
314263,0.8220017882950027,2,0
315257,0.8220017882950027,2,0
315881,0.8220017882950027,2,1
316373,0.8220017882950027,2,1
316661,0.8220017882950027,2,0
317209,0.8220017882950027,2,0
317227,0.8220017882950027,2,0
317617,0.8220017882950027,2,1
