p,score_mean_oos,n_oos_scores,dies_by_horizon
122117,0.883964253962251,1,0
136217,0.883964253962251,1,0
136657,0.883964253962251,1,0
141041,0.883964253962251,1,0
142973,0.883964253962251,1,0
145513,0.883964253962251,1,0
147793,0.883964253962251,1,0
148061,0.883964253962251,1,0
151121,0.883964253962251,1,0
152443,0.883964253962251,1,1
153953,0.883964253962251,1,0
155861,0.883964253962251,1,0
156797,0.883964253962251,1,0
168247,0.883964253962251,1,0
168719,0.883964253962251,1,0
170179,0.883964253962251,1,0
170633,0.883964253962251,1,0
170927,0.883964253962251,1,0
172421,0.883964253962251,1,0
172853,0.883964253962251,1,0
174487,0.883964253962251,1,0
174679,0.883964253962251,1,0
174991,0.883964253962251,1,0
175303,0.883964253962251,1,0
178037,0.883964253962251,1,0
178333,0.883964253962251,1,0
178627,0.883964253962251,1,0
179519,0.883964253962251,1,1
183527,0.883964253962251,1,0
183797,0.883964253962251,1,0
183959,0.883964253962251,1,0
184111,0.883964253962251,1,0
184309,0.883964253962251,1,0
184477,0.883964253962251,1,1
185401,0.883964253962251,1,0
188801,0.883964253962251,1,0
189349,0.883964253962251,1,0
190207,0.883964253962251,1,0
190249,0.883964253962251,1,0
190769,0.883964253962251,1,0
191551,0.883964253962251,1,0
191621,0.883964253962251,1,0
192323,0.883964253962251,1,0
192557,0.883964253962251,1,0
192587,0.883964253962251,1,0
192883,0.883964253962251,1,0
193373,0.883964253962251,1,0
193679,0.883964253962251,1,0
194069,0.883964253962251,1,0
194149,0.883964253962251,1,1
194609,0.883964253962251,1,0
194819,0.883964253962251,1,0
194917,0.883964253962251,1,0
195047,0.883964253962251,1,0
195137,0.883964253962251,1,0
195353,0.883964253962251,1,0
195761,0.883964253962251,1,0
196499,0.883964253962251,1,0
196817,0.883964253962251,1,1
196993,0.883964253962251,1,0
197089,0.883964253962251,1,0
197741,0.883964253962251,1,0
197753,0.883964253962251,1,1
198013,0.883964253962251,1,0
198043,0.883964253962251,1,0
198179,0.883964253962251,1,0
198197,0.883964253962251,1,0
198967,0.883964253962251,1,0
199487,0.883964253962251,1,0
200183,0.883964253962251,1,0
201281,0.883964253962251,1,0
201413,0.883964253962251,1,0
201473,0.883964253962251,1,0
201611,0.883964253962251,1,0
201623,0.883964253962251,1,0
201767,0.883964253962251,1,0
202639,0.883964253962251,1,0
203011,0.883964253962251,1,0
203591,0.883964253962251,1,0
203767,0.883964253962251,1,0
205211,0.883964253962251,1,1
205237,0.883964253962251,1,0
205453,0.883964253962251,1,0
205633,0.883964253962251,1,0
206501,0.883964253962251,1,0
207029,0.883964253962251,1,0
207169,0.883964253962251,1,0
208699,0.883964253962251,1,0
209311,0.883964253962251,1,0
209401,0.883964253962251,1,0
210557,0.883964253962251,1,0
210839,0.883964253962251,1,0
211979,0.883964253962251,1,0
212873,0.883964253962251,1,0
213359,0.883964253962251,1,1
213611,0.883964253962251,1,1
214507,0.883964253962251,1,0
214673,0.883964253962251,1,0
214691,0.883964253962251,1,0
214789,0.883964253962251,1,0
214817,0.883964253962251,1,0
215443,0.883964253962251,1,1
215681,0.883964253962251,1,0
