p,score_mean_oos,n_oos_scores,dies_by_horizon
419921,0.8498925998715505,5,1
300857,0.8220017882950026,1,0
301333,0.8220017882950026,1,0
302593,0.8220017882950026,2,0
303293,0.8220017882950026,2,0
304481,0.8220017882950026,1,0
304561,0.8220017882950026,1,0
305581,0.8220017882950026,1,0
308153,0.8220017882950026,1,0
309173,0.8220017882950026,1,0
309293,0.8220017882950026,1,0
310021,0.8220017882950026,1,0
311197,0.8220017882950026,1,0
316301,0.8220017882950026,1,0
319973,0.8220017882950026,2,0
320081,0.8220017882950026,1,0
322501,0.8220017882950026,1,0
325153,0.8220017882950026,1,0
326141,0.8220017882950026,1,0
327661,0.8220017882950026,1,0
330661,0.8220017882950026,1,1
331937,0.8220017882950026,1,0
338851,0.8220017882950026,1,0
339071,0.8220017882950026,1,0
339433,0.8220017882950026,1,0
341477,0.8220017882950026,1,1
341773,0.8220017882950026,1,0
342337,0.8220017882950026,1,1
342449,0.8220017882950026,1,1
342733,0.8220017882950026,1,1
343303,0.8220017882950026,1,1
343649,0.8220017882950026,1,1
343933,0.8220017882950026,1,0
343963,0.8220017882950026,1,1
345923,0.8220017882950026,1,1
346373,0.8220017882950026,1,0
346699,0.8220017882950026,1,0
346943,0.8220017882950026,1,0
347129,0.8220017882950026,1,0
349373,0.8220017882950026,1,0
349939,0.8220017882950026,1,0
351133,0.8220017882950026,1,0
351931,0.8220017882950026,1,1
352237,0.8220017882950026,2,0
352411,0.8220017882950026,1,1
352633,0.8220017882950026,1,1
352691,0.8220017882950026,1,0
353123,0.8220017882950026,1,0
353611,0.8220017882950026,1,0
353657,0.8220017882950026,1,0
354001,0.8220017882950026,2,0
354097,0.8220017882950026,1,0
354253,0.8220017882950026,2,0
354271,0.8220017882950026,1,0
354553,0.8220017882950026,1,0
354667,0.8220017882950026,1,0
354763,0.8220017882950026,1,0
354869,0.8220017882950026,1,0
355127,0.8220017882950026,1,0
355799,0.8220017882950026,1,0
356263,0.8220017882950026,1,0
356399,0.8220017882950026,1,0
357271,0.8220017882950026,1,0
357671,0.8220017882950026,1,1
357727,0.8220017882950026,1,0
358153,0.8220017882950026,2,0
358159,0.8220017882950026,1,0
358591,0.8220017882950026,1,1
358597,0.8220017882950026,1,0
358753,0.8220017882950026,1,0
358793,0.8220017882950026,1,0
359207,0.8220017882950026,1,0
359599,0.8220017882950026,1,1
359837,0.8220017882950026,1,0
360307,0.8220017882950026,1,0
360461,0.8220017882950026,1,0
360649,0.8220017882950026,1,0
360853,0.8220017882950026,1,0
360863,0.8220017882950026,1,0
360869,0.8220017882950026,1,0
361499,0.8220017882950026,1,0
361927,0.8220017882950026,1,1
361967,0.8220017882950026,1,0
362069,0.8220017882950026,2,0
362309,0.8220017882950026,1,0
362353,0.8220017882950026,1,1
362599,0.8220017882950026,1,0
362977,0.8220017882950026,1,0
363067,0.8220017882950026,1,0
363361,0.8220017882950026,1,1
363481,0.8220017882950026,1,1
363541,0.8220017882950026,1,0
363889,0.8220017882950026,1,0
364073,0.8220017882950026,1,0
364187,0.8220017882950026,1,0
364267,0.8220017882950026,2,0
364291,0.8220017882950026,1,0
364313,0.8220017882950026,1,0
364349,0.8220017882950026,1,0
364513,0.8220017882950026,1,0
364601,0.8220017882950026,2,0
364739,0.8220017882950026,1,1
364759,0.8220017882950026,1,0
364853,0.8220017882950026,2,0
364921,0.8220017882950026,1,0
364993,0.8220017882950026,1,0
365021,0.8220017882950026,1,0
365213,0.8220017882950026,1,1
365639,0.8220017882950026,1,1
365689,0.8220017882950026,1,0
365779,0.8220017882950026,1,0
365791,0.8220017882950026,2,0
365933,0.8220017882950026,1,0
366053,0.8220017882950026,1,0
366169,0.8220017882950026,1,0
366173,0.8220017882950026,1,0
366181,0.8220017882950026,2,1
366829,0.8220017882950026,1,0
366859,0.8220017882950026,1,0
366869,0.8220017882950026,1,0
366967,0.8220017882950026,2,0
367541,0.8220017882950026,1,0
367613,0.8220017882950026,1,0
367637,0.8220017882950026,1,1
367721,0.8220017882950026,1,0
367841,0.8220017882950026,1,0
368107,0.8220017882950026,2,0
368293,0.8220017882950026,1,0
368323,0.8220017882950026,2,0
368539,0.8220017882950026,1,0
368857,0.8220017882950026,2,1
369169,0.8220017882950026,1,0
369197,0.8220017882950026,1,0
369247,0.8220017882950026,1,1
369283,0.8220017882950026,2,0
369301,0.8220017882950026,1,0
370687,0.8220017882950026,1,0
371069,0.8220017882950026,1,0
371333,0.8220017882950026,2,1
371549,0.8220017882950026,1,0
371627,0.8220017882950026,2,0
371857,0.8220017882950026,1,0
372013,0.8220017882950026,1,1
372167,0.8220017882950026,1,0
372179,0.8220017882950026,1,1
372313,0.8220017882950026,1,1
372443,0.8220017882950026,1,0
372497,0.8220017882950026,1,1
373049,0.8220017882950026,1,0
373157,0.8220017882950026,1,0
373339,0.8220017882950026,1,1
373349,0.8220017882950026,2,0
373363,0.8220017882950026,1,0
373489,0.8220017882950026,1,0
373517,0.8220017882950026,2,0
373717,0.8220017882950026,2,0
373757,0.8220017882950026,1,1
373777,0.8220017882950026,1,1
373859,0.8220017882950026,1,0
373943,0.8220017882950026,1,0
374009,0.8220017882950026,1,1
374093,0.8220017882950026,1,1
374219,0.8220017882950026,1,0
374287,0.8220017882950026,1,0
374347,0.8220017882950026,1,0
374501,0.8220017882950026,1,0
374587,0.8220017882950026,1,1
374653,0.8220017882950026,1,0
374683,0.8220017882950026,1,0
374701,0.8220017882950026,2,0
374887,0.8220017882950026,1,0
374939,0.8220017882950026,1,0
375233,0.8220017882950026,1,0
375247,0.8220017882950026,1,0
375311,0.8220017882950026,1,0
375451,0.8220017882950026,1,1
375481,0.8220017882950026,1,0
375533,0.8220017882950026,2,0
375787,0.8220017882950026,1,0
375799,0.8220017882950026,1,0
375901,0.8220017882950026,1,0
376147,0.8220017882950026,1,0
376529,0.8220017882950026,1,0
376603,0.8220017882950026,2,0
376837,0.8220017882950026,2,1
376891,0.8220017882950026,1,1
376969,0.8220017882950026,2,0
377491,0.8220017882950026,2,0
377687,0.8220017882950026,1,0
377981,0.8220017882950026,1,0
378089,0.8220017882950026,1,0
378439,0.8220017882950026,1,0
378503,0.8220017882950026,1,1
378509,0.8220017882950026,1,0
378559,0.8220017882950026,2,0
378683,0.8220017882950026,1,0
378901,0.8220017882950026,1,0
379157,0.8220017882950026,1,0
379177,0.8220017882950026,1,0
379199,0.8220017882950026,1,0
379369,0.8220017882950026,1,0
379397,0.8220017882950026,1,1
379541,0.8220017882950026,1,1
379703,0.8220017882950026,1,0
379723,0.8220017882950026,1,0
379817,0.8220017882950026,1,1
379877,0.8220017882950026,1,1
379909,0.8220017882950026,1,0
379993,0.8220017882950026,2,0
380147,0.8220017882950026,1,1
380333,0.8220017882950026,1,0
380533,0.8220017882950026,1,1
380777,0.8220017882950026,1,1
380971,0.8220017882950026,2,0
381019,0.8220017882950026,1,1
381319,0.8220017882950026,1,0
381533,0.8220017882950026,1,0
381607,0.8220017882950026,1,0
381629,0.8220017882950026,1,1
