Q,AUC_fit10M,AUC_fit20M,AUC_gap,Brier_fit10M,Brier_fit20M,Brier_gap,LogLoss_fit10M,LogLoss_fit20M,LogLoss_gap
20000000,0.7652091318949293,0.7681606972271969,0.0029515653322675917,0.1957593498505722,0.1965562237490845,0.0007968738985122958,0.7176211540040837,0.6942535330795849,-0.023367620924498733
50000000,0.7343233502225514,0.7368631152355254,0.002539765012974038,0.23039625201983402,0.23118422043461537,0.0007879684147813482,0.8933360459402473,0.8248257450329848,-0.06851030090726251
