t,n_top,dt,dy,dx,dy_residual,dx_residual,confidence,q_eff
162,1000162,5,4.9998463,-7.5815854e-05,9.9998463,-7.5815854e-05,0.95891875,
163,1000163,5,4.9999612,-0.00029042563,9.9999612,-0.00029042563,0.97079663,
164,1000164,5,4.9997805,-6.4971433e-05,9.9997805,-6.4971433e-05,0.95693658,
165,1000165,5,4.9997235,-3.9594145e-05,9.9997235,-3.9594145e-05,0.95966574,
166,1000166,5,4.9997568,0.00047934435,9.9997568,0.00047934435,0.95965217,10430.915
167,1000167,5,4.9996452,0.00022434866,9.9996452,0.00022434866,0.96198082,22286.738
168,1000168,5,4.9995751,5.6165061e-05,9.9995751,5.6165061e-05,0.95814227,89023.317
169,1000169,5,4.9999641,-0.00013905105,9.9999641,-0.00013905105,0.97464837,
170,1000170,5,5.0003822,0.00023852829,10.000382,0.00023852829,0.9716954,20961.874
171,1000171,5,4.9995096,-0.00017831102,9.9995096,-0.00017831102,0.97211593,
172,1000172,5,4.9994905,-0.00022906181,9.9994905,-0.00022906181,0.95812252,
173,1000173,5,4.9995606,-5.9766308e-05,9.9995606,-5.9766308e-05,0.96332778,
174,1000174,5,4.9997743,-5.1936527e-05,9.9997743,-5.1936527e-05,0.96359503,
175,1000175,5,4.9997007,-3.0507525e-05,9.9997007,-3.0507525e-05,0.9608263,
176,1000176,5,5.0003233,1.1691149e-05,10.000323,1.1691149e-05,0.93936475,427673.96
177,1000177,5,4.9996882,0.0003088364,9.9996882,0.0003088364,0.94978759,16189.801
178,1000178,5,5.0004869,0.00045791545,10.000487,0.00045791545,0.94590759,10919.046
179,1000179,5,4.9996297,-1.6441835e-05,9.9996297,-1.6441835e-05,0.94851236,
180,1000180,5,4.9997607,0.00041865652,9.9997607,0.00041865652,0.94387654,11942.965
181,1000181,5,4.999719,0.00049100989,9.999719,0.00049100989,0.96461174,10183.094
182,1000182,5,5.0001633,0.00012480873,10.000163,0.00012480873,0.97158675,40061.301
183,1000183,5,4.999791,-0.00021513303,9.999791,-0.00021513303,0.97179846,
184,1000184,5,4.9998718,-0.00051095866,9.9998718,-0.00051095866,0.95093719,
185,1000185,5,4.9998792,-1.6802719e-05,9.9998792,-1.6802719e-05,0.95807926,
186,1000186,5,5.000065,-8.4041885e-05,10.000065,-8.4041885e-05,0.9595431,
187,1000187,5,5.0000206,-0.00043660117,10.000021,-0.00043660117,0.95909083,
188,1000188,5,4.9999573,-3.6522684e-05,9.9999573,-3.6522684e-05,0.95208851,
189,1000189,5,4.9997636,0.000421191,9.9997636,0.000421191,0.9717331,11871.099
190,1000190,5,4.9997556,-0.00052096129,9.9997556,-0.00052096129,0.97344976,
191,1000191,5,4.9998655,6.9666277e-05,9.9998655,6.9666277e-05,0.96467214,71770.736
192,1000192,5,4.9997793,0.0004935318,9.9997793,0.0004935318,0.96945312,10131.06
193,1000193,5,4.9997901,4.9113986e-05,9.9997901,4.9113986e-05,0.96830578,101804
194,1000194,5,4.9996302,2.4736024e-05,9.9996302,2.4736024e-05,0.96345268,202134.34
195,1000195,5,4.9997986,0.00023098593,9.9997986,0.00023098593,0.97036264,21646.34
196,1000196,5,4.9995727,-0.00034738952,9.9995727,-0.00034738952,0.96463693,
197,1000197,5,5.0006466,-0.00034425201,10.000647,-0.00034425201,0.96658446,
198,1000198,5,5.0005375,-0.00036808101,10.000538,-0.00036808101,0.96501105,
199,1000199,5,4.9995385,-0.00066129073,9.9995385,-0.00066129073,0.96742117,
200,1000200,5,4.9993915,-0.00022879062,9.9993915,-0.00022879062,0.96252111,
201,1000201,5,4.9997592,-0.0001317718,9.9997592,-0.0001317718,0.97573925,
202,1000202,5,4.9995096,-1.9108781e-05,9.9995096,-1.9108781e-05,0.97025877,
203,1000203,5,5.000264,0.00017491737,10.000264,0.00017491737,0.97684926,28584.925
204,1000204,5,4.9998361,2.4172236e-05,9.9998361,2.4172236e-05,0.96547742,206848.88
205,1000205,5,4.9999874,1.8513232e-05,9.9999874,1.8513232e-05,0.96901222,270077.09
206,1000206,5,5.0000096,-3.3925848e-06,10.00001,-3.3925848e-06,0.96328396,
207,1000207,5,4.9998397,-0.00034125925,9.9998397,-0.00034125925,0.96723147,
208,1000208,5,5.0001952,9.6047464e-05,10.000195,9.6047464e-05,0.96710672,52057.595
209,1000209,5,4.9997895,-0.00023970344,9.9997895,-0.00023970344,0.96860514,
210,1000210,5,4.9997,0.00036261224,9.9997,0.00036261224,0.97183649,13788.834
211,1000211,5,4.9996621,-0.00064655231,9.9996621,-0.00064655231,0.96839215,
212,1000212,5,5.0000712,0.0001591115,10.000071,0.0001591115,0.95015466,31424.505
213,1000213,5,4.9998315,-0.00053631519,9.9998315,-0.00053631519,0.95303322,
214,1000214,5,4.9998768,-4.4725402e-05,9.9998768,-4.4725402e-05,0.951632,
215,1000215,5,5.0002735,-7.4818146e-05,10.000274,-7.4818146e-05,0.95214455,
216,1000216,5,4.999374,0.00017227369,9.999374,0.00017227369,0.95052629,29023.584
217,1000217,5,5.000035,7.1593569e-05,10.000035,7.1593569e-05,0.96813336,69838.675
218,1000218,5,4.9999127,0.00056920903,9.9999127,0.00056920903,0.96681558,8784.1193
219,1000219,5,5.0000229,0.00042058429,10.000023,0.00042058429,0.97179263,11888.223
