run_id,n_start,q0,H,W,weights,dt,smooth,frames,conf_min,sanity,runtime_s,mean_dx,median_dx,q_eff,slope_kpeak,track_r2,valid_frac,wave_strength,visibility_score,notes
n1e6_q6_H512_W1024_invq_dt5_sm9_permute_cols,1000000,6,512,1024,invq,5,9,300,0.15,permute_cols,0.1453390121459961,0.9932203389830508,0.0,5.034129692832765,0.225070348799008,0.004754063476815729,1.0,2.99999983800001,0.20684913988313386,
n1e6_q7_H512_W1024_invq_dt5_sm9_permute_cols,1000000,7,512,1024,invq,5,9,300,0.15,permute_cols,0.1438133716583252,-1.040677966101695,-3.0,nan,0.35175614909253095,0.011190029387641132,1.0,4.7393261150946975,0.5013398275064873,
n1e6_q8_H512_W1024_invq_dt5_sm9_permute_cols,1000000,8,512,1024,invq,5,9,300,0.15,permute_cols,0.1309659481048584,1.5016949152542374,-24.0,3.329571106094808,-0.1901338730639688,0.00379648374793895,1.0,4.446846845849347,0.2739951936952705,
n1e6_q9_H512_W1024_invq_dt5_sm9_permute_cols,1000000,9,512,1024,invq,5,9,300,0.15,permute_cols,0.12634968757629395,-2.935593220338983,1.0,nan,0.02745800106551266,7.75306514491092e-05,1.0,4.576624868231866,0.040297864541187375,
n1e6_q10_H512_W1024_invq_dt5_sm9_permute_cols,1000000,10,512,1024,invq,5,9,300,0.15,permute_cols,0.1308152675628662,-5.098305084745762,13.0,nan,0.16356820327760008,0.0025694325235373627,1.0,4.6943732753466865,0.23795576352253994,
n1e6_q11_H512_W1024_invq_dt5_sm9_permute_cols,1000000,11,512,1024,invq,5,9,300,0.15,permute_cols,0.14381003379821777,0.29152542372881357,-29.0,17.151162790697672,0.02584488674054649,6.235582552938101e-05,1.0,4.869764596328968,0.038454439412586444,
n1e6_q12_H512_W1024_invq_dt5_sm9_permute_cols,1000000,12,512,1024,invq,5,9,300,0.15,permute_cols,0.1442708969116211,2.8677966101694916,10.0,1.743498817966903,0.3435438032289322,0.009831768226892579,1.0,5.010266143701171,0.49679430887777704,
n1e6_q13_H512_W1024_invq_dt5_sm9_permute_cols,1000000,13,512,1024,invq,5,9,300,0.15,permute_cols,0.20958495140075684,-3.233898305084746,-2.0,nan,0.19033486963265014,0.003315107032973885,1.0,5.0688989242539675,0.291851821864746,
n1e6_q14_H512_W1024_invq_dt5_sm9_permute_cols,1000000,14,512,1024,invq,5,9,300,0.15,permute_cols,0.11693382263183594,-0.4067796610169492,2.0,nan,-0.013873905036122052,1.5452699377638268e-05,1.0,5.231563944039168,0.020565236858975083,
n1e6_q15_H512_W1024_invq_dt5_sm9_permute_cols,1000000,15,512,1024,invq,5,9,300,0.15,permute_cols,0.11484169960021973,-0.26101694915254237,-5.0,nan,-0.1454233548664584,0.0018787485626177158,1.0,5.25029602685221,0.22757163070565603,
n1e6_q16_H512_W1024_invq_dt5_sm9_permute_cols,1000000,16,512,1024,invq,5,9,300,0.15,permute_cols,0.17745280265808105,1.2372881355932204,13.0,4.041095890410959,0.17606411323109145,0.003277554184016984,1.0,4.145532408437623,0.23733142929834675,
n1e6_q17_H512_W1024_invq_dt5_sm9_permute_cols,1000000,17,512,1024,invq,5,9,300,0.15,permute_cols,0.19242453575134277,0.6,10.0,8.333333333333334,-0.11382809651583656,0.0015613033385184494,1.0,4.192927704687962,0.16567654088063305,
n1e6_q18_H512_W1024_invq_dt5_sm9_permute_cols,1000000,18,512,1024,invq,5,9,300,0.15,permute_cols,0.13669085502624512,1.7118644067796611,-5.0,2.9207920792079207,0.1483780044312806,0.0023142573922658727,1.0,4.303111718761308,0.20700863007983134,
n1e6_q19_H512_W1024_invq_dt5_sm9_permute_cols,1000000,19,512,1024,invq,5,9,300,0.15,permute_cols,0.1797482967376709,-4.250847457627119,-13.0,nan,0.059379528265670424,0.0003614822663263739,1.0,4.410747927257784,0.08386016970335725,
n1e6_q20_H512_W1024_invq_dt5_sm9_permute_cols,1000000,20,512,1024,invq,5,9,300,0.15,permute_cols,0.17890095710754395,2.8101694915254236,-9.0,1.779252110977081,0.078133910458363,0.0006282904043256599,1.0,4.485717623122842,0.11243774956453388,
n1e6_q21_H512_W1024_invq_dt5_sm9_permute_cols,1000000,21,512,1024,invq,5,9,300,0.15,permute_cols,0.1244208812713623,5.708474576271186,-6.0,0.8758907363420428,-0.006648312096328077,4.336275614025276e-06,1.0,4.5432637374853915,0.009460767887471536,
n1e6_q22_H512_W1024_invq_dt5_sm9_permute_cols,1000000,22,512,1024,invq,5,9,300,0.15,permute_cols,0.13210368156433105,0.46779661016949153,-14.0,10.68840579710145,0.07320809221521866,0.0006327512070203323,1.0,4.6164141988418494,0.11612380538941859,
n1e6_q23_H512_W1024_invq_dt5_sm9_permute_cols,1000000,23,512,1024,invq,5,9,300,0.15,permute_cols,0.12465620040893555,3.454237288135593,2.0,1.4474975466143278,-0.028379313246300057,8.06208755027571e-05,1.0,4.747714336905663,0.04262931314479766,
n1e6_q24_H512_W1024_invq_dt5_sm9_permute_cols,1000000,24,512,1024,invq,5,9,300,0.15,permute_cols,0.12739014625549316,0.8576271186440678,37.0,5.830039525691699,0.1808539082146036,0.0031603744134468537,1.0,4.82258713796278,0.27111238157929085,
n1e6_q25_H512_W1024_invq_dt5_sm9_permute_cols,1000000,25,512,1024,invq,5,9,300,0.15,permute_cols,0.1161351203918457,4.691525423728813,5.0,1.0657514450867052,0.2023427786139035,0.004027903577449754,1.0,4.848513981781499,0.30771465853226015,
n1e6_q26_H512_W1024_invq_dt5_sm9_permute_cols,1000000,26,512,1024,invq,5,9,300,0.15,permute_cols,0.14871525764465332,-0.864406779661017,-6.0,nan,-0.05690867276825687,0.0003376914473385284,1.0,4.990800926165371,0.09171286864087806,
n1e6_q27_H512_W1024_invq_dt5_sm9_permute_cols,1000000,27,512,1024,invq,5,9,300,0.15,permute_cols,0.1482706069946289,0.4711864406779661,-19.0,10.611510791366907,-0.05608084736411007,0.00029655753715396305,1.0,5.053730582112403,0.08702951610913741,
n1e6_q28_H512_W1024_invq_dt5_sm9_permute_cols,1000000,28,512,1024,invq,5,9,300,0.15,permute_cols,0.134965181350708,2.247457627118644,38.0,2.22473604826546,0.01256742733738031,1.499434824325796e-05,1.0,5.151060899406647,0.01994621431144645,
n1e6_q29_H512_W1024_invq_dt5_sm9_permute_cols,1000000,29,512,1024,invq,5,9,300,0.15,permute_cols,0.1273496150970459,3.5661016949152544,-32.0,1.4020912547528517,-0.3032692325670458,0.00916642760077202,1.0,5.184757042188738,0.49639622081977686,
n1e6_q30_H512_W1024_invq_dt5_sm9_permute_cols,1000000,30,512,1024,invq,5,9,300,0.15,permute_cols,0.1264486312866211,1.423728813559322,21.0,3.511904761904762,-0.010089092897767526,1.0249156704889018e-05,1.0,5.294142524325859,0.016948828901038444,
n1e6_q31_H512_W1024_invq_dt5_sm9_permute_cols,1000000,31,512,1024,invq,5,9,300,0.15,permute_cols,0.11766695976257324,-3.1152542372881356,7.0,nan,-0.20205904624791643,0.003549457408377865,1.0,5.330745166154717,0.3175915262605638,
n1e6_q32_H512_W1024_invq_dt5_sm9_permute_cols,1000000,32,512,1024,invq,5,9,300,0.15,permute_cols,0.11872029304504395,-7.284745762711864,6.0,nan,0.05381145586953826,0.00024462281662218643,1.0,5.452979211208927,0.08528689885923278,
n1e6_q33_H512_W1024_invq_dt5_sm9_permute_cols,1000000,33,512,1024,invq,5,9,300,0.15,permute_cols,0.12899327278137207,0.6779661016949152,8.0,7.375,-0.026751241036962838,5.984087450117137e-05,1.0,5.493001334916322,0.04249214652281767,
