f_idx,power
1,164837.7573426206
2,159077.4846357206
3,157965.68305956727
4,169702.27330625206
5,171082.41347195333
6,172855.90242936293
7,167074.94767175676
8,149049.5241706022
9,148889.52620481775
10,116585.39387867774
11,193110.31091677988
12,131732.58054370576
13,146868.03003663162
14,156836.56410955684
15,142790.50446416732
16,129446.3904580561
17,153841.52845786212
18,162961.77283099355
19,144892.2764880744
20,164210.67077046275
21,180140.70764558003
22,200228.26137661995
23,247851.62760850514
24,133865.45069567498
25,48783.783026907564
26,75270.79802946732
27,120749.57842743007
28,56645.55567678843
29,133745.60756023382
30,58419.32306678959
31,85166.27773464478
32,111350.2284607212
33,141456.59455202147
34,9047.397058555769
35,164685.65283620317
36,128918.7269833195
37,103011.2801470383
38,210161.63278608848
39,12540.429050313041
40,56059.77454600103
41,43580.88449698595
42,263243.1689763633
43,64663.27987867962
44,81428.99973071783
45,8183.507469474077
46,164322.30409114662
47,21239.84620683529
48,117395.66571809941
49,129380.61334427404
50,110207.47517025331
51,556320.1136248421
52,29900.314885401756
53,452037.50513672683
54,438261.31586515985
55,116407.16451132193
56,154282.65547901066
57,109933.76087057605
58,27538.76385453882
59,146714.50801615597
60,238313.87985486057
61,212519.89459849818
62,373889.37146306835
63,250147.7475151509
64,202282.49917872332
65,102127.5193374874
66,6876.974644996657
67,126569.30162507278
68,273144.00352489273
69,83078.86197151385
70,645965.4595091931
71,25907.150252824427
72,128147.61589852483
73,142559.0521547489
74,481129.6376644892
75,50943.635003909156
76,468311.3155635393
77,149489.13354366337
78,595005.549943863
79,241281.3799544546
80,11974.473631229619
81,206077.84068114124
82,192182.36613786712
83,394634.88072836126
84,520989.16537384735
85,153739.13375578684
86,58121.523733311165
87,145852.3845335247
88,142664.3255831083
89,93580.90735227152
90,60154.89118049559
91,44336.114101861895
92,23741.337498942416
93,60214.215332456304
94,10873.956314424338
95,208824.05078570233
96,343995.68479191844
97,150264.32148921772
98,2682.35043023424
99,168546.01721317836
100,71983.28713163488
101,82476.44741928353
102,163389.94129817665
103,31464.60902161061
104,311434.776517913
105,125580.33755650437
106,23009.354124320344
107,76697.30130103322
108,55108.38627970801
109,535705.8922825463
110,365170.43174522766
