n_start,q0_best,dt_best,theta_subdeg,theta_ci_lo,theta_ci_hi,q_theta,q_theta_ci_lo,q_theta_ci_hi,q_eff,q_eff_ci_lo,q_eff_ci_hi,track_r2_real,peakiness_real,track_r2_sanity,peakiness_sanity,pass_real,pass_sanity,pass_overall,fail_reasons
200000000,29,23,88.33481886364575,88.32324923733671,88.34529710529546,34.39844812882203,34.160963722594424,34.61639520294774,29.359447004608295,27.58008658008658,31.388120640881823,0.9891047797032724,25.17999943762639,8.785634398666975e-05,6.333333149666672,True,False,False,sanity:peakiness>6.0
